Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
65	James Beadle	eng ENG	GK	Birmingham City	21	2004	35.0	0.00	0.03	0.00	0.0	0.03	0.00	0.00		0.00	0.00	Matches
66	Asmir Begović	ba BIH	GK	Leicester City	38	1987	10.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
67	Amari'i Bell	jm JAM	DF,MF	Charlton Athletic	31	1994	30.0	0.00	0.10	0.00	0.0	0.10	0.00	0.00		0.00	0.00	Matches
68	Sam Bell	eng ENG	MF	Bristol City	23	2002	4.0	1.00	2.00	1.75	87.5	1.98	1.73	0.50	0.57	0.00	0.00	Matches
69	Bachir Belloumi	dz ALG	MF	Hull City	23	2002	10.4	0.19	3.56	1.35	37.8	3.56	1.35	0.05	0.14	0.00	0.00	Matches
70	Anis Ben Slimane	tn TUN	MF	Norwich City	24	2001	13.6	0.37	1.84	1.32	72.0	1.84	1.32	0.20	0.28	0.00	0.00	Matches
71	Steven Benda	de GER	GK	Millwall	26	1998	9.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
72	Daniel Bennie	au AUS	FW,MF	QPR	19	2006	7.2	0.14	2.78	1.11	40.0	2.78	1.11	0.05	0.13	0.00	0.00	Matches
73	Victor Bernth Kristiansen	dk DEN	DF	Leicester City	22	2002	1.9	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
74	Luke Berry	eng ENG	MF	Charlton Athletic	33	1992	5.4	0.19	2.22	0.56	25.0	2.22	0.56	0.08	0.33	0.00	0.00	Matches
75	Florian Bianchini	fr FRA	MF	Portsmouth	24	2001	5.7	0.00	2.46	0.88	35.7	2.46	0.88	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
76	Jake Bidwell	eng ENG	DF	Coventry City	32	1993	4.8	0.00	0.63	0.21	33.3	0.63	0.21	0.00	0.00	0.00	0.00	Matches
77	Krystian Bielik	pl POL	DF,MF	West Brom	27	1998	10.5	0.00	0.57	0.38	66.7	0.57	0.38	0.00	0.00	0.00	0.00	Matches
78	Tyler Bindon	nz NZL	DF	Sheffield United	20	2005	22.5	0.04	0.62	0.13	21.4	0.62	0.13	0.07	0.33	0.00	0.00	Matches
79	Max Bird	eng ENG	MF	Bristol City	24	2000	6.3	0.32	1.90	0.79	41.7	1.91	0.80	0.17	0.40	0.00	0.00	Matches
80	Colby Bishop	eng ENG	FW	Portsmouth	28	1996	37.7	0.08	1.51	0.45	29.8	1.51	0.45	0.04	0.12	0.03	0.05	Matches
81	Corey Blackett-Taylor	eng ENG	MF	Derby County	27	1997	3.0	0.00	2.67	0.67	25.0	2.64	0.66	0.00	0.00	0.00	0.00	Matches
82	Harvey Blair	eng ENG	MF	Portsmouth	21	2003	5.4	0.00	0.74	0.19	25.0	0.74	0.19	0.00	0.00	0.00	0.00	Matches
83	Eric Bocat	fr FRA	DF,MF	Stoke City	26	1999	20.2	0.00	1.04	0.25	23.8	1.04	0.25	0.00	0.00	0.00	0.00	Matches
84	Marc Bola	eng ENG	DF,MF	Watford	27	1997	32.2	0.06	1.09	0.25	22.9	1.09	0.25	0.06	0.25	0.00	0.00	Matches
85	Neto Borges	br BRA	DF,MF	Middlesbrough	28	1996	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
86	Neto Borges	br BRA	MF,DF	Bristol City	28	1996	30.3	0.00	0.76	0.10	13.0	0.76	0.10	0.00	0.00	0.00	0.00	Matches
87	Raphael Borges Rodrigues	au AUS	MF	Coventry City	21	2003	0.4	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
88	Ollie Bostock	wls WAL	MF	West Brom	18	2007	2.3	0.43	3.04	0.43	14.3	3.07	0.44	0.14	1.00	0.00	0.00	Matches
89	Edoardo Bove	it ITA	MF,FW	Watford	23	2002	3.1	0.32	0.97	0.32	33.3	0.98	0.33	0.33	1.00	0.00	0.00	Matches
90	Ibane Bowat	sct SCO	DF	Portsmouth	22	2002	8.9	0.22	0.90	0.34	37.5	0.90	0.34	0.25	0.67	0.00	0.00	Matches
91	Róbert Boženík	sk SVK	FW	Stoke City	25	1999	9.2	0.11	2.72	0.87	32.0	2.71	0.87	0.04	0.13	0.00	0.00	Matches
92	Tom Bradshaw	wls WAL	FW	Oxford United	33	1992	0.8	0.00	1.25	0.00	0.0	1.30	0.00	0.00		0.00	0.00	Matches
93	Robbie Brady	ie IRL	DF,FW	Preston	33	1992	1.1	0.00	1.82	0.91	50.0	1.89	0.95	0.00	0.00	0.00	0.00	Matches
94	Cameron Bragg	eng ENG	MF	Southampton	20	2005	7.6	0.00	0.26	0.13	50.0	0.26	0.13	0.00	0.00	0.00	0.00	Matches
95	Cameron Brannagan	eng ENG	MF	Oxford United	29	1996	34.3	0.17	1.95	0.55	28.4	1.95	0.55	0.06	0.21	0.06	0.06	Matches
96	Brau	es ESP	DF	Coventry City	23	2001	2.3	0.00	0.87	0.00	0.0	0.89	0.00	0.00		0.00	0.00	Matches
97	James Bree	eng ENG	MF,DF	Charlton Athletic	27	1997	18.6	0.11	0.70	0.22	30.8	0.70	0.22	0.15	0.50	0.00	0.00	Matches
98	James Bree	eng ENG	DF	Southampton	27	1997	16.0	0.13	0.94	0.44	46.7	0.93	0.44	0.13	0.29	0.00	0.00	Matches
99	Ben Brereton	cl CHI	MF	Derby County	26	1999	33.8	0.21	1.75	0.68	39.0	1.74	0.68	0.10	0.26	0.03	0.03	Matches
100	Rhian Brewster	eng ENG	MF,FW	Derby County	25	2000	16.2	0.43	2.04	0.68	33.3	2.03	0.68	0.18	0.55	0.06	0.06	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
101	Callum Brittain	eng ENG	DF,MF	Middlesbrough	27	1998	40.2	0.00	0.97	0.25	25.6	0.97	0.25	0.00	0.00	0.00	0.00	Matches
102	Nathan Broadhead	wls WAL	FW,MF	Ipswich Town	27	1998	0.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
103	Nathan Broadhead	wls WAL	MF,FW	Wrexham	27	1998	21.1	0.33	2.32	0.57	24.5	2.32	0.57	0.14	0.58	0.00	0.00	Matches
104	Andre Brooks	jm JAM	MF	Sheffield United	21	2003	27.0	0.22	2.07	0.63	30.4	2.07	0.63	0.11	0.35	0.00	0.00	Matches
105	Ciaron Brown	nir NIR	DF	Oxford United	27	1998	36.9	0.08	0.81	0.22	26.7	0.81	0.22	0.10	0.38	0.00	0.00	Matches
106	Dajaune Brown	jm JAM	FW	Derby County	19	2005	0.0	0	0	0		0.00	0.00			0	0	Matches
107	George Brown		FW	Sheffield Weds			3.4	0.59	2.06	0.88	42.9	2.03	0.87	0.29	0.67	0.00	0.00	Matches
108	Jacob Brown	sct SCO	FW,MF	Portsmouth	27	1998	5.5	0.18	2.18	1.09	50.0	2.19	1.10	0.08	0.17	0.00	0.00	Matches
109	Alan Browne	ie IRL	MF,DF	Middlesbrough	30	1995	27.5	0.15	1.35	0.40	29.7	1.35	0.40	0.11	0.36	0.00	0.00	Matches
110	Lewis Brunt	eng ENG	DF	Wrexham	24	2000	6.1	0.00	0.33	0.00	0.0	0.33	0.00	0.00		0.00	0.00	Matches
111	Joe Bryan	eng ENG	DF	Millwall	31	1993	8.2	0.00	0.24	0.00	0.0	0.24	0.00	0.00		0.00	0.00	Matches
112	Solomon Brynn	eng ENG	GK	Middlesbrough	24	2000	46.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
113	Cameron Burgess	au AUS	DF	Swansea City	29	1995	46.0	0.00	0.52	0.09	16.7	0.52	0.09	0.00	0.00	0.00	0.00	Matches
114	Delano Burgzorg	sr SUR	MF,FW	Middlesbrough	26	1998	12.0	0.17	2.17	0.67	30.8	2.16	0.66	0.08	0.25	0.00	0.00	Matches
115	Delano Burgzorg	sr SUR	FW,MF	Bristol City	26	1998	6.1	0.16	1.64	0.49	30.0	1.65	0.49	0.10	0.33	0.00	0.00	Matches
116	Reece Burke	eng ENG	DF	Charlton Athletic	28	1996	10.5	0.10	0.57	0.19	33.3	0.57	0.19	0.17	0.50	0.00	0.00	Matches
117	Wes Burns	wls WAL	MF	Ipswich Town	30	1994	8.8	0.23	1.14	0.34	30.0	1.13	0.34	0.20	0.67	0.00	0.00	Matches
118	Rumarn Burrell	jm JAM	FW	QPR	24	2000	22.2	0.45	1.58	0.95	60.0	1.58	0.95	0.29	0.48	0.00	0.00	Matches
119	Harrison Burrows	eng ENG	DF	Sheffield United	23	2002	33.0	0.15	1.15	0.33	28.9	1.15	0.33	0.13	0.45	0.00	0.03	Matches
120	Josef Bursik	eng ENG	GK	Portsmouth	25	2000	9.0	0.00	0.11	0.00	0.0	0.11	0.00	0.00		0.00	0.00	Matches
121	Gustavo Caballero	py PAR	MF	Portsmouth	23	2001	8.4	0.12	1.79	0.48	26.7	1.78	0.47	0.07	0.25	0.00	0.00	Matches
122	Ben Cabango	wls WAL	DF	Swansea City	25	2000	44.8	0.02	0.51	0.11	21.7	0.51	0.11	0.04	0.20	0.00	0.00	Matches
123	Liberato Cacace	nz NZL	MF	Wrexham	24	2000	8.0	0.00	0.88	0.13	14.3	0.87	0.12	0.00	0.00	0.00	0.00	Matches
124	Bailey-Tye Cadamarteri	jm JAM	FW	Sheffield Weds	20	2005	23.4	0.09	1.88	0.60	31.8	1.88	0.60	0.05	0.14	0.00	0.00	Matches
125	Bailey-Tye Cadamarteri	jm JAM	FW	Wrexham	20	2005	0.3	0.00	6.67	0.00	0.0	6.21	0.00	0.00		0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
126	Jens Cajuste	se SWE	MF	Ipswich Town	25	1999	13.3	0.08	1.28	0.38	29.4	1.28	0.38	0.06	0.20	0.00	0.00	Matches
127	George Campbell	us USA	DF	West Brom	24	2001	34.2	0.12	0.76	0.29	38.5	0.76	0.29	0.15	0.40	0.00	0.00	Matches
128	Tyreece Campbell	jm JAM	FW,MF	Charlton Athletic	21	2003	32.5	0.09	1.94	0.43	22.2	1.94	0.43	0.05	0.21	0.00	0.00	Matches
129	Tyrese Campbell	eng ENG	FW	Sheffield United	25	1999	20.9	0.29	2.11	0.62	29.5	2.10	0.62	0.14	0.46	0.00	0.00	Matches
130	Tom Cannon	ie IRL	FW,MF	Sheffield United	22	2002	19.2	0.31	2.24	0.83	37.2	2.24	0.83	0.14	0.38	0.00	0.00	Matches
131	Todd Cantwell	eng ENG	MF	Blackburn	27	1998	23.0	0.22	2.00	0.61	30.4	2.00	0.61	0.09	0.29	0.04	0.04	Matches
132	Sonny Carey	eng ENG	MF,FW	Charlton Athletic	24	2001	37.6	0.21	2.47	0.74	30.1	2.47	0.74	0.09	0.29	0.00	0.00	Matches
133	Julián Carranza	ar ARG	FW	Leicester City	25	2000	3.5	0.00	2.00	0.86	42.9	1.98	0.85	0.00	0.00	0.00	0.00	Matches
134	Hayden Carter	eng ENG	DF	Blackburn	25	1999	8.7	0.23	0.57	0.34	60.0	0.57	0.34	0.40	0.67	0.00	0.00	Matches
135	Kaelan Casey	eng ENG	DF	Swansea City	20	2004	3.2	0.00	0.94	0.31	33.3	0.92	0.31	0.00	0.00	0.00	0.00	Matches
136	Eiran Cashin	ie IRL	DF	Birmingham City	23	2001	4.7	0.00	1.49	0.21	14.3	1.50	0.21	0.00	0.00	0.00	0.00	Matches
137	Eiran Cashin	ie IRL	DF	Blackburn	23	2001	17.1	0.06	0.88	0.12	13.3	0.87	0.12	0.07	0.50	0.00	0.00	Matches
138	Leo Castledine	eng ENG	FW	Middlesbrough	19	2005	3.1	0.32	5.81	2.26	38.9	5.81	2.26	0.06	0.14	0.00	0.00	Matches
139	Žan Celar	si SVN	FW	QPR	26	1999	0.8	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
140	Ilias Chair	ma MAR	MF	QPR	27	1997	10.5	0.10	3.05	1.05	34.4	3.05	1.05	0.03	0.09	0.00	0.00	Matches
141	Giorgi Chakvetadze	ge GEO	MF,FW	Watford	25	1999	19.9	0.00	1.06	0.30	28.6	1.06	0.30	0.00	0.00	0.00	0.00	Matches
142	Nathaniel Chalobah	eng ENG	MF	Sheffield Weds	30	1994	6.5	0.31	1.08	0.46	42.9	1.08	0.46	0.29	0.67	0.00	0.00	Matches
143	Luke Chambers	eng ENG	MF	Charlton Athletic	21	2004	13.7	0.00	0.51	0.29	57.1	0.51	0.29	0.00	0.00	0.00	0.00	Matches
144	Archie Chaplin	eng ENG	DF	Middlesbrough	19	2005	0.0	0	0	0		0.00	0.00			0	0	Matches
145	Conor Chaplin	eng ENG	MF	Portsmouth	28	1997	24.8	0.08	2.14	0.44	20.8	2.14	0.44	0.04	0.18	0.00	0.00	Matches
146	Conor Chaplin	eng ENG	MF	Ipswich Town	28	1997	1.5	0.00	3.33	0.00	0.0	3.33	0.00	0.00		0.00	0.00	Matches
147	Pierce Charles	nir NIR	GK	Sheffield Weds	20	2005	19.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
148	Shea Charles	nir NIR	MF	Southampton	21	2003	23.0	0.13	1.52	0.65	42.9	1.52	0.65	0.09	0.20	0.00	0.00	Matches
149	Tahith Chong	cw CUW	MF	Sheffield United	25	1999	7.5	0.00	1.07	0.40	37.5	1.06	0.40	0.00	0.00	0.00	0.00	Matches
150	Hamza Choudhury	bd BAN	DF,MF	Leicester City	27	1997	16.6	0.00	0.66	0.00	0.0	0.66	0.00	0.00		0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
151	Benjamin Chrisene	eng ENG	DF	Norwich City	21	2004	14.4	0.07	0.49	0.14	28.6	0.49	0.14	0.14	0.50	0.00	0.00	Matches
152	Lamine Cissé	fr FRA	FW,MF	Stoke City	22	2003	18.7	0.16	1.98	0.80	40.5	1.97	0.80	0.08	0.20	0.00	0.00	Matches
153	Bobby Clark	eng ENG	MF	Derby County	20	2005	32.6	0.09	1.41	0.21	15.2	1.41	0.21	0.07	0.43	0.00	0.00	Matches
154	Harry Clarke	eng ENG	MF	Charlton Athletic	24	2001	16.9	0.00	0.77	0.06	7.7	0.77	0.06	0.00	0.00	0.00	0.00	Matches
155	Jack Clarke	eng ENG	MF	Ipswich Town	24	2000	26.5	0.60	2.19	0.91	41.4	2.19	0.90	0.17	0.42	0.23	0.23	Matches
156	Matthew Clarke	eng ENG	DF	Derby County	28	1996	44.9	0.07	0.60	0.09	14.8	0.60	0.09	0.11	0.75	0.00	0.00	Matches
157	Jake Clarke-Salter	eng ENG	DF	QPR	27	1997	8.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
158	Max Cleworth	wls WAL	DF	Wrexham	22	2002	39.9	0.08	0.70	0.15	21.4	0.70	0.15	0.11	0.50	0.00	0.00	Matches
159	Conor Coady	eng ENG	DF	Wrexham	32	1993	4.9	0.00	0.41	0.00	0.0	0.41	0.00	0.00		0.00	0.00	Matches
160	Conor Coady	eng ENG	MF	Charlton Athletic	32	1993	9.4	0.11	0.53	0.32	60.0	0.53	0.32	0.20	0.33	0.00	0.00	Matches
161	Josh Coburn	eng ENG	FW	Millwall	22	2002	19.6	0.46	2.04	0.87	42.5	2.04	0.87	0.23	0.53	0.00	0.00	Matches
162	Alex Cochrane	eng ENG	DF	Birmingham City	25	2000	17.0	0.06	0.53	0.24	44.4	0.53	0.23	0.11	0.25	0.00	0.00	Matches
163	Toby Collyer	eng ENG	MF	Hull City	21	2004	1.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
164	Toby Collyer	eng ENG	MF	West Brom	21	2004	2.9	0.00	0.69	0.00	0.0	0.70	0.00	0.00		0.00	0.00	Matches
165	Tommy Conway	sct SCO	FW,MF	Middlesbrough	22	2002	39.7	0.33	2.07	0.76	36.6	2.07	0.76	0.11	0.30	0.10	0.10	Matches
166	Steve Cook	eng ENG	DF	QPR	34	1991	23.9	0.04	0.79	0.08	10.5	0.79	0.08	0.05	0.50	0.00	0.00	Matches
167	Jake Cooper	eng ENG	DF	Millwall	30	1995	45.0	0.09	0.80	0.31	38.9	0.80	0.31	0.11	0.29	0.00	0.00	Matches
168	Liam Cooper	sct SCO	DF	Sheffield Weds	33	1991	10.1	0.10	0.30	0.10	33.3	0.30	0.10	0.33	1.00	0.00	0.00	Matches
169	Michael Cooper	eng ENG	GK	Sheffield United	25	1999	33.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
170	Murphy Cooper	eng ENG	GK	Sheffield Weds	23	2001	8.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
171	Oliver Cooper	wls WAL	MF	Swansea City	25	1999	0.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
172	José Córdoba	pa PAN	DF	Norwich City	24	2001	25.0	0.04	0.36	0.08	22.2	0.36	0.08	0.11	0.50	0.00	0.00	Matches
173	David Cornell	wls WAL	GK	Preston	34	1991	7.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
174	Harry Cornick	eng ENG	FW,MF	Bristol City	30	1995	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
