Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
136	Eiran Cashin	ie IRL	DF	Birmingham City	23	2001	11	3	420	4.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
137	Eiran Cashin	ie IRL	DF	Blackburn	23	2001	18	17	1,543	17.1	0.06	0.06	0.12	0.06	0.00	0.00	0.41	0.00	0.06	0.06	0.12	0.06	0.12	Matches
138	Leo Castledine	eng ENG	FW	Middlesbrough	19	2005	9	1	279	3.1	0.32	0.00	0.32	0.32	0.00	0.00	0.00	0.00	0.32	0.00	0.32	0.32	0.32	Matches
139	Žan Celar	si SVN	FW	QPR	26	1999	2	1	76	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
140	Ilias Chair	ma MAR	MF	QPR	27	1997	15	10	945	10.5	0.10	0.19	0.29	0.10	0.00	0.00	0.10	0.00	0.10	0.19	0.29	0.10	0.29	Matches
141	Giorgi Chakvetadze	ge GEO	MF,FW	Watford	25	1999	29	22	1,791	19.9	0.00	0.15	0.15	0.00	0.00	0.00	0.30	0.00	0.00	0.15	0.15	0.00	0.15	Matches
142	Nathaniel Chalobah	eng ENG	MF	Sheffield Weds	30	1994	13	7	582	6.5	0.31	0.15	0.46	0.31	0.00	0.00	0.31	0.00	0.31	0.15	0.46	0.31	0.46	Matches
143	Luke Chambers	eng ENG	MF	Charlton Athletic	21	2004	18	16	1,229	13.7	0.00	0.07	0.07	0.00	0.00	0.00	0.29	0.00	0.00	0.07	0.07	0.00	0.07	Matches
144	Archie Chaplin	eng ENG	DF	Middlesbrough	19	2005	1	0	2	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
145	Conor Chaplin	eng ENG	MF	Portsmouth	28	1997	36	26	2,229	24.8	0.08	0.12	0.20	0.08	0.00	0.00	0.08	0.00	0.08	0.12	0.20	0.08	0.20	Matches
146	Conor Chaplin	eng ENG	MF	Ipswich Town	28	1997	4	1	135	1.5	0.00	0.00	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	0.00	0.00	0.00	Matches
147	Pierce Charles	nir NIR	GK	Sheffield Weds	20	2005	19	19	1,710	19.0	0.00	0.05	0.05	0.00	0.00	0.00	0.05	0.00	0.00	0.05	0.05	0.00	0.05	Matches
148	Shea Charles	nir NIR	MF	Southampton	21	2003	31	21	2,071	23.0	0.13	0.09	0.22	0.13	0.00	0.00	0.26	0.00	0.13	0.09	0.22	0.13	0.22	Matches
149	Tahith Chong	cw CUW	MF	Sheffield United	25	1999	21	7	678	7.5	0.00	0.13	0.13	0.00	0.00	0.00	0.27	0.00	0.00	0.13	0.13	0.00	0.13	Matches
150	Hamza Choudhury	bd BAN	DF,MF	Leicester City	27	1997	30	17	1,494	16.6	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
151	Benjamin Chrisene	eng ENG	DF	Norwich City	21	2004	21	15	1,293	14.4	0.07	0.07	0.14	0.07	0.00	0.00	0.21	0.00	0.07	0.07	0.14	0.07	0.14	Matches
152	Lamine Cissé	fr FRA	FW,MF	Stoke City	22	2003	34	19	1,687	18.7	0.16	0.16	0.32	0.16	0.00	0.00	0.21	0.00	0.16	0.16	0.32	0.16	0.32	Matches
153	Bobby Clark	eng ENG	MF	Derby County	20	2005	42	33	2,932	32.6	0.09	0.09	0.18	0.09	0.00	0.00	0.25	0.00	0.09	0.09	0.18	0.09	0.18	Matches
154	Harry Clarke	eng ENG	MF	Charlton Athletic	24	2001	19	17	1,519	16.9	0.00	0.12	0.12	0.00	0.00	0.00	0.47	0.00	0.00	0.12	0.12	0.00	0.12	Matches
155	Jack Clarke	eng ENG	MF	Ipswich Town	24	2000	46	23	2,387	26.5	0.60	0.04	0.64	0.38	0.23	0.23	0.15	0.00	0.60	0.04	0.64	0.38	0.41	Matches
156	Matthew Clarke	eng ENG	DF	Derby County	28	1996	45	45	4,044	44.9	0.07	0.09	0.16	0.07	0.00	0.00	0.22	0.02	0.07	0.09	0.16	0.07	0.16	Matches
157	Jake Clarke-Salter	eng ENG	DF	QPR	27	1997	14	10	749	8.3	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	Matches
158	Max Cleworth	wls WAL	DF	Wrexham	22	2002	41	40	3,594	39.9	0.08	0.10	0.18	0.08	0.00	0.00	0.15	0.00	0.08	0.10	0.18	0.08	0.18	Matches
159	Conor Coady	eng ENG	DF	Wrexham	32	1993	5	5	441	4.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
160	Conor Coady	eng ENG	MF	Charlton Athletic	32	1993	12	11	847	9.4	0.11	0.11	0.21	0.11	0.00	0.00	0.11	0.00	0.11	0.11	0.21	0.11	0.21	Matches
161	Josh Coburn	eng ENG	FW	Millwall	22	2002	26	22	1,766	19.6	0.46	0.00	0.46	0.46	0.00	0.00	0.10	0.00	0.46	0.00	0.46	0.46	0.46	Matches
162	Alex Cochrane	eng ENG	DF	Birmingham City	25	2000	21	18	1,534	17.0	0.06	0.24	0.29	0.06	0.00	0.00	0.18	0.00	0.06	0.23	0.29	0.06	0.29	Matches
163	Toby Collyer	eng ENG	MF	Hull City	21	2004	5	1	106	1.2	0.00	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00	Matches
164	Toby Collyer	eng ENG	MF	West Brom	21	2004	12	3	258	2.9	0.00	0.34	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.35	0.00	0.35	Matches
165	Tommy Conway	sct SCO	FW,MF	Middlesbrough	22	2002	46	43	3,573	39.7	0.33	0.13	0.45	0.23	0.10	0.10	0.15	0.00	0.33	0.13	0.45	0.23	0.35	Matches
166	Steve Cook	eng ENG	DF	QPR	34	1991	30	23	2,151	23.9	0.04	0.00	0.04	0.04	0.00	0.00	0.08	0.00	0.04	0.00	0.04	0.04	0.04	Matches
167	Jake Cooper	eng ENG	DF	Millwall	30	1995	45	45	4,050	45.0	0.09	0.02	0.11	0.09	0.00	0.00	0.22	0.00	0.09	0.02	0.11	0.09	0.11	Matches
168	Liam Cooper	sct SCO	DF	Sheffield Weds	33	1991	14	10	909	10.1	0.10	0.00	0.10	0.10	0.00	0.00	0.30	0.00	0.10	0.00	0.10	0.10	0.10	Matches
169	Michael Cooper	eng ENG	GK	Sheffield United	25	1999	34	34	3,015	33.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
170	Murphy Cooper	eng ENG	GK	Sheffield Weds	23	2001	8	8	720	8.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
171	Oliver Cooper	wls WAL	MF	Swansea City	25	1999	1	0	25	0.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
172	José Córdoba	pa PAN	DF	Norwich City	24	2001	28	24	2,252	25.0	0.04	0.04	0.08	0.04	0.00	0.00	0.20	0.00	0.04	0.04	0.08	0.04	0.08	Matches
173	David Cornell	wls WAL	GK	Preston	34	1991	8	7	675	7.5	0.00	0.13	0.13	0.00	0.00	0.00	0.13	0.00	0.00	0.13	0.13	0.00	0.13	Matches
174	Harry Cornick	eng ENG	FW,MF	Bristol City	30	1995	1	0	7	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
175	Conor Coventry	ie IRL	MF	Charlton Athletic	25	2000	40	33	2,910	32.3	0.00	0.03	0.03	0.00	0.00	0.00	0.22	0.00	0.00	0.03	0.03	0.00	0.03	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
176	Lewie Coyle	eng ENG	DF,MF	Hull City	29	1995	39	37	3,184	35.4	0.00	0.11	0.11	0.00	0.00	0.00	0.34	0.00	0.00	0.11	0.11	0.00	0.11	Matches
177	Tristan Crama	fr FRA	DF	Millwall	23	2001	46	46	4,105	45.6	0.07	0.13	0.20	0.07	0.00	0.00	0.20	0.00	0.07	0.13	0.20	0.07	0.20	Matches
178	Aaron Cresswell	eng ENG	DF	Stoke City	35	1989	25	22	2,001	22.2	0.00	0.14	0.14	0.00	0.00	0.00	0.09	0.00	0.00	0.13	0.13	0.00	0.13	Matches
179	Ante Crnac	hr CRO	MF,FW	Norwich City	21	2003	11	8	758	8.4	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	Matches
180	Max Crocombe	nz NZL	GK	Millwall	31	1993	23	23	2,070	23.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
181	Matt Crooks	eng ENG	MF	Hull City	31	1994	31	28	2,502	27.8	0.14	0.14	0.29	0.14	0.00	0.00	0.47	0.00	0.14	0.14	0.29	0.14	0.29	Matches
182	Liam Cullen	wls WAL	MF,FW	Swansea City	26	1999	40	17	1,737	19.3	0.26	0.00	0.26	0.26	0.00	0.00	0.26	0.00	0.26	0.00	0.26	0.26	0.26	Matches
183	Jamie Cumming	eng ENG	GK	Oxford United	25	1999	46	46	4,140	46.0	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	Matches
184	Luke Cundle	eng ENG	MF	Millwall	23	2002	28	10	1,072	11.9	0.34	0.00	0.34	0.34	0.00	0.00	0.08	0.00	0.34	0.00	0.34	0.34	0.34	Matches
185	Jack Currie	eng ENG	DF	Oxford United	22	2002	30	25	2,179	24.2	0.00	0.04	0.04	0.00	0.00	0.00	0.21	0.00	0.00	0.04	0.04	0.00	0.04	Matches
186	Patson Daka	zm ZAM	FW	Leicester City	26	1998	41	21	2,088	23.2	0.22	0.17	0.39	0.22	0.00	0.04	0.09	0.00	0.22	0.17	0.39	0.22	0.39	Matches
187	Harry Darling	eng ENG	DF	Norwich City	25	1999	35	34	3,016	33.5	0.03	0.00	0.03	0.03	0.00	0.00	0.21	0.00	0.03	0.00	0.03	0.03	0.03	Matches
188	Jay Dasilva	wls WAL	DF	Coventry City	27	1998	42	41	3,544	39.4	0.00	0.08	0.08	0.00	0.00	0.00	0.15	0.03	0.00	0.08	0.08	0.00	0.08	Matches
189	Adam Davies	wls WAL	GK	Sheffield United	33	1992	13	12	1,125	12.5	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	Matches
190	Ben Davies	eng ENG	DF	Oxford United	29	1995	10	7	647	7.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
191	Tom Davies	eng ENG	MF	Sheffield United	27	1998	10	3	344	3.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
192	Leif Davis	eng ENG	DF	Ipswich Town	25	1999	37	35	3,164	35.2	0.06	0.11	0.17	0.06	0.00	0.00	0.14	0.00	0.06	0.11	0.17	0.06	0.17	Matches
193	Bobby De Cordova-Reid	jm JAM	MF	Leicester City	32	1993	36	23	1,791	19.9	0.25	0.15	0.40	0.25	0.00	0.05	0.15	0.05	0.25	0.15	0.40	0.25	0.40	Matches
194	Brian De Keersmaecker	be BEL	MF	Oxford United	25	2000	26	25	2,246	25.0	0.04	0.20	0.24	0.04	0.00	0.00	0.12	0.00	0.04	0.20	0.24	0.04	0.24	Matches
195	Dion De Neve	be BEL	MF	Blackburn	24	2001	27	9	983	10.9	0.00	0.09	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.09	0.00	0.09	Matches
196	Tom Dele-Bashiru	ng NGA	MF	Watford	25	1999	1	0	5	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
197	Karamoko Dembélé	eng ENG	MF	QPR	22	2003	28	17	1,525	16.9	0.06	0.00	0.06	0.06	0.00	0.00	0.18	0.00	0.06	0.00	0.06	0.06	0.06	Matches
198	Siriki Dembélé	ci CIV	MF	Oxford United	28	1996	19	4	657	7.3	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00	Matches
199	Enis Destan	tr TUR	FW	Hull City	23	2002	18	4	443	4.9	0.41	0.00	0.41	0.41	0.00	0.00	0.82	0.00	0.41	0.00	0.41	0.41	0.41	Matches
200	Alfie Devine	eng ENG	MF	Preston	20	2004	45	36	3,112	34.6	0.23	0.17	0.40	0.23	0.00	0.00	0.12	0.00	0.23	0.17	0.40	0.23	0.40	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
201	Terry Devlin	nir NIR	DF,MF	Portsmouth	21	2003	38	29	2,564	28.5	0.18	0.04	0.21	0.18	0.00	0.00	0.11	0.04	0.18	0.04	0.21	0.18	0.21	Matches
202	Madiodio Dia	sn SEN	DF	Portsmouth	21	2004	7	5	390	4.3	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.00	Matches
203	Ousmane Diakité	ml MLI	MF	West Brom	25	2000	36	26	2,402	26.7	0.04	0.00	0.04	0.04	0.00	0.00	0.26	0.00	0.04	0.00	0.04	0.04	0.04	Matches
204	Tyler Dibling	eng ENG	MF	Southampton	19	2006	1	0	8	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
205	Robert Dickie	eng ENG	DF	Bristol City	29	1996	33	30	2,725	30.3	0.03	0.03	0.07	0.03	0.00	0.00	0.17	0.00	0.03	0.03	0.07	0.03	0.07	Matches
206	Seny Dieng	sn SEN	GK	Sheffield Weds	30	1994	3	3	270	3.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
207	Daryl Dike	us USA	FW	West Brom	25	2000	24	6	727	8.1	0.25	0.12	0.37	0.25	0.00	0.00	0.25	0.00	0.25	0.12	0.37	0.25	0.37	Matches
208	Nathan Dlamini		FW	Blackburn			4	0	28	0.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
209	Lewis Dobbin	eng ENG	FW	Preston	22	2003	39	33	2,597	28.9	0.35	0.28	0.62	0.35	0.00	0.00	0.07	0.00	0.35	0.28	0.62	0.35	0.62	Matches
210	George Dobson	eng ENG	MF	Wrexham	27	1997	40	31	2,919	32.4	0.06	0.06	0.12	0.06	0.00	0.00	0.25	0.00	0.06	0.06	0.12	0.06	0.12	Matches
211	Greg Docherty	sct SCO	MF	Charlton Athletic	28	1996	39	32	2,944	32.7	0.03	0.09	0.12	0.03	0.00	0.03	0.21	0.00	0.03	0.09	0.12	0.03	0.12	Matches
212	Aodhan Doherty	nir NIR	MF	Blackburn	19	2006	3	1	85	0.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
213	Jamie Donley	nir NIR	MF	Oxford United	20	2005	13	10	822	9.1	0.11	0.11	0.22	0.11	0.00	0.00	0.00	0.00	0.11	0.11	0.22	0.11	0.22	Matches
214	Jamie Donley	nir NIR	MF	Stoke City	20	2005	4	0	81	0.9	0.00	1.11	1.11	0.00	0.00	0.00	0.00	0.00	0.00	1.11	1.11	0.00	1.11	Matches
215	Alfie Doughty	eng ENG	DF,MF	Millwall	25	1999	25	16	1,401	15.6	0.00	0.32	0.32	0.00	0.00	0.00	0.26	0.00	0.00	0.32	0.32	0.00	0.32	Matches
216	Mamadou Doumbia	ml MLI	FW,MF	Watford	19	2006	33	17	1,681	18.7	0.21	0.05	0.27	0.21	0.00	0.00	0.27	0.00	0.21	0.05	0.27	0.21	0.27	Matches
217	Kieran Dowell	eng ENG	MF	Hull City	27	1997	13	1	259	2.9	0.34	0.00	0.34	0.34	0.00	0.00	0.69	0.00	0.35	0.00	0.35	0.35	0.35	Matches
218	Flynn Downes	eng ENG	MF	Southampton	26	1999	36	32	2,621	29.1	0.10	0.00	0.10	0.10	0.00	0.00	0.41	0.00	0.10	0.00	0.10	0.10	0.10	Matches
219	Damion Downs	us USA	FW	Southampton	21	2004	11	1	283	3.1	0.00	0.32	0.32	0.00	0.00	0.00	0.32	0.00	0.00	0.32	0.32	0.00	0.32	Matches
220	Callum Doyle	eng ENG	DF	Wrexham	21	2003	34	32	2,874	31.9	0.06	0.06	0.13	0.06	0.00	0.00	0.19	0.03	0.06	0.06	0.13	0.06	0.13	Matches
221	Tommy Doyle	eng ENG	MF	Birmingham City	23	2001	38	19	1,908	21.2	0.00	0.14	0.14	0.00	0.00	0.00	0.05	0.05	0.00	0.14	0.14	0.00	0.14	Matches
222	Andre Dozzell	eng ENG	MF	Portsmouth	26	1999	37	36	3,152	35.0	0.06	0.03	0.09	0.06	0.00	0.00	0.23	0.00	0.06	0.03	0.09	0.06	0.09	Matches
223	Cody Drameh	eng ENG	DF,MF	Hull City	23	2001	22	16	1,434	15.9	0.00	0.06	0.06	0.00	0.00	0.00	0.06	0.00	0.00	0.06	0.06	0.00	0.06	Matches
224	Marvin Ducksch	de GER	FW,MF	Birmingham City	31	1994	33	25	1,956	21.7	0.46	0.05	0.51	0.46	0.00	0.00	0.09	0.00	0.46	0.05	0.51	0.46	0.51	Matches
225	Shane Duffy	ie IRL	DF	Norwich City	33	1992	4	3	260	2.9	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
226	Jimmy Dunne	ie IRL	DF	QPR	27	1997	39	39	3,481	38.7	0.08	0.08	0.16	0.08	0.00	0.00	0.16	0.00	0.08	0.08	0.16	0.08	0.16	Matches
227	Pierre Dwomoh	be BEL	MF	Watford	21	2004	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
228	Lyndon Dykes	sct SCO	MF,FW	Birmingham City	29	1995	21	2	438	4.9	0.41	0.00	0.41	0.41	0.00	0.00	0.20	0.00	0.41	0.00	0.41	0.41	0.41	Matches
229	Lyndon Dykes	sct SCO	FW	Charlton Athletic	29	1995	20	16	1,512	16.8	0.18	0.18	0.36	0.18	0.00	0.00	0.18	0.00	0.18	0.18	0.36	0.18	0.36	Matches
230	Owen Eames		MF	Derby County			4	0	43	0.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
231	George Earthy	eng ENG	MF	Bristol City	20	2004	10	2	278	3.1	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	Matches
232	Josh Eccles	eng ENG	MF	Coventry City	25	2000	34	19	1,509	16.8	0.24	0.06	0.30	0.24	0.00	0.00	0.36	0.00	0.24	0.06	0.30	0.24	0.30	Matches
233	George Edmundson	eng ENG	DF	Middlesbrough	27	1997	7	3	218	2.4	0.00	0.00	0.00	0.00	0.00	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	Matches
234	Samuel Edozie	eng ENG	MF	Southampton	22	2003	12	2	303	3.4	0.00	0.59	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.59	0.59	0.00	0.59	Matches
235	Joshua Edwards	eng ENG	DF,MF	Charlton Athletic	25	2000	7	7	549	6.1	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	Matches
236	Ronnie Edwards	eng ENG	DF	Southampton	22	2003	11	8	666	7.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
237	Ronnie Edwards	eng ENG	DF	QPR	22	2003	17	17	1,530	17.0	0.06	0.06	0.12	0.06	0.00	0.00	0.12	0.00	0.06	0.06	0.12	0.06	0.12	Matches
238	John Egan	ie IRL	DF	Hull City	32	1992	42	39	3,416	38.0	0.08	0.00	0.08	0.08	0.00	0.00	0.21	0.00	0.08	0.00	0.08	0.08	0.08	Matches
239	Sindre Egeli	no NOR	MF	Ipswich Town	19	2006	28	18	1,474	16.4	0.24	0.06	0.30	0.24	0.00	0.00	0.12	0.00	0.24	0.06	0.31	0.24	0.31	Matches
240	Noah Eile	se SWE	DF	Bristol City	23	2002	15	14	1,261	14.0	0.07	0.00	0.07	0.07	0.00	0.00	0.21	0.00	0.07	0.00	0.07	0.07	0.07	Matches
241	Pierre Ekwah Elimby	fr FRA	MF	Watford	23	2002	7	3	274	3.0	0.00	0.00	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	0.00	0.00	0.00	Matches
242	Callum Elder	au AUS	MF,DF	Derby County	30	1995	28	26	2,189	24.3	0.04	0.21	0.25	0.04	0.00	0.00	0.33	0.00	0.04	0.21	0.25	0.04	0.25	Matches
243	Aidomo Emakhu	ie IRL	MF	Oxford United	21	2003	11	5	528	5.9	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	Matches
244	Aidomo Emakhu	ie IRL	MF	Millwall	21	2003	27	12	1,163	12.9	0.16	0.08	0.23	0.16	0.00	0.00	0.00	0.00	0.15	0.08	0.23	0.15	0.23	Matches
245	Joe Emery		DF	Sheffield Weds			3	0	60	0.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
246	Yunus Emre Konak	tr TUR	MF	Oxford United	19	2006	16	12	890	9.9	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	Matches
247	Esquerdinha	br BRA	DF	QPR	19	2006	16	7	606	6.7	0.00	0.15	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.15	0.00	0.15	Matches
248	Romain Esse	eng ENG	MF	Coventry City	20	2005	17	8	758	8.4	0.24	0.12	0.36	0.24	0.00	0.00	0.24	0.00	0.24	0.12	0.36	0.24	0.36	Matches
249	Milan van Ewijk	nl NED	DF	Coventry City	24	2000	44	43	3,777	42.0	0.00	0.19	0.19	0.00	0.00	0.00	0.19	0.00	0.00	0.19	0.19	0.00	0.19	Matches
250	Wout Faes	be BEL	DF	Leicester City	27	1998	15	9	858	9.5	0.11	0.11	0.21	0.11	0.00	0.00	0.11	0.00	0.10	0.10	0.21	0.10	0.21	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
251	Akin Famewo	eng ENG	DF	Hull City	26	1998	15	7	689	7.7	0.13	0.00	0.13	0.13	0.00	0.00	0.13	0.00	0.13	0.00	0.13	0.13	0.13	Matches
252	Jacob Farrell	au AUS	DF	Portsmouth	22	2002	1	0	8	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
253	Abdul Fatawu Issahaku	gh GHA	MF	Leicester City	21	2004	44	43	3,706	41.2	0.22	0.17	0.39	0.22	0.00	0.00	0.17	0.00	0.22	0.17	0.39	0.22	0.39	Matches
254	Favour Fawunmi	eng ENG	MF	Stoke City	19	2006	2	0	36	0.4	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	0.00	Matches
255	Tom Fellows	eng ENG	MF	Southampton	22	2003	37	25	2,188	24.3	0.00	0.25	0.25	0.00	0.00	0.00	0.08	0.00	0.00	0.25	0.25	0.00	0.25	Matches
256	Tom Fellows	eng ENG	MF	West Brom	22	2003	3	3	230	2.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
257	Bruno Fernandes	pt POR	FW	Sheffield Weds	19	2006	4	0	15	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
258	Mateus Fernandes	pt POR	MF	Southampton	21	2004	3	2	189	2.1	0.00	0.48	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.48	0.00	0.48	Matches
259	Jayden Fevrier	eng ENG	MF	Charlton Athletic	22	2003	11	4	492	5.5	0.36	0.00	0.36	0.36	0.00	0.00	0.00	0.00	0.37	0.00	0.37	0.37	0.37	Matches
260	Sam Field	eng ENG	MF	Norwich City	27	1998	13	7	624	6.9	0.00	0.14	0.14	0.00	0.00	0.00	0.14	0.00	0.00	0.14	0.14	0.00	0.14	Matches
261	Sam Field	eng ENG	MF,DF	QPR	27	1998	18	9	857	9.5	0.00	0.11	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11	0.00	0.11	Matches
262	Andy Fisher	eng ENG	GK	Swansea City	27	1998	1	1	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
263	Kellen Fisher	eng ENG	DF,MF	Norwich City	21	2004	43	38	3,454	38.4	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	Matches
264	Adam Forshaw	eng ENG	MF	Blackburn	33	1991	22	14	1,135	12.6	0.08	0.00	0.08	0.08	0.00	0.00	0.40	0.00	0.08	0.00	0.08	0.08	0.08	Matches
265	Amankwah Forson	gh GHA	MF	Norwich City	22	2002	19	7	594	6.6	0.30	0.15	0.45	0.30	0.00	0.00	0.00	0.00	0.30	0.15	0.45	0.30	0.45	Matches
266	Marcus Forss	fi FIN	FW,MF	Middlesbrough	26	1999	1	0	2	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
267	Craig Forsyth	sct SCO	DF,MF	Derby County	36	1989	19	12	1,148	12.8	0.08	0.00	0.08	0.08	0.00	0.00	0.16	0.00	0.08	0.00	0.08	0.08	0.08	Matches
268	Gonçalo Franco	pt POR	MF	Swansea City	24	2000	45	39	3,247	36.1	0.08	0.11	0.19	0.08	0.00	0.00	0.22	0.00	0.08	0.11	0.19	0.08	0.19	Matches
269	Ryan Fraser	sct SCO	MF	Southampton	31	1994	16	9	879	9.8	0.00	0.20	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.20	0.00	0.20	Matches
270	Oscar Fraulo	dk DEN	MF	Derby County	21	2003	19	2	480	5.3	0.19	0.00	0.19	0.19	0.00	0.00	0.57	0.00	0.19	0.00	0.19	0.19	0.19	Matches
271	Michael Frey	ch SUI	FW	QPR	31	1994	13	2	313	3.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
272	Dael Fry	eng ENG	DF	Middlesbrough	27	1997	29	20	1,833	20.4	0.15	0.00	0.15	0.15	0.00	0.00	0.05	0.00	0.15	0.00	0.15	0.15	0.15	Matches
