Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
407	Lewis Koumas	wls WAL	MF,FW	Hull City	19	2005	17	4	627	7.0	0.43	0.00	0.43	0.43	0.00	0.00	0.00	0.00	0.43	0.00	0.43	0.43	0.43	Matches
408	Vladan Kovačević	ba BIH	GK	Norwich City	27	1998	45	45	4,050	45.0	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	Matches
409	Filip Krastev	bg BUL	MF	Oxford United	23	2001	16	10	854	9.5	0.11	0.11	0.21	0.11	0.00	0.00	0.11	0.00	0.11	0.11	0.21	0.11	0.21	Matches
410	Mathias Kvistgaarden	dk DEN	FW,MF	Norwich City	23	2002	36	12	1,128	12.5	0.48	0.08	0.56	0.48	0.00	0.00	0.08	0.00	0.48	0.08	0.56	0.48	0.56	Matches
411	Hector Kyprianou	cy CYP	MF	Watford	24	2001	25	22	1,911	21.2	0.00	0.05	0.05	0.00	0.00	0.00	0.38	0.00	0.00	0.05	0.05	0.00	0.05	Matches
412	Ethan Laird	eng ENG	DF,MF	Birmingham City	24	2001	20	9	866	9.6	0.00	0.10	0.10	0.00	0.00	0.00	0.21	0.00	0.00	0.10	0.10	0.00	0.10	Matches
413	Callum Lang	eng ENG	MF,FW	Portsmouth	26	1998	8	7	575	6.4	0.31	0.00	0.31	0.31	0.00	0.00	0.16	0.00	0.31	0.00	0.31	0.31	0.31	Matches
414	Callum Lang	eng ENG	MF	Preston	26	1998	5	3	244	2.7	0.00	0.74	0.74	0.00	0.00	0.00	0.74	0.00	0.00	0.74	0.74	0.00	0.74	Matches
415	Sondre Langås	no NOR	DF	Derby County	24	2001	24	21	1,968	21.9	0.14	0.05	0.18	0.14	0.00	0.00	0.18	0.00	0.14	0.05	0.18	0.14	0.18	Matches
416	Macaulay Langstaff	eng ENG	MF	Millwall	28	1997	37	12	1,375	15.3	0.26	0.07	0.33	0.26	0.00	0.00	0.13	0.00	0.26	0.07	0.33	0.26	0.33	Matches
417	Will Lankshear	eng ENG	FW	Oxford United	20	2005	44	34	2,864	31.8	0.35	0.06	0.41	0.35	0.00	0.00	0.09	0.03	0.35	0.06	0.41	0.35	0.41	Matches
418	Joshua Laqeretabua	fj FIJ	DF	Charlton Athletic	19	2005	1	0	3	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
419	Cyle Larin	ca CAN	FW	Southampton	30	1995	16	9	854	9.5	0.84	0.11	0.95	0.84	0.00	0.00	0.21	0.00	0.84	0.11	0.95	0.84	0.95	Matches
420	Jamaal Lascelles	eng ENG	DF	Leicester City	31	1993	9	7	591	6.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
421	Joël Latibeaudière	jm JAM	DF	Coventry City	25	2000	15	15	1,273	14.1	0.00	0.07	0.07	0.00	0.00	0.00	0.07	0.07	0.00	0.07	0.07	0.00	0.07	Matches
422	Bosun Lawal	ie IRL	DF,MF	Stoke City	22	2003	27	25	2,105	23.4	0.04	0.00	0.04	0.04	0.00	0.00	0.30	0.04	0.04	0.00	0.04	0.04	0.04	Matches
423	Jonathan Lawson	eng ENG	FW	Watford	19	2005	1	0	20	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
424	Luke Le Roux	za RSA	MF	Portsmouth	25	2000	14	7	665	7.4	0.00	0.00	0.00	0.00	0.00	0.00	0.54	0.00	0.00	0.00	0.00	0.00	0.00	Matches
425	Miles Leaburn	eng ENG	FW	Charlton Athletic	21	2003	38	20	2,032	22.6	0.09	0.04	0.13	0.09	0.00	0.00	0.13	0.00	0.09	0.04	0.13	0.09	0.13	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
426	Greg Leigh	jm JAM	DF,MF	Oxford United	30	1994	16	10	892	9.9	0.10	0.00	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.00	0.10	0.10	0.10	Matches
427	Darragh Lenihan	ie IRL	DF	Middlesbrough	31	1994	2	1	91	1.0	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
428	Marc Leonard	sct SCO	MF	Birmingham City	23	2001	15	5	690	7.7	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	Matches
429	Ryan Leonard	eng ENG	DF	Millwall	33	1992	23	15	1,427	15.9	0.06	0.13	0.19	0.06	0.00	0.00	0.25	0.00	0.06	0.13	0.19	0.06	0.19	Matches
430	Jamal Lewis	nir NIR	MF	Preston	27	1998	14	6	598	6.6	0.00	0.15	0.15	0.00	0.00	0.00	0.15	0.00	0.00	0.15	0.15	0.00	0.15	Matches
431	Liam Lindsay	sct SCO	DF	Preston	29	1995	26	17	1,587	17.6	0.11	0.00	0.11	0.11	0.00	0.00	0.28	0.06	0.11	0.00	0.11	0.11	0.11	Matches
432	Matty Litherland		MF	Blackburn			5	4	330	3.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
433	Sam Long	eng ENG	DF	Oxford United	30	1995	40	34	3,070	34.1	0.03	0.03	0.06	0.03	0.00	0.00	0.06	0.00	0.03	0.03	0.06	0.03	0.06	Matches
434	Ryan Longman	eng ENG	MF	Wrexham	24	2000	33	23	2,033	22.6	0.09	0.04	0.13	0.09	0.00	0.00	0.18	0.00	0.09	0.04	0.13	0.09	0.13	Matches
435	Imran Louza	ma MAR	MF	Watford	26	1999	42	41	3,574	39.7	0.18	0.23	0.40	0.15	0.03	0.05	0.28	0.03	0.18	0.23	0.40	0.15	0.38	Matches
436	Zak Lovelace	eng ENG	FW	Millwall	19	2006	1	0	3	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
437	Jamal Lowe	jm JAM	FW,MF	Sheffield Weds	31	1994	45	37	3,216	35.7	0.11	0.08	0.20	0.11	0.00	0.00	0.11	0.00	0.11	0.08	0.20	0.11	0.20	Matches
438	Max Lowe	eng ENG	DF	Sheffield Weds	28	1997	28	27	2,399	26.7	0.00	0.04	0.04	0.00	0.00	0.00	0.15	0.00	0.00	0.04	0.04	0.00	0.04	Matches
439	Milos Lukovic	rs SRB	FW	Preston	19	2005	1	1	45	0.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
440	Joe Lumley	eng ENG	GK	Sheffield Weds	30	1995	2	2	180	2.0	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	Matches
441	John Lundstram	eng ENG	MF	Hull City	31	1994	29	16	1,541	17.1	0.06	0.00	0.06	0.06	0.00	0.00	0.64	0.06	0.06	0.00	0.06	0.06	0.06	Matches
442	Massimo Luongo	au AUS	MF	Millwall	32	1992	9	7	567	6.3	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	Matches
443	Othmane Maamma	ma MAR	MF	Watford	19	2005	25	21	1,625	18.1	0.22	0.06	0.28	0.22	0.00	0.00	0.06	0.00	0.22	0.06	0.28	0.22	0.28	Matches
444	Nicolas Madsen	dk DEN	MF	QPR	25	2000	38	33	2,938	32.6	0.09	0.18	0.28	0.03	0.06	0.06	0.03	0.00	0.09	0.18	0.28	0.03	0.21	Matches
445	Edmond-Paris Maghoma	eng ENG	MF	Norwich City	24	2001	14	8	828	9.2	0.11	0.33	0.43	0.11	0.00	0.00	0.11	0.00	0.11	0.33	0.43	0.11	0.43	Matches
446	Lucien Mahovo	eng ENG	DF	Norwich City	20	2005	6	2	203	2.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
447	Josh Maja	ng NGA	FW	West Brom	26	1998	40	15	1,543	17.1	0.23	0.06	0.29	0.18	0.06	0.06	0.06	0.00	0.23	0.06	0.29	0.17	0.23	Matches
448	Jovon Makama	eng ENG	MF,FW	Norwich City	21	2004	28	18	1,607	17.9	0.56	0.00	0.56	0.56	0.00	0.00	0.17	0.00	0.56	0.00	0.56	0.56	0.56	Matches
449	Christ Makosso	cg CGO	DF	Oxford United	21	2004	6	5	461	5.1	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	Matches
450	Adilson Malanda	fr FRA	DF	Middlesbrough	23	2001	21	20	1,826	20.3	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
451	Mackenzie Maltby	eng ENG	DF	Sheffield Weds	20	2004	2	0	46	0.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
452	Souleyman Mandey	at AUT	MF	West Brom	19	2006	1	0	3	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
453	Million Manhoef	nl NED	MF	Stoke City	23	2002	45	33	2,905	32.3	0.22	0.12	0.34	0.22	0.00	0.00	0.12	0.00	0.22	0.12	0.34	0.22	0.34	Matches
454	Ryan Manning	ie IRL	DF,MF	Southampton	29	1996	43	35	3,217	35.7	0.22	0.17	0.39	0.22	0.00	0.00	0.11	0.00	0.22	0.17	0.39	0.22	0.39	Matches
455	William Mannion	eng ENG	GK	Charlton Athletic	27	1998	9	9	810	9.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
456	Benson Manuel	ao ANG	FW	Swansea City	28	1997	6	1	142	1.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
457	Emiliano Marcondes	dk DEN	MF	Norwich City	30	1995	16	7	651	7.2	0.14	0.28	0.42	0.14	0.00	0.00	0.00	0.00	0.14	0.28	0.41	0.14	0.41	Matches
458	Jahnoah Markelo	sr SUR	FW	Coventry City	22	2003	5	0	47	0.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
459	Ephron Mason-Clark	jm JAM	MF	Coventry City	25	1999	42	36	2,976	33.1	0.30	0.18	0.48	0.30	0.00	0.00	0.09	0.00	0.30	0.18	0.48	0.30	0.48	Matches
460	Eliot Matazo	be BEL	MF	Hull City	23	2002	1	1	10	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
461	Alex Matos	eng ENG	MF	Sheffield United	20	2004	8	3	321	3.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
462	Kuryū Matsuki	jp JPN	MF	Southampton	22	2003	20	11	1,025	11.4	0.35	0.09	0.44	0.35	0.00	0.00	0.09	0.00	0.35	0.09	0.44	0.35	0.44	Matches
463	Hayden Matthews	au AUS	DF	Portsmouth	21	2004	13	9	779	8.7	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	Matches
464	Pelle Mattsson	dk DEN	MF	Norwich City	23	2001	33	30	2,720	30.2	0.10	0.00	0.10	0.10	0.00	0.00	0.33	0.00	0.10	0.00	0.10	0.10	0.10	Matches
465	Azor Matusiwa	nl NED	MF	Ipswich Town	27	1998	45	45	3,847	42.7	0.02	0.07	0.09	0.02	0.00	0.00	0.21	0.00	0.02	0.07	0.09	0.02	0.09	Matches
466	Stephy Mavididi	eng ENG	MF	Leicester City	27	1998	42	34	2,662	29.6	0.10	0.03	0.14	0.10	0.00	0.00	0.14	0.00	0.10	0.03	0.14	0.10	0.14	Matches
467	Noah Mawene	eng ENG	MF	Preston	20	2005	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
468	Fally Mayulu	fr FRA	FW	Bristol City	23	2002	10	1	139	1.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
469	Derek Mazou-Sacko	fr FRA	MF	Millwall	20	2004	21	11	994	11.0	0.09	0.09	0.18	0.09	0.00	0.00	0.18	0.00	0.09	0.09	0.18	0.09	0.18	Matches
470	Amadou Mbengue	sn SEN	DF	QPR	23	2002	41	36	3,124	34.7	0.06	0.00	0.06	0.06	0.00	0.00	0.40	0.03	0.06	0.00	0.06	0.06	0.06	Matches
471	Kasey McAteer	ie IRL	MF	Leicester City	23	2001	2	0	18	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
472	Kasey McAteer	ie IRL	MF	Ipswich Town	23	2001	28	14	1,257	14.0	0.21	0.07	0.29	0.21	0.00	0.00	0.21	0.00	0.21	0.07	0.29	0.21	0.29	Matches
473	Oliver McBurnie	sct SCO	FW	Hull City	29	1996	37	32	2,907	32.3	0.53	0.22	0.74	0.43	0.09	0.09	0.25	0.00	0.53	0.22	0.74	0.43	0.65	Matches
474	Sam McCallum	eng ENG	DF,MF	Sheffield United	24	2000	20	15	1,201	13.3	0.08	0.08	0.15	0.08	0.00	0.00	0.15	0.00	0.07	0.07	0.15	0.07	0.15	Matches
475	Alistair McCann	nir NIR	MF	Preston	25	1999	26	20	1,742	19.4	0.05	0.05	0.10	0.05	0.00	0.00	0.26	0.00	0.05	0.05	0.10	0.05	0.10	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
476	Alex McCarthy	eng ENG	GK	Southampton	35	1989	7	7	630	7.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
477	Cathal McCarthy	ie IRL	DF	Hull City	18	2006	6	1	232	2.6	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	Matches
478	James McClean	ie IRL	MF	Wrexham	36	1989	16	10	913	10.1	0.00	0.20	0.20	0.00	0.00	0.00	0.20	0.00	0.00	0.20	0.20	0.00	0.20	Matches
479	Ruairi Mcconville	nir NIR	DF	Norwich City	20	2005	25	24	2,170	24.1	0.00	0.04	0.04	0.00	0.00	0.00	0.08	0.00	0.00	0.04	0.04	0.00	0.04	Matches
480	George McCormick	eng ENG	DF	Middlesbrough	20	2005	1	0	30	0.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
481	Ross McCrorie	sct SCO	MF,DF	Bristol City	27	1998	39	34	2,836	31.5	0.10	0.19	0.29	0.10	0.00	0.00	0.16	0.00	0.10	0.19	0.29	0.10	0.29	Matches
482	Jamie McDonnell	nir NIR	MF	Oxford United	21	2004	11	6	530	5.9	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	Matches
483	Cole McGhee	eng ENG	DF	Sheffield Weds	19	2006	10	7	587	6.5	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	Matches
484	Riley McGree	au AUS	MF	Middlesbrough	26	1998	25	18	1,483	16.5	0.30	0.18	0.48	0.30	0.00	0.00	0.18	0.00	0.30	0.18	0.49	0.30	0.49	Matches
485	Mark McGuinness	ie IRL	DF	Sheffield United	24	2001	25	21	1,804	20.0	0.05	0.00	0.05	0.05	0.00	0.00	0.20	0.00	0.05	0.00	0.05	0.05	0.05	Matches
486	Kenny McLean	sct SCO	MF	Norwich City	33	1992	42	41	3,617	40.2	0.07	0.07	0.15	0.05	0.02	0.02	0.15	0.00	0.07	0.07	0.15	0.05	0.12	Matches
487	Sean McLoughlin	ie IRL	DF	Blackburn	28	1996	44	44	3,909	43.4	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.02	0.00	0.00	0.00	0.00	0.00	Matches
488	Paddy McNair	nir NIR	DF	Hull City	30	1995	12	6	707	7.9	0.00	0.13	0.13	0.00	0.00	0.00	0.25	0.00	0.00	0.13	0.13	0.00	0.13	Matches
489	Dan McNamara	ie IRL	DF	Millwall	26	1998	16	6	584	6.5	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.00	0.00	0.00	Matches
490	Charlie McNeill	eng ENG	MF,FW	Sheffield Weds	21	2003	40	23	2,053	22.8	0.18	0.04	0.22	0.18	0.00	0.04	0.13	0.00	0.18	0.04	0.22	0.18	0.22	Matches
491	Jakov Medić	hr CRO	DF	Norwich City	26	1998	16	13	1,231	13.7	0.00	0.07	0.07	0.00	0.00	0.00	0.22	0.00	0.00	0.07	0.07	0.00	0.07	Matches
492	Ben Mee	eng ENG	DF	Sheffield United	35	1989	15	14	1,253	13.9	0.00	0.07	0.07	0.00	0.00	0.00	0.14	0.00	0.00	0.07	0.07	0.00	0.07	Matches
493	Anis Mehmeti	al ALB	MF,FW	Bristol City	24	2001	28	28	2,338	26.0	0.31	0.23	0.54	0.31	0.00	0.00	0.23	0.00	0.31	0.23	0.54	0.31	0.54	Matches
494	Anis Mehmeti	al ALB	MF	Ipswich Town	24	2001	18	11	1,029	11.4	0.18	0.09	0.26	0.18	0.00	0.00	0.35	0.00	0.17	0.09	0.26	0.17	0.26	Matches
495	Formose Mendy	sn SEN	MF,DF	Watford	24	2001	6	2	181	2.0	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	Matches
496	Nampalys Mendy	sn SEN	MF	Watford	33	1992	25	17	1,522	16.9	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	Matches
497	Chris Mepham	wls WAL	DF	West Brom	27	1997	25	21	1,936	21.5	0.05	0.00	0.05	0.05	0.00	0.00	0.28	0.00	0.05	0.00	0.05	0.05	0.05	Matches
498	Stephen Mfuni	eng ENG	DF	Watford	17	2008	8	8	669	7.4	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00	Matches
499	Liam Millar	ca CAN	MF	Hull City	25	1999	33	22	1,836	20.4	0.15	0.25	0.39	0.15	0.00	0.00	0.15	0.00	0.15	0.25	0.39	0.15	0.39	Matches
500	Lewis Miller	au AUS	DF	Blackburn	24	2000	29	23	2,154	23.9	0.08	0.08	0.17	0.08	0.00	0.00	0.13	0.00	0.08	0.08	0.17	0.08	0.17	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
501	Stanley Mills	eng ENG	MF	Oxford United	21	2003	43	29	2,511	27.9	0.11	0.14	0.25	0.11	0.00	0.00	0.22	0.00	0.11	0.14	0.25	0.11	0.25	Matches
502	Yang Minhyeok	kr KOR	MF	Portsmouth	19	2006	15	9	672	7.5	0.40	0.13	0.53	0.40	0.00	0.00	0.27	0.00	0.40	0.13	0.54	0.40	0.54	Matches
503	Yang Minhyeok	kr KOR	MF	Coventry City	19	2006	3	0	32	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
504	Billy Mitchell	eng ENG	MF	Millwall	25	2000	29	24	2,092	23.2	0.00	0.04	0.04	0.00	0.00	0.00	0.26	0.00	0.00	0.04	0.04	0.00	0.04	Matches
505	Jayson Molumby	ie IRL	MF	West Brom	25	1999	38	31	2,901	32.2	0.06	0.06	0.12	0.06	0.00	0.00	0.19	0.03	0.06	0.06	0.12	0.06	0.12	Matches
506	Jeremy Monga	eng ENG	MF	Leicester City	16	2009	27	8	931	10.3	0.10	0.19	0.29	0.10	0.00	0.00	0.19	0.00	0.10	0.19	0.29	0.10	0.29	Matches
507	Kristi Montgomery	sct SCO	MF	Blackburn	21	2004	21	7	804	8.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
508	Elliott Moore	eng ENG	DF	Oxford United	28	1997	2	2	155	1.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
509	Kieffer Moore	wls WAL	FW	Wrexham	32	1992	39	30	2,690	29.9	0.37	0.13	0.50	0.37	0.00	0.03	0.17	0.00	0.37	0.13	0.50	0.37	0.50	Matches
510	Andrew Moran	ie IRL	MF	Preston	21	2003	11	7	569	6.3	0.16	0.16	0.32	0.16	0.00	0.00	0.48	0.00	0.16	0.16	0.32	0.16	0.32	Matches
511	Kieran Morgan	eng ENG	MF,DF	QPR	19	2006	29	16	1,443	16.0	0.13	0.06	0.19	0.13	0.00	0.00	0.31	0.00	0.12	0.06	0.19	0.12	0.19	Matches
512	Ryoya Morishita	jp JPN	MF	Blackburn	28	1997	37	33	2,648	29.4	0.14	0.31	0.44	0.14	0.00	0.00	0.17	0.00	0.14	0.31	0.44	0.14	0.44	Matches
513	Aidan Morris	us USA	MF	Middlesbrough	23	2001	40	37	3,198	35.5	0.00	0.08	0.08	0.00	0.00	0.00	0.11	0.00	0.00	0.08	0.08	0.00	0.08	Matches
514	Carlton Morris	eng ENG	FW,MF	Derby County	29	1995	31	24	2,121	23.6	0.51	0.08	0.59	0.38	0.13	0.13	0.21	0.00	0.51	0.08	0.59	0.38	0.47	Matches
515	James Morris	eng ENG	DF	Watford	23	2001	2	0	5	0.1	0.00	0.00	0.00	0.00	0.00	0.00	10.0	0.00	0.00	0.00	0.00	0.00	0.00	Matches
516	Liam Morrison	sct SCO	DF	QPR	22	2003	12	12	1,038	11.5	0.00	0.09	0.09	0.00	0.00	0.00	0.26	0.00	0.00	0.09	0.09	0.00	0.09	Matches
517	Sam Morsy	eg EGY	MF	Bristol City	33	1991	18	13	1,169	13.0	0.08	0.00	0.08	0.08	0.00	0.00	0.46	0.00	0.08	0.00	0.08	0.08	0.08	Matches
518	Devlan Moses	nir NIR	FW	Sheffield Weds	19	2005	8	0	37	0.4	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.00	0.00	0.00	0.00	0.00	0.00	Matches
519	Alex Mowatt	eng ENG	MF	West Brom	30	1995	39	32	2,757	30.6	0.03	0.13	0.16	0.03	0.00	0.00	0.23	0.00	0.03	0.13	0.16	0.03	0.16	Matches
520	Divin Mubama	eng ENG	FW	Stoke City	20	2004	26	20	1,629	18.1	0.28	0.06	0.33	0.28	0.00	0.00	0.22	0.06	0.28	0.06	0.33	0.28	0.33	Matches
521	Divine Mukasa	eng ENG	MF	Leicester City	17	2007	15	10	850	9.4	0.21	0.32	0.53	0.21	0.00	0.00	0.11	0.00	0.21	0.32	0.53	0.21	0.53	Matches
522	Errol Mundle-Smith	eng ENG	FW	Norwich City	19	2006	13	0	234	2.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
523	Finley Munroe	eng ENG	DF	Middlesbrough	20	2005	3	0	54	0.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
524	Derry Murkin	eng ENG	DF	Derby County	26	1999	12	11	982	10.9	0.00	0.28	0.28	0.00	0.00	0.00	0.09	0.00	0.00	0.27	0.27	0.00	0.27	Matches
525	Josh Murphy	eng ENG	MF	Portsmouth	30	1995	16	12	1,119	12.4	0.00	0.48	0.48	0.00	0.00	0.00	0.24	0.00	0.00	0.48	0.48	0.00	0.48	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
526	Hindolo Mustapha	sl SLE	MF	West Brom	19	2006	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
527	Amin Nabizada	af AFG	FW	Watford	18	2007	3	0	95	1.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
528	Marvelous Nakamba	zw ZIM	MF	Sheffield Weds	31	1994	5	1	114	1.3	0.00	0.00	0.00	0.00	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00	Matches
529	Paul Nardi	fr FRA	GK	QPR	31	1994	17	16	1,512	16.8	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	Matches
530	Joel Ndala	eng ENG	MF	Sheffield Weds	19	2006	8	3	329	3.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
531	Joel Ndala	eng ENG	MF,FW	Hull City	19	2006	17	10	778	8.6	0.12	0.00	0.12	0.12	0.00	0.00	0.12	0.00	0.12	0.00	0.12	0.12	0.12	Matches
532	Camiel Neghli	nl NED	MF	Millwall	23	2001	46	37	3,287	36.5	0.14	0.11	0.25	0.14	0.00	0.03	0.11	0.00	0.14	0.11	0.25	0.14	0.25	Matches
533	Dan Neil	eng ENG	MF	Ipswich Town	23	2001	16	8	663	7.4	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	Matches
534	Benjamin Nelson	eng ENG	DF	Leicester City	21	2004	24	22	1,910	21.2	0.05	0.05	0.09	0.05	0.00	0.00	0.14	0.00	0.05	0.05	0.09	0.05	0.09	Matches
535	Curtis Nelson	eng ENG	DF	Derby County	32	1993	2	0	46	0.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
536	Phil Neumann	de GER	DF	Birmingham City	28	1997	32	32	2,810	31.2	0.10	0.00	0.10	0.10	0.00	0.00	0.16	0.00	0.10	0.00	0.10	0.10	0.10	Matches
537	Jeremy Ngakia		DF,MF	Watford	24	2000	33	29	2,606	29.0	0.10	0.14	0.24	0.10	0.00	0.00	0.14	0.00	0.10	0.14	0.24	0.10	0.24	Matches
538	Kevin Nisbet	sct SCO	FW	Millwall	28	1997	2	0	15	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
539	Casper de Norre	be BEL	MF	Millwall	28	1997	29	27	2,190	24.3	0.04	0.16	0.21	0.04	0.00	0.00	0.16	0.00	0.04	0.16	0.21	0.04	0.21	Matches
540	Rhys Norrington-Davies	wls WAL	DF	QPR	26	1999	38	33	2,972	33.0	0.03	0.00	0.03	0.03	0.00	0.00	0.27	0.00	0.03	0.00	0.03	0.03	0.03	Matches
541	Rhys Norrington-Davies	wls WAL	DF	Sheffield United	26	1999	1	1	56	0.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
542	Gustavo Nunes	br BRA	MF,FW	Swansea City	19	2005	12	5	562	6.2	0.00	0.16	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.16	0.00	0.16	Matches
543	Marcelino Núñez	cl CHI	MF	Norwich City	25	2000	2	1	71	0.8	0.00	1.25	1.25	0.00	0.00	0.00	0.00	0.00	0.00	1.27	1.27	0.00	1.27	Matches
