Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
151	Tyreece Campbell	jm JAM	FW,MF	Charlton Athletic	21	2003	45	2,921	65	70.6	32.5	0.95	81	0.46	0.43	29	0.00	1.18	0.89	1.26	-0.37	-0.37	-0.22	Matches
152	Tyrese Campbell	eng ENG	FW	Sheffield United	25	1999	34	1,883	55	45.5	20.9	1.00	74	0.24	0.62	25	0.19	1.18	1.44	1.39	0.05	+0.05	+0.09	Matches
153	Tom Cannon	ie IRL	FW,MF	Sheffield United	22	2002	36	1,726	48	41.7	19.2	0.99	73	0.26	0.89	20	0.47	1.31	1.30	1.25	0.05	+0.05	+0.09	Matches
154	Rio Canoville		DF	Derby County			0					0		0	0		3							Matches
155	Todd Cantwell	eng ENG	MF	Blackburn	27	1998	28	2,068	74	50.0	23.0	0.96	86	0.65	0.26	30	0.00	1.11	0.78	1.04	-0.26	-0.26	+0.09	Matches
156	Sonny Carey	eng ENG	MF,FW	Charlton Athletic	24	2001	46	3,385	74	81.8	37.6	1.06	81	0.45	0.16	27	0.00	1.15	0.88	1.20	-0.32	-0.32	-0.08	Matches
157	Julián Carranza	ar ARG	FW	Leicester City	25	2000	9	318	35	7.7	3.5	0.86	60	0.00	1.71	23	3.14	0.89	0.86	0.86	0.00	0.00	+0.24	Matches
158	Theo Carroll	eng ENG	MF	Preston	18	2007	0					0		0	0		9							Matches
159	Hayden Carter	eng ENG	DF	Blackburn	25	1999	10	787	79	19.0	8.7	1.15	79	0.69	0.00		0.46	1.60	1.03	0.80	0.23	+0.23	+0.66	Matches
160	Finley Cartwright	eng ENG	MF	Middlesbrough	18	2007	0					0		0	0		1							Matches
161	Kaelan Casey	eng ENG	DF	Swansea City	20	2004	8	292	37	7.1	3.2	0.94	83	0.63	1.56	9	5.63	1.38	0.31	1.88	-1.56	-1.54	-1.61	Matches
162	Eiran Cashin	ie IRL	DF	Birmingham City	23	2001	11	420	38	10.1	4.7	0.64	78	0.21	1.70	23	2.98	1.36	1.06	1.49	-0.43	-0.43	-0.50	Matches
163	Eiran Cashin	ie IRL	DF	Blackburn	23	2001	18	1,543	86	37.3	17.1	0.99	90	0.99	0.06	13	0.06	1.11	0.94	1.23	-0.29	-0.29	+0.02	Matches
164	Leo Castledine	eng ENG	FW	Middlesbrough	19	2005	9	279	31	6.7	3.1	0.32	90	0.32	2.58	24	0.32	1.73	3.23	0.65	2.58	+2.58	+2.18	Matches
165	Žan Celar	si SVN	FW	QPR	26	1999	2	76	38	1.8	0.8	1.25	66	0.00	1.25	10	0.00	0.50	1.25	1.25	0.00	0.00	+0.27	Matches
166	Ilias Chair	ma MAR	MF	QPR	27	1997	15	945	63	22.8	10.5	0.95	80	0.67	0.48	30	0.00	0.93	0.95	1.71	-0.76	-0.76	-0.65	Matches
167	Giorgi Chakvetadze	ge GEO	MF,FW	Watford	25	1999	29	1,791	62	43.3	19.9	1.11	70	0.25	0.35	35	0.05	1.17	0.75	1.31	-0.55	-0.55	-0.51	Matches
168	Nathaniel Chalobah	eng ENG	MF	Sheffield Weds	30	1994	13	582	45	14.1	6.5	1.08	66	0.15	0.92	20	0.00	0.54	0.92	1.54	-0.62	-0.62	+0.80	Matches
169	Luke Chambers	eng ENG	MF	Charlton Athletic	21	2004	18	1,229	68	29.7	13.7	1.17	71	0.29	0.15	44	0.07	1.17	0.80	1.24	-0.44	-0.44	-0.19	Matches
170	Archie Chaplin	eng ENG	DF	Middlesbrough	19	2005	1	2	2	0.0	0.0	0		0	1	2	1	3.00	0	0	0	0.00	-0.54	Matches
171	Conor Chaplin	eng ENG	MF	Portsmouth	28	1997	36	2,229	62	53.8	24.8	1.05	76	0.40	0.40	26	0.04	1.00	0.85	1.13	-0.28	-0.28	+0.09	Matches
172	Conor Chaplin	eng ENG	MF	Ipswich Town	28	1997	4	135	34	3.3	1.5	0.67	67	0.00	2.00	23	0.00	0.75	1.33	0.67	0.67	+0.67	-0.05	Matches
173	Pierce Charles	nir NIR	GK	Sheffield Weds	20	2005	19	1,710	90	41.3	19.0	1.00	90	1.00	0.00		0.00	0.53	0.68	1.95	-1.26	-1.26	+0.07	Matches
174	Shea Charles	nir NIR	MF	Southampton	21	2003	31	2,071	67	50.0	23.0	0.91	86	0.70	0.43	27	0.00	1.91	1.87	1.13	0.74	+0.74	+0.35	Matches
175	Chiboso Chibueze	eng ENG	MF	Stoke City	19	2006	0					0		0	0		1							Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
176	Tahith Chong	cw CUW	MF	Sheffield United	25	1999	21	678	32	16.4	7.5	0.93	61	0.13	1.87	18	0.93	1.24	1.73	2.13	-0.40	-0.40	-0.48	Matches
177	Hamza Choudhury	bd BAN	DF,MF	Leicester City	27	1997	30	1,494	50	36.1	16.6	1.02	76	0.42	0.78	15	0.60	1.23	1.27	1.45	-0.18	-0.18	+0.06	Matches
178	Benjamin Chrisene	eng ENG	DF	Norwich City	21	2004	21	1,293	62	31.2	14.4	1.04	76	0.35	0.42	26	0.35	1.86	1.88	0.69	1.18	+1.18	+1.50	Matches
179	Lamine Cissé	fr FRA	FW,MF	Stoke City	22	2003	34	1,687	50	40.7	18.7	1.02	74	0.43	0.80	18	0.43	1.06	0.75	1.28	-0.53	-0.53	-0.72	Matches
180	Bobby Clark	eng ENG	MF	Derby County	20	2005	42	2,932	70	70.8	32.6	1.01	82	0.40	0.28	27	0.03	1.50	1.56	1.17	0.40	+0.40	+0.77	Matches
181	Harry Clarke	eng ENG	MF	Charlton Athletic	24	2001	19	1,519	80	36.7	16.9	1.01	87	0.89	0.12	23	0.00	1.26	0.89	1.12	-0.24	-0.24	+0.11	Matches
182	Jack Clarke	eng ENG	MF	Ipswich Town	24	2000	46	2,387	52	57.7	26.5	0.87	81	0.30	0.87	23	0.00	1.83	1.58	1.21	0.38	+0.38	-0.80	Matches
183	Matthew Clarke	eng ENG	DF	Derby County	28	1996	45	4,044	90	97.7	44.9	1.00	90	0.98	0.00		0.00	1.51	1.47	1.29	0.18	+0.18	+0.18	Matches
184	Jake Clarke-Salter	eng ENG	DF	QPR	27	1997	14	749	54	18.1	8.3	1.20	70	0.36	0.48	12	0.60	1.21	1.57	2.05	-0.48	-0.48	-0.27	Matches
185	Max Cleworth	wls WAL	DF	Wrexham	22	2002	41	3,594	88	86.8	39.9	1.00	90	0.98	0.03	1	0.13	1.49	1.45	1.45	0.00	0.00	-0.66	Matches
186	Conor Coady	eng ENG	DF	Wrexham	32	1993	5	441	88	10.7	4.9	1.02	88	0.82	0.00		2.45	0.80	1.63	2.04	-0.41	-0.41	-0.55	Matches
187	Conor Coady	eng ENG	MF	Charlton Athletic	32	1993	12	847	71	20.5	9.4	1.17	77	0.53	0.11	1	0.43	1.67	0.96	0.74	0.21	+0.21	+0.65	Matches
188	Josh Coburn	eng ENG	FW	Millwall	22	2002	26	1,766	68	42.7	19.6	1.12	77	0.26	0.20	19	0.00	1.86	1.63	0.66	0.97	+0.97	+1.12	Matches
189	Alex Cochrane	eng ENG	DF	Birmingham City	25	2000	21	1,534	73	37.1	17.0	1.06	83	0.76	0.18	13	0.18	1.43	1.41	1.24	0.18	+0.18	+0.25	Matches
190	Devante Cole	eng ENG	FW	West Brom	30	1995	0					0		0	0		4							Matches
191	Joel Coleman	eng ENG	GK	Millwall	29	1995	0					0		0	0		6							Matches
192	Toby Collyer	eng ENG	MF	Hull City	21	2004	5	106	21	2.6	1.2	0.83	73	0.00	3.33	8	1.67	1.00	0.83	0.00	0.83	+0.85	+0.78	Matches
193	Toby Collyer	eng ENG	MF	West Brom	21	2004	12	258	22	6.2	2.9	1.03	47	0.00	3.10	13	0.00	1.50	0.69	2.07	-1.38	-1.40	-1.26	Matches
194	Cameron Congreve	wls WAL	MF	Swansea City	21	2004	0					0		0	0		1							Matches
195	Tommy Conway	sct SCO	FW,MF	Middlesbrough	22	2002	46	3,573	78	86.3	39.7	1.08	81	0.33	0.08	33	0.00	1.69	1.59	0.93	0.65	+0.65	+0.81	Matches
196	Steve Cook	eng ENG	DF	QPR	34	1991	30	2,151	72	52.0	23.9	0.96	86	0.79	0.29	26	0.46	1.17	1.00	1.42	-0.42	-0.42	-0.33	Matches
197	Jake Cooper	eng ENG	DF	Millwall	30	1995	45	4,050	90	97.8	45.0	1.00	90	1.00	0.00		0.00	1.79	1.40	1.02	0.38	+0.38	+2.38	Matches
198	Liam Cooper	sct SCO	DF	Sheffield Weds	33	1991	14	909	65	22.0	10.1	0.99	81	0.59	0.40	25	0.10	0.14	0.50	2.08	-1.58	-1.58	-0.36	Matches
199	Michael Cooper	eng ENG	GK	Sheffield United	25	1999	34	3,015	89	72.8	33.5	1.01	89	0.99	0.00		0.00	1.32	1.43	1.34	0.09	+0.09	+0.33	Matches
200	Murphy Cooper	eng ENG	GK	Sheffield Weds	23	2001	8	720	90	17.4	8.0	1.00	90	1.00	0.00		0.38	0.00	0.13	1.75	-1.63	-1.62	-0.39	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
201	Oliver Cooper	wls WAL	MF	Swansea City	25	1999	1	25	25	0.6	0.3	0.00		0.00	3.33	25	50.0	3.00	0.00	0.00	0.00	0.00	+0.04	Matches
202	José Córdoba	pa PAN	DF	Norwich City	24	2001	28	2,252	80	54.4	25.0	0.96	90	0.88	0.16	26	0.16	1.71	1.60	1.24	0.36	+0.36	+0.46	Matches
203	David Cornell	wls WAL	GK	Preston	34	1991	8	675	84	16.3	7.5	0.93	90	0.93	0.13	45	1.87	0.75	0.93	1.60	-0.67	-0.67	-0.61	Matches
204	Harry Cornick	eng ENG	FW,MF	Bristol City	30	1995	1	7	7	0.2	0.1	0.00		0.00	10.0	7	120.0	3.00	0.00	10.0	-10.00	-12.86	-12.88	Matches
205	Conor Coventry	ie IRL	MF	Charlton Athletic	25	2000	40	2,910	73	70.3	32.3	1.02	82	0.53	0.22	27	0.15	1.10	0.96	1.39	-0.43	-0.43	-0.43	Matches
206	Brandon Cover	jm JAM	DF,MF	Leicester City	21	2003	0					0		0	0		1							Matches
207	Lewie Coyle	eng ENG	DF,MF	Hull City	29	1995	39	3,184	82	76.9	35.4	1.05	85	0.82	0.06	23	0.11	1.60	1.58	1.33	0.25	+0.25	+0.73	Matches
208	Tristan Crama	fr FRA	DF	Millwall	23	2001	46	4,105	89	99.2	45.6	1.01	89	0.96	0.00		0.00	1.75	1.40	1.03	0.37	+0.37	+5.52	Matches
209	Aaron Cresswell	eng ENG	DF	Stoke City	35	1989	25	2,001	80	48.3	22.2	0.99	85	0.77	0.14	45	0.41	1.24	1.17	0.81	0.36	+0.36	+0.91	Matches
210	Ante Crnac	hr CRO	MF,FW	Norwich City	21	2003	11	758	69	18.3	8.4	0.95	83	0.48	0.36	32	0.00	0.73	0.83	1.67	-0.83	-0.83	-1.20	Matches
211	Max Crocombe	nz NZL	GK	Millwall	31	1993	23	2,070	90	50.0	23.0	1.00	90	1.00	0.00		1.00	1.83	1.39	1.09	0.30	+0.30	-0.04	Matches
212	Matt Crooks	eng ENG	MF	Hull City	31	1994	31	2,502	81	60.4	27.8	1.01	86	0.68	0.11	34	0.07	1.82	1.55	1.19	0.36	+0.36	+0.69	Matches
213	Liam Cullen	wls WAL	MF,FW	Swansea City	26	1999	40	1,737	43	42.0	19.3	0.88	72	0.16	1.19	23	0.16	1.38	1.04	1.66	-0.62	-0.62	-1.00	Matches
214	Jamie Cumming	eng ENG	GK	Oxford United	25	1999	46	4,140	90	100.0	46.0	1.00	90	1.00	0.00		0.00	1.02	0.98	1.28	-0.30	-0.30		Matches
215	Luke Cundle	eng ENG	MF	Millwall	23	2002	28	1,072	38	25.9	11.9	0.84	76	0.25	1.51	18	0.59	1.90	1.34	1.09	0.25	+0.25	-0.10	Matches
216	Ruben Curley	eng ENG	MF	Stoke City	19	2005	0					0		0	0		6							Matches
217	Jack Currie	eng ENG	DF	Oxford United	22	2002	30	2,179	73	52.6	24.2	1.03	84	0.66	0.21	14	0.17	1.23	0.91	1.03	-0.12	-0.12	+0.38	Matches
218	Sam Curtis	ie IRL	DF	Sheffield United	19	2005	0					0		0	0		2							Matches
219	Patson Daka	zm ZAM	FW	Leicester City	26	1998	41	2,088	51	50.4	23.2	0.91	79	0.26	0.86	22	0.09	1.17	1.21	1.47	-0.26	-0.26	-0.08	Matches
220	Harry Darling	eng ENG	DF	Norwich City	25	1999	35	3,016	86	72.9	33.5	1.01	89	0.99	0.03	1	0.30	1.23	1.25	1.37	-0.12	-0.12	-1.00	Matches
221	Jay Dasilva	wls WAL	DF	Coventry City	27	1998	42	3,544	84	85.6	39.4	1.04	86	0.81	0.03	17	0.00	2.10	2.16	0.91	1.24	+1.24	+0.79	Matches
222	Adam Davies	wls WAL	GK	Sheffield United	33	1992	13	1,125	87	27.2	12.5	0.96	90	0.96	0.08	45	2.64	1.15	1.44	1.68	-0.24	-0.24	-0.33	Matches
223	Ben Davies	eng ENG	DF	Oxford United	29	1995	10	647	65	15.6	7.2	0.97	90	0.97	0.42	6	1.67	1.30	1.25	1.39	-0.14	-0.14	+0.20	Matches
224	Tom Davies	eng ENG	MF	Sheffield United	27	1998	10	344	34	8.3	3.8	0.79	59	0.00	1.84	24	0.79	0.70	1.32	1.84	-0.53	-0.52	-0.57	Matches
225	Leif Davis	eng ENG	DF	Ipswich Town	25	1999	37	3,164	86	76.4	35.2	0.99	88	0.85	0.06	35	0.00	1.78	1.90	1.08	0.82	+0.82	+0.46	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
226	Bobby De Cordova-Reid	jm JAM	MF	Leicester City	32	1993	36	1,791	50	43.3	19.9	1.16	66	0.05	0.65	21	0.10	1.06	1.46	1.26	0.20	+0.20	+0.74	Matches
227	Brian De Keersmaecker	be BEL	MF	Oxford United	25	2000	26	2,246	86	54.3	25.0	1.00	89	0.88	0.04	23	0.00	1.04	0.96	1.28	-0.32	-0.32	-0.04	Matches
228	Dion De Neve	be BEL	MF	Blackburn	24	2001	27	983	36	23.7	10.9	0.83	71	0.28	1.65	19	1.65	0.74	0.83	2.02	-1.19	-1.19	-1.16	Matches
229	James Debayo	eng ENG	DF	Hull City	20	2005	0					0		0	0		2							Matches
230	Cole Deeming		MF	West Brom			0					0		0	0		7							Matches
231	Tom Dele-Bashiru	ng NGA	MF	Watford	25	1999	1	5	5	0.1	0.1	0.00		0.00	10.0	5	30.0	3.00	0.00	0.00	0.00	0.00	+0.26	Matches
232	Karamoko Dembélé	eng ENG	MF	QPR	22	2003	28	1,525	54	36.8	16.9	1.01	68	0.06	0.65	34	0.06	1.43	1.42	1.42	0.00	0.00	+0.41	Matches
233	Siriki Dembélé	ci CIV	MF	Oxford United	28	1996	19	657	35	15.9	7.3	0.55	81	0.00	2.05	22	0.27	0.74	0.96	0.96	0.00	0.00	+0.36	Matches
234	Louie Derrick	eng ENG	MF	Bristol City	17	2008	0					0		0	0		2							Matches
235	Enis Destan	tr TUR	FW	Hull City	23	2002	18	443	25	10.7	4.9	0.82	70	0.00	2.86	12	0.20	1.56	2.04	3.06	-1.02	-1.02	-1.23	Matches
236	Alfie Devine	eng ENG	MF	Preston	20	2004	45	3,112	69	75.2	34.6	1.04	81	0.55	0.26	21	0.00	1.33	1.27	1.36	-0.09	-0.09	+0.26	Matches
237	Terry Devlin	nir NIR	DF,MF	Portsmouth	21	2003	38	2,564	67	61.9	28.5	1.02	83	0.77	0.32	17	0.14	1.34	1.23	1.23	0.00	0.00	+0.86	Matches
238	Madiodio Dia	sn SEN	DF	Portsmouth	21	2004	7	390	56	9.4	4.3	1.16	77	0.23	0.47	2	2.09	1.00	1.16	1.16	0.00	0.00	+0.36	Matches
239	Ousmane Diakité	ml MLI	MF	West Brom	25	2000	36	2,402	67	58.0	26.7	0.97	86	0.64	0.37	17	0.30	1.31	0.94	1.01	-0.07	-0.07	+0.34	Matches
240	Tyler Dibling	eng ENG	MF	Southampton	19	2006	1	8	8	0.2	0.1	0.00		0.00	10.0	8	0.00	1.00	0.00	0.00	0.00	0.00	-0.57	Matches
241	Robert Dickie	eng ENG	DF	Bristol City	29	1996	33	2,725	83	65.8	30.3	0.99	88	0.92	0.10	25	0.07	1.36	1.29	1.29	0.00	0.00	0.00	Matches
242	Seny Dieng	sn SEN	GK	Sheffield Weds	30	1994	3	270	90	6.5	3.0	1.00	90	1.00	0.00		0.00	0.00	0.67	2.33	-1.67	-1.67	-0.39	Matches
243	Daryl Dike	us USA	FW	West Brom	25	2000	24	727	30	17.6	8.1	0.74	73	0.00	2.22	16	1.60	1.04	1.11	0.12	0.99	+0.99	+1.47	Matches
244	Muhamed Diomande	eng ENG	DF	West Brom	19	2006	0					0		0	0		1							Matches
245	Jaden Dixon	eng ENG	DF	Stoke City	18	2007	0					0		0	0		4							Matches
246	Nathan Dlamini		FW	Blackburn			4	28	7	0.7	0.3	0.00		0.00	13.3	7	6.67	1.25	0.00	0.00	0.00	0.00	+0.31	Matches
247	Lewis Dobbin	eng ENG	FW	Preston	22	2003	39	2,597	67	62.7	28.9	1.14	74	0.24	0.21	28	0.10	1.28	1.28	1.25	0.03	+0.03	+0.50	Matches
248	George Dobson	eng ENG	MF	Wrexham	27	1997	40	2,919	73	70.5	32.4	0.96	86	0.74	0.28	29	0.09	1.53	1.51	1.51	0.00	0.00	-0.29	Matches
249	Greg Docherty	sct SCO	MF	Charlton Athletic	28	1996	39	2,944	75	71.1	32.7	0.98	85	0.52	0.21	31	0.12	1.26	0.95	1.16	-0.21	-0.21	+0.31	Matches
250	Aodhan Doherty	nir NIR	MF	Blackburn	19	2006	3	85	28	2.1	0.9	1.11	72	0.00	2.22	7	5.56	0.33	1.11	3.33	-2.22	-2.12	-1.85	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
251	Jamie Donley	nir NIR	MF	Oxford United	20	2005	13	822	63	19.9	9.1	1.10	76	0.11	0.33	19	0.00	1.46	1.43	0.88	0.55	+0.55	+1.06	Matches
252	Jamie Donley	nir NIR	MF	Stoke City	20	2005	4	81	20	2.0	0.9	0.00		0.00	4.44	20	14.4	1.75	3.33	1.11	2.22	+2.22	+2.38	Matches
253	Alfie Doughty	eng ENG	DF,MF	Millwall	25	1999	25	1,401	56	33.8	15.6	1.03	79	0.32	0.58	15	0.13	1.85	1.28	1.15	0.13	+0.13	-0.30	Matches
254	Mamadou Doumbia	ml MLI	FW,MF	Watford	19	2006	33	1,681	51	40.6	18.7	0.91	77	0.21	0.86	23	0.11	1.00	1.18	1.39	-0.21	-0.21	+0.08	Matches
255	Kieran Dowell	eng ENG	MF	Hull City	27	1997	13	259	20	6.3	2.9	0.34	60	0.00	4.14	17	1.72	1.57	1.03	1.38	-0.34	-0.35	-0.46	Matches
256	Flynn Downes	eng ENG	MF	Southampton	26	1999	36	2,621	73	63.3	29.1	1.10	80	0.58	0.14	16	0.17	1.95	1.68	1.13	0.55	+0.55	-0.04	Matches
257	Damion Downs	us USA	FW	Southampton	21	2004	11	283	26	6.8	3.1	0.32	61	0.00	3.23	22	0.65	1.55	1.61	2.26	-0.65	-0.64	-1.29	Matches
258	Callum Doyle	eng ENG	DF	Wrexham	21	2003	34	2,874	85	69.4	31.9	1.00	87	0.91	0.06	39	0.25	1.62	1.57	1.54	0.03	+0.03	-0.18	Matches
259	Tommy Doyle	eng ENG	MF	Birmingham City	23	2001	38	1,908	50	46.1	21.2	0.90	78	0.52	0.90	23	0.14	1.45	1.51	1.23	0.28	+0.28	+0.48	Matches
260	Andre Dozzell	eng ENG	MF	Portsmouth	26	1999	37	3,152	85	76.1	35.0	1.03	87	0.83	0.03	26	0.00	1.30	1.06	1.31	-0.26	-0.26	+0.29	Matches
261	Cody Drameh	eng ENG	DF,MF	Hull City	23	2001	22	1,434	65	34.6	15.9	1.01	79	0.69	0.38	27	0.50	1.26	1.32	1.70	-0.38	-0.38	-0.71	Matches
262	Marvin Ducksch	de GER	FW,MF	Birmingham City	31	1994	33	1,956	59	47.2	21.7	1.15	72	0.23	0.37	18	0.23	1.27	1.43	1.11	0.32	+0.32	+0.57	Matches
263	Shane Duffy	ie IRL	DF	Norwich City	33	1992	4	260	65	6.3	2.9	1.03	75	0.69	0.34	35	1.03	1.00	0.34	2.41	-2.07	-2.08	-2.38	Matches
264	Jimmy Dunne	ie IRL	DF	QPR	27	1997	39	3,481	89	84.1	38.7	1.01	89	0.98	0.00		0.00	1.44	1.42	1.52	-0.10	-0.10	+0.99	Matches
265	Noah Dupont	nz NZL	DF	West Brom	17	2007	0					0		0	0		3							Matches
266	Pierre Dwomoh	be BEL	MF	Watford	21	2004	1	1	1	0.0	0.0	0		0	1	1	0	3.00	0	0	0	0.00	+0.26	Matches
267	Lyndon Dykes	sct SCO	MF,FW	Birmingham City	29	1995	21	438	21	10.6	4.9	0.41	77	0.20	3.88	15	0.82	1.24	1.63	2.24	-0.61	-0.62	-0.71	Matches
268	Lyndon Dykes	sct SCO	FW	Charlton Athletic	29	1995	20	1,512	76	36.5	16.8	0.95	86	0.60	0.24	33	0.00	1.15	0.71	1.25	-0.54	-0.54	-0.36	Matches
269	Albert Eames	eng ENG	DF	Watford	19	2005	0					0		0	0		3							Matches
270	Owen Eames		MF	Derby County			4	43	11	1.0	0.5	0.00		0.00	8.00	11	22.0	0.75	2.00	2.00	0.00	0.00	-0.18	Matches
271	George Earthy	eng ENG	MF	Bristol City	20	2004	10	278	28	6.7	3.1	0.65	55	0.00	2.58	21	2.90	1.10	0.00	0.32	-0.32	-0.32	-0.35	Matches
272	Simon Eastwood	eng ENG	GK	Oxford United	36	1989	0					0		0	0		1							Matches
273	Josh Eccles	eng ENG	MF	Coventry City	25	2000	34	1,509	44	36.4	16.8	1.13	66	0.06	0.89	17	0.36	1.97	1.61	1.19	0.42	+0.42	-1.12	Matches
274	George Edmundson	eng ENG	DF	Middlesbrough	27	1997	7	218	31	5.3	2.4	1.25	46	0.42	1.67	20	7.50	2.00	2.08	1.25	0.83	+0.83	+0.30	Matches
275	Samuel Edozie	eng ENG	MF	Southampton	22	2003	12	303	25	7.3	3.4	0.59	65	0.00	2.94	17	1.18	2.43	2.06	0.59	1.47	+1.49	+0.99	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
276	Joshua Edwards	eng ENG	DF,MF	Charlton Athletic	25	2000	7	549	78	13.3	6.1	1.15	78	0.49	0.00		0.00	1.57	0.49	0.82	-0.33	-0.33	-0.03	Matches
277	Ronnie Edwards	eng ENG	DF	Southampton	22	2003	11	666	61	16.1	7.4	1.08	82	0.68	0.41	4	1.22	1.45	0.81	1.22	-0.41	-0.41	-1.16	Matches
278	Ronnie Edwards	eng ENG	DF	QPR	22	2003	17	1,530	90	37.0	17.0	1.00	90	1.00	0.00		0.18	1.06	1.24	1.82	-0.59	-0.59	-0.52	Matches
279	John Egan	ie IRL	DF	Hull City	32	1992	42	3,416	81	82.5	38.0	1.03	86	0.87	0.08	18	0.11	1.69	1.55	1.50	0.05	+0.05	-0.20	Matches
280	Sindre Egeli	no NOR	MF	Ipswich Town	19	2006	28	1,474	53	35.6	16.4	1.10	72	0.12	0.61	18	0.61	1.93	1.83	0.79	1.04	+1.04	+0.50	Matches
281	Noah Eile	se SWE	DF	Bristol City	23	2002	15	1,261	84	30.5	14.0	1.00	90	1.00	0.07	1	0.07	1.20	1.00	1.36	-0.36	-0.36	-0.51	Matches
282	Pierre Ekwah Elimby	fr FRA	MF	Watford	23	2002	7	274	39	6.6	3.0	1.00	71	0.00	1.33	16	1.33	1.14	1.33	1.33	0.00	0.00	+0.28	Matches
283	Callum Elder	au AUS	MF,DF	Derby County	30	1995	28	2,189	78	52.9	24.3	1.07	84	0.74	0.08	5	0.12	1.43	1.48	1.28	0.21	+0.21	+0.07	Matches
284	Aidomo Emakhu	ie IRL	MF	Oxford United	21	2003	11	528	48	12.8	5.9	0.85	71	0.17	1.02	29	0.34	0.82	0.85	1.19	-0.34	-0.34	-0.04	Matches
285	Aidomo Emakhu	ie IRL	MF	Millwall	21	2003	27	1,163	43	28.1	12.9	0.93	75	0.08	1.16	17	0.23	1.59	1.47	1.47	0.00	0.00	-0.45	Matches
286	Joe Emery		DF	Sheffield Weds			3	60	20	1.4	0.7	0.00		0.00	4.29	20	40.0	0.00	0.00	0.00	0.00	0.00	+1.32	Matches
287	Yunus Emre Konak	tr TUR	MF	Oxford United	19	2006	16	890	56	21.5	9.9	1.21	65	0.00	0.40	28	0.40	1.19	1.11	1.11	0.00	0.00	+0.39	Matches
288	Esquerdinha	br BRA	DF	QPR	19	2006	16	606	38	14.6	6.7	1.04	63	0.15	1.34	18	2.09	0.94	1.64	2.39	-0.75	-0.74	-0.56	Matches
289	Romain Esse	eng ENG	MF	Coventry City	20	2005	17	758	45	18.3	8.4	0.95	68	0.00	1.07	24	0.36	2.12	1.90	0.95	0.95	+0.95	-0.22	Matches
290	George Evans	eng ENG	DF,MF	Wrexham	30	1994	0					0		0	0		1							Matches
291	George Evans	eng ENG	GK	Millwall	20	2005	0					0		0	0		4							Matches
292	Jake Evans	eng ENG	MF	Leicester City	16	2008	0					0		0	0		3							Matches
293	Milan van Ewijk	nl NED	DF	Coventry City	24	2000	44	3,777	86	91.2	42.0	1.02	87	0.83	0.02	21	0.00	2.14	2.07	0.95	1.12	+1.12	-0.12	Matches
294	Daniel Ezendu	eng ENG	MF	Bristol City	16	2009	0					0		0	0		5							Matches
295	Wout Faes	be BEL	DF	Leicester City	27	1998	15	858	57	20.7	9.5	0.95	85	0.74	0.63	16	0.95	1.47	1.37	1.47	-0.11	-0.10	+0.14	Matches
296	Akin Famewo	eng ENG	DF	Hull City	26	1998	15	689	46	16.6	7.7	0.91	75	0.39	1.04	21	2.34	2.33	1.43	0.65	0.78	+0.78	+0.84	Matches
297	Paul Farman	eng ENG	GK	Swansea City	35	1989	0					0		0	0		1							Matches
298	Jacob Farrell	au AUS	DF	Portsmouth	22	2002	1	8	8	0.2	0.1	0.00		0.00	10.0	8	30.0	1.00	0.00	0.00	0.00	0.00	+0.33	Matches
299	Abdul Fatawu Issahaku	gh GHA	MF	Leicester City	21	2004	44	3,706	84	89.5	41.2	1.04	86	0.61	0.02	29	0.00	1.09	1.24	1.48	-0.24	-0.24	-0.24	Matches
300	Favour Fawunmi	eng ENG	MF	Stoke City	19	2006	2	36	18	0.9	0.4	0.00		0.00	5.00	18	17.5	0.50	2.50	0.00	2.50	+2.50	+2.63	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
301	Luke Faxon	eng ENG	GK	Sheffield United	20	2005	0					0		0	0		11							Matches
