Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
271	Lee Gregory	eng ENG	FW	Stoke City	30	1988	40	22	2,078	23.1	0.26	0.13	0.39	0.17	0.09	0.09	0.04	0.00	0.26	0.13	0.39	0.17	0.30	Matches
272	Matt Grimes	eng ENG	MF	Swansea City	24	1995	46	46	4,140	46.0	0.00	0.15	0.15	0.00	0.00	0.00	0.13	0.00	0.00	0.15	0.15	0.00	0.15	Matches
273	Kamil Grosicki	pl POL	MF	Hull City	31	1988	28	28	2,367	26.3	0.27	0.15	0.42	0.27	0.00	0.00	0.11	0.00	0.27	0.15	0.42	0.27	0.42	Matches
274	Kamil Grosicki	pl POL	MF	West Brom	31	1988	14	4	499	5.5	0.18	0.55	0.73	0.18	0.00	0.00	0.00	0.00	0.18	0.54	0.72	0.18	0.72	Matches
275	Joe Gubbins	eng ENG	DF	QPR	17	2001	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
276	Marc Guéhi	eng ENG	DF	Swansea City	19	2000	12	11	997	11.1	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	Matches
277	Chris Gunter	wls WAL	DF,MF	Reading	30	1989	20	18	1,577	17.5	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	Matches
278	Florent Hadergjonaj	xk KVX	DF	Huddersfield	25	1994	21	14	1,401	15.6	0.00	0.13	0.13	0.00	0.00	0.00	0.26	0.00	0.00	0.13	0.13	0.00	0.13	Matches
279	Grant Hall	eng ENG	DF	QPR	27	1991	30	30	2,700	30.0	0.17	0.00	0.17	0.17	0.00	0.00	0.17	0.00	0.17	0.00	0.17	0.17	0.17	Matches
280	Aapo Halme	fi FIN	DF,MF	Barnsley	21	1998	32	26	2,292	25.5	0.16	0.00	0.16	0.16	0.00	0.00	0.35	0.00	0.16	0.00	0.16	0.16	0.16	Matches
281	Ben Hamer	eng ENG	GK	Derby County	31	1987	25	24	2,235	24.8	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	Matches
282	Marco Harboe Ramkilde	dk DEN	FW	QPR	21	1998	1	0	34	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
283	Wes Harding	jm JAM	DF,MF	Birmingham City	22	1996	15	7	756	8.4	0.00	0.12	0.12	0.00	0.00	0.00	0.24	0.00	0.00	0.12	0.12	0.00	0.12	Matches
284	Rekeem Harper	eng ENG	MF	West Brom	19	2000	10	4	375	4.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
285	Kian Harratt	eng ENG	FW	Huddersfield	17	2002	1	0	19	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
286	Kadeem Harris	eng ENG	MF,FW	Sheffield Weds	26	1993	43	40	3,374	37.5	0.08	0.11	0.19	0.08	0.00	0.00	0.11	0.00	0.08	0.11	0.19	0.08	0.19	Matches
287	Jack Harrison	eng ENG	MF	Leeds United	22	1996	46	45	3,794	42.2	0.14	0.19	0.33	0.14	0.00	0.00	0.02	0.00	0.14	0.19	0.33	0.14	0.33	Matches
288	Josh Harrop	eng ENG	MF	Preston	23	1995	32	15	1,455	16.2	0.31	0.06	0.37	0.31	0.00	0.00	0.25	0.00	0.31	0.06	0.37	0.31	0.37	Matches
289	Michael Hector	jm JAM	DF	Fulham	27	1992	20	20	1,800	20.0	0.00	0.10	0.10	0.00	0.00	0.00	0.10	0.00	0.00	0.10	0.10	0.00	0.10	Matches
290	Jahmal Hector-Ingram	eng ENG	FW	Derby County	20	1998	1	0	7	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
291	Ahmed Hegazi	eg EGY	DF	West Brom	28	1991	16	14	1,220	13.6	0.07	0.00	0.07	0.07	0.00	0.00	0.29	0.07	0.07	0.00	0.07	0.07	0.07	Matches
292	Tomer Hemed	il ISR	FW	Charlton Athletic	32	1987	18	9	798	8.9	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	Matches
293	Markus Henriksen	no NOR	MF	Bristol City	27	1992	4	4	315	3.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
294	Rico Henry	jm JAM	DF,MF	Brentford	22	1997	46	46	4,032	44.8	0.00	0.04	0.04	0.00	0.00	0.00	0.11	0.00	0.00	0.04	0.04	0.00	0.04	Matches
295	Pablo Hernández	es ESP	MF	Leeds United	34	1985	36	27	2,497	27.7	0.32	0.32	0.65	0.32	0.00	0.00	0.22	0.00	0.32	0.32	0.65	0.32	0.65	Matches
296	Scott High	sct SCO	MF	Huddersfield	18	2001	1	0	14	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
297	Scott Hogan	ie IRL	FW	Stoke City	27	1992	13	4	431	4.8	0.42	0.00	0.42	0.42	0.00	0.00	0.00	0.00	0.42	0.00	0.42	0.42	0.42	Matches
298	Scott Hogan	ie IRL	FW	Birmingham City	27	1992	17	16	1,276	14.2	0.49	0.07	0.56	0.49	0.00	0.07	0.00	0.00	0.49	0.07	0.56	0.49	0.56	Matches
299	Jonathan Hogg	eng ENG	MF	Huddersfield	30	1988	37	37	3,012	33.5	0.00	0.06	0.06	0.00	0.00	0.00	0.36	0.00	0.00	0.06	0.06	0.00	0.06	Matches
300	Junior Hoilett	ca CAN	MF,FW	Cardiff City	29	1990	41	29	2,471	27.5	0.25	0.07	0.33	0.25	0.00	0.04	0.22	0.00	0.25	0.07	0.33	0.25	0.33	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
301	Duane Holmes	us USA	MF	Derby County	24	1994	33	29	2,465	27.4	0.07	0.11	0.18	0.07	0.00	0.00	0.29	0.00	0.07	0.11	0.18	0.07	0.18	Matches
302	Lewis Holtby	de GER	MF,FW	Blackburn	28	1990	27	16	1,300	14.4	0.21	0.28	0.49	0.21	0.00	0.00	0.00	0.00	0.21	0.28	0.48	0.21	0.48	Matches
303	George Honeyman	eng ENG	MF	Hull City	24	1994	42	21	2,059	22.9	0.04	0.13	0.17	0.04	0.00	0.00	0.35	0.00	0.04	0.13	0.17	0.04	0.17	Matches
304	Jonny Howson	eng ENG	DF,MF	Middlesbrough	31	1988	41	41	3,654	40.6	0.00	0.15	0.15	0.00	0.00	0.00	0.25	0.02	0.00	0.15	0.15	0.00	0.15	Matches
305	Tom Huddlestone	eng ENG	MF	Derby County	32	1986	11	11	944	10.5	0.10	0.00	0.10	0.00	0.10	0.10	0.19	0.00	0.10	0.00	0.10	0.00	0.00	Matches
306	Andrew Hughes	wls WAL	DF	Preston	27	1992	28	28	2,486	27.6	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	Matches
307	Jordan Hugill	eng ENG	FW	QPR	27	1992	39	30	2,837	31.5	0.41	0.03	0.44	0.41	0.00	0.00	0.32	0.00	0.41	0.03	0.44	0.41	0.44	Matches
308	Alex Hunt	eng ENG	MF	Sheffield Weds	19	2000	6	2	187	2.1	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.00	0.00	0.00	0.00	0.00	Matches
309	Jack Hunt	eng ENG	DF,MF	Bristol City	28	1990	35	29	2,494	27.7	0.00	0.18	0.18	0.00	0.00	0.00	0.22	0.00	0.00	0.18	0.18	0.00	0.18	Matches
310	Paul Huntington	eng ENG	DF	Preston	31	1987	9	8	765	8.5	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	Matches
311	Sam Hutchinson	eng ENG	MF	Sheffield Weds	29	1989	23	20	1,793	19.9	0.05	0.05	0.10	0.05	0.00	0.00	0.50	0.00	0.05	0.05	0.10	0.05	0.10	Matches
312	Shaun Hutchinson	eng ENG	DF	Millwall	28	1990	36	36	3,240	36.0	0.17	0.03	0.19	0.17	0.00	0.00	0.11	0.00	0.17	0.03	0.19	0.17	0.19	Matches
313	Danny Hylton	eng ENG	FW	Luton Town	30	1989	11	2	248	2.8	0.00	0.00	0.00	0.00	0.00	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.00	Matches
314	Tom Ince	eng ENG	MF,FW	Stoke City	27	1992	38	31	2,703	30.0	0.10	0.07	0.17	0.10	0.00	0.00	0.03	0.00	0.10	0.07	0.17	0.10	0.17	Matches
315	Matt Ingram	eng ENG	GK	Hull City	25	1993	1	1	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
316	Dominic Iorfa	eng ENG	DF	Sheffield Weds	24	1995	41	40	3,522	39.1	0.05	0.05	0.10	0.05	0.00	0.00	0.10	0.00	0.05	0.05	0.10	0.05	0.10	Matches
317	Jackson Irvine	au AUS	MF	Hull City	26	1993	35	34	3,024	33.6	0.06	0.06	0.12	0.06	0.00	0.00	0.18	0.00	0.06	0.06	0.12	0.06	0.12	Matches
318	Michael Jacobs	eng ENG	MF	Wigan Athletic	27	1991	32	19	1,679	18.7	0.16	0.21	0.37	0.16	0.00	0.00	0.05	0.00	0.16	0.21	0.38	0.16	0.38	Matches
319	Pontus Jansson	se SWE	DF	Brentford	28	1991	34	34	3,031	33.7	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	Matches
320	Sylvester Jasper	bg BUL	FW,MF	Fulham	17	2001	2	0	6	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
321	Julian Jeanvier	gn GUI	DF	Brentford	27	1992	26	25	2,209	24.5	0.04	0.00	0.04	0.04	0.00	0.00	0.08	0.04	0.04	0.00	0.04	0.04	0.04	Matches
322	Carl Jenkinson	eng ENG	DF,MF	Nottingham	27	1992	8	7	618	6.9	0.00	0.14	0.14	0.00	0.00	0.00	0.43	0.00	0.00	0.15	0.15	0.00	0.15	Matches
323	Mathias Jensen	dk DEN	MF	Brentford	23	1996	39	30	2,473	27.5	0.04	0.22	0.25	0.04	0.00	0.00	0.07	0.00	0.04	0.22	0.25	0.04	0.25	Matches
324	Lucas João	ao ANG	FW	Reading	25	1993	19	12	1,189	13.2	0.45	0.23	0.68	0.45	0.00	0.00	0.08	0.00	0.45	0.23	0.68	0.45	0.68	Matches
325	Lucas João	ao ANG	FW	Sheffield Weds	25	1993	1	0	13	0.1	10.0	0.00	10.0	10.0	0.00	0.00	0.00	0.00	6.92	0.00	6.92	6.92	6.92	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
326	Stefan Johansen	no NOR	MF	Fulham	28	1991	33	19	1,695	18.8	0.00	0.21	0.21	0.00	0.00	0.00	0.16	0.00	0.00	0.21	0.21	0.00	0.21	Matches
327	Declan John	wls WAL	DF,MF	Swansea City	24	1995	1	0	19	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
328	Bradley Johnson	eng ENG	MF	Blackburn	32	1987	34	25	2,279	25.3	0.12	0.08	0.20	0.12	0.00	0.00	0.16	0.00	0.12	0.08	0.20	0.12	0.20	Matches
329	Brennan Johnson	wls WAL	MF	Nottingham	18	2001	4	2	110	1.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
330	Daniel Johnson	jm JAM	MF	Preston	26	1992	33	32	2,752	30.6	0.39	0.23	0.62	0.20	0.20	0.20	0.10	0.00	0.39	0.23	0.62	0.20	0.43	Matches
331	Marvin Johnson	eng ENG	MF,DF	Middlesbrough	28	1990	38	29	2,612	29.0	0.03	0.10	0.14	0.03	0.00	0.00	0.14	0.03	0.03	0.10	0.14	0.03	0.14	Matches
332	Sam Johnstone	eng ENG	GK	West Brom	26	1993	46	46	4,140	46.0	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	Matches
333	Jamie Jones	eng ENG	GK	Wigan Athletic	30	1989	7	7	630	7.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
334	Lloyd Jones	eng ENG	DF	Luton Town	23	1995	4	1	111	1.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
335	Florian Jozefzoon	sr SUR	MF,FW	Derby County	28	1991	14	6	644	7.2	0.00	0.14	0.14	0.00	0.00	0.00	0.28	0.00	0.00	0.14	0.14	0.00	0.14	Matches
336	Mads Juel Andersen	dk DEN	DF	Barnsley	21	1997	38	37	3,269	36.3	0.00	0.03	0.03	0.00	0.00	0.00	0.25	0.00	0.00	0.03	0.03	0.00	0.03	Matches
337	Lukas Jutkiewicz	eng ENG	FW	Birmingham City	30	1989	46	42	3,846	42.7	0.35	0.07	0.42	0.35	0.00	0.02	0.12	0.00	0.35	0.07	0.42	0.35	0.42	Matches
338	Elias Kachunga	cd COD	MF,FW	Huddersfield	27	1992	36	30	2,630	29.2	0.10	0.10	0.21	0.10	0.00	0.00	0.14	0.00	0.10	0.10	0.21	0.10	0.21	Matches
339	Osman Kakay	sl SLE	DF,MF	QPR	21	1997	7	7	620	6.9	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	Matches
340	Tomáš Kalas	cz CZE	DF	Bristol City	26	1993	23	23	2,011	22.3	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	Matches
341	Aldo Kalulu	cd COD	MF	Swansea City	23	1996	11	7	465	5.2	0.00	0.19	0.19	0.00	0.00	0.00	0.38	0.00	0.00	0.19	0.19	0.00	0.19	Matches
342	Aboubakar Kamara	mr MTN	FW,MF	Fulham	24	1995	25	8	919	10.2	0.39	0.39	0.78	0.39	0.00	0.00	0.20	0.00	0.39	0.39	0.78	0.39	0.78	Matches
343	Herbie Kane	eng ENG	MF	Hull City	20	1998	7	6	456	5.1	0.39	0.00	0.39	0.39	0.00	0.00	0.00	0.00	0.39	0.00	0.39	0.39	0.39	Matches
344	Todd Kane	eng ENG	DF	QPR	25	1993	32	21	2,046	22.7	0.04	0.00	0.04	0.04	0.00	0.00	0.13	0.00	0.04	0.00	0.04	0.04	0.04	Matches
345	Nikos Karelis	gr GRE	FW	Brentford	27	1992	4	1	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
346	Beram Kayal	il ISR	MF	Charlton Athletic	31	1988	6	2	213	2.4	0.00	0.00	0.00	0.00	0.00	0.00	0.83	0.00	0.00	0.00	0.00	0.00	0.00	Matches
347	Neeskens Kebano	cd COD	MF,FW	Fulham	27	1992	16	5	588	6.5	0.46	0.15	0.62	0.46	0.00	0.00	0.46	0.15	0.46	0.15	0.61	0.46	0.61	Matches
348	Liam Kelly	sct SCO	GK	QPR	23	1996	19	19	1,710	19.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
349	Richard Keogh	ie IRL	DF	Derby County	32	1986	8	8	720	8.0	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	Matches
350	Maikel Kieftenbeld	nl NED	MF	Birmingham City	29	1990	8	2	233	2.6	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
351	Andy King	wls WAL	MF	Huddersfield	30	1988	14	6	594	6.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
352	Stephen Kingsley	sct SCO	DF	Hull City	25	1994	8	7	628	7.0	0.00	0.00	0.00	0.00	0.00	0.00	0.43	0.00	0.00	0.00	0.00	0.00	0.00	Matches
353	Peter Kioso	cd COD	DF,MF	Luton Town	20	1998	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
354	Cédric Kipré	ci CIV	DF	Wigan Athletic	22	1996	36	32	2,916	32.4	0.06	0.00	0.06	0.06	0.00	0.00	0.31	0.03	0.06	0.00	0.06	0.06	0.06	Matches
355	Mateusz Klich	pl POL	MF	Leeds United	29	1990	45	45	3,798	42.2	0.14	0.12	0.26	0.09	0.05	0.07	0.19	0.00	0.14	0.12	0.26	0.09	0.21	Matches
356	Jason Knight	ie IRL	MF	Derby County	18	2001	31	20	1,806	20.1	0.30	0.00	0.30	0.30	0.00	0.00	0.25	0.00	0.30	0.00	0.30	0.30	0.30	Matches
357	Anthony Knockaert	fr FRA	FW,MF	Fulham	27	1991	42	32	2,836	31.5	0.10	0.13	0.22	0.10	0.00	0.00	0.19	0.00	0.10	0.13	0.22	0.10	0.22	Matches
358	Terence Kongolo	nl NED	DF	Huddersfield	25	1994	11	10	872	9.7	0.00	0.10	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.10	0.00	0.10	Matches
359	Terence Kongolo	nl NED	DF	Fulham	25	1994	1	0	10	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
360	Josh Koroma	sl SLE	MF	Huddersfield	20	1998	7	3	298	3.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
361	Filip Krovinović	hr CRO	MF	West Brom	23	1995	40	24	2,295	25.5	0.12	0.08	0.20	0.12	0.00	0.00	0.12	0.00	0.12	0.08	0.20	0.12	0.20	Matches
362	Rajiv van La Parra	nl NED	MF	Huddersfield	28	1991	4	3	220	2.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
363	Luca de la Torre	us USA	MF	Fulham	21	1998	2	0	9	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
364	Callum Lang	eng ENG	FW,MF	Wigan Athletic	20	1998	1	0	32	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
365	George Lapslie	eng ENG	MF	Charlton Athletic	21	1997	10	4	453	5.0	0.20	0.00	0.20	0.20	0.00	0.00	0.60	0.00	0.20	0.00	0.20	0.20	0.20	Matches
366	Tom Lawrence	wls WAL	MF,FW	Derby County	25	1994	37	37	3,219	35.8	0.28	0.08	0.36	0.28	0.00	0.00	0.34	0.03	0.28	0.08	0.36	0.28	0.36	Matches
367	Maxime Le Marchand	fr FRA	DF	Fulham	29	1989	12	3	305	3.4	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	Matches
368	Joe Ledley	wls WAL	MF	Charlton Athletic	32	1987	1	1	45	0.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
369	Ryan Ledson	eng ENG	MF,DF	Preston	21	1997	13	8	695	7.7	0.00	0.13	0.13	0.00	0.00	0.00	0.26	0.00	0.00	0.13	0.13	0.00	0.13	Matches
370	Elliot Lee	eng ENG	MF,FW	Luton Town	24	1994	11	8	578	6.4	0.16	0.00	0.16	0.16	0.00	0.00	0.00	0.00	0.16	0.00	0.16	0.16	0.16	Matches
371	Kieran Lee	eng ENG	MF	Sheffield Weds	31	1988	28	20	1,671	18.6	0.00	0.16	0.16	0.00	0.00	0.00	0.32	0.00	0.00	0.16	0.16	0.00	0.16	Matches
372	Tom Lees	eng ENG	DF	Sheffield Weds	28	1990	27	24	2,216	24.6	0.08	0.04	0.12	0.08	0.00	0.00	0.04	0.00	0.08	0.04	0.12	0.08	0.12	Matches
373	Toni Leistner	de GER	DF	QPR	28	1990	22	20	1,818	20.2	0.00	0.05	0.05	0.00	0.00	0.00	0.15	0.00	0.00	0.05	0.05	0.00	0.05	Matches
374	Jonathan Leko	eng ENG	FW,MF	Charlton Athletic	20	1999	21	19	1,511	16.8	0.30	0.24	0.54	0.30	0.00	0.00	0.12	0.00	0.30	0.24	0.54	0.30	0.54	Matches
375	Darragh Lenihan	ie IRL	DF	Blackburn	25	1994	37	37	3,306	36.7	0.08	0.05	0.14	0.08	0.00	0.00	0.33	0.00	0.08	0.05	0.14	0.08	0.14	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
376	Ryan Leonard	eng ENG	MF	Millwall	27	1992	17	13	1,082	12.0	0.08	0.00	0.08	0.08	0.00	0.00	0.08	0.00	0.08	0.00	0.08	0.08	0.08	Matches
377	Keane Lewis-Potter	eng ENG	MF	Hull City	18	2001	21	1	507	5.6	0.36	0.18	0.54	0.36	0.00	0.00	0.00	0.00	0.36	0.18	0.53	0.36	0.53	Matches
378	Eric Lichaj	us USA	DF	Hull City	30	1988	29	29	2,544	28.3	0.00	0.07	0.07	0.00	0.00	0.00	0.11	0.00	0.00	0.07	0.07	0.00	0.07	Matches
379	Ben Liddle	eng ENG	MF	Middlesbrough	20	1998	1	0	21	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
380	Liam Lindsay	sct SCO	DF	Stoke City	23	1995	20	17	1,550	17.2	0.12	0.00	0.12	0.12	0.00	0.00	0.29	0.00	0.12	0.00	0.12	0.12	0.12	Matches
381	Jake Livermore	eng ENG	MF	West Brom	29	1989	45	43	3,741	41.6	0.07	0.10	0.17	0.07	0.00	0.00	0.24	0.00	0.07	0.10	0.17	0.07	0.17	Matches
382	Danny Loader	cm CMR	MF	Reading	18	2000	7	1	112	1.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
383	Tom Lockyer	wls WAL	DF	Charlton Athletic	24	1994	43	43	3,870	43.0	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	Matches
384	Joe Lolley	eng ENG	MF	Nottingham	26	1992	42	37	3,218	35.8	0.25	0.22	0.47	0.25	0.00	0.00	0.03	0.00	0.25	0.22	0.48	0.25	0.48	Matches
385	George Long	eng ENG	GK	Hull City	25	1993	45	45	4,050	45.0	0.00	0.02	0.02	0.00	0.00	0.00	0.04	0.00	0.00	0.02	0.02	0.00	0.02	Matches
386	Jonas Lössl	dk DEN	GK	Huddersfield	30	1989	15	15	1,350	15.0	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	Matches
387	Jamal Lowe	jm JAM	MF,FW	Wigan Athletic	25	1994	46	40	3,453	38.4	0.16	0.13	0.29	0.16	0.00	0.00	0.00	0.00	0.16	0.13	0.29	0.16	0.29	Matches
388	Max Lowe	eng ENG	DF	Derby County	22	1997	29	24	2,284	25.4	0.00	0.04	0.04	0.00	0.00	0.00	0.04	0.04	0.00	0.04	0.04	0.00	0.04	Matches
389	Kazenga LuaLua	cd COD	FW,MF	Luton Town	28	1990	29	15	1,450	16.1	0.19	0.00	0.19	0.19	0.00	0.00	0.19	0.00	0.19	0.00	0.19	0.19	0.19	Matches
390	Kilian Ludewig	de GER	MF,DF	Barnsley	19	2000	18	13	1,258	14.0	0.00	0.07	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.07	0.00	0.07	Matches
391	Joe Lumley	eng ENG	GK	QPR	24	1995	27	27	2,430	27.0	0.00	0.04	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.00	0.04	Matches
392	Massimo Luongo	au AUS	MF	Sheffield Weds	26	1992	27	17	1,472	16.4	0.18	0.00	0.18	0.18	0.00	0.00	0.24	0.06	0.18	0.00	0.18	0.18	0.18	Matches
393	Angus MacDonald	eng ENG	DF	Hull City	26	1992	5	5	439	4.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
394	Lewis Macleod	sct SCO	MF	Wigan Athletic	25	1994	12	11	894	9.9	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	Matches
395	Marcus Maddison	eng ENG	MF	Hull City	25	1993	7	4	340	3.8	0.26	0.00	0.26	0.26	0.00	0.00	0.00	0.00	0.26	0.00	0.26	0.26	0.26	Matches
396	Gary Madine	eng ENG	FW	Cardiff City	28	1990	8	5	385	4.3	0.00	0.23	0.23	0.00	0.00	0.00	0.47	0.00	0.00	0.23	0.23	0.00	0.23	Matches
397	Niki Mäenpää	fi FIN	GK	Bristol City	34	1985	4	4	297	3.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
398	Josh Magennis	nir NIR	FW	Hull City	28	1990	29	20	1,714	19.0	0.21	0.11	0.32	0.16	0.05	0.05	0.21	0.11	0.21	0.11	0.32	0.16	0.26	Matches
399	Jacques Maghoma	cd COD	MF	Birmingham City	31	1987	18	7	851	9.5	0.11	0.11	0.21	0.11	0.00	0.00	0.11	0.00	0.11	0.11	0.21	0.11	0.21	Matches
400	Seán Maguire	ie IRL	MF,FW	Preston	25	1994	44	36	3,152	35.0	0.14	0.06	0.20	0.14	0.00	0.00	0.03	0.00	0.14	0.06	0.20	0.14	0.20	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
401	Connor Mahoney	eng ENG	MF,FW	Millwall	22	1997	38	14	1,463	16.3	0.12	0.31	0.43	0.12	0.00	0.00	0.00	0.00	0.12	0.31	0.43	0.12	0.43	Matches
402	Scott Malone	eng ENG	DF	Derby County	28	1991	18	15	1,176	13.1	0.08	0.00	0.08	0.08	0.00	0.00	0.31	0.08	0.08	0.00	0.08	0.08	0.08	Matches
403	Ryan Manning	ie IRL	DF	QPR	23	1996	41	41	3,689	41.0	0.10	0.17	0.27	0.10	0.00	0.00	0.15	0.00	0.10	0.17	0.27	0.10	0.27	Matches
404	Emiliano Marcondes	dk DEN	MF,FW	Brentford	24	1995	25	13	1,255	13.9	0.14	0.50	0.65	0.14	0.00	0.00	0.07	0.00	0.14	0.50	0.65	0.14	0.65	Matches
405	Jack Marriott	eng ENG	FW,MF	Derby County	24	1994	32	10	1,137	12.6	0.16	0.16	0.32	0.16	0.00	0.00	0.00	0.00	0.16	0.16	0.32	0.16	0.32	Matches
