Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
451	Joseph Johnson	eng ENG	DF,MF	Luton Town	18	2006	8	470	59	11.4	5.2	0.96	83	0.38	0.58	19	2.12	0.88	1.15	1.73	-0.58	-0.57	-0.06	Matches
452	Marvin Johnson	eng ENG	MF,DF	Sheffield Weds	33	1990	41	2,795	68	67.5	31.1	0.96	84	0.77	0.35	24	0.13	1.17	1.32	1.35	-0.03	-0.03	+0.50	Matches
453	Zac Johnson	eng ENG	DF	Sunderland	20	2004	0					0		0	0		16							Matches
454	Michael Johnston	ie IRL	MF	West Brom	25	1999	40	2,069	52	50.0	23.0	1.09	71	0.09	0.65	19	0.09	1.25	1.39	1.13	0.26	+0.26	+0.09	Matches
455	Alfie Jones	ca CAN	DF	Hull City	26	1997	41	3,389	83	81.9	37.7	0.98	90	0.98	0.11	15	0.08	1.10	1.01	1.22	-0.21	-0.21	+0.03	Matches
456	Dylan Jones		FW	Norwich City			0					0		0	0		3							Matches
457	Harrison Jones	eng ENG	MF	Sunderland	19	2004	4	132	33	3.2	1.5	1.33	61	0.00	1.33	5	18.0	1.00	0.00	1.33	-1.33	-1.36	-1.72	Matches
458	Isaiah Jones	gy GUY	MF	Middlesbrough	25	1999	21	796	38	19.2	8.8	0.91	76	0.23	1.48	15	0.57	1.62	0.91	1.14	-0.23	-0.23	-0.50	Matches
459	Isaiah Jones	gy GUY	MF	Luton Town	25	1999	17	1,310	77	31.6	14.6	1.10	80	0.62	0.07	24	0.00	1.18	0.96	1.30	-0.34	-0.34	+0.26	Matches
460	Kyle Joseph	sct SCO	FW,MF	Hull City	22	2001	16	1,009	63	24.4	11.2	1.16	71	0.09	0.27	28	0.18	1.38	0.89	0.98	-0.09	-0.09	+0.17	Matches
461	Mateo Joseph	es ESP	FW	Leeds United	20	2003	39	1,285	33	31.0	14.3	0.77	79	0.07	1.96	15	0.42	2.13	2.10	0.63	1.47	+1.47	+0.08	Matches
462	Mads Juel Andersen	dk DEN	DF	Luton Town	26	1997	8	410	51	9.9	4.6	1.09	75	0.43	0.65	11	3.91	0.75	0.22	1.52	-1.30	-1.32	-0.88	Matches
463	Bae Jun-ho	kr KOR	MF	Stoke City	20	2003	45	3,260	72	78.7	36.2	1.02	82	0.50	0.22	28	0.00	1.07	1.05	1.24	-0.19	-0.19	+0.83	Matches
464	Matěj Jurásek	cz CZE	FW	Norwich City	20	2003	2	83	42	2.0	0.9	1.11	64	0.00	1.11	19	2.22	0.50	1.11	1.11	0.00	0.00	-0.07	Matches
465	Abdoulaye Kamara	gn GUI	MF	Portsmouth	19	2004	5	124	25	3.0	1.4	0.00		0.00	3.57	25	9.29	0.20	0.71	1.43	-0.71	-0.73	-0.46	Matches
466	Abu Kamara	eng ENG	FW,MF	Norwich City	21	2003	2	17	9	0.4	0.2	0.00		0.00	10.0	9	0.00	0.50	0.00	0.00	0.00	0.00	-0.07	Matches
467	Abu Kamara	eng ENG	MF,FW	Hull City	21	2003	36	2,256	63	54.5	25.1	1.00	76	0.20	0.44	32	0.08	1.03	1.08	1.16	-0.08	-0.08	+0.30	Matches
468	Kaedyn Kamara	eng ENG	MF	Preston	18	2005	0					0		0	0		1							Matches
469	Thomas Kaminski	be BEL	GK	Luton Town	31	1992	45	3,990	89	96.4	44.3	1.02	89	0.99	0.00		0.00	1.09	1.02	1.53	-0.52	-0.52	+0.08	Matches
470	Wilfried Kanga	ci CIV	FW	Cardiff City	26	1998	15	458	31	11.1	5.1	0.98	66	0.00	1.96	13	1.57	0.73	0.20	1.96	-1.76	-1.77	-1.38	Matches
471	Augustus Kargbo	sl SLE	MF	Blackburn	24	1999	8	186	23	4.5	2.1	0.95	45	0.00	2.86	16	0.00	1.38	0.48	1.43	-0.95	-0.97	-1.13	Matches
472	Nikola Katić	ba BIH	DF	Plymouth Argyle	27	1996	15	1,223	82	29.5	13.6	1.03	87	0.81	0.07	12	0.00	1.40	1.32	1.54	-0.22	-0.22	+0.83	Matches
473	Edo Kayembe	cd COD	MF,FW	Watford	26	1998	44	3,196	73	77.2	35.5	1.04	83	0.68	0.20	16	0.00	1.30	1.15	1.24	-0.08	-0.08	+0.39	Matches
474	Will Keane	ie IRL	FW,MF	Preston	31	1993	27	1,124	42	27.1	12.5	1.04	69	0.08	1.12	17	0.48	1.00	0.80	1.44	-0.64	-0.64	-0.55	Matches
475	Kévin Keben	cm CMR	DF	Watford	20	2004	6	256	43	6.2	2.8	1.07	66	0.36	1.07	19	1.07	1.67	1.07	0.36	0.71	+0.70	+0.93	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
476	Daniel Kelly	sct SCO	MF	Millwall	18	2005	2	20	10	0.5	0.2	0.00		0.00	10.0	10	75.0	2.00	5.00	0.00	5.00	+4.50	+4.57	Matches
477	Sheldon Kendall		FW	Millwall			0					0		0	0		4							Matches
478	Kaine Kesler-Hayden	eng ENG	MF,DF	Preston	21	2002	44	3,670	83	88.6	40.8	1.00	87	0.81	0.07	29	0.05	1.11	1.10	1.13	-0.02	-0.02	+1.89	Matches
479	Josh Key	eng ENG	DF	Swansea City	24	1999	45	3,469	77	83.8	38.5	1.01	86	0.81	0.16	20	0.03	1.36	1.14	1.17	-0.03	-0.03	+0.51	Matches
480	Ben Killip	eng ENG	GK	Portsmouth	28	1995	2	180	90	4.3	2.0	1.00	90	1.00	0.00		0.00	1.00	1.00	1.00	0.00	0.00	+0.30	Matches
481	Peter Kioso	cd COD	DF	Oxford United	25	1998	30	2,302	77	55.6	25.6	1.02	83	0.63	0.16	33	0.35	1.07	0.94	1.37	-0.43	-0.43	-0.19	Matches
482	Liam Kitching	eng ENG	DF	Coventry City	24	1999	27	2,284	85	55.2	25.4	1.02	87	0.91	0.04	17	0.67	1.79	1.42	1.18	0.24	+0.24	+0.24	Matches
483	Jason Knight	ie IRL	MF	Bristol City	23	2001	46	4,140	90	100.0	46.0	1.00	90	1.00	0.00		0.00	1.42	1.28	1.20	0.09	+0.09		Matches
484	Olaf Kobacki	pl POL	FW,MF	Sheffield Weds	23	2001	12	369	31	8.9	4.1	0.98	57	0.00	1.95	18	3.17	1.42	0.98	1.22	-0.24	-0.24	-0.05	Matches
485	Luca Koleosho	it ITA	MF	Burnley	19	2004	28	1,677	60	40.5	18.6	1.08	79	0.32	0.43	12	0.59	2.04	1.24	0.38	0.86	+0.86	-0.49	Matches
486	Rayan Kolli	dz ALG	FW,MF	QPR	19	2005	20	822	41	19.9	9.1	0.99	59	0.00	1.21	27	0.66	1.55	1.10	1.65	-0.55	-0.55	-0.41	Matches
487	Lewis Koumas	wls WAL	MF	Stoke City	18	2005	43	2,441	57	59.0	27.1	0.96	77	0.44	0.63	26	0.07	1.02	0.89	1.40	-0.52	-0.52	-0.36	Matches
488	Ronan Kpakio	wls WAL	DF	Cardiff City	17	2007	3	108	36	2.6	1.2	0.83	68	0.00	1.67	20	4.17	0.00	2.50	3.33	-0.83	-0.83	-0.30	Matches
489	Tom Krauß	de GER	MF	Luton Town	23	2001	23	1,601	70	38.7	17.8	1.12	76	0.22	0.17	28	0.06	0.96	1.07	1.57	-0.51	-0.51	+0.03	Matches
490	Tim Krul	nl NED	GK	Luton Town	36	1988	0					0		0	0		37							Matches
491	Paddy Lane	nir NIR	MF	Portsmouth	23	2001	22	1,074	49	25.9	11.9	1.09	68	0.17	0.76	21	0.00	1.00	1.01	1.68	-0.67	-0.67	-0.52	Matches
492	Callum Lang	eng ENG	MF	Portsmouth	25	1998	32	2,438	76	58.9	27.1	1.03	84	0.63	0.15	18	0.00	1.19	1.37	1.40	-0.04	-0.04	+0.60	Matches
493	Sondre Langås	no NOR	DF	Derby County	23	2001	14	1,118	80	27.0	12.4	1.05	85	0.73	0.08	17	0.08	1.21	0.81	1.05	-0.24	-0.24	-0.09	Matches
494	Macaulay Langstaff	eng ENG	FW	Millwall	27	1997	34	1,388	41	33.5	15.4	0.91	76	0.19	1.30	16	0.19	1.41	0.91	0.65	0.26	+0.26	+0.46	Matches
495	Will Lankshear	eng ENG	FW	West Brom	19	2005	11	350	32	8.5	3.9	1.03	59	0.00	1.79	16	1.28	1.09	1.54	1.79	-0.26	-0.26	-0.52	Matches
496	Yasser Larouci	dz ALG	MF,DF	Watford	23	2001	39	2,136	55	51.6	23.7	1.10	71	0.25	0.55	22	0.08	1.31	1.22	1.18	0.04	+0.04	+0.45	Matches
497	Joël Latibeaudière	jm JAM	DF	Coventry City	24	2000	33	2,574	78	62.2	28.6	1.01	87	0.91	0.14	13	0.45	1.52	1.29	1.15	0.14	+0.14	+0.02	Matches
498	Emmanuel Latte Lath	ci CIV	FW	Middlesbrough	25	1999	29	1,765	61	42.6	19.6	1.02	78	0.41	0.46	23	0.00	1.52	1.58	1.17	0.41	+0.41	+0.41	Matches
499	Josh Laurent	eng ENG	MF	Stoke City	29	1995	3	270	90	6.5	3.0	1.00	90	1.00	0.00		0.00	1.00	0.67	1.67	-1.00	-1.00	-0.67	Matches
500	Josh Laurent	eng ENG	MF	Burnley	29	1995	42	2,451	58	59.2	27.2	0.92	86	0.70	0.63	18	0.04	2.21	1.47	0.15	1.32	+1.32	+0.42	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
501	Thomas Lavery	eng ENG	DF	Sunderland	18	2005	0					0		0	0		4							Matches
502	Bosun Lawal	ie IRL	DF	Stoke City	21	2003	7	206	29	5.0	2.3	0.43	90	0.43	2.61	19	5.22	0.71	0.43	0.87	-0.43	-0.44	-0.07	Matches
503	Dylan Lawlor	wls WAL	DF	Cardiff City	18	2006	1	58	58	1.4	0.6	0.00		0.00	1.67	58	5.00	0.00	3.33	1.67	1.67	+1.55	+2.12	Matches
504	Enzo Le Fée	fr FRA	MF	Sunderland	24	2000	15	1,001	67	24.2	11.1	0.99	82	0.63	0.36	25	0.00	1.28	1.08	1.17	-0.09	-0.09	-0.52	Matches
505	Tom Leahy	eng ENG	FW	Millwall	20	2004	1	2	2	0.0	0.0	0		0	1	2	3	0.00	0	0	0	0.00	+0.04	Matches
506	Ryan Ledson	eng ENG	MF	Preston	26	1997	26	1,211	47	29.3	13.5	1.04	66	0.22	0.89	23	1.19	1.22	1.11	1.26	-0.15	-0.15	+0.13	Matches
507	Greg Leigh	jm JAM	DF,MF	Oxford United	29	1994	34	2,338	69	56.5	26.0	0.92	87	0.77	0.38	25	0.12	1.26	1.08	1.38	-0.31	-0.31	+0.09	Matches
508	Darragh Lenihan	ie IRL	DF,FW	Middlesbrough	30	1994	0					0		0	0		3							Matches
509	Charlie Lennon	eng ENG	MF	Middlesbrough	18	2006	0					0		0	0		1							Matches
510	Harry Leonard	eng ENG	FW	Blackburn	20	2003	9	149	17	3.6	1.7	0.00		0.00	5.29	17	4.12	0.56	0.59	1.18	-0.59	-0.60	-0.74	Matches
511	Ryan Leonard	eng ENG	DF	Millwall	32	1992	33	2,631	80	63.6	29.2	0.99	88	0.89	0.14	19	0.03	1.30	1.03	0.96	0.07	+0.07	+0.31	Matches
512	Lincoln	br BRA	MF	Hull City	25	1998	11	420	38	10.1	4.7	0.85	67	0.21	1.49	22	0.64	1.18	0.43	0.85	-0.43	-0.43	-0.24	Matches
513	Liam Lindsay	sct SCO	DF	Preston	28	1995	35	2,609	75	63.0	29.0	1.00	87	0.86	0.21	15	0.14	1.00	0.93	1.34	-0.41	-0.41	-0.47	Matches
514	Darius Lipsiuc	ie IRL	MF	Stoke City	18	2005	0					0		0	0		2							Matches
515	Matty Litherland		DF	Blackburn			0					0		0	0		12							Matches
516	Alfie Lloyd	eng ENG	MF,FW	QPR	21	2003	27	747	28	18.0	8.3	0.48	64	0.00	2.77	21	0.84	1.11	1.45	1.93	-0.48	-0.48	-0.32	Matches
517	Ben Lloyd	wls WAL	MF	Swansea City	19	2005	2	8	4	0.2	0.1	0.00		0.00	20.0	4	50.0	2.00	0.00	10.0	-10.00	-11.25	-11.16	Matches
518	Thimothee Lo Tutala	fr FRA	GK	Hull City	21	2003	0					0		0	0		19							Matches
519	George Long	eng ENG	GK	Norwich City	30	1993	9	765	85	18.5	8.5	0.94	90	0.94	0.12	45	3.76	0.67	1.53	2.24	-0.71	-0.71	-0.95	Matches
520	Sam Long	eng ENG	DF	Oxford United	29	1995	24	1,657	69	40.0	18.4	0.98	86	0.82	0.33	17	0.98	1.36	1.41	1.47	-0.05	-0.05	+0.49	Matches
521	Ryan Longman	eng ENG	MF,FW	Hull City	23	2000	9	478	53	11.5	5.3	1.13	65	0.19	0.57	29	0.19	0.78	0.75	0.94	-0.19	-0.19	+0.03	Matches
522	Imran Louza	ma MAR	MF	Watford	25	1999	33	2,677	81	64.7	29.7	1.01	88	0.84	0.10	14	0.20	1.24	0.98	1.18	-0.20	-0.20	-0.08	Matches
523	Jamal Lowe	jm JAM	FW,MF	Sheffield Weds	30	1994	24	960	40	23.2	10.7	1.12	62	0.09	1.12	18	1.21	1.08	1.21	1.78	-0.56	-0.56	-0.48	Matches
524	Max Lowe	eng ENG	DF	Sheffield Weds	27	1997	34	2,684	79	64.8	29.8	1.04	85	0.84	0.10	16	0.13	1.44	1.51	1.64	-0.13	-0.13	+0.17	Matches
525	Nathan Lowe	eng ENG	FW,MF	Stoke City	18	2005	10	468	47	11.3	5.2	0.96	78	0.38	0.96	16	0.96	1.20	1.15	1.35	-0.19	-0.19	+0.20	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
526	Tom Lowery	eng ENG	MF	Portsmouth	26	1997	0					0		0	0		2							Matches
527	Lucas	br BRA	DF	Burnley	23	2001	34	2,794	82	67.5	31.0	1.03	86	0.77	0.06	18	0.39	2.21	1.65	0.42	1.23	+1.22	+0.22	Matches
528	Rohan Luthra	eng ENG	GK	Derby County	23	2001	0					0		0	0		6							Matches
529	Nicolas Madsen	dk DEN	MF	QPR	24	2000	31	1,753	57	42.3	19.5	1.03	74	0.05	0.56	25	0.51	1.29	0.97	1.38	-0.41	-0.41	-0.34	Matches
530	Dakarai Mafico	wls WAL	DF	Cardiff City	17	2006	0					0		0	0		1							Matches
531	Lucien Mahovo	eng ENG	DF	Norwich City	19	2005	8	524	66	12.7	5.8	1.03	80	0.00	0.34	23	0.52	1.38	1.55	0.69	0.86	+0.86	+0.91	Matches
532	Archie Mair	sct SCO	GK	Norwich City	23	2001	0					0		0	0		6							Matches
533	Josh Maja	ng NGA	FW	West Brom	25	1998	26	2,056	79	49.7	22.8	1.14	79	0.22	0.00		0.00	1.54	1.27	0.83	0.44	+0.44	+0.44	Matches
534	Christ Makosso	cg CGO	DF	Luton Town	20	2004	13	956	74	23.1	10.6	1.13	76	0.66	0.09	45	0.00	1.62	0.85	1.04	-0.19	-0.19	+0.43	Matches
535	Million Manhoef	nl NED	MF,FW	Stoke City	22	2002	34	2,422	71	58.5	26.9	1.04	80	0.33	0.22	28	0.04	1.09	1.12	1.41	-0.30	-0.30	+0.17	Matches
536	Sivert Mannsverk	no NOR	MF	Cardiff City	22	2002	14	1,004	72	24.3	11.2	1.07	78	0.36	0.18	32	0.09	0.86	0.89	1.61	-0.71	-0.72	-0.23	Matches
537	Benson Manuel	ao ANG	FW,MF	Burnley	27	1997	3	46	15	1.1	0.5	0.00		0.00	6.00	15	20.0	2.33	4.00	0.00	4.00	+3.91	+2.79	Matches
538	Emiliano Marcondes	dk DEN	MF,FW	Norwich City	29	1995	33	2,280	69	55.1	25.3	0.99	83	0.59	0.32	25	0.00	1.12	1.62	1.70	-0.08	-0.08	-0.32	Matches
539	Kit Margetson	wls WAL	GK	Swansea City	18	2006	0					0		0	0		1							Matches
540	Dilan Markanday	eng ENG	FW,MF	Blackburn	22	2001	0					0		0	0		1							Matches
541	Marko Maroši	sk SVK	GK	Plymouth Argyle	30	1993	0					0		0	0		14							Matches
542	Alfie Marriott	eng ENG	GK	Watford	20	2004	0					0		0	0		7							Matches
543	Louie Marsh	eng ENG	FW	Sheffield United	20	2003	0					0		0	0		13							Matches
544	Vernon Masara	eng ENG	MF	Burnley	17	2007	0					0		0	0		1							Matches
545	Ephron Mason-Clark	jm JAM	MF,FW	Coventry City	24	1999	30	1,630	54	39.4	18.1	0.94	72	0.11	0.72	31	0.17	1.41	1.88	1.22	0.66	+0.66	+0.88	Matches
546	Han-Noah Massengo	fr FRA	MF	Burnley	23	2001	8	97	12	2.3	1.1	0.91	62	0.00	6.36	5	8.18	2.63	2.73	0.91	1.82	+1.86	+0.72	Matches
547	Alfie Massey	eng ENG	MF	Millwall	18	2006	0					0		0	0		8							Matches
548	Zavier Massiah	eng ENG	FW	Watford	17	2007	4	58	15	1.4	0.6	0.00		0.00	6.67	15	5.00	1.25	0.00	0.00	0.00	0.00	+0.18	Matches
549	Eliot Matazo	be BEL	MF	Hull City	22	2002	6	300	50	7.2	3.3	1.21	63	0.00	0.61	24	0.00	1.17	1.21	0.91	0.30	+0.30	+0.56	Matches
550	Alex Matos	eng ENG	MF,FW	Oxford United	19	2004	20	933	47	22.5	10.4	0.96	77	0.29	0.96	16	0.10	1.25	0.67	1.15	-0.48	-0.48	-0.17	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
551	Ajay Matthews	eng ENG	FW	Millwall	18	2006	0					0		0	0		6							Matches
552	Hayden Matthews	au AUS	DF	Portsmouth	20	2004	6	318	53	7.7	3.5	0.86	86	0.57	0.86	20	0.00	1.67	1.14	0.57	0.57	+0.57	+0.92	Matches
553	Theo Mawene	eng ENG	MF	Preston	17	2007	0			0.0	0.0	0		0	0		9	1.00	2	2	0			Matches
554	Eliezer Mayenda	es ESP	FW,MF	Sunderland	19	2005	37	2,155	58	52.1	23.9	0.92	84	0.46	0.63	21	0.08	1.70	1.42	0.92	0.50	+0.50	+0.41	Matches
555	Adam Mayor	eng ENG	MF	Millwall	19	2005	0					0		0	0		5							Matches
556	Fally Mayulu	fr FRA	FW	Bristol City	22	2002	15	402	27	9.7	4.5	0.67	53	0.00	2.67	20	2.44	1.20	0.89	1.56	-0.67	-0.67	-0.84	Matches
557	Law McCabe	eng ENG	MF	Middlesbrough	18	2006	0					0		0	0		26							Matches
558	Sam McCallum	eng ENG	DF,MF	Sheffield United	23	2000	33	1,057	32	25.5	11.7	0.77	71	0.00	2.05	17	1.03	2.32	1.37	0.60	0.77	+0.77	+0.24	Matches
559	Alistair McCann	nir NIR	MF	Preston	24	1999	29	2,418	83	58.4	26.9	1.04	86	0.82	0.04	19	0.00	1.21	1.15	1.19	-0.04	-0.04	+0.49	Matches
560	Ruairi Mcconville	nir NIR	DF	Norwich City	19	2005	8	205	26	5.0	2.3	1.30	59	0.00	2.17	6	3.48	1.38	1.30	1.74	-0.43	-0.44	-0.53	Matches
561	George McCormick	eng ENG	DF	Middlesbrough	19	2005	1	1	1	0.0	0.0	0		0	1	1	12	3.00	0	0	0	0.00	-0.17	Matches
562	Ross McCrorie	sct SCO	MF,DF	Bristol City	26	1998	23	1,475	64	35.6	16.4	1.10	72	0.18	0.30	36	0.12	1.44	1.46	1.10	0.37	+0.37	+0.43	Matches
563	Tommy McDermott	eng ENG	MF	Burnley	19	2005	0					0		0	0		3							Matches
564	Josh McEachran	eng ENG	MF	Oxford United	31	1993	12	508	42	12.3	5.6	1.07	66	0.18	1.07	18	2.14	0.83	1.07	0.89	0.18	+0.18	+0.60	Matches
565	Kyle McFadzean	sct SCO	DF	Blackburn	37	1987	1	1	1	0.0	0.0	0		0	1	1	21	3.00	0	0	0	0.00	-0.11	Matches
566	Cole McGhee	eng ENG	DF	Preston	18	2006	0					0		0	0		1							Matches
567	Riley McGree	au AUS	MF	Middlesbrough	25	1998	17	943	55	22.8	10.5	1.05	75	0.10	0.57	19	0.76	1.47	1.52	1.05	0.48	+0.48	+0.39	Matches
568	Marcus McGuane	eng ENG	MF	Bristol City	25	1999	21	1,063	51	25.7	11.8	0.93	83	0.68	0.85	15	1.61	1.48	0.68	1.61	-0.93	-0.93	-1.37	Matches
569	Mark McGuinness	ie IRL	DF	Luton Town	23	2001	43	3,753	87	90.7	41.7	0.98	89	0.94	0.05	44	0.00	1.12	1.03	1.51	-0.48	-0.48	+0.45	Matches
570	Tom McIntyre	sct SCO	DF	Portsmouth	25	1998	12	1,019	85	24.6	11.3	0.97	89	0.88	0.09	45	1.15	0.58	0.62	1.95	-1.33	-1.32	-1.38	Matches
571	Jon McLaughlin	sct SCO	GK	Swansea City	36	1987	0					0		0	0		43							Matches
572	Kenny McLean	sct SCO	MF,DF	Norwich City	32	1992	34	2,994	88	72.3	33.3	0.99	90	0.96	0.03	28	0.00	1.38	1.71	1.47	0.24	+0.24	+0.63	Matches
573	Sean McLoughlin	ie IRL	DF	Hull City	27	1996	37	3,213	87	77.6	35.7	1.04	87	0.95	0.00		0.25	1.16	1.06	1.12	-0.06	-0.06	+0.72	Matches
574	Paddy McNair	nir NIR	DF	West Brom	29	1995	2	93	47	2.2	1.0	2.00	47	1.00	0.00		7.00	1.00	0.00	0.00	0.00	0.00	-0.22	Matches
575	Luke McNally	ie IRL	DF	Bristol City	24	1999	26	2,322	89	56.1	25.8	1.01	89	0.97	0.00		0.04	1.42	1.20	1.01	0.19	+0.19	+0.24	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
576	Luke McNally	ie IRL	DF	Burnley	24	1999	2	4	2	0.1	0.0	0		0	2	2	1	1.50	0	0	0	0.00	-1.15	Matches
577	Dan McNamara	ie IRL	DF	Millwall	25	1998	13	683	53	16.5	7.6	0.92	88	0.66	0.79	11	1.18	1.38	0.53	1.05	-0.53	-0.53	-0.58	Matches
578	Charlie McNeill	eng ENG	FW,MF	Sheffield Weds	20	2003	4	57	14	1.4	0.6	0.00		0.00	6.67	14	18.3	1.00	0.00	3.33	-3.33	-3.16	-3.00	Matches
579	Jayden Meghoma	eng ENG	MF,DF	Preston	18	2006	12	768	64	18.6	8.5	1.29	67	0.12	0.12	29	0.82	1.25	0.82	1.06	-0.24	-0.23	+0.01	Matches
580	Marvin Mehlem	de GER	MF	Hull City	26	1997	16	902	56	21.8	10.0	0.90	83	0.50	0.70	22	0.20	1.00	0.60	1.60	-1.00	-1.00	-1.00	Matches
581	Anis Mehmeti	al ALB	MF,FW	Bristol City	23	2001	42	2,558	61	61.8	28.4	1.02	74	0.21	0.46	31	0.14	1.36	1.27	1.20	0.07	+0.07	-0.04	Matches
582	Yakou Méïte	ci CIV	MF,FW	Cardiff City	28	1996	34	1,201	35	29.0	13.3	0.83	71	0.08	1.73	18	0.30	1.06	0.83	2.03	-1.20	-1.20	-0.92	Matches
583	Hannibal Mejbri	tn TUN	MF	Burnley	21	2003	37	1,924	52	46.5	21.4	1.07	74	0.05	0.65	17	0.14	2.22	1.40	0.47	0.93	+0.94	-0.40	Matches
584	Nathaniel Mendez-Laing	gt GUA	MF,FW	Derby County	32	1992	41	2,098	51	50.7	23.3	1.12	69	0.09	0.64	21	0.04	0.93	1.20	1.42	-0.21	-0.21	-0.08	Matches
585	Teden Mengi	eng ENG	DF	Luton Town	22	2002	20	1,569	78	37.9	17.4	0.98	86	0.80	0.17	33	0.06	1.20	0.98	1.84	-0.86	-0.86	-0.55	Matches
586	Chris Mepham	wls WAL	DF	Sunderland	26	1997	38	3,273	86	79.1	36.4	1.02	87	0.88	0.03	42	0.08	1.60	1.10	0.96	0.14	+0.14	-0.80	Matches
587	Illan Meslier	fr FRA	GK	Leeds United	24	2000	39	3,510	90	84.8	39.0	1.00	90	1.00	0.00		0.18	2.08	2.00	0.69	1.31	+1.31	-0.69	Matches
588	Nicholas Michalski	eng ENG	GK	Blackburn	17	2007	0					0		0	0		1							Matches
589	Ben Middlemas	eng ENG	MF	Sunderland	19	2004	0					0		0	0		7							Matches
590	Liam Millar	ca CAN	MF,FW	Hull City	24	1999	11	619	56	15.0	6.9	0.87	73	0.14	0.72	36	0.00	1.18	1.30	1.30	0.00	0.00	+0.26	Matches
591	Stanley Mills	eng ENG	MF	Oxford United	20	2003	11	355	32	8.6	3.9	0.77	63	0.00	2.05	21	1.03	0.55	0.77	1.54	-0.77	-0.76	-0.45	Matches
592	Alexander Milošević	se SWE	DF,MF	Portsmouth	32	1992	0					0		0	0		2							Matches
593	Yang Minhyeok	kr KOR	MF,FW	QPR	18	2006	14	692	49	16.7	7.7	1.04	67	0.00	0.78	26	0.26	1.00	1.04	1.30	-0.26	-0.26	-0.05	Matches
594	Billy Mitchell	eng ENG	MF	Millwall	24	2000	19	891	47	21.5	9.9	0.91	80	0.30	1.01	17	0.71	1.42	1.11	1.11	0.00	0.00	+0.06	Matches
595	Idris El Mizouni	tn TUN	MF	Oxford United	23	2000	28	1,244	44	30.0	13.8	0.87	79	0.36	1.16	19	1.01	1.11	0.80	1.38	-0.58	-0.58	-0.33	Matches
596	Ryan Mmaee	ma MAR	FW	Stoke City	26	1997	3	111	37	2.7	1.2	0.83	73	0.00	1.67	19	3.33	1.00	0.00	0.00	0.00	0.00	+0.38	Matches
597	Jamal Mohammed	eng ENG	DF	West Brom	18	2006	0					0		0	0		2							Matches
598	Jayson Molumby	ie IRL	MF	West Brom	24	1999	37	2,702	73	65.3	30.0	1.00	84	0.57	0.23	25	0.10	1.41	1.20	0.97	0.23	+0.23	+0.05	Matches
599	Kristi Montgomery	sct SCO	DF	Blackburn	20	2004	3	137	46	3.3	1.5	0.67	57	0.00	1.33	40	1.33	2.33	2.00	0.00	2.00	+1.97	+1.93	Matches
600	Elliott Moore	eng ENG	DF	Oxford United	27	1997	26	2,057	79	49.7	22.9	1.05	85	0.87	0.09	6	0.00	1.12	1.14	1.62	-0.48	-0.48	-0.27	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
601	Isaac Moore	eng ENG	MF	Coventry City	18	2006	0					0		0	0		5							Matches
602	Kieffer Moore	wls WAL	FW	Sheffield United	31	1992	27	1,767	65	42.7	19.6	0.92	86	0.46	0.46	24	0.31	1.77	1.22	0.77	0.46	+0.46	-0.22	Matches
603	Simon Moore	eng ENG	GK	Sunderland	34	1990	4	360	90	8.7	4.0	1.00	90	1.00	0.00		10.5	1.50	1.00	0.50	0.50	+0.50	+0.21	Matches
604	Andrew Moran	ie IRL	MF	Stoke City	20	2003	35	2,357	67	56.9	26.2	0.99	81	0.61	0.34	27	0.31	0.94	0.99	1.41	-0.42	-0.42	-0.12	Matches
605	Kieran Morgan	eng ENG	MF	QPR	18	2006	30	1,586	53	38.3	17.6	1.08	74	0.28	0.63	17	0.57	1.43	1.19	1.25	-0.06	-0.06	+0.26	Matches
606	Aidan Morris	us USA	MF	Middlesbrough	22	2001	35	2,915	83	70.4	32.4	1.02	87	0.74	0.06	17	0.00	1.34	1.23	1.14	0.09	+0.09	-0.27	Matches
