Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
151	João Carvalho	pt POR	MF	Nottingham	24	1997	7	241	34	5.8	2.7	0.74	58	0.00	1.85	25	5.19	0.57	0.74	1.48	-0.74	-0.75	-1.55	Matches
152	Oliver Casey	eng ENG	DF	Blackpool	20	2000	6	350	58	8.5	3.9	0.77	88	0.51	0.77	29	3.59	1.00	1.03	2.82	-1.79	-1.80	-1.87	Matches
153	Eiran Cashin	ie IRL	DF	Derby County	19	2001	18	1,273	71	30.7	14.1	0.99	88	0.92	0.28	11	0.28	1.39	0.78	1.21	-0.43	-0.42	-0.36	Matches
154	Quevin Castro	pt POR	FW	West Brom	19	2001	2	37	19	0.9	0.4	0.00		0.00	5.00	19	12.5	1.50	0.00	5.00	-5.00	-4.86	-5.06	Matches
155	Ivan Cavaleiro	pt POR	MF	Fulham	27	1993	18	600	33	14.5	6.7	0.75	77	0.45	1.94	16	0.60	1.83	2.09	1.04	1.04	+1.05	-0.37	Matches
156	Ilias Chair	ma MAR	MF,FW	QPR	23	1997	39	3,148	81	76.0	35.0	1.06	83	0.71	0.06	41	0.00	1.26	1.14	1.49	-0.34	-0.34	-1.52	Matches
157	Nathaniel Chalobah	eng ENG	MF	Fulham	26	1994	20	944	47	22.8	10.5	1.05	72	0.57	0.86	16	0.86	1.95	1.43	1.24	0.19	+0.19	-1.53	Matches
158	Alfie Chang	eng ENG	MF	Birmingham City	18	2002	0					0		0	0		2							Matches
159	Harry Chapman	eng ENG	FW,MF	Blackburn	23	1997	3	47	16	1.1	0.5	0.00		0.00	6.00	16	4.00	1.33	4.00	0.00	4.00	+3.83	+3.68	Matches
160	Jacob Chapman	au AUS	GK	Huddersfield	20	2000	0					0		0	0		1							Matches
161	James Chester	wls WAL	DF	Stoke City	32	1989	17	1,432	84	34.6	15.9	1.01	88	0.88	0.06	21	0.69	0.94	1.19	1.32	-0.13	-0.13	-0.36	Matches
162	Tahith Chong	cw CUW	FW,MF	Birmingham City	21	1999	20	1,555	78	37.6	17.3	1.04	83	0.69	0.12	31	0.00	1.15	0.64	1.16	-0.52	-0.52	+0.04	Matches
163	Cyrus Christie	ie IRL	MF,DF	Swansea City	28	1992	23	2,004	87	48.4	22.3	1.03	87	0.90	0.00		0.00	1.48	1.35	1.35	0.00	0.00	+0.42	Matches
164	Ryan Christie	sct SCO	FW,MF	Bournemouth	26	1995	38	2,997	79	72.4	33.3	1.08	82	0.45	0.06	23	0.03	1.84	1.56	0.84	0.72	+0.72	-0.15	Matches
165	Isaac Christie-Davies	wls WAL	MF	Barnsley	23	1997	2	84	42	2.0	0.9	1.11	62	0.00	1.11	22	3.33	0.00	1.11	1.11	0.00	0.00	+0.89	Matches
166	Lenni Cirino	ms MSR	DF	Blackburn	18	2003	0					0		0	0		2							Matches
167	Jordan Clark	eng ENG	MF,FW	Luton Town	27	1993	25	1,687	67	40.7	18.7	1.02	81	0.64	0.32	23	0.05	1.44	1.76	1.07	0.70	+0.69	+0.88	Matches
168	Jahmari Clarke	jm JAM	FW	Reading	17	2003	12	174	15	4.2	1.9	0.00		0.00	6.32	15	8.42	0.50	1.58	1.05	0.53	+0.52	+1.29	Matches
169	Matthew Clarke	eng ENG	DF	West Brom	24	1996	33	2,743	83	66.3	30.5	1.08	83	0.79	0.00		0.16	1.45	1.08	0.95	0.13	+0.13	-0.06	Matches
170	Jonson Clarke-Harris	jm JAM	FW	Peterborough	27	1994	41	2,996	73	72.4	33.3	0.96	85	0.63	0.27	31	0.03	0.76	0.96	1.50	-0.54	-0.54	+1.50	Matches
171	Jake Clarke-Salter	eng ENG	DF	Coventry City	23	1997	29	2,291	79	55.3	25.5	1.06	83	0.82	0.08	24	0.16	1.55	1.33	1.22	0.12	+0.12	+0.22	Matches
172	Leighton Clarkson	eng ENG	MF	Blackburn	19	2001	7	328	47	7.9	3.6	1.11	67	0.28	0.83	20	4.17	0.86	0.83	1.39	-0.56	-0.55	-0.81	Matches
173	Reyes Cleary	eng ENG	FW,MF	West Brom	17	2004	0					0		0	0		1							Matches
174	Sam Clucas	eng ENG	MF	Stoke City	30	1990	25	1,477	59	35.7	16.4	0.98	81	0.55	0.55	19	0.30	1.36	1.34	1.34	0.00	0.00	-0.17	Matches
175	Josh Coburn	eng ENG	FW	Middlesbrough	18	2002	18	481	27	11.6	5.3	0.57	81	0.19	2.83	16	3.02	1.22	1.70	2.08	-0.38	-0.37	-0.64	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
176	Jack Colback	eng ENG	MF,DF	Nottingham	31	1989	38	3,109	82	75.1	34.5	1.04	85	0.72	0.06	16	0.14	1.93	1.74	0.75	0.99	+0.98	+1.07	Matches
177	Devante Cole	eng ENG	FW,MF	Barnsley	26	1995	24	879	37	21.2	9.8	0.82	74	0.41	1.63	18	0.71	0.79	0.41	1.43	-1.02	-1.02	-0.20	Matches
178	Maxime Colin	fr FRA	DF,MF	Birmingham City	29	1991	33	2,770	84	66.9	30.8	1.01	86	0.94	0.06	45	0.03	0.85	1.17	1.79	-0.62	-0.62	-0.22	Matches
179	Bradley Collins	eng ENG	GK	Barnsley	24	1997	40	3,533	88	85.3	39.3	1.02	88	0.99	0.00		0.00	0.73	0.74	1.40	-0.66	-0.66	+1.41	Matches
180	Harvey Collins	eng ENG	GK	Reading	18	2002	0					0		0	0		1							Matches
181	James Collins	ie IRL	FW,MF	Cardiff City	30	1990	26	1,284	49	31.0	14.3	0.91	76	0.28	0.91	23	0.21	0.85	0.63	1.54	-0.91	-0.91	-0.75	Matches
182	Levi Colwill	eng ENG	DF	Huddersfield	18	2003	29	2,423	84	58.5	26.9	0.97	90	0.93	0.11	32	0.11	1.71	1.19	0.93	0.26	+0.26	-0.26	Matches
183	Rubin Colwill	wls WAL	MF,FW	Cardiff City	19	2002	34	1,668	49	40.3	18.5	0.81	79	0.43	1.03	25	0.27	0.97	1.24	1.46	-0.22	-0.22	+0.29	Matches
184	Cameron Congreve	wls WAL	MF	Swansea City	17	2004	5	123	25	3.0	1.4	1.43	58	0.00	2.14	2	6.43	0.80	0.71	2.14	-1.43	-1.46	-1.28	Matches
185	Aaron Connolly	ie IRL	FW	Middlesbrough	21	2000	19	1,183	62	28.6	13.1	0.99	81	0.38	0.46	22	0.15	1.47	1.07	0.92	0.15	+0.15	-0.06	Matches
186	Callum Connolly	eng ENG	DF,MF	Blackpool	23	1997	31	2,217	72	53.6	24.6	1.02	86	0.89	0.24	11	0.53	1.16	1.02	1.30	-0.28	-0.28	-0.42	Matches
187	Tommy Conway	sct SCO	FW,MF	Bristol City	18	2002	4	29	7	0.7	0.3	0.00		0.00	13.3	7	56.7	0.75	3.33	3.33	0.00	0.00	+0.33	Matches
188	Lewis Cook	eng ENG	MF	Bournemouth	24	1997	28	2,173	78	52.5	24.1	1.04	84	0.66	0.12	22	0.08	1.71	1.49	1.00	0.50	+0.50	-0.56	Matches
189	Steve Cook	eng ENG	DF,MF	Bournemouth	30	1991	3	245	82	5.9	2.7	1.11	82	0.74	0.00		1.11	0.67	1.11	1.85	-0.74	-0.73	-1.59	Matches
190	Steve Cook	eng ENG	DF	Nottingham	30	1991	14	1,158	83	28.0	12.9	1.01	88	0.78	0.08	16	0.08	2.12	1.78	0.54	1.24	+1.24	+0.73	Matches
191	Brandon Cooper	wls WAL	DF	Swansea City	21	2000	4	350	88	8.5	3.9	0.77	90	0.77	0.26	80	1.03	1.00	0.77	1.54	-0.77	-0.77	-0.61	Matches
192	Jake Cooper	eng ENG	DF	Millwall	26	1995	42	3,678	88	88.8	40.9	1.00	90	0.98	0.02	5	0.05	1.57	1.15	0.95	0.20	+0.20	+0.20	Matches
193	Murphy Cooper	eng ENG	GK	QPR	19	2001	2	180	90	4.3	2.0	1.00	90	1.00	0.00		5.50	0.00	1.00	2.50	-1.50	-1.50	-1.59	Matches
194	Oliver Cooper	wls WAL	MF	Swansea City	21	1999	0					0		0	0		1							Matches
195	Kai Corbett	eng ENG	FW	Peterborough	18	2002	1	58	58	1.4	0.6	1.67	58	0.00	0.00		3.33	1.00	0.00	0.00	0.00	0.00	+0.97	Matches
196	David Cornell	wls WAL	GK	Peterborough	30	1991	30	2,700	90	65.2	30.0	1.00	90	1.00	0.00		0.43	1.03	1.10	1.73	-0.63	-0.63	+0.93	Matches
197	Harry Cornick	eng ENG	FW	Luton Town	26	1995	38	2,359	62	57.0	26.2	1.15	73	0.19	0.31	22	0.08	1.50	1.64	1.15	0.50	+0.50	+0.75	Matches
198	Joel Cotterill	wls WAL	MF	Swansea City	16	2004	0					0		0	0		2							Matches
199	Hayden Coulson	eng ENG	DF,MF	Peterborough	23	1998	6	364	61	8.8	4.0	1.25	67	0.50	0.25	31	0.25	0.17	0.00	1.75	-1.75	-1.73	-0.85	Matches
200	Conor Coventry	ie IRL	MF	Peterborough	21	2000	12	434	36	10.5	4.8	0.83	67	0.21	1.67	21	1.04	1.17	1.04	2.29	-1.25	-1.24	-0.32	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
201	Lewie Coyle	eng ENG	DF,MF	Hull City	25	1995	23	1,755	76	42.4	19.5	1.08	81	0.72	0.10	25	0.05	0.74	0.72	1.64	-0.92	-0.92	-1.11	Matches
202	Matt Crooks	eng ENG	MF	Middlesbrough	27	1994	40	3,484	87	84.2	38.7	1.03	87	0.80	0.00		0.00	1.55	1.29	1.06	0.23	+0.23	+0.23	Matches
203	Liam Cullen	wls WAL	MF,FW	Swansea City	22	1999	12	433	36	10.5	4.8	0.83	79	0.21	1.67	15	1.88	1.25	0.83	1.25	-0.42	-0.42	-0.22	Matches
204	Robbie Cundy	eng ENG	DF	Bristol City	24	1997	14	896	64	21.6	10.0	1.00	83	0.70	0.40	17	0.20	1.57	1.50	1.30	0.20	+0.20	+0.67	Matches
205	Greg Cunningham	ie IRL	MF,DF	Preston	30	1991	21	1,357	65	32.8	15.1	1.13	74	0.53	0.26	26	1.06	1.10	1.19	1.19	0.00	0.00	+0.13	Matches
206	Bartosz Cybulski	pl POL	FW	Derby County	18	2002	4	72	18	1.7	0.8	1.25	58	0.00	3.75	5	6.25	0.75	1.25	3.75	-2.50	-2.50	-2.37	Matches
207	Fankaty Dabo	eng ENG	MF,DF	Coventry City	25	1995	29	2,295	79	55.4	25.5	1.02	87	0.86	0.12	11	0.00	1.66	1.45	1.22	0.24	+0.24	+0.48	Matches
208	Bradley Dack	eng ENG	FW,MF	Blackburn	27	1993	9	289	32	7.0	3.2	0.00		0.00	2.81	32	0.31	1.22	1.56	2.50	-0.94	-0.93	-1.21	Matches
209	Julien Dacosta	fr FRA	MF	Coventry City	25	1996	4	107	27	2.6	1.2	1.67	53	0.00	1.67	1	5.00	3.00	0.00	1.67	-1.67	-1.68	-1.75	Matches
210	Owen Dale	eng ENG	MF	Blackpool	22	1998	15	704	47	17.0	7.8	0.90	79	0.38	1.03	19	1.67	1.27	1.15	1.67	-0.51	-0.51	-0.51	Matches
211	Jake Daniels	eng ENG	MF	Blackpool	16	2005	1	10	10	0.2	0.1	0.00		0.00	10.0	10	0.00	0.00	0.00	20.0	-20.00	-18.00	-17.96	Matches
212	Luke Daniels	eng ENG	GK	Middlesbrough	33	1988	12	1,080	90	26.1	12.0	1.00	90	1.00	0.00		2.75	1.33	1.17	1.33	-0.17	-0.17	-0.49	Matches
213	Scott Dann	eng ENG	DF	Reading	34	1987	18	1,221	68	29.5	13.6	1.03	84	0.96	0.29	11	0.29	1.00	0.88	1.54	-0.66	-0.66	+0.08	Matches
214	Jay Dasilva	wls WAL	MF,DF	Bristol City	23	1998	36	2,648	74	64.0	29.4	0.95	84	0.71	0.27	37	0.20	1.06	1.29	1.80	-0.51	-0.51	-0.51	Matches
215	Jacob Davenport	eng ENG	MF	Blackburn	22	1998	9	257	29	6.2	2.9	0.69	68	0.00	2.41	17	5.52	2.00	1.38	1.38	0.00	0.00	-0.21	Matches
216	Adam Davies	wls WAL	GK	Stoke City	29	1992	12	1,080	90	26.1	12.0	1.00	90	1.00	0.00		1.08	1.17	0.92	0.83	0.08	+0.08	-0.03	Matches
217	Adam Davies	wls WAL	GK	Sheffield United	29	1992	0					0		0	0		21							Matches
218	Ben Davies	eng ENG	DF	Sheffield United	25	1995	22	1,887	86	45.6	21.0	1.00	90	0.95	0.05	3	0.43	1.68	1.33	1.00	0.33	+0.33	-0.11	Matches
219	Curtis Davies	sl SLE	DF	Derby County	36	1985	46	4,140	90	100.0	46.0	1.00	90	1.00	0.00		0.00	1.20	0.98	1.15	-0.17	-0.17		Matches
220	Isaak Davies	wls WAL	FW,MF	Cardiff City	19	2001	28	1,200	43	29.0	13.3	0.75	70	0.08	1.35	28	0.08	1.43	1.50	1.05	0.45	+0.45	+1.18	Matches
221	Keinan Davis	eng ENG	FW	Nottingham	23	1998	15	1,061	71	25.6	11.8	1.19	74	0.17	0.08	32	0.00	2.17	1.53	0.34	1.19	+1.19	+0.63	Matches
222	Leif Davis	eng ENG	DF,FW	Bournemouth	21	1999	12	574	48	13.9	6.4	1.09	75	0.47	0.78	10	0.78	1.58	1.72	1.56	0.16	+0.16	-0.70	Matches
223	Jón Daði Böðvarsson	is ISL	FW,MF	Millwall	29	1992	0					0		0	0		1							Matches
224	Bobby De Cordova-Reid	jm JAM	MF	Fulham	28	1993	41	2,524	62	61.0	28.0	0.93	82	0.46	0.54	26	0.11	1.98	2.21	1.04	1.18	+1.18	-0.49	Matches
225	Harlee Dean	eng ENG	DF	Birmingham City	30	1991	15	1,260	84	30.4	14.0	1.00	87	0.93	0.07	45	0.50	1.07	0.93	1.29	-0.36	-0.36	+0.27	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
226	Troy Deeney	eng ENG	FW	Birmingham City	33	1988	21	1,304	62	31.5	14.5	1.03	78	0.34	0.41	21	0.21	0.90	0.97	1.79	-0.83	-0.83	-0.42	Matches
227	Tom Dele-Bashiru	ng NGA	MF	Reading	21	1999	38	2,442	64	59.0	27.1	1.00	83	0.63	0.41	18	0.26	0.97	1.11	1.88	-0.77	-0.77	-0.14	Matches
228	Siriki Dembélé	ci CIV	FW,MF	Peterborough	24	1996	24	1,908	80	46.1	21.2	1.04	84	0.75	0.09	31	0.00	0.79	0.99	1.98	-0.99	-0.99	-0.06	Matches
229	Siriki Dembélé	ci CIV	FW,MF	Bournemouth	24	1996	13	527	41	12.7	5.9	0.68	85	0.17	1.53	21	0.85	2.00	1.86	0.85	1.02	+1.02	+0.30	Matches
230	Sepp van den Berg	nl NED	DF,MF	Preston	19	2001	45	3,971	88	95.9	44.1	0.98	90	0.98	0.05	51	0.00	1.42	1.16	1.22	-0.07	-0.07	+0.46	Matches
231	Oliver Denham	wls WAL	DF	Cardiff City	19	2002	5	405	81	9.8	4.5	1.11	81	0.89	0.00		2.67	0.80	0.44	1.33	-0.89	-0.89	-0.55	Matches
232	Will Dennis	eng ENG	GK	Bournemouth	21	2000	0					0		0	0		7							Matches
233	Yan Dhanda	eng ENG	MF	Swansea City	22	1998	3	74	25	1.8	0.8	1.25	37	0.00	2.50	19	6.25	0.33	0.00	1.25	-1.25	-1.22	-1.02	Matches
234	Bambo Diaby	sn SEN	DF	Preston	23	1997	7	440	63	10.6	4.9	0.82	87	0.61	0.61	30	1.02	1.57	1.63	1.43	0.20	+0.20	+0.33	Matches
235	Grady Diangana	cd COD	MF,FW	West Brom	23	1998	41	1,915	47	46.3	21.3	1.03	69	0.33	0.89	21	0.09	1.49	1.27	1.13	0.14	+0.14	-0.02	Matches
236	Robert Dickie	eng ENG	DF	QPR	25	1996	38	3,420	90	82.6	38.0	1.00	90	1.00	0.00		0.00	1.45	1.34	1.29	0.05	+0.05	+0.18	Matches
237	Seny Dieng	sn SEN	GK	QPR	26	1994	28	2,475	88	59.8	27.5	1.02	88	0.98	0.00		0.07	1.71	1.49	1.16	0.33	+0.33	+0.76	Matches
238	Anfernee Dijksteel	sr SUR	DF	Middlesbrough	24	1996	34	2,961	87	71.5	32.9	1.03	87	0.85	0.00		0.09	1.62	1.34	1.03	0.30	+0.30	+0.38	Matches
239	Daryl Dike	us USA	FW	West Brom	21	2000	2	84	42	2.0	0.9	1.11	52	0.00	1.11	32	0.00	1.50	0.00	1.11	-1.11	-1.07	-1.25	Matches
240	Ricardo Dinanga	ie IRL	FW	Coventry City	19	2001	0					0		0	0		2							Matches
241	Greg Docherty	sct SCO	MF	Hull City	24	1996	40	2,845	71	68.7	31.6	0.98	86	0.76	0.28	19	0.16	1.15	0.92	1.11	-0.19	-0.19	+0.30	Matches
242	Tyrhys Dolan	eng ENG	FW,MF	Blackburn	19	2001	34	1,785	53	43.1	19.8	1.01	75	0.30	0.71	21	0.30	1.41	1.57	1.31	0.25	+0.25	+0.10	Matches
243	Kenneth Dougall	au AUS	MF	Blackpool	28	1993	40	3,350	84	80.9	37.2	0.99	89	0.91	0.08	17	0.08	1.43	1.29	1.16	0.13	+0.13	+1.16	Matches
244	Alfie Doughty	eng ENG	DF,MF	Cardiff City	21	1999	9	473	53	11.4	5.3	1.32	64	0.19	0.38	14	0.57	1.78	0.94	0.75	0.19	+0.19	+0.66	Matches
245	Alfie Doughty	eng ENG	DF,MF	Stoke City	21	1999	11	159	14	3.8	1.8	0.00		0.00	6.11	14	3.89	1.45	0.56	0.56	0.00	0.00	-0.11	Matches
246	Flynn Downes	eng ENG	MF,DF	Swansea City	22	1999	37	2,871	78	69.3	31.9	1.07	83	0.78	0.09	22	0.00	1.35	1.10	1.44	-0.34	-0.34	-0.42	Matches
247	Tommy Doyle	eng ENG	MF	Cardiff City	19	2001	19	1,452	76	35.1	16.1	1.06	81	0.50	0.12	40	0.00	1.26	1.06	0.93	0.12	+0.12	+0.79	Matches
248	Andre Dozzell	eng ENG	MF	QPR	22	1999	27	1,528	57	36.9	17.0	1.06	74	0.41	0.53	22	0.76	1.41	1.12	1.06	0.06	+0.06	+0.06	Matches
249	Mohamed Dräger	tn TUN	DF,MF	Nottingham	25	1996	0					0		0	0		1							Matches
250	Cody Drameh	eng ENG	DF,MF	Cardiff City	19	2001	22	1,922	87	46.4	21.4	1.03	87	0.93	0.00		0.00	1.36	1.12	1.12	0.00	0.00	+0.73	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
251	Danny Drinkwater	eng ENG	MF	Reading	31	1990	33	2,816	85	68.0	31.3	0.99	88	0.86	0.06	48	0.00	1.09	1.09	1.69	-0.61	-0.61	+0.34	Matches
252	Demeaco Duhaney	eng ENG	MF	Stoke City	22	1998	3	207	69	5.0	2.3	1.30	69	0.43	0.00		3.04	1.67	1.30	0.87	0.43	+0.43	+0.34	Matches
253	Stephen Duke-McKenna	gy GUY	MF	QPR	20	2000	0					0		0	0		8							Matches
254	Jimmy Dunne	ie IRL	DF	QPR	23	1997	38	3,190	84	77.1	35.4	0.96	90	0.96	0.11	33	0.20	1.45	1.24	1.24	0.00	0.00	-0.09	Matches
255	Lyndon Dykes	sct SCO	FW	QPR	25	1995	33	2,410	73	58.2	26.8	1.01	82	0.60	0.22	31	0.00	1.45	1.27	1.27	0.00	0.00	-0.05	Matches
256	Josh Earl	eng ENG	MF	Preston	22	1998	29	2,152	74	52.0	23.9	1.00	82	0.67	0.21	37	0.13	1.45	1.05	1.00	0.04	+0.04	+0.27	Matches
257	Jordan Eastham	eng ENG	GK	Blackburn	19	2001	0					0		0	0		6							Matches
258	Jake Eastwood	eng ENG	GK	Sheffield United	24	1996	0					0		0	0		6							Matches
259	Tom Eaves	eng ENG	FW	Hull City	29	1992	31	1,258	41	30.4	14.0	0.86	78	0.50	1.36	17	0.21	1.03	1.14	0.93	0.21	+0.21	+0.71	Matches
260	Malcolm Ebiowei	eng ENG	MF	Derby County	17	2003	16	952	60	23.0	10.6	1.04	82	0.47	0.47	10	0.28	1.00	1.04	1.32	-0.28	-0.28	-0.14	Matches
261	Festy Ebosele	ie IRL	MF,DF	Derby County	18	2002	35	1,829	52	44.2	20.3	0.89	77	0.39	0.84	26	0.05	1.14	1.13	0.94	0.20	+0.20	+0.66	Matches
262	Josh Eccles	eng ENG	MF	Coventry City	21	2000	5	235	47	5.7	2.6	1.15	71	0.38	0.77	11	1.92	1.40	1.54	0.77	0.77	+0.77	+0.79	Matches
263	Tayo Edun	eng ENG	MF,DF	Blackburn	23	1998	20	1,122	56	27.1	12.5	1.04	77	0.80	0.56	17	0.48	1.75	1.28	1.20	0.08	+0.08	-0.16	Matches
264	Ronnie Edwards	eng ENG	DF	Peterborough	18	2003	34	2,826	83	68.3	31.4	0.99	89	0.96	0.10	26	0.25	0.91	1.11	1.75	-0.64	-0.64	+1.01	Matches
265	John Egan	ie IRL	DF	Sheffield United	28	1992	46	4,140	90	100.0	46.0	1.00	90	1.00	0.00		0.00	1.63	1.37	0.98	0.39	+0.39		Matches
266	Kelvin Ehibhatiomhan	eng ENG	FW	Reading	18	2003	0					0		0	0		18							Matches
267	Carel Eiting	nl NED	MF	Huddersfield	23	1998	5	225	45	5.4	2.5	0.40	90	0.40	1.60	34	3.60	2.60	2.80	0.40	2.40	+2.40	+2.15	Matches
268	Ovie Ejaria	eng ENG	MF	Reading	23	1997	26	1,942	75	46.9	21.6	0.97	86	0.56	0.23	27	0.05	1.19	0.97	1.39	-0.42	-0.42	+0.57	Matches
269	Marvin Ekpiteta	eng ENG	DF	Blackpool	25	1995	40	3,536	88	85.4	39.3	0.99	89	0.97	0.03	56	0.08	1.40	1.25	1.20	0.05	+0.05	+0.94	Matches
270	Callum Elder	au AUS	DF,MF	Hull City	26	1995	28	1,959	70	47.3	21.8	0.96	84	0.83	0.32	28	0.23	0.79	0.41	1.38	-0.96	-0.96	-1.29	Matches
271	Josh Emmanuel	eng ENG	DF,MF	Hull City	23	1997	6	385	64	9.3	4.3	0.70	90	0.70	0.70	38	2.56	1.50	1.63	0.47	1.16	+1.17	+1.60	Matches
272	Neil Etheridge	ph PHI	GK	Birmingham City	31	1990	21	1,869	89	45.1	20.8	1.01	89	0.96	0.00		0.48	0.95	1.20	1.68	-0.48	-0.48	+0.11	Matches
273	Ched Evans	wls WAL	FW	Preston	32	1988	23	1,335	58	32.2	14.8	0.95	76	0.20	0.61	31	0.14	1.17	1.08	0.95	0.14	+0.13	+0.33	Matches
274	George Evans	eng ENG	MF	Millwall	26	1994	23	1,154	50	27.9	12.8	0.94	79	0.39	0.86	19	1.09	1.61	0.94	1.33	-0.39	-0.39	-0.78	Matches
275	Kieron Evans	wls WAL	MF	Cardiff City	19	2001	5	146	29	3.5	1.6	1.25	57	0.00	1.88	11	0.63	0.80	0.00	2.50	-2.50	-2.47	-2.15	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
276	Mo Faal	eng ENG	FW	West Brom	18	2003	0					0		0	0		1							Matches
277	Fabricio	es ESP	GK	Fulham	33	1987	0					0		0	0		1							Matches
278	Tom Fellows	eng ENG	MF	West Brom	18	2003	4	99	25	2.4	1.1	0.91	64	0.00	2.73	12	8.18	1.75	0.91	0.91	0.00	0.00	-0.16	Matches
279	Emmanuel Fernandez	ng NGA	DF	Peterborough	19	2001	1	60	60	1.4	0.7	1.43	60	0.00	0.00		1.43	0.00	0.00	2.86	-2.86	-3.00	-2.07	Matches
280	Sam Field	eng ENG	MF	QPR	23	1998	29	2,343	81	56.6	26.0	1.00	89	0.92	0.12	7	0.04	1.38	1.04	1.31	-0.27	-0.27	-0.67	Matches
281	Frank Fielding	eng ENG	GK	Stoke City	33	1988	0					0		0	0		3							Matches
282	Tobias Figueiredo	pt POR	DF	Nottingham	27	1994	26	1,896	73	45.8	21.1	1.04	81	0.71	0.19	27	0.85	1.65	1.28	0.95	0.33	+0.33	-0.71	Matches
283	Andy Fisher	eng ENG	GK	Swansea City	23	1998	20	1,800	90	43.5	20.0	1.00	90	1.00	0.00		0.20	1.45	1.50	1.70	-0.20	-0.20	+0.03	Matches
284	Kieran Flavell	eng ENG	GK	Barnsley	17	2003	0					0		0	0		2							Matches
285	John Fleck	sct SCO	MF	Sheffield United	29	1991	35	2,654	76	64.1	29.5	1.05	84	0.68	0.14	12	0.14	1.68	1.42	0.98	0.44	+0.44	+0.14	Matches
286	Brandon Fleming	eng ENG	MF,DF	Hull City	21	1999	16	1,319	82	31.9	14.7	1.02	88	0.82	0.07	1	0.41	1.44	0.95	1.02	-0.07	-0.07	+0.31	Matches
287	Steven Fletcher	sct SCO	FW	Stoke City	34	1987	35	1,502	43	36.3	16.7	0.96	75	0.18	1.14	16	0.30	1.43	1.32	1.14	0.18	+0.18	+0.11	Matches
288	Aden Flint	eng ENG	DF	Cardiff City	32	1989	38	3,270	86	79.0	36.3	0.96	90	0.94	0.08	40	0.22	1.13	1.07	1.54	-0.47	-0.47	-0.36	Matches
289	Wes Foderingham	eng ENG	GK	Sheffield United	30	1991	32	2,880	90	69.6	32.0	1.00	90	1.00	0.00		0.38	1.85	1.50	0.72	0.78	+0.78	+1.28	Matches
290	Tyrese Fornah	sl SLE	MF	Nottingham	21	1999	1	6	6	0.1	0.1	0.00		0.00	10.0	6	40.0	0.00	0.00	10.0	-10.00	-15.00	-15.74	Matches
291	William Forrester	eng ENG	DF	Stoke City	20	2001	3	207	69	5.0	2.3	1.30	69	0.43	0.00		0.87	1.00	1.30	1.30	0.00	0.00	-0.11	Matches
292	Marcus Forss	fi FIN	FW	Hull City	22	1999	11	490	45	11.8	5.4	0.93	71	0.19	1.11	23	0.74	0.55	0.74	1.67	-0.93	-0.92	-0.72	Matches
293	Craig Forsyth	sct SCO	DF	Derby County	32	1989	26	1,934	74	46.7	21.5	1.07	81	0.65	0.14	25	0.60	1.42	0.93	1.12	-0.19	-0.19	-0.02	Matches
294	Morgan Fox	wls WAL	DF,MF	Stoke City	27	1993	10	699	70	16.9	7.8	1.15	75	0.64	0.13	24	1.28	1.10	1.28	1.15	0.13	+0.13	+0.02	Matches
295	Aidan Francis	eng ENG	DF	Luton Town	17	2004	0					0		0	0		1							Matches
296	Tyrese Francois	au AUS	MF	Fulham	21	2000	2	87	44	2.1	1.0	1.00	82	0.00	1.00	5	3.00	2.00	2.00	1.00	1.00	+1.03	-0.34	Matches
297	Luke Freeman	eng ENG	FW,MF	Millwall	29	1992	1	14	14	0.3	0.2	0.00		0.00	5.00	14	0.00	0.00	0.00	5.00	-5.00	-6.43	-6.62	Matches
298	Luke Freeman	eng ENG	MF	Sheffield United	29	1992	4	143	36	3.5	1.6	0.63	60	0.00	1.88	28	3.75	1.25	1.25	1.25	0.00	0.00	-0.41	Matches
