Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
349	Lucas João	ao ANG	FW	Reading	27	1993	21.0	0.48	2.33	0.95	40.8	2.34	0.95	0.18	0.45	0.05	0.05	Matches
350	Stefan Johansen	no NOR	MF	QPR	30	1991	30.6	0.03	0.75	0.26	34.8	0.75	0.26	0.04	0.13	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
351	Tyreece John-Jules	eng ENG	FW,MF	Blackpool	20	2001	6.6	0.00	0.76	0.30	40.0	0.75	0.30	0.00	0.00	0.00	0.00	Matches
352	Bradley Johnson	eng ENG	MF	Blackburn	34	1987	10.2	0.00	0.98	0.20	20.0	0.98	0.20	0.00	0.00	0.00	0.00	Matches
353	Brennan Johnson	wls WAL	FW,MF	Nottingham	20	2001	43.3	0.37	1.99	0.83	41.9	1.99	0.83	0.15	0.36	0.07	0.09	Matches
354	Daniel Johnson	jm JAM	MF	Preston	28	1992	35.3	0.20	1.36	0.37	27.1	1.36	0.37	0.10	0.38	0.06	0.06	Matches
355	Sam Johnstone	eng ENG	GK	West Brom	28	1993	36.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
356	Alfie Jones	ca CAN	DF	Hull City	23	1997	20.2	0.05	0.45	0.20	44.4	0.45	0.20	0.11	0.25	0.00	0.00	Matches
357	Callum Jones	wls WAL	MF	Hull City	20	2001	0.0	0	0	0		0.00	0.00			0	0	Matches
358	Isaiah Jones	gy GUY	MF	Middlesbrough	22	1999	36.3	0.03	0.69	0.17	24.0	0.69	0.17	0.04	0.17	0.00	0.00	Matches
359	Jodi Jones	mt MLT	FW,MF	Coventry City	23	1997	1.1	0.00	1.82	0.91	50.0	1.76	0.88	0.00	0.00	0.00	0.00	Matches
360	Ricky-Jade Jones	eng ENG	FW,MF	Peterborough	20	2001	7.4	0.00	1.08	0.41	37.5	1.09	0.41	0.00	0.00	0.00	0.00	Matches
361	Kyle Joseph	sct SCO	FW,MF	Swansea City	19	2001	1.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
362	Kamil Jóźwiak	pl POL	MF,FW	Derby County	23	1998	10.7	0.00	0.75	0.09	12.5	0.75	0.09	0.00	0.00	0.00	0.00	Matches
363	Mads Juel Andersen	dk DEN	DF	Barnsley	23	1997	28.0	0.04	0.29	0.04	12.5	0.29	0.04	0.13	1.00	0.00	0.00	Matches
364	Lukas Jutkiewicz	eng ENG	FW	Birmingham City	32	1989	19.0	0.11	2.32	0.84	36.4	2.32	0.84	0.05	0.13	0.00	0.00	Matches
365	Osman Kakay	sl SLE	MF	QPR	23	1997	5.7	0.00	1.05	0.18	16.7	1.05	0.18	0.00	0.00	0.00	0.00	Matches
366	Tomáš Kalas	cz CZE	DF	Bristol City	28	1993	34.1	0.00	0.47	0.06	12.5	0.47	0.06	0.00	0.00	0.00	0.00	Matches
367	Aboubakar Kamara	mr MTN	FW	Fulham	26	1995	0.0	0	0	0		0.00	0.00			0	0	Matches
368	Thomas Kaminski	be BEL	GK	Blackburn	28	1992	43.6	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
369	Todd Kane	eng ENG	MF	Coventry City	27	1993	23.6	0.04	0.81	0.17	21.1	0.81	0.17	0.05	0.25	0.00	0.00	Matches
370	Idris Kanu	sl SLE	MF	Peterborough	21	1999	1.3	0.00	1.54	0.00	0.0	1.57	0.00	0.00		0.00	0.00	Matches
371	Colin Kazim-Richards	tr TUR	FW	Derby County	34	1986	10.1	0.30	1.58	0.40	25.0	1.59	0.40	0.19	0.75	0.00	0.00	Matches
372	Neeskens Kebano	cd COD	MF	Fulham	29	1992	30.2	0.30	2.28	0.86	37.7	2.29	0.86	0.13	0.35	0.00	0.00	Matches
373	Liam Kelly	sct SCO	MF	Coventry City	31	1990	9.2	0.00	1.41	0.22	15.4	1.42	0.22	0.00	0.00	0.00	0.00	Matches
374	Lloyd Kelly	eng ENG	DF	Bournemouth	22	1998	40.3	0.02	0.27	0.02	9.1	0.27	0.02	0.09	1.00	0.00	0.00	Matches
375	Charlie Kelman	us USA	FW	QPR	19	2001	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
376	Frankie Kent	eng ENG	DF	Peterborough	25	1995	32.0	0.03	0.41	0.03	7.7	0.41	0.03	0.08	1.00	0.00	0.00	Matches
377	Richard Keogh	ie IRL	DF	Blackpool	34	1986	24.6	0.00	0.37	0.08	22.2	0.37	0.08	0.00	0.00	0.00	0.00	Matches
378	Reda Khadra	de GER	FW,MF	Blackburn	20	2001	16.2	0.25	2.10	1.05	50.0	2.10	1.05	0.12	0.24	0.00	0.06	Matches
379	Maikel Kieftenbeld	nl NED	MF	Millwall	31	1990	20.2	0.00	0.59	0.05	8.3	0.60	0.05	0.00	0.00	0.00	0.00	Matches
380	Gavin Kilkenny	ie IRL	MF	Bournemouth	21	2000	12.2	0.00	0.57	0.16	28.6	0.57	0.16	0.00	0.00	0.00	0.00	Matches
381	Andy King	wls WAL	MF	Bristol City	32	1988	8.3	0.12	0.60	0.12	20.0	0.60	0.12	0.20	1.00	0.00	0.00	Matches
382	Eli King	wls WAL	MF	Cardiff City	18	2002	1.9	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
383	Peter Kioso	cd COD	DF,MF	Luton Town	22	1998	8.4	0.00	0.71	0.36	50.0	0.72	0.36	0.00	0.00	0.00	0.00	Matches
384	Cédric Kipré	ci CIV	DF	West Brom	24	1996	13.5	0.07	0.44	0.07	16.7	0.44	0.07	0.17	1.00	0.00	0.00	Matches
385	Charlie Kirk	eng ENG	MF	Blackpool	23	1997	6.2	0.00	0.65	0.16	25.0	0.65	0.16	0.00	0.00	0.00	0.00	Matches
386	Liam Kitching	eng ENG	DF	Barnsley	21	1999	29.2	0.00	0.58	0.10	17.6	0.58	0.10	0.00	0.00	0.00	0.00	Matches
387	Timm Klose	ch SUI	DF	Bristol City	33	1988	17.3	0.06	0.58	0.12	20.0	0.58	0.12	0.10	0.50	0.00	0.00	Matches
388	Jason Knight	ie IRL	MF,FW	Derby County	20	2001	30.6	0.07	0.95	0.33	34.5	0.95	0.33	0.07	0.20	0.00	0.00	Matches
389	Josh Knight	eng ENG	DF	Peterborough	23	1997	30.6	0.00	0.33	0.00	0.0	0.33	0.00	0.00		0.00	0.00	Matches
390	Anthony Knockaert	fr FRA	FW,MF	Fulham	29	1991	0.4	0.00	2.50	0.00	0.0	2.57	0.00	0.00		0.00	0.00	Matches
391	Williams Kokolo	fr FRA	DF,MF	Middlesbrough	21	2000	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
392	Ateef Konaté	fr FRA	MF	Nottingham	20	2001	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
393	Josh Koroma	sl SLE	FW,MF	Huddersfield	22	1998	19.8	0.20	3.08	1.36	44.3	3.08	1.36	0.07	0.15	0.00	0.00	Matches
394	Ethan Laird	eng ENG	MF	Swansea City	20	2001	17.9	0.00	1.01	0.17	16.7	1.00	0.17	0.00	0.00	0.00	0.00	Matches
395	Ethan Laird	eng ENG	DF	Bournemouth	20	2001	4.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
396	Henri Lansbury	eng ENG	MF	Luton Town	30	1990	21.7	0.00	0.92	0.23	25.0	0.92	0.23	0.00	0.00	0.00	0.00	Matches
397	Richie Laryea	ca CAN	MF	Nottingham	26	1995	1.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
398	Joël Latibeaudière	jm JAM	DF,MF	Swansea City	21	2000	20.7	0.00	0.48	0.05	10.0	0.48	0.05	0.00	0.00	0.00	0.00	Matches
399	Josh Laurent	eng ENG	MF	Reading	26	1995	40.5	0.05	0.69	0.30	42.9	0.69	0.30	0.07	0.17	0.00	0.00	Matches
400	Shayne Lavery	nir NIR	FW	Blackpool	22	1998	20.4	0.39	2.40	0.93	38.8	2.41	0.93	0.16	0.42	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
401	Tom Lawrence	wls WAL	MF,FW	Derby County	27	1994	35.8	0.31	2.82	1.06	37.6	2.82	1.06	0.07	0.18	0.11	0.11	Matches
402	James Lea Siliki	cm CMR	MF	Middlesbrough	25	1996	3.7	0.00	1.35	0.54	40.0	1.35	0.54	0.00	0.00	0.00	0.00	Matches
403	Ryan Ledson	eng ENG	MF	Preston	23	1997	14.3	0.00	0.91	0.35	38.5	0.91	0.35	0.00	0.00	0.00	0.00	Matches
404	Tom Lees	eng ENG	DF	Huddersfield	30	1990	38.0	0.08	0.53	0.26	50.0	0.53	0.26	0.15	0.30	0.00	0.00	Matches
405	Jonathan Leko	eng ENG	MF	Birmingham City	22	1999	1.4	0.00	1.43	0.71	50.0	1.46	0.73	0.00	0.00	0.00	0.00	Matches
406	Darragh Lenihan	ie IRL	DF	Blackburn	27	1994	40.2	0.07	0.97	0.17	17.9	0.97	0.17	0.08	0.43	0.00	0.00	Matches
407	Daníel Leó Grétarsson	is ISL	DF	Blackpool	25	1995	1.8	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
408	Ryan Leonard	eng ENG	MF,DF	Millwall	29	1992	11.4	0.00	0.96	0.00	0.0	0.96	0.00	0.00		0.00	0.00	Matches
409	Jefferson Lerma	co COL	MF	Bournemouth	26	1994	31.7	0.03	1.17	0.25	21.6	1.17	0.25	0.03	0.13	0.00	0.00	Matches
410	Keane Lewis-Potter	eng ENG	MF,FW	Hull City	20	2001	46.0	0.26	2.24	0.80	35.9	2.24	0.80	0.12	0.32	0.00	0.00	Matches
411	Aaron Leya Iseka	be BEL	MF,FW	Barnsley	23	1997	14.3	0.21	1.33	0.49	36.8	1.33	0.49	0.16	0.43	0.00	0.00	Matches
412	Liam Lindsay	sct SCO	DF	Preston	25	1995	13.0	0.00	0.54	0.23	42.9	0.54	0.23	0.00	0.00	0.00	0.00	Matches
413	Jake Livermore	eng ENG	MF	West Brom	31	1989	34.8	0.00	0.92	0.17	18.8	0.92	0.17	0.00	0.00	0.00	0.00	Matches
414	Tom Lockyer	wls WAL	DF	Luton Town	26	1994	26.9	0.04	0.59	0.15	25.0	0.59	0.15	0.06	0.25	0.00	0.00	Matches
415	Joe Lolley	eng ENG	MF,FW	Nottingham	28	1992	11.3	0.00	2.83	0.44	15.6	2.83	0.44	0.00	0.00	0.00	0.00	Matches
416	Ryan Longman	eng ENG	MF	Hull City	20	2000	23.0	0.17	1.17	0.39	33.3	1.18	0.39	0.15	0.44	0.00	0.00	Matches
417	Zak Lovelace	eng ENG	FW	Millwall	15	2006	0.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
418	Jamal Lowe	jm JAM	FW,MF	Bournemouth	27	1994	12.4	0.56	2.18	1.13	51.9	2.18	1.13	0.26	0.50	0.00	0.00	Matches
419	Jamal Lowe	jm JAM	FW	Swansea City	27	1994	3.1	0.00	1.61	0.97	60.0	1.60	0.96	0.00	0.00	0.00	0.00	Matches
420	Max Lowe	eng ENG	MF,DF	Nottingham	24	1997	18.0	0.06	0.44	0.22	50.0	0.44	0.22	0.13	0.25	0.00	0.00	Matches
421	Joe Lumley	eng ENG	GK	Middlesbrough	26	1995	34.0	0.00	0.06	0.00	0.0	0.06	0.00	0.00		0.00	0.00	Matches
422	Ian Maatsen	nl NED	MF	Coventry City	19	2002	35.0	0.09	1.37	0.31	22.9	1.37	0.31	0.06	0.27	0.00	0.00	Matches
423	Gary Madine	eng ENG	FW	Blackpool	30	1990	27.2	0.33	2.39	0.96	40.0	2.39	0.95	0.09	0.23	0.11	0.15	Matches
424	Josh Magennis	nir NIR	FW	Hull City	30	1990	15.2	0.13	1.58	0.59	37.5	1.58	0.59	0.08	0.22	0.00	0.07	Matches
425	Tyler Magloire	eng ENG	DF	Blackburn	22	1998	2.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
426	Seán Maguire	ie IRL	FW	Preston	27	1994	14.8	0.07	2.03	0.47	23.3	2.03	0.47	0.03	0.14	0.00	0.00	Matches
427	Connor Mahoney	eng ENG	FW	Millwall	24	1997	2.3	0.00	0.87	0.43	50.0	0.87	0.43	0.00	0.00	0.00	0.00	Matches
428	Josh Maja	ng NGA	FW	Stoke City	22	1998	10.1	0.10	1.19	0.50	41.7	1.19	0.50	0.08	0.20	0.00	0.00	Matches
429	Scott Malone	eng ENG	MF	Millwall	30	1991	34.8	0.06	1.38	0.34	25.0	1.38	0.35	0.04	0.17	0.00	0.00	Matches
430	Ryan Manning	ie IRL	DF,MF	Swansea City	25	1996	33.3	0.06	0.93	0.27	29.0	0.93	0.27	0.06	0.22	0.00	0.00	Matches
431	Emiliano Marcondes	dk DEN	MF,FW	Bournemouth	26	1995	8.8	0.23	2.05	1.02	50.0	2.05	1.03	0.11	0.22	0.00	0.00	Matches
432	Luke Mariette	eng ENG	MF	Blackpool	17	2003	0.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
433	Dilan Markanday	eng ENG	FW,MF	Blackburn	19	2001	0.5	0.00	4.00	2.00	50.0	3.75	1.87	0.00	0.00	0.00	0.00	Matches
434	Jack Marriott	eng ENG	FW	Peterborough	26	1994	15.2	0.59	2.24	1.45	64.7	2.24	1.45	0.26	0.41	0.00	0.00	Matches
435	Aiden Marsh	eng ENG	MF,FW	Barnsley	18	2003	2.0	0.50	1.50	1.00	66.7	1.47	0.98	0.33	0.50	0.00	0.00	Matches
436	David Marshall	sct SCO	GK	QPR	36	1985	10.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
437	Chris Martin	sct SCO	FW	Bristol City	32	1988	42.5	0.28	1.95	0.85	43.4	1.95	0.85	0.13	0.31	0.02	0.02	Matches
438	Han-Noah Massengo	fr FRA	MF	Bristol City	20	2001	27.1	0.00	0.89	0.26	29.2	0.89	0.26	0.00	0.00	0.00	0.00	Matches
439	Alfie Mawson	eng ENG	DF	Fulham	27	1994	2.3	0.00	0.87	0.00	0.0	0.86	0.00	0.00		0.00	0.00	Matches
440	Chris Maxwell	wls WAL	GK	Blackpool	31	1990	20.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
441	Loïc Mbe Soh	fr FRA	DF	Nottingham	20	2001	1.3	0.00	0.77	0.77	100.0	0.77	0.77	0.00	0.00	0.00	0.00	Matches
442	Oliver McBurnie	sct SCO	FW,MF	Sheffield United	25	1996	11.4	0.00	2.54	0.70	27.6	2.54	0.70	0.00	0.00	0.00	0.00	Matches
443	Sam McCallum	eng ENG	MF,DF	QPR	20	2000	14.1	0.14	0.92	0.14	15.4	0.92	0.14	0.15	1.00	0.00	0.00	Matches
444	Alistair McCann	nir NIR	MF	Preston	21	1999	17.4	0.06	0.98	0.11	11.8	0.97	0.11	0.06	0.50	0.00	0.00	Matches
445	Kyle McFadzean	sct SCO	DF	Coventry City	34	1987	34.9	0.09	0.77	0.20	25.9	0.77	0.20	0.11	0.43	0.00	0.00	Matches
446	David McGoldrick	ie IRL	MF,FW	Sheffield United	33	1987	10.8	0.19	3.06	0.93	30.3	3.05	0.92	0.06	0.20	0.00	0.00	Matches
447	Riley McGree	au AUS	MF	Birmingham City	22	1998	10.7	0.19	2.15	0.56	26.1	2.16	0.56	0.09	0.33	0.00	0.00	Matches
448	Riley McGree	au AUS	MF	Middlesbrough	22	1998	8.1	0.25	1.73	0.62	35.7	1.74	0.62	0.14	0.40	0.00	0.00	Matches
449	Mark McGuinness	ie IRL	DF	Cardiff City	20	2001	32.2	0.09	0.59	0.28	47.4	0.59	0.28	0.16	0.33	0.00	0.00	Matches
450	Tom McIntyre	sct SCO	DF,MF	Reading	22	1998	18.0	0.11	0.83	0.28	33.3	0.83	0.28	0.13	0.40	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
451	Scott McKenna	sct SCO	DF	Nottingham	24	1996	44.3	0.05	0.29	0.05	15.4	0.29	0.05	0.15	1.00	0.00	0.00	Matches
452	Sean McLoughlin	ie IRL	DF	Hull City	24	1996	30.9	0.00	0.39	0.06	16.7	0.39	0.06	0.00	0.00	0.00	0.00	Matches
453	Paddy McNair	nir NIR	DF,MF	Middlesbrough	26	1995	41.8	0.12	0.84	0.29	34.3	0.84	0.29	0.09	0.25	0.05	0.07	Matches
454	Dan McNamara	ie IRL	MF	Millwall	22	1998	32.9	0.06	0.64	0.21	33.3	0.64	0.21	0.10	0.29	0.00	0.00	Matches
455	Yakou Méïte	ci CIV	MF,FW	Reading	25	1996	4.1	0.00	1.22	0.24	20.0	1.22	0.24	0.00	0.00	0.00	0.00	Matches
456	Carlos Mendes Gomes	gw GNB	MF,FW	Luton Town	22	1998	2.8	0.00	1.43	0.00	0.0	1.45	0.00	0.00		0.00	0.00	Matches
457	Teden Mengi	eng ENG	DF	Birmingham City	19	2002	8.0	0.00	0.50	0.00	0.0	0.50	0.00	0.00		0.00	0.00	Matches
458	Chris Mepham	wls WAL	DF	Bournemouth	23	1997	12.2	0.00	0.25	0.08	33.3	0.25	0.08	0.00	0.00	0.00	0.00	Matches
459	Alex Mighten	eng ENG	MF,FW	Nottingham	19	2002	7.7	0.13	1.17	0.52	44.4	1.17	0.52	0.11	0.25	0.00	0.00	Matches
460	Jevon Mills	ie IRL	DF	Hull City	17	2003	0.0	0	0	0		0.00	0.00			0	0	Matches
461	Billy Mitchell	eng ENG	MF	Millwall	21	2000	35.1	0.00	0.54	0.11	21.1	0.54	0.11	0.00	0.00	0.00	0.00	Matches
462	Demetri Mitchell	eng ENG	MF	Blackpool	24	1997	5.4	0.00	1.67	0.74	44.4	1.66	0.74	0.00	0.00	0.00	0.00	Matches
463	Aleksandar Mitrović	rs SRB	FW	Fulham	26	1994	42.5	1.01	4.66	2.14	46.0	4.66	2.14	0.19	0.41	0.14	0.16	Matches
464	Jayson Molumby	ie IRL	MF	West Brom	21	1999	19.1	0.05	1.10	0.26	23.8	1.10	0.26	0.05	0.20	0.00	0.00	Matches
465	George Moncur	eng ENG	MF,FW	Hull City	27	1993	7.6	0.00	2.76	0.53	19.0	2.75	0.52	0.00	0.00	0.00	0.00	Matches
466	Jasper Moon	eng ENG	DF,MF	Barnsley	20	2000	19.3	0.00	0.36	0.10	28.6	0.36	0.10	0.00	0.00	0.00	0.00	Matches
467	Kieffer Moore	wls WAL	FW	Cardiff City	28	1992	16.7	0.30	2.87	1.20	41.7	2.87	1.20	0.10	0.25	0.00	0.00	Matches
468	Kieffer Moore	wls WAL	DF,FW	Bournemouth	28	1992	1.0	4.00	6.00	5.00	83.3	6.21	5.17	0.67	0.80	0.00	0.00	Matches
469	Liam Moore	jm JAM	DF	Stoke City	28	1993	3.4	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
470	Liam Moore	jm JAM	DF	Reading	28	1993	16.0	0.13	0.44	0.13	28.6	0.44	0.13	0.29	1.00	0.00	0.00	Matches
471	Simon Moore	eng ENG	GK	Coventry City	31	1990	41.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
472	Stuart Moore	eng ENG	GK	Blackpool	26	1994	0.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
473	Carlton Morris	eng ENG	FW,MF	Barnsley	25	1995	25.3	0.28	2.37	1.07	45.0	2.37	1.07	0.10	0.22	0.04	0.04	Matches
474	Michael Morrison	eng ENG	DF	Reading	33	1988	29.0	0.07	0.62	0.28	44.4	0.62	0.28	0.11	0.25	0.00	0.00	Matches
475	Ravel Morrison	jm JAM	MF,FW	Derby County	28	1993	25.8	0.16	2.56	0.62	24.2	2.55	0.62	0.06	0.25	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
476	Sean Morrison	eng ENG	DF	Cardiff City	30	1991	14.6	0.21	1.03	0.41	40.0	1.03	0.41	0.20	0.50	0.00	0.00	Matches
477	Sam Morsy	eg EGY	MF,FW	Middlesbrough	29	1991	2.7	0.00	1.11	0.37	33.3	1.13	0.37	0.00	0.00	0.00	0.00	Matches
478	Callum Morton	eng ENG	FW	Peterborough	21	2000	3.3	0.00	0.61	0.30	50.0	0.60	0.30	0.00	0.00	0.00	0.00	Matches
479	Lys Mousset	fr FRA	FW	Sheffield United	25	1996	3.5	0.86	3.71	2.00	53.8	3.67	1.97	0.23	0.43	0.00	0.00	Matches
480	Alex Mowatt	eng ENG	MF	West Brom	26	1995	32.0	0.13	1.16	0.25	21.6	1.15	0.25	0.11	0.50	0.00	0.00	Matches
481	Bali Mumba	eng ENG	MF,DF	Peterborough	19	2001	7.7	0.00	0.39	0.00	0.0	0.39	0.00	0.00		0.00	0.00	Matches
482	Rodrigo Muniz	br BRA	FW	Fulham	20	2001	5.7	0.70	6.32	2.46	38.9	6.34	2.47	0.11	0.29	0.00	0.00	Matches
483	Josh Murphy	eng ENG	FW,MF	Preston	26	1995	2.2	0.00	2.27	0.91	40.0	2.26	0.90	0.00	0.00	0.00	0.00	Matches
484	Admiral Muskwe	zw ZIM	FW,MF	Luton Town	22	1998	9.4	0.00	1.70	0.53	31.3	1.71	0.53	0.00	0.00	0.00	0.00	Matches
485	Kal Naismith	sct SCO	DF	Luton Town	29	1992	41.0	0.05	0.90	0.27	29.7	0.90	0.27	0.03	0.09	0.02	0.02	Matches
486	Kyle Naughton	eng ENG	DF	Swansea City	32	1988	36.5	0.00	0.25	0.08	33.3	0.25	0.08	0.00	0.00	0.00	0.00	Matches
487	Iliman Ndiaye	sn SEN	MF,FW	Sheffield United	21	2000	20.3	0.34	1.82	0.79	43.2	1.82	0.79	0.19	0.44	0.00	0.00	Matches
488	Curtis Nelson	eng ENG	DF	Cardiff City	28	1993	29.7	0.00	0.51	0.10	20.0	0.51	0.10	0.00	0.00	0.00	0.00	Matches
489	Perry Ng	eng ENG	DF,MF	Cardiff City	25	1996	37.7	0.00	0.42	0.11	25.0	0.42	0.11	0.00	0.00	0.00	0.00	Matches
490	Lee Nicholls	eng ENG	GK	Huddersfield	28	1992	43.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
491	Oliver Norburn	gd GRN	MF	Peterborough	28	1992	33.5	0.00	0.45	0.15	33.3	0.45	0.15	0.00	0.00	0.00	0.00	Matches
492	Rhys Norrington-Davies	wls WAL	MF,DF	Sheffield United	22	1999	19.9	0.00	0.70	0.05	7.1	0.70	0.05	0.00	0.00	0.00	0.00	Matches
493	Oliver Norwood	nir NIR	MF	Sheffield United	30	1991	40.3	0.02	1.02	0.17	17.1	1.02	0.17	0.02	0.14	0.00	0.00	Matches
494	Olivier Ntcham	cm CMR	MF,FW	Swansea City	25	1996	20.9	0.19	2.92	0.96	32.8	2.91	0.95	0.07	0.20	0.00	0.00	Matches
495	Ryan Nyambe	na NAM	MF,DF	Blackburn	23	1997	27.7	0.00	0.22	0.07	33.3	0.22	0.07	0.00	0.00	0.00	0.00	Matches
496	Ørjan Nyland	no NOR	GK	Bournemouth	30	1990	1.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
497	Ørjan Nyland	no NOR	GK	Reading	30	1990	10.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
498	Lewis O'Brien	eng ENG	MF	Huddersfield	22	1998	42.6	0.07	1.13	0.38	33.3	1.13	0.38	0.06	0.19	0.00	0.00	Matches
499	Callum O'Dowda	ie IRL	MF	Bristol City	26	1995	13.9	0.07	0.43	0.07	16.7	0.43	0.07	0.17	1.00	0.00	0.00	Matches
500	Callum O'Hare	eng ENG	MF,FW	Coventry City	23	1998	42.3	0.12	2.15	0.78	36.3	2.15	0.78	0.05	0.15	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
501	Max O'Leary	ie IRL	GK	Bristol City	24	1996	8.7	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
502	Mikey O'Neill	eng ENG	MF	Preston	17	2004	0.2	0.00	5.00	0.00	0.0	4.09	0.00	0.00		0.00	0.00	Matches
503	Dara O'Shea	ie IRL	DF	West Brom	22	1999	11.6	0.17	0.78	0.17	22.2	0.77	0.17	0.22	1.00	0.00	0.00	Matches
504	Marcel Oakley	eng ENG	MF	Birmingham City	18	2002	1.6	0.00	0.63	0.00	0.0	0.61	0.00	0.00		0.00	0.00	Matches
505	Michael Obafemi	ie IRL	FW	Swansea City	21	2000	22.5	0.53	2.22	1.11	50.0	2.23	1.11	0.24	0.48	0.00	0.00	Matches
506	Denis Odoi	gh GHA	DF	Fulham	33	1988	16.3	0.06	0.92	0.25	26.7	0.92	0.24	0.07	0.25	0.00	0.00	Matches
507	Moses Odubajo	eng ENG	MF,DF	QPR	28	1993	23.7	0.00	0.42	0.08	20.0	0.42	0.08	0.00	0.00	0.00	0.00	Matches
508	Mipo Odubeko	ie IRL	FW	Huddersfield	18	2002	1.3	0.00	0.77	0.77	100.0	0.80	0.80	0.00	0.00	0.00	0.00	Matches
509	Clarke Oduor	ke KEN	MF,FW	Barnsley	22	1999	11.0	0.00	0.73	0.18	25.0	0.73	0.18	0.00	0.00	0.00	0.00	Matches
510	Nathanael Ogbeta	eng ENG	DF,MF	Swansea City	20	2001	0.6	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
511	Braian Ojeda	py PAR	MF	Nottingham	21	2000	2.6	0.00	1.92	0.00	0.0	1.91	0.00	0.00		0.00	0.00	Matches
512	Sheyi Ojo	eng ENG	MF,FW	Millwall	24	1997	10.4	0.00	1.25	0.29	23.1	1.26	0.29	0.00	0.00	0.00	0.00	Matches
513	Matthew Olosunde	us USA	MF	Preston	23	1998	1.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
514	Robin Olsen	se SWE	GK	Sheffield United	31	1990	11.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
515	Toyosi Olusanya	eng ENG	FW,MF	Middlesbrough	23	1997	0.7	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
516	Josh Onomah	eng ENG	MF	Fulham	24	1997	9.0	0.11	1.56	0.67	42.9	1.56	0.67	0.07	0.17	0.00	0.00	Matches
517	Fred Onyedinma	eng ENG	FW,MF	Luton Town	24	1996	17.1	0.18	1.46	0.47	32.0	1.46	0.47	0.12	0.38	0.00	0.00	Matches
518	Ben Osborn	eng ENG	MF	Sheffield United	26	1994	21.7	0.14	1.01	0.18	18.2	1.01	0.18	0.14	0.75	0.00	0.00	Matches
519	Jordi Osei-Tutu	eng ENG	MF,DF	Nottingham	22	1998	2.6	0.00	0.77	0.38	50.0	0.77	0.39	0.00	0.00	0.00	0.00	Matches
520	Gabriel Osho	ng NGA	MF,DF	Luton Town	22	1998	15.6	0.00	0.51	0.06	12.5	0.51	0.06	0.00	0.00	0.00	0.00	Matches
521	William Osula	dk DEN	FW	Sheffield United	17	2003	0.8	0.00	2.50	1.25	50.0	2.43	1.22	0.00	0.00	0.00	0.00	Matches
