Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
71	Barry Bannan	sct SCO	MF	Sheffield Weds	33	1989	42	3,418	81	82.6	38.0	1.08	83	0.74	0.03	20	0.00	1.24	1.03	1.47	-0.45	-0.45	+0.42	Matches
72	Daniel Barlaser	tr TUR	MF	Middlesbrough	26	1997	33	2,327	71	56.2	25.9	1.00	86	0.69	0.27	13	0.50	1.52	1.47	1.12	0.35	+0.35	+0.35	Matches
73	Ashley Barnes	eng ENG	MF,FW	Norwich City	33	1989	35	2,503	72	60.5	27.8	1.08	78	0.36	0.18	30	0.00	1.81	1.94	1.12	0.83	+0.83	+1.27	Matches
74	Kyle Bartley	eng ENG	DF	West Brom	32	1991	36	2,607	72	63.0	29.0	1.07	81	0.66	0.17	21	0.17	1.63	1.45	0.93	0.52	+0.52	+0.05	Matches
75	Lewis Bate	eng ENG	MF	Leeds United	20	2002	0					0		0	0		3							Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
76	Danny Batth	eng ENG	DF	Norwich City	32	1990	16	588	37	14.2	6.5	0.77	89	0.62	1.69	13	3.38	1.88	1.38	1.54	-0.15	-0.15	-0.56	Matches
77	Danny Batth	eng ENG	DF	Sunderland	32	1990	0					0		0	0		4							Matches
78	Jake Batty	eng ENG	DF,MF	Blackburn	18	2005	0					0		0	0		3							Matches
79	Patrick Bauer	de GER	DF	Preston	30	1992	1	65	65	1.6	0.7	0.00		0.00	1.43	65	21.4	0.00	2.86	4.29	-1.43	-1.38	-1.16	Matches
80	Vakoun Bayo	ci CIV	FW	Watford	26	1997	39	2,226	57	53.8	24.7	1.09	71	0.28	0.49	25	0.04	1.10	0.97	1.21	-0.24	-0.24	-0.52	Matches
81	Gavin Bazunu	ie IRL	GK	Southampton	21	2002	41	3,690	90	89.1	41.0	1.00	90	1.00	0.00		0.00	1.98	1.98	1.32	0.66	+0.66	+1.26	Matches
82	James Beadle	eng ENG	GK	Sheffield Weds	19	2004	19	1,710	90	41.3	19.0	1.00	90	1.00	0.00		0.05	1.63	1.21	1.26	-0.05	-0.05	+0.80	Matches
83	Jan Bednarek	pl POL	DF	Southampton	27	1996	42	3,548	84	85.7	39.4	0.99	89	0.94	0.08	30	0.05	1.93	1.95	1.32	0.63	+0.63	+0.79	Matches
84	Asmir Begović	ba BIH	GK	QPR	36	1987	45	4,049	90	97.8	45.0	1.00	90	0.98	0.00		0.00	1.18	1.00	1.27	-0.27	-0.27	-1.26	Matches
85	Luke Bell		GK	Coventry City			0					0		0	0		2							Matches
86	Sam Bell	eng ENG	MF,FW	Bristol City	21	2002	33	1,805	55	43.6	20.1	1.14	69	0.10	0.50	21	0.00	1.33	1.14	1.14	0.00	0.00	-0.08	Matches
87	Armel Bella Kotchap	de GER	DF	Southampton	21	2001	0					0		0	0		1							Matches
88	Giosue Bellagambi	ug UGA	GK	Huddersfield	21	2001	0					0		0	0		8							Matches
89	Jobe Bellingham	eng ENG	MF,FW	Sunderland	17	2005	45	3,626	81	87.6	40.3	1.07	83	0.57	0.05	27	0.02	1.22	1.12	1.24	-0.12	-0.12	-0.65	Matches
90	Jewison Bennette	cr CRC	MF	Sunderland	19	2004	1	9	9	0.2	0.1	0.00		0.00	10.0	9	90.0	3.00	10.0	0.00	10.0	+10.00	+10.07	Matches
91	Di'Shon Bernard	jm JAM	DF	Sheffield Weds	22	2000	32	2,725	85	65.8	30.3	0.99	89	0.83	0.07	34	0.20	1.28	0.92	1.42	-0.50	-0.50	+0.08	Matches
92	Kian Best	eng ENG	MF,DF	Preston	17	2005	12	693	58	16.7	7.7	1.04	73	0.13	0.52	28	2.86	1.58	1.17	1.30	-0.13	-0.13	+0.13	Matches
93	Bartosz Białkowski	pl POL	GK	Millwall	36	1987	14	1,260	90	30.4	14.0	1.00	90	1.00	0.00		2.21	1.00	1.21	1.50	-0.29	-0.29	-0.10	Matches
94	Jake Bidwell	eng ENG	DF	Coventry City	30	1993	33	2,049	62	49.5	22.8	1.05	79	0.57	0.39	18	0.57	1.55	1.75	1.27	0.48	+0.48	+0.48	Matches
95	Krystian Bielik	pl POL	MF,DF	Birmingham City	25	1998	36	2,978	83	71.9	33.1	1.06	85	0.73	0.03	18	0.00	1.33	1.15	1.15	0.00	0.00	+1.16	Matches
96	Bryant Bilongo	eng ENG	DF,MF	Middlesbrough	21	2001	0					0		0	0		4							Matches
97	Luis Binks	eng ENG	DF	Coventry City	21	2001	18	1,328	74	32.1	14.8	1.01	86	0.81	0.20	14	1.76	1.06	1.28	1.49	-0.20	-0.20	-0.65	Matches
98	Nathan Bishop	eng ENG	GK	Sunderland	23	1999	1	90	90	2.2	1.0	1.00	90	1.00	0.00		44.0	0.00	0.00	2.00	-2.00	-2.00	-2.00	Matches
99	Tyler Blackett	eng ENG	DF	Rotherham	29	1994	10	900	90	21.7	10.0	1.00	90	1.00	0.00		0.10	0.50	0.90	2.10	-1.20	-1.20	-0.09	Matches
100	Thomas Bloxham	ie IRL	FW	Blackburn	18	2005	1	13	13	0.3	0.1	0.00		0.00	10.0	13	40.0	0.00	0.00	10.0	-10.00	-6.92	-6.64	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
101	Nana Boateng	eng ENG	FW	Millwall	20	2002	0					0		0	0		1							Matches
102	Tolaji Bola	eng ENG	DF	Rotherham	24	1999	2	25	13	0.6	0.3	0.00		0.00	6.67	13	16.7	0.50	0.00	0.00	0.00	0.00	+1.14	Matches
103	Yannick Bolasie	cd COD	MF,FW	Swansea City	34	1989	10	306	31	7.4	3.4	0.59	60	0.00	2.35	23	0.29	1.20	1.47	1.47	0.00	0.00	+0.14	Matches
104	Jack Bonham	ie IRL	GK	Stoke City	29	1993	14	1,260	90	30.4	14.0	1.00	90	1.00	0.00		2.21	0.93	0.79	1.36	-0.57	-0.57	-0.48	Matches
105	Josh Bowler	eng ENG	MF	Cardiff City	24	1999	38	2,379	63	57.5	26.4	1.14	71	0.15	0.30	30	0.00	1.16	0.91	1.67	-0.76	-0.76	-0.91	Matches
106	Tom Bradshaw	wls WAL	FW	Millwall	31	1992	34	2,006	59	48.5	22.3	0.94	79	0.22	0.58	26	0.00	1.38	0.94	1.12	-0.18	-0.18	+0.07	Matches
107	Robbie Brady	ie IRL	MF	Preston	31	1992	32	1,563	49	37.8	17.4	0.98	76	0.40	0.86	19	0.23	1.31	1.03	1.61	-0.57	-0.58	-0.54	Matches
108	Cameron Bragg	eng ENG	MF	Southampton	18	2005	0					0		0	0		1							Matches
109	Cohen Bramall	eng ENG	DF,MF	Rotherham	27	1996	36	2,944	82	71.1	32.7	1.01	86	0.83	0.09	34	0.00	0.75	0.89	1.68	-0.80	-0.79	+1.16	Matches
110	James Bree	eng ENG	DF	Southampton	25	1997	19	1,080	57	26.1	12.0	1.08	77	0.50	0.50	14	1.25	1.95	1.67	1.17	0.50	+0.50	-0.03	Matches
111	AJ Bridge	eng ENG	MF	Middlesbrough	18	2005	0					0		0	0		4							Matches
112	Callum Brittain	eng ENG	MF,DF	Blackburn	25	1998	44	3,627	82	87.6	40.3	0.99	87	0.87	0.10	41	0.00	1.20	1.29	1.56	-0.27	-0.27	+0.25	Matches
113	Nathan Broadhead	wls WAL	MF	Ipswich Town	25	1998	38	2,294	60	55.4	25.5	1.14	71	0.12	0.35	25	0.08	2.11	2.16	1.29	0.86	+0.86	+0.23	Matches
114	David Brooks	wls WAL	FW	Southampton	26	1997	17	895	53	21.6	9.9	1.11	65	0.00	0.61	30	0.10	1.65	2.12	1.21	0.91	+0.91	+0.49	Matches
115	Jacob Brown	sct SCO	MF	Stoke City	25	1998	1	90	90	2.2	1.0	1.00	90	1.00	0.00		0.00	3.00	4.00	1.00	3.00	+3.00	+3.31	Matches
116	Alan Browne	ie IRL	MF	Preston	28	1995	41	3,165	77	76.4	35.2	1.02	86	0.77	0.14	17	0.03	1.44	1.36	1.39	-0.03	-0.03	+0.89	Matches
117	Joe Bryan	eng ENG	MF,DF	Millwall	29	1993	23	1,448	63	35.0	16.1	0.93	83	0.50	0.50	25	0.19	1.26	0.87	1.18	-0.31	-0.31	-0.14	Matches
118	Gerard Buabo		FW	Ipswich Town			1	4	4	0.1	0.0	0		0	1	4	0	1.00	0	0	0	0.00	-0.76	Matches
119	Lee Buchanan	eng ENG	DF	Birmingham City	22	2001	32	2,728	85	65.9	30.3	1.06	85	0.89	0.00		0.10	1.13	0.96	1.16	-0.20	-0.20	+0.38	Matches
120	John Buckley	eng ENG	MF,FW	Sheffield Weds	23	1999	13	464	36	11.2	5.2	0.96	63	0.00	1.54	19	0.38	0.69	0.38	1.35	-0.96	-0.97	-0.50	Matches
121	John Buckley	eng ENG	MF	Blackburn	23	1999	11	500	45	12.1	5.6	0.89	76	0.18	1.07	20	0.71	1.00	1.07	1.79	-0.71	-0.72	-0.47	Matches
122	Mustapha Bundu	sl SLE	MF,FW	Plymouth Argyle	26	1997	27	964	36	23.3	10.7	0.84	70	0.19	1.68	19	0.56	1.07	0.84	1.68	-0.84	-0.84	-0.78	Matches
123	Wouter Burger	nl NED	MF	Stoke City	22	2001	39	2,626	67	63.4	29.2	1.06	79	0.34	0.27	24	0.03	1.13	0.92	1.34	-0.41	-0.41	-0.47	Matches
124	Cameron Burgess	au AUS	DF	Ipswich Town	27	1995	39	3,421	88	82.6	38.0	1.00	90	1.00	0.03	1	0.00	2.15	2.05	1.26	0.79	+0.79	+0.16	Matches
125	Delano Burgzorg	sr SUR	FW,MF	Huddersfield	24	1998	33	2,206	67	53.3	24.5	1.02	80	0.49	0.33	27	0.04	1.12	1.06	1.47	-0.41	-0.41	+0.48	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
126	Oliver Burke	sct SCO	MF,FW	Birmingham City	26	1997	21	1,007	48	24.3	11.2	0.98	70	0.09	0.89	24	0.18	0.71	0.89	1.79	-0.89	-0.89	-0.75	Matches
127	Wes Burns	wls WAL	MF	Ipswich Town	28	1994	35	2,381	68	57.5	26.5	1.17	73	0.19	0.15	26	0.00	2.17	1.92	1.28	0.64	+0.64	-0.28	Matches
128	Mason Burstow	eng ENG	FW	Sunderland	19	2003	20	892	45	21.5	9.9	1.21	65	0.00	0.81	14	1.72	1.10	1.41	1.01	0.40	+0.40	+0.57	Matches
129	Callum Burton	eng ENG	GK	Plymouth Argyle	26	1996	0					0		0	0		24							Matches
130	Matt Butcher	eng ENG	MF	Plymouth Argyle	26	1997	15	342	23	8.3	3.8	0.79	85	0.53	3.16	7	3.16	1.33	1.58	2.63	-1.05	-1.05	-0.89	Matches
131	George Byers	sct SCO	MF	Sheffield Weds	27	1996	22	1,378	63	33.3	15.3	1.11	74	0.39	0.33	25	0.20	0.86	0.59	1.31	-0.72	-0.72	-0.29	Matches
132	Sam Byram	eng ENG	DF	Leeds United	29	1993	33	1,933	59	46.7	21.5	1.12	75	0.47	0.42	14	0.28	2.09	1.95	1.16	0.79	+0.79	-0.06	Matches
133	Ben Cabango	wls WAL	DF	Swansea City	23	2000	35	2,890	83	69.8	32.1	1.00	89	0.97	0.09	12	0.12	1.40	1.40	1.37	0.03	+0.03	+0.54	Matches
134	Jorge Cabezas	co COL	MF	Watford	19	2003	0					0		0	0		2							Matches
135	Bailey-Tye Cadamarteri	jm JAM	FW	Sheffield Weds	18	2005	23	1,102	48	26.6	12.2	1.15	66	0.16	0.74	20	0.74	1.13	0.98	1.56	-0.57	-0.57	-0.07	Matches
136	Cafú	pt POR	MF	Rotherham	30	1993	32	1,799	56	43.5	20.0	1.00	76	0.40	0.60	23	0.05	0.66	0.80	2.00	-1.20	-1.20	-0.12	Matches
137	Allan Campbell	sct SCO	MF	Millwall	25	1998	12	724	60	17.5	8.0	1.13	77	0.25	0.38	11	1.75	0.92	1.00	1.38	-0.38	-0.37	-0.19	Matches
138	Tyrese Campbell	eng ENG	FW,MF	Stoke City	23	1999	23	1,195	52	28.9	13.3	1.05	69	0.15	0.68	25	0.30	0.91	1.28	1.43	-0.15	-0.15	+0.12	Matches
139	Reggie Cannon	us USA	DF	QPR	25	1998	21	1,435	68	34.7	15.9	1.01	79	0.63	0.31	34	0.82	1.10	1.19	1.07	0.13	+0.13	+0.56	Matches
140	Tom Cannon	ie IRL	FW	Leicester City	20	2002	13	430	33	10.4	4.8	0.63	84	0.21	2.08	18	2.50	1.92	1.67	1.46	0.21	+0.21	-0.93	Matches
141	Hayden Carter	eng ENG	DF	Blackburn	23	1999	31	2,552	82	61.6	28.4	1.02	87	0.99	0.07	8	0.11	1.19	1.37	1.73	-0.35	-0.35	-0.13	Matches
142	Finley Cartwright	eng ENG	MF	Middlesbrough	16	2007	0					0		0	0		3							Matches
143	Fabio Carvalho	pt POR	FW,MF	Hull City	20	2002	20	1,717	86	41.5	19.1	1.05	86	0.58	0.00		0.00	1.55	1.41	1.15	0.26	+0.26	+0.15	Matches
144	Cesare Casadei	it ITA	MF	Leicester City	20	2003	22	883	40	21.3	9.8	0.82	76	0.31	1.43	20	0.31	2.41	2.04	0.82	1.22	+1.22	+0.23	Matches
145	Timothy Castagne	be BEL	DF,MF	Leicester City	27	1995	0					0		0	0		2							Matches
146	Ilias Chair	ma MAR	MF,FW	QPR	25	1997	44	3,732	85	90.1	41.5	1.04	86	0.65	0.02	45	0.00	1.25	1.08	1.25	-0.17	-0.17	+0.71	Matches
147	Giorgi Chakvetadze	ge GEO	MF,FW	Watford	23	1999	34	1,602	47	38.7	17.8	0.79	73	0.11	1.12	29	0.28	1.21	1.52	1.52	0.00	0.00	0.00	Matches
148	Nathaniel Chalobah	eng ENG	MF	West Brom	28	1994	33	900	27	21.7	10.0	0.70	60	0.00	2.60	18	1.20	1.64	1.40	1.70	-0.30	-0.30	-1.02	Matches
149	Alfie Chang	eng ENG	MF	Birmingham City	20	2002	0					0		0	0		3							Matches
150	Conor Chaplin	eng ENG	MF	Ipswich Town	26	1997	44	3,340	76	80.7	37.1	1.13	78	0.19	0.05	26	0.03	2.05	1.75	1.21	0.54	+0.54	-1.15	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Min	Mn/MP	Min%	90s	Starts	Mn/Start	Compl	Subs	Mn/Sub	unSub	PPM	onG	onGA	+/-	+/-90	On-Off	Matches
151	Jacob Chapman	au AUS	GK	Huddersfield	22	2000	2	139	70	3.4	1.5	0.67	90	0.67	0.67	49	3.33	1.50	2.00	1.33	0.67	+0.65	+1.32	Matches
152	Pierce Charles	nir NIR	GK	Sheffield Weds	18	2005	0					0		0	0		8							Matches
153	Shea Charles	nir NIR	MF,DF	Southampton	19	2003	32	1,438	45	34.7	16.0	0.94	78	0.56	1.06	16	0.63	2.00	1.44	1.44	0.00	0.00	-0.80	Matches
154	Chiquinho	pt POR	MF	Stoke City	23	2000	3	60	20	1.4	0.7	1.43	33	0.00	2.86	14	0.00	2.00	1.43	1.43	0.00	0.00	+0.24	Matches
