Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
15	Ryan Allsop	eng ENG	GK	Hull City	31	1992	37	37	3,321	36.9	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	Matches
16	Jak Alnwick	eng ENG	GK	Cardiff City	30	1993	24	24	2,160	24.0	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	Matches
17	Sone Aluko	ng NGA	FW,MF	Ipswich Town	34	1989	1	0	3	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
18	Samuel Amo-Ameyaw	eng ENG	FW	Southampton	17	2006	3	1	75	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
19	Ethan Ampadu	wls WAL	MF,DF	Leeds United	22	2000	46	46	4,138	46.0	0.00	0.02	0.02	0.00	0.00	0.00	0.20	0.00	0.00	0.02	0.02	0.00	0.02	Matches
20	Lucas Andersen	dk DEN	MF	QPR	28	1994	16	12	909	10.1	0.10	0.40	0.50	0.10	0.00	0.00	0.20	0.00	0.10	0.40	0.50	0.10	0.50	Matches
21	Keshi Anderson	eng ENG	MF	Birmingham City	28	1995	20	12	1,021	11.3	0.00	0.18	0.18	0.00	0.00	0.00	0.18	0.00	0.00	0.18	0.18	0.00	0.18	Matches
22	Kai Andrews	wls WAL	MF	Coventry City	16	2006	2	0	4	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
23	Ryan Andrews	eng ENG	DF,MF	Watford	18	2004	40	26	2,575	28.6	0.10	0.07	0.17	0.10	0.00	0.00	0.24	0.03	0.10	0.07	0.17	0.10	0.17	Matches
24	Jaidon Anthony	eng ENG	MF	Leeds United	23	1999	31	2	500	5.6	0.18	0.00	0.18	0.18	0.00	0.00	0.00	0.00	0.18	0.00	0.18	0.18	0.18	Matches
25	Adil Aouchiche	dz ALG	MF,FW	Sunderland	21	2002	28	10	1,102	12.2	0.16	0.16	0.33	0.08	0.08	0.08	0.16	0.00	0.16	0.16	0.33	0.08	0.25	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
26	Arvin Appiah	eng ENG	MF,FW	Rotherham	22	2001	29	7	834	9.3	0.00	0.11	0.11	0.00	0.00	0.00	0.22	0.00	0.00	0.11	0.11	0.00	0.11	Matches
27	Joe Aribo	ng NGA	MF	Southampton	27	1996	35	16	1,606	17.8	0.22	0.06	0.28	0.22	0.00	0.00	0.28	0.00	0.22	0.06	0.28	0.22	0.28	Matches
28	Adam Armstrong	eng ENG	FW,MF	Southampton	26	1997	46	44	3,745	41.6	0.50	0.31	0.82	0.41	0.10	0.10	0.12	0.00	0.50	0.31	0.82	0.41	0.72	Matches
29	Sinclair Armstrong	ie IRL	FW	QPR	20	2003	39	19	1,779	19.8	0.15	0.15	0.30	0.15	0.00	0.00	0.25	0.00	0.15	0.15	0.30	0.15	0.30	Matches
30	Stuart Armstrong	sct SCO	MF	Southampton	31	1992	42	33	2,829	31.4	0.16	0.22	0.38	0.16	0.00	0.00	0.19	0.00	0.16	0.22	0.38	0.16	0.38	Matches
31	Harrison Ashby	sct SCO	MF,DF	Swansea City	21	2001	13	12	798	8.9	0.11	0.11	0.22	0.11	0.00	0.00	0.11	0.00	0.11	0.11	0.23	0.11	0.23	Matches
32	Cian Ashford	wls WAL	MF	Cardiff City	18	2004	5	3	312	3.5	0.29	0.29	0.57	0.29	0.00	0.00	0.00	0.00	0.29	0.29	0.58	0.29	0.58	Matches
33	Yaser Asprilla	co COL	MF,FW	Watford	19	2003	44	28	2,733	30.4	0.20	0.23	0.43	0.20	0.00	0.00	0.23	0.00	0.20	0.23	0.43	0.20	0.43	Matches
34	Josh Austerfield	eng ENG	MF	Huddersfield	21	2001	3	1	70	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
35	Daniel Ayala	es ESP	DF	Rotherham	32	1990	7	5	350	3.9	0.00	0.00	0.00	0.00	0.00	0.00	1.03	0.51	0.00	0.00	0.00	0.00	0.00	Matches
36	Yasin Ayari	se SWE	MF	Blackburn	19	2003	10	2	334	3.7	0.00	0.27	0.27	0.00	0.00	0.00	0.81	0.00	0.00	0.27	0.27	0.00	0.27	Matches
37	Yasin Ayari	se SWE	MF	Coventry City	19	2003	13	6	550	6.1	0.16	0.00	0.16	0.16	0.00	0.00	0.33	0.00	0.16	0.00	0.16	0.16	0.16	Matches
38	Loick Ayina	cg CGO	DF	Huddersfield	20	2003	2	0	78	0.9	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.00	Matches
39	Luke Ayling	eng ENG	DF	Leeds United	31	1991	14	8	749	8.3	0.12	0.12	0.24	0.12	0.00	0.00	0.24	0.00	0.12	0.12	0.24	0.12	0.24	Matches
40	Luke Ayling	eng ENG	DF,MF	Middlesbrough	31	1991	19	19	1,639	18.2	0.00	0.44	0.44	0.00	0.00	0.00	0.38	0.00	0.00	0.44	0.44	0.00	0.44	Matches
41	Finn Azaz	ie IRL	MF	Plymouth Argyle	22	2000	26	21	1,763	19.6	0.36	0.26	0.61	0.31	0.05	0.05	0.10	0.00	0.36	0.26	0.61	0.31	0.56	Matches
42	Finn Azaz	ie IRL	MF	Middlesbrough	22	2000	20	15	1,359	15.1	0.26	0.33	0.60	0.26	0.00	0.00	0.13	0.00	0.26	0.33	0.60	0.26	0.60	Matches
43	Abdoullah Ba	fr FRA	MF,FW	Sunderland	20	2003	39	21	1,927	21.4	0.14	0.19	0.33	0.14	0.00	0.00	0.37	0.00	0.14	0.19	0.33	0.14	0.33	Matches
44	Daniel Bachmann	at AUT	GK	Watford	29	1994	27	27	2,429	27.0	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.04	0.00	0.00	0.00	0.00	0.00	Matches
45	Juninho Bacuna	cw CUW	MF	Birmingham City	25	1997	45	31	2,970	33.0	0.21	0.18	0.39	0.18	0.03	0.03	0.24	0.00	0.21	0.18	0.39	0.18	0.36	Matches
46	Lewis Baker	eng ENG	MF	Stoke City	28	1995	20	12	1,067	11.9	0.17	0.00	0.17	0.17	0.00	0.00	0.25	0.00	0.17	0.00	0.17	0.17	0.17	Matches
47	Tyreeq Bakinson	eng ENG	MF	Sheffield Weds	24	1998	8	3	290	3.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
48	Radinio Balker	sr SUR	DF	Huddersfield	24	1998	7	5	408	4.5	0.00	0.22	0.22	0.00	0.00	0.00	0.22	0.00	0.00	0.22	0.22	0.00	0.22	Matches
49	Dominic Ball	eng ENG	MF	Ipswich Town	27	1995	10	1	146	1.6	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	Matches
50	Daniel Ballard	nir NIR	DF	Sunderland	23	1999	43	43	3,834	42.6	0.07	0.00	0.07	0.07	0.00	0.00	0.33	0.00	0.07	0.00	0.07	0.07	0.07	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
51	Patrick Bamford	eng ENG	FW	Leeds United	29	1993	33	15	1,493	16.6	0.48	0.06	0.54	0.48	0.00	0.06	0.12	0.00	0.48	0.06	0.54	0.48	0.54	Matches
52	Alex Bangura	sl SLE	DF	Middlesbrough	24	1999	14	6	585	6.5	0.31	0.15	0.46	0.31	0.00	0.00	0.15	0.00	0.31	0.15	0.46	0.31	0.46	Matches
53	Barry Bannan	sct SCO	MF	Sheffield Weds	33	1989	42	41	3,418	38.0	0.03	0.05	0.08	0.03	0.00	0.00	0.29	0.03	0.03	0.05	0.08	0.03	0.08	Matches
54	Daniel Barlaser	tr TUR	MF	Middlesbrough	26	1997	33	26	2,327	25.9	0.00	0.08	0.08	0.00	0.00	0.00	0.08	0.00	0.00	0.08	0.08	0.00	0.08	Matches
55	Ashley Barnes	eng ENG	MF,FW	Norwich City	33	1989	35	30	2,503	27.8	0.22	0.18	0.40	0.18	0.04	0.04	0.18	0.00	0.22	0.18	0.40	0.18	0.36	Matches
56	Kyle Bartley	eng ENG	DF	West Brom	32	1991	36	31	2,607	29.0	0.14	0.03	0.17	0.14	0.00	0.00	0.31	0.00	0.14	0.03	0.17	0.14	0.17	Matches
57	Danny Batth	eng ENG	DF	Norwich City	32	1990	16	5	588	6.5	0.15	0.00	0.15	0.15	0.00	0.00	0.00	0.00	0.15	0.00	0.15	0.15	0.15	Matches
58	Patrick Bauer	de GER	DF	Preston	30	1992	1	0	65	0.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
59	Vakoun Bayo	ci CIV	FW	Watford	26	1997	39	27	2,226	24.7	0.24	0.12	0.36	0.24	0.00	0.00	0.08	0.04	0.24	0.12	0.36	0.24	0.36	Matches
60	Gavin Bazunu	ie IRL	GK	Southampton	21	2002	41	41	3,690	41.0	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	Matches
61	James Beadle	eng ENG	GK	Sheffield Weds	19	2004	19	19	1,710	19.0	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	Matches
62	Jan Bednarek	pl POL	DF	Southampton	27	1996	42	39	3,548	39.4	0.05	0.00	0.05	0.05	0.00	0.00	0.30	0.00	0.05	0.00	0.05	0.05	0.05	Matches
63	Asmir Begović	ba BIH	GK	QPR	36	1987	45	45	4,049	45.0	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.02	0.00	0.00	0.00	0.00	0.00	Matches
64	Sam Bell	eng ENG	MF,FW	Bristol City	21	2002	33	23	1,805	20.1	0.25	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.25	0.00	0.25	0.25	0.25	Matches
65	Jobe Bellingham	eng ENG	MF,FW	Sunderland	17	2005	45	43	3,626	40.3	0.17	0.02	0.20	0.17	0.00	0.00	0.15	0.00	0.17	0.02	0.20	0.17	0.20	Matches
66	Jewison Bennette	cr CRC	MF	Sunderland	19	2004	1	0	9	0.1	0.00	10.0	10.0	0.00	0.00	0.00	0.00	0.00	0.00	10.00	10.00	0.00	10.00	Matches
67	Di'Shon Bernard	jm JAM	DF	Sheffield Weds	22	2000	32	30	2,725	30.3	0.00	0.07	0.07	0.00	0.00	0.00	0.30	0.03	0.00	0.07	0.07	0.00	0.07	Matches
68	Kian Best	eng ENG	MF,DF	Preston	17	2005	12	8	693	7.7	0.00	0.13	0.13	0.00	0.00	0.00	0.26	0.00	0.00	0.13	0.13	0.00	0.13	Matches
69	Bartosz Białkowski	pl POL	GK	Millwall	36	1987	14	14	1,260	14.0	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	Matches
70	Jake Bidwell	eng ENG	DF	Coventry City	30	1993	33	24	2,049	22.8	0.04	0.09	0.13	0.04	0.00	0.00	0.26	0.00	0.04	0.09	0.13	0.04	0.13	Matches
71	Krystian Bielik	pl POL	MF,DF	Birmingham City	25	1998	36	35	2,978	33.1	0.00	0.00	0.00	0.00	0.00	0.00	0.36	0.03	0.00	0.00	0.00	0.00	0.00	Matches
72	Luis Binks	eng ENG	DF	Coventry City	21	2001	18	15	1,328	14.8	0.00	0.07	0.07	0.00	0.00	0.00	0.27	0.00	0.00	0.07	0.07	0.00	0.07	Matches
73	Nathan Bishop	eng ENG	GK	Sunderland	23	1999	1	1	90	1.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
74	Tyler Blackett	eng ENG	DF	Rotherham	29	1994	10	10	900	10.0	0.10	0.00	0.10	0.10	0.00	0.00	0.10	0.00	0.10	0.00	0.10	0.10	0.10	Matches
75	Thomas Bloxham	ie IRL	FW	Blackburn	18	2005	1	0	13	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
76	Tolaji Bola	eng ENG	DF	Rotherham	24	1999	2	0	25	0.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
77	Yannick Bolasie	cd COD	MF,FW	Swansea City	34	1989	10	2	306	3.4	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	Matches
78	Jack Bonham	ie IRL	GK	Stoke City	29	1993	14	14	1,260	14.0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
79	Josh Bowler	eng ENG	MF	Cardiff City	24	1999	38	30	2,379	26.4	0.19	0.08	0.27	0.19	0.00	0.00	0.19	0.00	0.19	0.08	0.26	0.19	0.26	Matches
80	Tom Bradshaw	wls WAL	FW	Millwall	31	1992	34	21	2,006	22.3	0.18	0.13	0.31	0.18	0.00	0.00	0.04	0.00	0.18	0.13	0.31	0.18	0.31	Matches
81	Robbie Brady	ie IRL	MF	Preston	31	1992	32	17	1,563	17.4	0.06	0.11	0.17	0.06	0.00	0.00	0.34	0.06	0.06	0.12	0.17	0.06	0.17	Matches
82	Cohen Bramall	eng ENG	DF,MF	Rotherham	27	1996	36	33	2,944	32.7	0.03	0.09	0.12	0.03	0.00	0.00	0.12	0.00	0.03	0.09	0.12	0.03	0.12	Matches
83	James Bree	eng ENG	DF	Southampton	25	1997	19	13	1,080	12.0	0.00	0.08	0.08	0.00	0.00	0.00	0.00	0.08	0.00	0.08	0.08	0.00	0.08	Matches
84	Callum Brittain	eng ENG	MF,DF	Blackburn	25	1998	44	40	3,627	40.3	0.02	0.12	0.15	0.02	0.00	0.00	0.10	0.02	0.02	0.12	0.15	0.02	0.15	Matches
85	Nathan Broadhead	wls WAL	MF	Ipswich Town	25	1998	38	29	2,294	25.5	0.51	0.12	0.63	0.51	0.00	0.00	0.12	0.00	0.51	0.12	0.63	0.51	0.63	Matches
86	David Brooks	wls WAL	FW	Southampton	26	1997	17	11	895	9.9	0.20	0.51	0.71	0.20	0.00	0.00	0.20	0.00	0.20	0.50	0.70	0.20	0.70	Matches
87	Jacob Brown	sct SCO	MF	Stoke City	25	1998	1	1	90	1.0	1.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	1.00	1.00	Matches
88	Alan Browne	ie IRL	MF	Preston	28	1995	41	36	3,165	35.2	0.11	0.11	0.23	0.09	0.03	0.03	0.20	0.00	0.11	0.11	0.23	0.09	0.20	Matches
89	Joe Bryan	eng ENG	MF,DF	Millwall	29	1993	23	15	1,448	16.1	0.12	0.00	0.12	0.12	0.00	0.00	0.31	0.00	0.12	0.00	0.12	0.12	0.12	Matches
90	Gerard Buabo		FW	Ipswich Town			1	0	4	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
91	Lee Buchanan	eng ENG	DF	Birmingham City	22	2001	32	32	2,728	30.3	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.03	0.00	0.00	0.00	0.00	0.00	Matches
92	John Buckley	eng ENG	MF,FW	Sheffield Weds	23	1999	13	5	464	5.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
93	John Buckley	eng ENG	MF	Blackburn	23	1999	11	5	500	5.6	0.00	0.18	0.18	0.00	0.00	0.00	0.36	0.00	0.00	0.18	0.18	0.00	0.18	Matches
94	Mustapha Bundu	sl SLE	MF,FW	Plymouth Argyle	26	1997	27	9	964	10.7	0.28	0.09	0.37	0.28	0.00	0.00	0.00	0.00	0.28	0.09	0.37	0.28	0.37	Matches
95	Wouter Burger	nl NED	MF	Stoke City	22	2001	39	31	2,626	29.2	0.10	0.14	0.24	0.10	0.00	0.00	0.34	0.00	0.10	0.14	0.24	0.10	0.24	Matches
96	Cameron Burgess	au AUS	DF	Ipswich Town	27	1995	39	38	3,421	38.0	0.05	0.03	0.08	0.05	0.00	0.00	0.08	0.00	0.05	0.03	0.08	0.05	0.08	Matches
97	Delano Burgzorg	sr SUR	FW,MF	Huddersfield	24	1998	33	25	2,206	24.5	0.29	0.08	0.37	0.24	0.04	0.04	0.16	0.00	0.29	0.08	0.37	0.24	0.33	Matches
98	Oliver Burke	sct SCO	MF,FW	Birmingham City	26	1997	21	11	1,007	11.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
99	Wes Burns	wls WAL	MF	Ipswich Town	28	1994	35	31	2,381	26.5	0.23	0.15	0.38	0.23	0.00	0.00	0.26	0.00	0.23	0.15	0.38	0.23	0.38	Matches
100	Mason Burstow	eng ENG	FW	Sunderland	19	2003	20	12	892	9.9	0.10	0.10	0.20	0.10	0.00	0.00	0.30	0.00	0.10	0.10	0.20	0.10	0.20	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
101	Matt Butcher	eng ENG	MF	Plymouth Argyle	26	1997	15	3	342	3.8	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	Matches
102	George Byers	sct SCO	MF	Sheffield Weds	27	1996	22	17	1,378	15.3	0.07	0.07	0.13	0.07	0.00	0.00	0.07	0.07	0.07	0.07	0.13	0.07	0.13	Matches
103	Sam Byram	eng ENG	DF	Leeds United	29	1993	33	24	1,933	21.5	0.09	0.05	0.14	0.09	0.00	0.00	0.14	0.00	0.09	0.05	0.14	0.09	0.14	Matches
104	Ben Cabango	wls WAL	DF	Swansea City	23	2000	35	32	2,890	32.1	0.00	0.03	0.03	0.00	0.00	0.00	0.25	0.00	0.00	0.03	0.03	0.00	0.03	Matches
105	Bailey-Tye Cadamarteri	jm JAM	FW	Sheffield Weds	18	2005	23	14	1,102	12.2	0.33	0.08	0.41	0.33	0.00	0.00	0.00	0.00	0.33	0.08	0.41	0.33	0.41	Matches
106	Cafú	pt POR	MF	Rotherham	30	1993	32	20	1,799	20.0	0.10	0.15	0.25	0.05	0.05	0.05	0.35	0.05	0.10	0.15	0.25	0.05	0.20	Matches
107	Allan Campbell	sct SCO	MF	Millwall	25	1998	12	9	724	8.0	0.00	0.25	0.25	0.00	0.00	0.00	0.13	0.00	0.00	0.25	0.25	0.00	0.25	Matches
108	Tyrese Campbell	eng ENG	FW,MF	Stoke City	23	1999	23	14	1,195	13.3	0.23	0.08	0.30	0.23	0.00	0.00	0.23	0.00	0.23	0.08	0.30	0.23	0.30	Matches
109	Reggie Cannon	us USA	DF	QPR	25	1998	21	16	1,435	15.9	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	Matches
110	Tom Cannon	ie IRL	FW	Leicester City	20	2002	13	3	430	4.8	0.42	0.21	0.63	0.42	0.00	0.00	0.21	0.00	0.42	0.21	0.63	0.42	0.63	Matches
111	Hayden Carter	eng ENG	DF	Blackburn	23	1999	31	29	2,552	28.4	0.00	0.07	0.07	0.00	0.00	0.00	0.39	0.00	0.00	0.07	0.07	0.00	0.07	Matches
112	Fabio Carvalho	pt POR	FW,MF	Hull City	20	2002	20	20	1,717	19.1	0.47	0.10	0.58	0.42	0.05	0.10	0.21	0.00	0.47	0.10	0.58	0.42	0.52	Matches
113	Cesare Casadei	it ITA	MF	Leicester City	20	2003	22	8	883	9.8	0.20	0.00	0.20	0.20	0.00	0.00	0.10	0.00	0.20	0.00	0.20	0.20	0.20	Matches
114	Ilias Chair	ma MAR	MF,FW	QPR	25	1997	44	43	3,732	41.5	0.17	0.19	0.36	0.17	0.00	0.00	0.17	0.00	0.17	0.19	0.36	0.17	0.36	Matches
115	Giorgi Chakvetadze	ge GEO	MF,FW	Watford	23	1999	34	14	1,602	17.8	0.06	0.22	0.28	0.06	0.00	0.00	0.39	0.00	0.06	0.22	0.28	0.06	0.28	Matches
116	Nathaniel Chalobah	eng ENG	MF	West Brom	28	1994	33	7	900	10.0	0.00	0.10	0.10	0.00	0.00	0.00	0.40	0.00	0.00	0.10	0.10	0.00	0.10	Matches
117	Conor Chaplin	eng ENG	MF	Ipswich Town	26	1997	44	42	3,340	37.1	0.35	0.22	0.57	0.35	0.00	0.00	0.19	0.00	0.35	0.22	0.57	0.35	0.57	Matches
118	Jacob Chapman	au AUS	GK	Huddersfield	22	2000	2	1	139	1.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
119	Shea Charles	nir NIR	MF,DF	Southampton	19	2003	32	15	1,438	16.0	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.06	0.00	0.00	0.00	0.00	0.00	Matches
120	Chiquinho	pt POR	MF	Stoke City	23	2000	3	1	60	0.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
121	Hamza Choudhury	bd BAN	DF,MF	Leicester City	25	1997	34	15	1,472	16.4	0.00	0.06	0.06	0.00	0.00	0.00	0.24	0.00	0.00	0.06	0.06	0.00	0.06	Matches
122	Benjamin Chrisene	eng ENG	MF,DF	Blackburn	19	2004	16	7	820	9.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
123	Cyrus Christie	ie IRL	DF	Hull City	30	1992	27	12	1,292	14.4	0.00	0.14	0.14	0.00	0.00	0.00	0.28	0.00	0.00	0.14	0.14	0.00	0.14	Matches
124	Dennis Cirkin	lv LVA	DF	Sunderland	21	2002	8	5	505	5.6	0.00	0.18	0.18	0.00	0.00	0.00	0.54	0.00	0.00	0.18	0.18	0.00	0.18	Matches
125	Ciaran Clark	ie IRL	DF	Stoke City	33	1989	3	3	270	3.0	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
126	Harry Clarke	eng ENG	DF	Ipswich Town	22	2001	35	25	2,361	26.2	0.04	0.04	0.08	0.04	0.00	0.00	0.27	0.00	0.04	0.04	0.08	0.04	0.08	Matches
127	Jack Clarke	eng ENG	MF,FW	Sunderland	22	2000	40	39	3,496	38.8	0.39	0.10	0.49	0.26	0.13	0.13	0.15	0.00	0.39	0.10	0.49	0.26	0.36	Matches
128	Matthew Clarke	eng ENG	DF	Middlesbrough	26	1996	24	19	1,816	20.2	0.05	0.15	0.20	0.05	0.00	0.00	0.10	0.00	0.05	0.15	0.20	0.05	0.20	Matches
129	Jake Clarke-Salter	eng ENG	DF	QPR	25	1997	33	29	2,667	29.6	0.03	0.03	0.07	0.03	0.00	0.00	0.14	0.00	0.03	0.03	0.07	0.03	0.07	Matches
130	Sam Clucas	eng ENG	MF	Rotherham	32	1990	32	23	1,880	20.9	0.05	0.10	0.14	0.05	0.00	0.00	0.24	0.00	0.05	0.10	0.14	0.05	0.14	Matches
131	Conor Coady	eng ENG	DF	Leicester City	30	1993	12	8	700	7.8	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	Matches
132	Josh Coburn	eng ENG	FW	Middlesbrough	20	2002	21	11	996	11.1	0.45	0.09	0.54	0.45	0.00	0.09	0.18	0.00	0.45	0.09	0.54	0.45	0.54	Matches
133	Jack Colback	eng ENG	MF	QPR	33	1989	29	24	1,993	22.1	0.14	0.05	0.18	0.14	0.00	0.00	0.59	0.05	0.14	0.05	0.18	0.14	0.18	Matches
134	Bradley Collins	eng ENG	GK	Coventry City	26	1997	28	28	2,520	28.0	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	Matches
135	Jamilu Collins	ng NGA	DF	Cardiff City	28	1994	36	33	2,984	33.2	0.03	0.12	0.15	0.03	0.00	0.00	0.27	0.00	0.03	0.12	0.15	0.03	0.15	Matches
