Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
173	Lamine Diaby	fr FRA	MF	Sheffield Weds	26	1996	2.9	0.00	0.69	0.00	0.0	0.70	0.00	0.00		0.00	0.00	Matches
174	Grady Diangana	cd COD	MF	West Brom	25	1998	26.1	0.27	1.61	0.50	31.0	1.61	0.50	0.17	0.54	0.00	0.00	Matches
175	Brahima Diarra	ml MLI	MF	Huddersfield	20	2003	7.3	0.00	1.23	0.14	11.1	1.23	0.14	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
176	Tyler Dibling	eng ENG	MF	Southampton	17	2006	0.0	0	1	0	0.0	30.00	0.00	0.00		0	0	Matches
177	Robert Dickie	eng ENG	DF	Bristol City	27	1996	38.9	0.13	0.98	0.33	34.2	0.98	0.33	0.13	0.38	0.00	0.00	Matches
178	Famara Diedhiou	sn SEN	FW	Cardiff City	30	1992	6.4	0.31	1.72	0.47	27.3	1.72	0.47	0.18	0.67	0.00	0.00	Matches
179	Seny Dieng	sn SEN	GK	Middlesbrough	28	1994	35.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
180	Anfernee Dijksteel	sr SUR	DF	Middlesbrough	26	1996	8.3	0.00	0.48	0.12	25.0	0.48	0.12	0.00	0.00	0.00	0.00	Matches
181	Daryl Dike	us USA	FW	West Brom	23	2000	0.6	0.00	8.33	1.67	20.0	8.65	1.73	0.00	0.00	0.00	0.00	Matches
182	Elijah Dixon-Bonner	eng ENG	MF	QPR	22	2001	10.0	0.00	1.40	0.30	21.4	1.40	0.30	0.00	0.00	0.00	0.00	Matches
183	Greg Docherty	sct SCO	MF	Hull City	26	1996	3.6	0.00	1.11	0.83	75.0	1.12	0.84	0.00	0.00	0.00	0.00	Matches
184	Tyrhys Dolan	eng ENG	MF,FW	Blackburn	21	2001	25.8	0.19	1.32	0.54	41.2	1.32	0.54	0.15	0.36	0.00	0.00	Matches
185	Janoi Donacien	lc LCA	DF	Ipswich Town	29	1993	2.4	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
186	Romelle Donovan	eng ENG	MF	Birmingham City	16	2006	1.4	0.00	2.86	2.14	75.0	2.83	2.13	0.00	0.00	0.00	0.00	Matches
187	Flynn Downes	eng ENG	MF	Southampton	24	1999	28.3	0.07	0.35	0.11	30.0	0.35	0.11	0.20	0.67	0.00	0.00	Matches
188	Callum Doyle	eng ENG	DF	Leicester City	19	2003	13.4	0.00	0.97	0.37	38.5	0.97	0.37	0.00	0.00	0.00	0.00	Matches
189	Andre Dozzell	eng ENG	MF	QPR	24	1999	21.8	0.09	0.78	0.28	35.3	0.78	0.28	0.12	0.33	0.00	0.00	Matches
190	Andre Dozzell	eng ENG	MF	Birmingham City	24	1999	7.0	0.14	0.86	0.43	50.0	0.85	0.43	0.17	0.33	0.00	0.00	Matches
191	Cody Drameh	eng ENG	DF	Birmingham City	21	2001	25.1	0.00	0.56	0.08	14.3	0.56	0.08	0.00	0.00	0.00	0.00	Matches
192	Cody Drameh	eng ENG	DF,MF	Leeds United	21	2001	0.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
193	Aaron Drewe	eng ENG	DF	QPR	22	2001	1.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
194	Shane Duffy	ie IRL	DF	Norwich City	31	1992	33.4	0.03	0.96	0.24	25.0	0.96	0.24	0.03	0.13	0.00	0.00	Matches
195	Stephen Duke-McKenna	gy GUY	MF	QPR	22	2000	1.6	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
196	Jimmy Dunne	ie IRL	DF	QPR	25	1997	26.0	0.04	1.12	0.27	24.1	1.11	0.27	0.03	0.14	0.00	0.00	Matches
197	Lyndon Dykes	sct SCO	FW,MF	QPR	27	1995	30.4	0.20	2.04	0.66	32.3	2.04	0.66	0.08	0.25	0.03	0.03	Matches
198	Albert Eames	eng ENG	DF	Watford	17	2005	0.0	0	0	0		0.00	0.00			0	0	Matches
199	Saxon Earley	eng ENG	DF	Plymouth Argyle	20	2002	1.0	0.00	2.00	0.00	0.0	2.00	0.00	0.00		0.00	0.00	Matches
200	Tom Eaves	eng ENG	FW	Rotherham	31	1992	11.8	0.51	2.80	1.02	36.4	2.79	1.02	0.15	0.42	0.08	0.08	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
201	Josh Eccles	eng ENG	MF	Coventry City	23	2000	36.4	0.03	0.82	0.16	20.0	0.82	0.16	0.03	0.17	0.00	0.00	Matches
202	Rarmani Edmonds-Green	eng ENG	MF	Huddersfield	24	1999	6.7	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
203	George Edmundson	eng ENG	DF	Ipswich Town	25	1997	9.9	0.00	0.20	0.00	0.0	0.20	0.00	0.00		0.00	0.00	Matches
204	Samuel Edozie	eng ENG	FW,MF	Southampton	20	2003	15.2	0.39	1.71	0.53	30.8	1.72	0.53	0.23	0.75	0.00	0.00	Matches
205	Joe Edwards	eng ENG	DF,MF	Plymouth Argyle	32	1990	24.1	0.12	0.62	0.17	26.7	0.62	0.17	0.20	0.75	0.00	0.00	Matches
206	Tom Edwards	eng ENG	DF,MF	Huddersfield	24	1999	7.5	0.00	0.80	0.13	16.7	0.80	0.13	0.00	0.00	0.00	0.00	Matches
207	Pierre Ekwah Elimby	fr FRA	MF	Sunderland	21	2002	33.5	0.15	1.82	0.51	27.9	1.82	0.51	0.08	0.29	0.00	0.00	Matches
208	Aidomo Emakhu	ie IRL	MF,FW	Millwall	19	2003	7.4	0.14	2.03	0.81	40.0	2.04	0.81	0.07	0.17	0.00	0.00	Matches
209	Lukas Engel	dk DEN	DF,MF	Middlesbrough	24	1998	27.5	0.07	0.65	0.22	33.3	0.66	0.22	0.11	0.33	0.00	0.00	Matches
210	Niall Ennis	eng ENG	FW	Stoke City	24	1999	7.4	0.14	1.76	1.08	61.5	1.75	1.07	0.08	0.13	0.00	0.00	Matches
211	Niall Ennis	eng ENG	FW	Blackburn	24	1999	3.8	0.00	1.84	0.79	42.9	1.83	0.78	0.00	0.00	0.00	0.00	Matches
212	Romain Esse	eng ENG	MF,FW	Millwall	18	2005	8.3	0.24	1.69	0.48	28.6	1.69	0.48	0.14	0.50	0.00	0.00	Matches
213	Oscar Estupiñan	co COL	FW,MF	Hull City	26	1996	0.8	0.00	3.75	1.25	33.3	3.55	1.18	0.00	0.00	0.00	0.00	Matches
214	Kion Etete	eng ENG	FW	Cardiff City	21	2001	12.1	0.25	2.23	0.99	44.4	2.22	0.99	0.11	0.25	0.00	0.00	Matches
215	Neil Etheridge	ph PHI	GK	Birmingham City	33	1990	2.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
216	Ched Evans	wls WAL	FW	Preston	34	1988	8.3	0.00	1.20	0.72	60.0	1.21	0.72	0.00	0.00	0.00	0.00	Matches
217	Corry Evans	nir NIR	DF,MF	Sunderland	33	1990	0.8	0.00	1.25	0.00	0.0	1.32	0.00	0.00		0.00	0.00	Matches
218	George Evans	eng ENG	DF,MF	Millwall	28	1994	0.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
219	Lee Evans	wls WAL	MF	Ipswich Town	29	1994	0.7	0.00	1.43	0.00	0.0	1.38	0.00	0.00		0.00	0.00	Matches
220	Milan van Ewijk	nl NED	DF,MF	Coventry City	22	2000	34.4	0.06	0.70	0.20	29.2	0.70	0.20	0.08	0.29	0.00	0.00	Matches
221	Wout Faes	be BEL	DF	Leicester City	25	1998	42.5	0.05	0.56	0.21	37.5	0.56	0.21	0.08	0.22	0.00	0.00	Matches
222	Akin Famewo	eng ENG	DF	Sheffield Weds	24	1998	29.2	0.00	0.10	0.00	0.0	0.10	0.00	0.00		0.00	0.00	Matches
223	Christian Fassnacht	ch SUI	MF	Norwich City	29	1993	20.2	0.30	1.68	0.59	35.3	1.68	0.59	0.18	0.50	0.00	0.00	Matches
224	Abdul Fatawu Issahaku	gh GHA	FW,MF	Leicester City	19	2004	31.3	0.19	2.40	0.48	20.0	2.40	0.48	0.08	0.40	0.00	0.00	Matches
225	Tom Fellows	eng ENG	MF	West Brom	20	2003	16.6	0.24	1.02	0.48	47.1	1.02	0.48	0.24	0.50	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
226	Shane Ferguson	nir NIR	MF	Rotherham	32	1991	2.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
227	Sam Field	eng ENG	MF	QPR	25	1998	38.5	0.10	0.73	0.23	32.1	0.73	0.23	0.14	0.44	0.00	0.00	Matches
228	Sonny Finch	eng ENG	FW	Middlesbrough	17	2005	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
229	Junior Firpo	do DOM	DF	Leeds United	26	1996	19.8	0.00	0.45	0.15	33.3	0.45	0.15	0.00	0.00	0.00	0.00	Matches
230	Kellen Fisher	eng ENG	DF	Norwich City	19	2004	2.9	0.00	0.34	0.00	0.0	0.35	0.00	0.00		0.00	0.00	Matches
231	John Fleck	sct SCO	MF	Blackburn	31	1991	0.2	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
232	Zian Flemming	nl NED	FW,MF	Millwall	24	1998	41.0	0.17	2.15	0.68	31.8	2.15	0.68	0.07	0.21	0.02	0.05	Matches
233	Ashley Fletcher	eng ENG	FW	Sheffield Weds	27	1995	6.8	0.00	1.76	0.59	33.3	1.77	0.59	0.00	0.00	0.00	0.00	Matches
234	Adam Forshaw	eng ENG	MF	Norwich City	31	1991	2.1	0.00	0.48	0.00	0.0	0.48	0.00	0.00		0.00	0.00	Matches
235	Adam Forshaw	eng ENG	MF	Plymouth Argyle	31	1991	7.2	0.00	0.28	0.00	0.0	0.28	0.00	0.00		0.00	0.00	Matches
236	Marcus Forss	fi FIN	MF,FW	Middlesbrough	24	1999	12.4	0.56	2.90	1.13	38.9	2.90	1.13	0.17	0.43	0.08	0.08	Matches
237	Morgan Fox	wls WAL	DF	QPR	29	1993	12.8	0.08	0.39	0.23	60.0	0.39	0.23	0.20	0.33	0.00	0.00	Matches
238	Ryan Fraser	sct SCO	FW,MF	Southampton	29	1994	18.1	0.33	2.38	0.99	41.9	2.37	0.99	0.14	0.33	0.00	0.00	Matches
239	Michael Frey	ch SUI	FW	QPR	29	1994	4.1	0.24	2.20	0.73	33.3	2.18	0.73	0.11	0.33	0.00	0.24	Matches
240	Dael Fry	eng ENG	DF	Middlesbrough	25	1997	28.0	0.00	0.54	0.11	20.0	0.54	0.11	0.00	0.00	0.00	0.00	Matches
241	Mads Frøkjær-Jensen	dk DEN	MF	Preston	24	1999	28.5	0.11	1.12	0.28	25.0	1.12	0.28	0.09	0.38	0.00	0.00	Matches
242	Leo Fuhr Hjelde	no NOR	DF	Leeds United	19	2003	0.5	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
243	Leo Fuhr Hjelde	no NOR	DF	Sunderland	19	2003	9.5	0.00	0.42	0.00	0.0	0.42	0.00	0.00		0.00	0.00	Matches
244	Jay Fulton	sct SCO	MF	Swansea City	29	1994	30.6	0.03	0.82	0.23	28.0	0.82	0.23	0.04	0.14	0.00	0.00	Matches
245	Darnell Furlong	eng ENG	DF,MF	West Brom	27	1995	43.7	0.11	0.92	0.30	32.5	0.92	0.30	0.13	0.38	0.00	0.00	Matches
246	Sam Gallagher	eng ENG	FW,MF	Blackburn	27	1995	19.1	0.16	1.78	0.63	35.3	1.78	0.63	0.09	0.25	0.00	0.00	Matches
247	Brendan Galloway	zw ZIM	DF	Plymouth Argyle	27	1996	17.5	0.00	0.11	0.00	0.0	0.11	0.00	0.00		0.00	0.00	Matches
248	Gary Gardner	eng ENG	MF	Birmingham City	31	1992	2.3	0.43	2.17	0.43	20.0	2.17	0.43	0.20	1.00	0.00	0.00	Matches
249	Taylor Gardner-Hickman	eng ENG	DF,MF	West Brom	21	2001	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
250	Taylor Gardner-Hickman	eng ENG	MF,DF	Bristol City	21	2001	24.5	0.04	1.06	0.45	42.3	1.06	0.45	0.04	0.09	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
251	Jake Garrett	eng ENG	MF	Blackburn	20	2003	8.7	0.11	1.49	0.34	23.1	1.50	0.35	0.08	0.33	0.00	0.00	Matches
252	Djeidi Gassama	mr MTN	MF,FW	Sheffield Weds	19	2003	16.4	0.18	1.95	0.67	34.4	1.95	0.67	0.09	0.27	0.00	0.00	Matches
253	Dwight Gayle	eng ENG	FW,MF	Stoke City	32	1990	3.5	0.00	1.71	0.86	50.0	1.70	0.85	0.00	0.00	0.00	0.00	Matches
254	Joe Gelhardt	eng ENG	MF,FW	Leeds United	21	2002	2.2	0.00	2.27	0.45	20.0	2.28	0.46	0.00	0.00	0.00	0.00	Matches
255	Dimitris Giannoulis	gr GRE	DF	Norwich City	27	1995	27.9	0.00	0.43	0.04	8.3	0.43	0.04	0.00	0.00	0.00	0.00	Matches
256	Liam Gibbs	eng ENG	MF,FW	Norwich City	20	2002	6.2	0.00	0.32	0.00	0.0	0.32	0.00	0.00		0.00	0.00	Matches
257	Ben Gibson	eng ENG	DF	Norwich City	30	1993	31.9	0.00	0.25	0.03	12.5	0.25	0.03	0.00	0.00	0.00	0.00	Matches
258	Lewis Gibson	eng ENG	DF	Plymouth Argyle	23	2000	39.7	0.00	0.40	0.05	12.5	0.40	0.05	0.00	0.00	0.00	0.00	Matches
259	Alexander Gilbert	ie IRL	MF	Middlesbrough	21	2001	2.6	0.38	1.54	0.38	25.0	1.55	0.39	0.25	1.00	0.00	0.00	Matches
260	Luey Giles	wls WAL	DF	Cardiff City	16	2006	0.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
261	Ryan Giles	eng ENG	DF	Hull City	23	2000	12.0	0.00	0.33	0.00	0.0	0.33	0.00	0.00		0.00	0.00	Matches
262	Macaulay Gillesphey	eng ENG	DF	Plymouth Argyle	27	1995	2.4	0.00	0.42	0.00	0.0	0.42	0.00	0.00		0.00	0.00	Matches
263	Zak Gilsenan	ie IRL	MF	Blackburn	20	2003	0.0	0	0	0		0.00	0.00			0	0	Matches
264	Josh Ginnelly	eng ENG	MF	Swansea City	26	1997	2.1	0.48	2.86	0.95	33.3	2.80	0.93	0.17	0.50	0.00	0.00	Matches
265	Tom Glover	au AUS	GK	Middlesbrough	25	1997	11.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
266	Wilfried Gnonto	it ITA	MF	Leeds United	19	2003	18.4	0.43	2.50	0.87	34.8	2.50	0.87	0.17	0.50	0.00	0.00	Matches
267	Matthew Godden	eng ENG	FW	Coventry City	32	1991	22.7	0.26	2.38	1.01	42.6	2.38	1.01	0.11	0.26	0.00	0.09	Matches
268	Lynden Gooch	us USA	DF,MF	Stoke City	27	1995	19.0	0.11	0.79	0.26	33.3	0.79	0.26	0.13	0.40	0.00	0.00	Matches
269	Lynden Gooch	us USA	DF,FW	Sunderland	27	1995	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
270	Dimitris Goutas	gr GRE	DF	Cardiff City	29	1994	45.8	0.09	0.68	0.20	29.0	0.68	0.20	0.13	0.44	0.00	0.00	Matches
271	Aimar Govea	ec ECU	FW	Swansea City	17	2006	0.8	0.00	1.25	0.00	0.0	1.23	0.00	0.00		0.00	0.00	Matches
272	Karlan Grant	eng ENG	MF,FW	Cardiff City	25	1997	34.7	0.17	1.82	0.61	33.3	1.82	0.61	0.10	0.29	0.00	0.00	Matches
273	Archie Gray	eng ENG	DF,MF	Leeds United	17	2006	40.0	0.03	0.35	0.07	21.4	0.35	0.08	0.07	0.33	0.00	0.00	Matches
274	Jacob Greaves	eng ENG	DF	Hull City	22	2000	43.0	0.05	0.67	0.23	34.5	0.67	0.23	0.07	0.20	0.00	0.00	Matches
275	André Green	eng ENG	FW,MF	Rotherham	25	1998	7.2	0.00	0.97	0.14	14.3	0.98	0.14	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
276	Sam Greenwood	eng ENG	MF,FW	Middlesbrough	21	2002	24.4	0.20	2.83	1.02	36.2	2.83	1.02	0.07	0.20	0.00	0.04	Matches
277	Sam Greenwood	eng ENG	FW,MF	Leeds United	21	2002	0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
278	Lee Gregory	eng ENG	FW,MF	Sheffield Weds	34	1988	7.9	0.13	1.39	0.38	27.3	1.39	0.38	0.09	0.33	0.00	0.00	Matches
279	Jack Grieves	eng ENG	MF	Watford	18	2004	0.6	0.00	1.67	0.00	0.0	1.58	0.00	0.00		0.00	0.00	Matches
280	Matt Grimes	eng ENG	MF	Swansea City	28	1995	46.0	0.09	0.65	0.22	33.3	0.65	0.22	0.07	0.20	0.04	0.07	Matches
281	Ilia Gruev	bg BUL	MF	Leeds United	23	2000	19.7	0.00	0.30	0.05	16.7	0.30	0.05	0.00	0.00	0.00	0.00	Matches
282	Joe Gubbins	eng ENG	DF	QPR	21	2001	1.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
283	Angus Gunn	sct SCO	GK	Norwich City	27	1996	39.3	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
284	Darko Gyabi	eng ENG	MF,FW	Plymouth Argyle	19	2004	8.6	0.00	1.05	0.23	22.2	1.05	0.23	0.00	0.00	0.00	0.00	Matches
285	Darko Gyabi	eng ENG	MF	Leeds United	19	2004	0.0	0	0	0		0.00	0.00			0	0	Matches
286	Hayden Hackney	eng ENG	MF	Middlesbrough	21	2002	20.1	0.05	1.29	0.25	19.2	1.29	0.25	0.04	0.20	0.00	0.00	Matches
287	Sead Haksabanović	me MNE	FW,MF	Stoke City	24	1999	10.6	0.09	2.17	0.38	17.4	2.16	0.38	0.04	0.25	0.00	0.00	Matches
288	George Hall	eng ENG	MF	Birmingham City	19	2004	1.5	0.00	0.67	0.00	0.0	0.65	0.00	0.00		0.00	0.00	Matches
289	Grant Hall	eng ENG	DF	Rotherham	31	1991	3.1	0.32	0.65	0.32	50.0	0.65	0.32	0.50	1.00	0.00	0.00	Matches
290	Ali Al Hamadi	iq IRQ	FW	Ipswich Town	21	2002	3.3	1.21	5.45	2.73	50.0	5.53	2.76	0.17	0.33	0.30	0.61	Matches
291	Ben Hamer	eng ENG	GK	Watford	35	1987	19.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
292	Gustavo Hamer	nl NED	MF	Coventry City	26	1997	0.8	0.00	1.25	0.00	0.0	1.29	0.00	0.00		0.00	0.00	Matches
293	Grant Hanley	sct SCO	DF	Norwich City	31	1991	6.1	0.00	0.33	0.00	0.0	0.33	0.00	0.00		0.00	0.00	Matches
294	Ryan Hardie	sct SCO	FW	Plymouth Argyle	26	1997	31.5	0.38	3.08	1.11	36.1	3.08	1.11	0.12	0.34	0.00	0.00	Matches
295	Wes Harding	jm JAM	DF	Millwall	26	1996	21.2	0.14	0.61	0.38	61.5	0.61	0.38	0.23	0.38	0.00	0.00	Matches
296	Marcus Harness	eng ENG	MF	Ipswich Town	27	1996	10.9	0.37	2.29	0.92	40.0	2.29	0.92	0.16	0.40	0.00	0.00	Matches
297	Kian Harratt	eng ENG	FW	Huddersfield	21	2002	5.5	0.18	1.82	0.36	20.0	1.81	0.36	0.10	0.50	0.00	0.00	Matches
298	Taylor Harwood-Bellis	eng ENG	DF	Southampton	21	2002	38.9	0.05	0.69	0.15	22.2	0.69	0.15	0.07	0.33	0.00	0.00	Matches
299	Ben Hatton		MF	Rotherham			0.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
300	Isaac Hayden	jm JAM	MF	QPR	28	1995	11.0	0.00	0.45	0.09	20.0	0.46	0.09	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
301	Conor Hazard	nir NIR	GK	Plymouth Argyle	25	1998	27.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
302	Jaheim Headley	eng ENG	MF	Huddersfield	21	2001	18.3	0.05	0.38	0.11	28.6	0.38	0.11	0.14	0.50	0.00	0.00	Matches
303	Rhys Healey	wls WAL	FW,MF	Huddersfield	28	1994	5.6	0.54	3.57	1.07	30.0	3.55	1.07	0.15	0.50	0.00	0.00	Matches
304	Rhys Healey	wls WAL	FW	Watford	28	1994	2.3	0.87	3.48	1.74	50.0	3.51	1.76	0.25	0.50	0.00	0.00	Matches
305	Ryan Hedges	wls WAL	MF	Blackburn	28	1995	10.9	0.18	1.56	0.64	41.2	1.56	0.64	0.12	0.29	0.00	0.00	Matches
306	Michał Helik	pl POL	DF	Huddersfield	27	1995	40.3	0.22	0.65	0.42	65.4	0.64	0.42	0.35	0.53	0.00	0.00	Matches
307	Jeff Hendrick	ie IRL	MF	Sheffield Weds	31	1992	5.4	0.19	1.11	0.37	33.3	1.10	0.37	0.17	0.50	0.00	0.00	Matches
308	Mads Hermansen	dk DEN	GK	Leicester City	23	2000	44.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
309	Onel Hernández	cu CUB	MF	Norwich City	30	1993	13.2	0.00	1.67	0.23	13.6	1.67	0.23	0.00	0.00	0.00	0.00	Matches
310	James Hill	eng ENG	DF	Blackburn	21	2002	14.4	0.07	0.83	0.28	33.3	0.83	0.28	0.08	0.25	0.00	0.00	Matches
311	George Hirst	sct SCO	FW	Ipswich Town	24	1999	19.6	0.36	2.55	1.22	48.0	2.55	1.23	0.12	0.25	0.05	0.05	Matches
312	Václav Hladký	cz CZE	GK	Ipswich Town	32	1990	46.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
313	Joe Hodge	ie IRL	MF	QPR	20	2002	4.0	0.25	1.75	0.50	28.6	1.75	0.50	0.14	0.50	0.00	0.00	Matches
314	Wesley Hoedt	nl NED	DF	Watford	29	1994	44.0	0.09	0.80	0.23	28.6	0.80	0.23	0.11	0.40	0.00	0.00	Matches
315	Ki-Jana Hoever	nl NED	DF,MF	Stoke City	21	2002	34.1	0.12	0.94	0.21	21.9	0.94	0.21	0.13	0.57	0.00	0.00	Matches
316	Scott Hogan	ie IRL	FW	Birmingham City	31	1992	11.2	0.09	2.05	0.71	34.8	2.05	0.71	0.04	0.13	0.00	0.09	Matches
317	Jonathan Hogg	eng ENG	MF	Huddersfield	34	1988	29.9	0.00	0.40	0.07	16.7	0.40	0.07	0.00	0.00	0.00	0.00	Matches
318	Mason Holgate	jm JAM	DF	Southampton	26	1996	3.2	0.00	0.63	0.31	50.0	0.62	0.31	0.00	0.00	0.00	0.00	Matches
319	Duane Holmes	us USA	MF	Preston	28	1994	23.4	0.17	1.32	0.51	38.7	1.32	0.51	0.13	0.33	0.00	0.00	Matches
320	George Honeyman	eng ENG	MF	Millwall	28	1994	23.1	0.00	0.43	0.13	30.0	0.43	0.13	0.00	0.00	0.00	0.00	Matches
321	Sydney van Hooijdonk	nl NED	FW	Norwich City	23	2000	1.4	0.00	0.71	0.00	0.0	0.69	0.00	0.00		0.00	0.00	Matches
322	Ethan Horvath	us USA	GK	Cardiff City	28	1995	16.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
323	Jordan Houghton	eng ENG	MF	Plymouth Argyle	27	1995	31.8	0.00	0.41	0.22	53.8	0.41	0.22	0.00	0.00	0.00	0.00	Matches
324	Jonny Howson	eng ENG	MF	Middlesbrough	35	1988	34.4	0.06	0.73	0.29	40.0	0.73	0.29	0.04	0.10	0.03	0.06	Matches
325	Kyle Hudlin	eng ENG	FW	Huddersfield	23	2000	3.1	0.00	1.29	0.32	25.0	1.29	0.32	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	90s	Gls	Sh	SoT	SoT%	Sh/90	SoT/90	G/Sh	G/SoT	PK	PKatt	Matches
326	Niall Huggins	wls WAL	DF	Sunderland	22	2000	14.8	0.07	0.47	0.20	42.9	0.47	0.20	0.14	0.33	0.00	0.00	Matches
327	Andrew Hughes	wls WAL	DF	Preston	31	1992	34.9	0.03	0.52	0.14	27.8	0.52	0.14	0.06	0.20	0.00	0.00	Matches
328	Jordan Hugill	eng ENG	FW	Rotherham	31	1992	25.9	0.19	1.31	0.39	29.4	1.31	0.39	0.15	0.50	0.00	0.00	Matches
329	Trai Hume	nir NIR	DF	Sunderland	21	2002	45.2	0.02	0.80	0.27	33.3	0.80	0.27	0.03	0.08	0.00	0.00	Matches
330	Bashir Humphreys	eng ENG	DF	Swansea City	20	2003	21.0	0.05	0.38	0.10	25.0	0.38	0.10	0.13	0.50	0.00	0.00	Matches
331	Cameron Humphreys	eng ENG	DF	Ipswich Town	19	2003	1.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
332	Cameron Humphreys	eng ENG	DF	Rotherham	24	1998	22.5	0.00	0.04	0.00	0.0	0.04	0.00	0.00		0.00	0.00	Matches
333	Omari Hutchinson	eng ENG	MF	Ipswich Town	19	2003	24.4	0.41	2.66	1.23	46.2	2.67	1.23	0.15	0.33	0.00	0.00	Matches
334	Shaun Hutchinson	eng ENG	DF	Millwall	32	1990	8.5	0.12	0.24	0.12	50.0	0.24	0.12	0.50	1.00	0.00	0.00	Matches
335	Dominic Hyam	sct SCO	DF	Blackburn	27	1995	33.5	0.03	0.42	0.09	21.4	0.42	0.09	0.07	0.33	0.00	0.00	Matches
336	Adam Idah	ie IRL	FW	Norwich City	22	2001	14.2	0.42	1.76	1.20	68.0	1.76	1.20	0.20	0.29	0.07	0.07	Matches
337	Kelechi Iheanacho	ng NGA	FW	Leicester City	26	1996	10.2	0.49	3.04	1.18	38.7	3.03	1.17	0.10	0.25	0.20	0.20	Matches
338	Michael Ihiekwe	eng ENG	DF	Sheffield Weds	30	1992	21.4	0.05	0.61	0.23	38.5	0.61	0.23	0.08	0.20	0.00	0.00	Matches
339	Tom Ince	eng ENG	FW	Watford	31	1992	9.4	0.21	2.02	0.64	31.6	2.02	0.64	0.11	0.33	0.00	0.00	Matches
340	Matt Ingram	eng ENG	GK	Hull City	29	1993	9.1	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
341	Dominic Iorfa	eng ENG	DF	Sheffield Weds	28	1995	19.9	0.00	0.40	0.10	25.0	0.40	0.10	0.00	0.00	0.00	0.00	Matches
342	Tom Iorpenda	eng ENG	MF	Huddersfield	18	2005	0.6	0.00	1.67	0.00	0.0	1.73	0.00	0.00		0.00	0.00	Matches
343	Freddie Issaka	wls WAL	FW	Plymouth Argyle	17	2006	0.4	0.00	5.00	2.50	50.0	4.62	2.31	0.00	0.00	0.00	0.00	Matches
344	Daniel Iversen	dk DEN	GK	Stoke City	26	1997	18.0	0.00	0.00	0.00		0.00	0.00			0.00	0.00	Matches
345	Ben Jackson	eng ENG	MF,DF	Huddersfield	22	2001	14.9	0.07	0.40	0.20	50.0	0.40	0.20	0.17	0.33	0.00	0.00	Matches
