Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
137	Jordan Clark	eng ENG	MF	Luton Town	28	1993	38	34	3,100	34.4	0.06	0.12	0.17	0.06	0.00	0.00	0.15	0.00	0.06	0.12	0.17	0.06	0.17	Matches
138	Harry Clarke	eng ENG	MF,DF	Stoke City	21	2001	18	9	985	10.9	0.18	0.00	0.18	0.18	0.00	0.00	0.18	0.00	0.18	0.00	0.18	0.18	0.18	Matches
139	Jack Clarke	eng ENG	MF,FW	Sunderland	21	2000	45	44	3,786	42.1	0.21	0.26	0.48	0.21	0.00	0.00	0.21	0.00	0.21	0.26	0.48	0.21	0.48	Matches
140	John Clarke	ie IRL	DF	Reading	18	2004	3	0	24	0.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
141	Matthew Clarke	eng ENG	DF	Middlesbrough	25	1996	6	6	459	5.1	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	Matches
142	Jake Clarke-Salter	eng ENG	DF	QPR	24	1997	16	13	1,131	12.6	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	Matches
143	Reyes Cleary	eng ENG	FW,MF	West Brom	18	2004	2	0	57	0.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
144	Tom Cleverley	eng ENG	MF	Watford	32	1989	4	3	245	2.7	0.37	0.00	0.37	0.37	0.00	0.00	0.37	0.00	0.37	0.00	0.37	0.37	0.37	Matches
145	Sam Clucas	eng ENG	MF	Stoke City	31	1990	12	5	483	5.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
146	Josh Coburn	eng ENG	FW	Middlesbrough	19	2002	1	0	28	0.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
147	Maxime Colin	fr FRA	DF,MF	Birmingham City	30	1991	44	44	3,847	42.7	0.05	0.07	0.12	0.05	0.00	0.00	0.09	0.00	0.05	0.07	0.12	0.05	0.12	Matches
148	Jamilu Collins	ng NGA	DF	Cardiff City	27	1994	4	4	278	3.1	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	Matches
149	Rubin Colwill	wls WAL	MF	Cardiff City	20	2002	20	4	601	6.7	0.00	0.15	0.15	0.00	0.00	0.00	0.15	0.00	0.00	0.15	0.15	0.00	0.15	Matches
150	Cameron Congreve	wls WAL	MF	Swansea City	18	2004	10	1	125	1.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
151	Aaron Connolly	ie IRL	FW,MF	Hull City	22	2000	5	4	338	3.8	0.53	0.00	0.53	0.53	0.00	0.00	0.26	0.00	0.53	0.00	0.53	0.53	0.53	Matches
152	Callum Connolly	eng ENG	DF,MF	Blackpool	24	1997	41	39	3,453	38.4	0.03	0.03	0.05	0.03	0.00	0.00	0.29	0.03	0.03	0.03	0.05	0.03	0.05	Matches
153	Tommy Conway	sct SCO	FW,MF	Bristol City	19	2002	34	25	1,901	21.1	0.43	0.14	0.57	0.43	0.00	0.00	0.05	0.00	0.43	0.14	0.57	0.43	0.57	Matches
154	Jake Cooper	eng ENG	DF	Millwall	27	1995	46	45	3,992	44.4	0.07	0.07	0.14	0.07	0.00	0.00	0.29	0.00	0.07	0.07	0.14	0.07	0.14	Matches
155	Oliver Cooper	wls WAL	MF,FW	Swansea City	22	1999	41	24	2,301	25.6	0.20	0.08	0.27	0.20	0.00	0.00	0.23	0.00	0.20	0.08	0.27	0.20	0.27	Matches
156	Theo Corbeanu	ca CAN	FW,MF	Blackpool	20	2002	17	9	845	9.4	0.32	0.11	0.43	0.32	0.00	0.00	0.21	0.00	0.32	0.11	0.43	0.32	0.43	Matches
157	Jack Cork	eng ENG	MF	Burnley	33	1989	39	26	2,440	27.1	0.00	0.07	0.07	0.00	0.00	0.00	0.44	0.00	0.00	0.07	0.07	0.00	0.07	Matches
158	Harry Cornick	eng ENG	MF,FW	Bristol City	27	1995	17	8	777	8.6	0.12	0.12	0.23	0.12	0.00	0.00	0.23	0.00	0.12	0.12	0.23	0.12	0.23	Matches
159	Harry Cornick	eng ENG	FW,MF	Luton Town	27	1995	19	7	746	8.3	0.12	0.36	0.48	0.12	0.00	0.00	0.12	0.00	0.12	0.36	0.48	0.12	0.48	Matches
160	Sam Cosgrove	eng ENG	FW	Birmingham City	25	1996	2	0	35	0.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
161	Dara Costelloe	ie IRL	FW	Burnley	19	2002	4	3	208	2.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
162	Jordan Cousins	eng ENG	MF	Wigan Athletic	28	1994	10	8	643	7.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
163	Conor Coventry	ie IRL	MF	Rotherham	22	2000	16	16	1,307	14.5	0.00	0.14	0.14	0.00	0.00	0.00	0.21	0.00	0.00	0.14	0.14	0.00	0.14	Matches
164	Vaughn Covil	us USA	MF	Hull City	19	2003	6	1	97	1.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
165	Lewie Coyle	eng ENG	DF,MF	Hull City	26	1995	41	26	2,418	26.9	0.00	0.07	0.07	0.00	0.00	0.00	0.19	0.00	0.00	0.07	0.07	0.00	0.07	Matches
166	Michael Craig	sct SCO	DF,MF	Reading	19	2003	2	0	16	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
167	Charlie Cresswell	eng ENG	DF	Millwall	19	2002	28	25	2,260	25.1	0.16	0.08	0.24	0.16	0.00	0.00	0.16	0.00	0.16	0.08	0.24	0.16	0.24	Matches
168	Matt Crooks	eng ENG	MF,FW	Middlesbrough	28	1994	37	18	1,807	20.1	0.35	0.30	0.65	0.35	0.00	0.00	0.35	0.00	0.35	0.30	0.65	0.35	0.65	Matches
169	Josh Cullen	ie IRL	MF	Burnley	26	1996	43	43	3,840	42.7	0.02	0.09	0.12	0.02	0.00	0.00	0.19	0.00	0.02	0.09	0.12	0.02	0.12	Matches
170	Liam Cullen	wls WAL	MF,FW	Swansea City	23	1999	29	15	1,216	13.5	0.59	0.07	0.67	0.59	0.00	0.00	0.00	0.00	0.59	0.07	0.67	0.59	0.67	Matches
171	Luke Cundle	eng ENG	MF	Swansea City	20	2002	32	21	1,779	19.8	0.15	0.20	0.35	0.15	0.00	0.00	0.10	0.00	0.15	0.20	0.35	0.15	0.35	Matches
172	Greg Cunningham	ie IRL	DF	Preston	31	1991	22	20	1,782	19.8	0.10	0.10	0.20	0.10	0.00	0.00	0.15	0.00	0.10	0.10	0.20	0.10	0.20	Matches
173	Fankaty Dabo	eng ENG	MF	Coventry City	26	1995	27	20	1,661	18.5	0.00	0.11	0.11	0.00	0.00	0.00	0.32	0.00	0.00	0.11	0.11	0.00	0.11	Matches
174	Bradley Dack	eng ENG	MF,FW	Blackburn	28	1993	27	13	1,211	13.5	0.30	0.07	0.37	0.30	0.00	0.00	0.07	0.00	0.30	0.07	0.37	0.30	0.37	Matches
175	Leon Dajaku	de GER	MF,FW	Sunderland	21	2001	10	2	194	2.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
176	Ameen Al-Dakhil	be BEL	DF	Burnley	20	2002	8	7	671	7.5	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	Matches
177	Vontae Daley Campbell	eng ENG	DF	Cardiff City	21	2001	1	1	63	0.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
178	Scott Dann	eng ENG	DF	Reading	35	1987	13	6	656	7.3	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00	Matches
179	Tendayi Darikwa	zw ZIM	MF,DF	Wigan Athletic	30	1991	37	34	2,769	30.8	0.00	0.03	0.03	0.00	0.00	0.00	0.23	0.00	0.00	0.03	0.03	0.00	0.03	Matches
180	Harry Darling	eng ENG	DF	Swansea City	22	1999	31	26	2,292	25.5	0.16	0.04	0.20	0.16	0.00	0.00	0.43	0.00	0.16	0.04	0.20	0.16	0.20	Matches
181	Karl Darlow	wls WAL	GK	Hull City	31	1990	12	12	1,080	12.0	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	Matches
182	Jay Dasilva	wls WAL	MF,DF	Bristol City	24	1998	34	29	2,611	29.0	0.00	0.03	0.03	0.00	0.00	0.00	0.03	0.00	0.00	0.03	0.03	0.00	0.03	Matches
183	Adam Davies	wls WAL	GK	Sheffield United	30	1992	7	6	612	6.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
184	Isaak Davies	wls WAL	FW	Cardiff City	20	2001	10	2	281	3.1	0.32	0.00	0.32	0.32	0.00	0.00	0.00	0.00	0.32	0.00	0.32	0.32	0.32	Matches
185	Keinan Davis	eng ENG	FW	Watford	24	1998	34	27	2,393	26.6	0.26	0.08	0.34	0.26	0.00	0.00	0.23	0.00	0.26	0.08	0.34	0.26	0.34	Matches
186	Harlee Dean	eng ENG	DF	Birmingham City	31	1991	16	14	1,213	13.5	0.07	0.00	0.07	0.07	0.00	0.00	0.22	0.00	0.07	0.00	0.07	0.07	0.07	Matches
187	Troy Deeney	eng ENG	FW	Birmingham City	34	1988	33	24	2,086	23.2	0.30	0.04	0.34	0.17	0.13	0.17	0.22	0.00	0.30	0.04	0.35	0.17	0.22	Matches
188	Liam Delap	eng ENG	FW	Stoke City	19	2003	22	14	1,257	14.0	0.21	0.00	0.21	0.21	0.00	0.00	0.43	0.00	0.21	0.00	0.21	0.21	0.21	Matches
189	Liam Delap	eng ENG	FW	Preston	19	2003	15	6	621	6.9	0.14	0.00	0.14	0.14	0.00	0.00	0.29	0.00	0.14	0.00	0.14	0.14	0.14	Matches
190	Tom Dele-Bashiru	ng NGA	MF	Watford	22	1999	6	4	353	3.9	0.00	0.26	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.25	Matches
191	Emmanuel Dennis	ng NGA	MF	Watford	24	1997	2	2	172	1.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
192	Halil Dervişoğlu	tr TUR	FW	Burnley	22	1999	8	0	72	0.8	1.25	0.00	1.25	1.25	0.00	0.00	0.00	0.00	1.25	0.00	1.25	1.25	1.25	Matches
193	Bambo Diaby	sn SEN	DF	Preston	24	1997	17	9	950	10.6	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.09	0.00	0.00	0.00	0.00	0.00	Matches
194	Amad Diallo	ci CIV	MF,FW	Sunderland	20	2002	37	27	2,586	28.7	0.45	0.10	0.56	0.35	0.10	0.10	0.10	0.00	0.45	0.10	0.56	0.35	0.45	Matches
195	Jack Diamond	eng ENG	FW,MF	Sunderland	22	2000	1	0	5	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
196	Grady Diangana	cd COD	MF,FW	West Brom	24	1998	31	21	1,932	21.5	0.19	0.14	0.33	0.19	0.00	0.00	0.14	0.00	0.19	0.14	0.33	0.19	0.33	Matches
197	Brahima Diarra	ml MLI	MF,FW	Huddersfield	19	2003	20	7	814	9.0	0.00	0.22	0.22	0.00	0.00	0.00	0.22	0.00	0.00	0.22	0.22	0.00	0.22	Matches
198	Robert Dickie	eng ENG	DF	QPR	26	1996	38	32	3,036	33.7	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	Matches
199	Seny Dieng	sn SEN	GK	QPR	27	1994	46	46	4,140	46.0	0.02	0.00	0.02	0.02	0.00	0.00	0.04	0.00	0.02	0.00	0.02	0.02	0.02	Matches
200	Anfernee Dijksteel	sr SUR	DF,MF	Middlesbrough	25	1996	20	10	939	10.4	0.00	0.10	0.10	0.00	0.00	0.00	0.19	0.10	0.00	0.10	0.10	0.00	0.10	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
201	Daryl Dike	us USA	FW	West Brom	22	2000	23	14	1,202	13.4	0.52	0.07	0.60	0.52	0.00	0.00	0.15	0.00	0.52	0.07	0.60	0.52	0.60	Matches
202	Elijah Dixon-Bonner	eng ENG	MF	QPR	21	2001	1	0	9	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
203	Greg Docherty	sct SCO	MF	Hull City	25	1996	35	18	1,954	21.7	0.05	0.09	0.14	0.05	0.00	0.00	0.05	0.00	0.05	0.09	0.14	0.05	0.14	Matches
204	Tyrhys Dolan	eng ENG	FW,MF	Blackburn	20	2001	40	21	1,973	21.9	0.18	0.27	0.46	0.18	0.00	0.00	0.18	0.00	0.18	0.27	0.46	0.18	0.46	Matches
205	Kenneth Dougall	au AUS	MF	Blackpool	29	1993	36	27	2,574	28.6	0.10	0.07	0.17	0.10	0.00	0.00	0.31	0.00	0.10	0.07	0.17	0.10	0.17	Matches
206	Alfie Doughty	eng ENG	MF	Luton Town	22	1999	28	25	2,170	24.1	0.08	0.21	0.29	0.08	0.00	0.00	0.41	0.00	0.08	0.21	0.29	0.08	0.29	Matches
207	Kieran Dowell	eng ENG	MF,FW	Norwich City	24	1997	23	14	1,111	12.3	0.41	0.24	0.65	0.41	0.00	0.00	0.33	0.00	0.41	0.24	0.65	0.41	0.65	Matches
208	Callum Doyle	eng ENG	DF	Coventry City	18	2003	41	39	3,401	37.8	0.00	0.03	0.03	0.00	0.00	0.00	0.19	0.00	0.00	0.03	0.03	0.00	0.03	Matches
209	Tommy Doyle	eng ENG	MF	Sheffield United	20	2001	33	21	1,853	20.6	0.15	0.19	0.34	0.15	0.00	0.00	0.19	0.00	0.15	0.19	0.34	0.15	0.34	Matches
210	Andre Dozzell	eng ENG	MF	QPR	23	1999	36	19	1,835	20.4	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	Matches
211	Cody Drameh	eng ENG	MF	Luton Town	20	2001	16	16	1,293	14.4	0.00	0.14	0.14	0.00	0.00	0.00	0.28	0.00	0.00	0.14	0.14	0.00	0.14	Matches
212	Aaron Drewe	eng ENG	DF,MF	QPR	21	2001	7	5	456	5.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
213	Jimmy Dunne	ie IRL	DF	QPR	24	1997	40	38	3,388	37.6	0.05	0.00	0.05	0.05	0.00	0.00	0.19	0.00	0.05	0.00	0.05	0.05	0.05	Matches
214	Lyndon Dykes	sct SCO	FW	QPR	26	1995	39	35	2,948	32.8	0.24	0.06	0.30	0.18	0.06	0.09	0.12	0.00	0.24	0.06	0.31	0.18	0.24	Matches
215	Tom Eaves	eng ENG	FW	Rotherham	30	1992	20	5	577	6.4	0.00	0.16	0.16	0.00	0.00	0.00	0.47	0.00	0.00	0.16	0.16	0.00	0.16	Matches
216	Malcolm Ebiowei	eng ENG	MF	Hull City	18	2003	12	5	524	5.8	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	Matches
217	Josh Eccles	eng ENG	MF	Coventry City	22	2000	34	27	2,422	26.9	0.04	0.07	0.11	0.04	0.00	0.00	0.30	0.00	0.04	0.07	0.11	0.04	0.11	Matches
218	Rarmani Edmonds-Green	eng ENG	DF	Wigan Athletic	23	1999	4	2	247	2.7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
219	Rarmani Edmonds-Green	eng ENG	MF,DF	Huddersfield	23	1999	11	10	839	9.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
220	Tayo Edun	eng ENG	MF	Blackburn	24	1998	8	1	197	2.2	0.00	0.45	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.46	0.46	0.00	0.46	Matches
221	Gwion Edwards	wls WAL	FW,MF	Wigan Athletic	29	1993	2	0	26	0.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
222	John Egan	ie IRL	DF	Sheffield United	29	1992	45	44	3,955	43.9	0.05	0.02	0.07	0.05	0.00	0.00	0.25	0.02	0.05	0.02	0.07	0.05	0.07	Matches
223	CJ Egan-Riley	eng ENG	DF	Burnley	19	2003	3	0	21	0.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
224	Kelvin Ehibhatiomhan	eng ENG	FW	Reading	19	2003	8	2	198	2.2	0.45	0.00	0.45	0.45	0.00	0.00	0.45	0.00	0.45	0.00	0.45	0.45	0.45	Matches
225	Ovie Ejaria	eng ENG	MF,FW	Reading	24	1997	8	5	420	4.7	0.00	0.21	0.21	0.00	0.00	0.00	0.21	0.00	0.00	0.21	0.21	0.00	0.21	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
226	Hjalmar Ekdal	se SWE	DF	Burnley	23	1998	9	9	767	8.5	0.12	0.12	0.24	0.12	0.00	0.00	0.12	0.00	0.12	0.12	0.23	0.12	0.23	Matches
227	Marvin Ekpiteta	eng ENG	DF	Blackpool	26	1995	25	24	2,064	22.9	0.04	0.00	0.04	0.04	0.00	0.00	0.22	0.09	0.04	0.00	0.04	0.04	0.04	Matches
228	Pierre Ekwah Elimby	fr FRA	MF	Sunderland	20	2002	14	5	448	5.0	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	Matches
229	Callum Elder	au AUS	DF,MF	Hull City	27	1995	29	21	1,903	21.1	0.00	0.14	0.14	0.00	0.00	0.00	0.19	0.00	0.00	0.14	0.14	0.00	0.14	Matches
230	Aidomo Emakhu	ie IRL	MF	Millwall	18	2003	1	0	4	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
231	Elliot Embleton	eng ENG	MF,FW	Sunderland	23	1999	23	13	1,058	11.8	0.17	0.17	0.34	0.17	0.00	0.00	0.34	0.08	0.17	0.17	0.34	0.17	0.34	Matches
232	Romain Esse	eng ENG	MF	Millwall	17	2005	12	0	173	1.9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
233	Oscar Estupiñan	co COL	FW	Hull City	25	1996	35	29	2,541	28.2	0.46	0.04	0.50	0.46	0.00	0.04	0.07	0.04	0.46	0.04	0.50	0.46	0.50	Matches
234	Kion Etete	eng ENG	FW	Cardiff City	20	2001	28	12	1,224	13.6	0.22	0.07	0.29	0.22	0.00	0.00	0.29	0.00	0.22	0.07	0.29	0.22	0.29	Matches
235	Neil Etheridge	ph PHI	GK	Birmingham City	32	1990	4	3	323	3.6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
236	Ched Evans	wls WAL	FW	Preston	33	1988	26	14	1,300	14.4	0.63	0.07	0.69	0.63	0.00	0.00	0.42	0.07	0.62	0.07	0.69	0.62	0.69	Matches
237	Corry Evans	nir NIR	MF	Sunderland	32	1990	24	22	1,817	20.2	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	Matches
238	George Evans	eng ENG	DF,MF	Millwall	27	1994	11	0	76	0.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
239	Mo Faal	eng ENG	FW	West Brom	19	2003	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
240	Shane Ferguson	nir NIR	MF,FW	Rotherham	31	1991	31	20	1,469	16.3	0.18	0.31	0.49	0.18	0.00	0.00	0.12	0.00	0.18	0.31	0.49	0.18	0.49	Matches
241	João Ferreira	pt POR	MF,DF	Watford	21	2001	5	3	269	3.0	0.33	0.00	0.33	0.33	0.00	0.00	0.33	0.00	0.33	0.00	0.33	0.33	0.33	Matches
242	Sam Field	eng ENG	MF	QPR	24	1998	46	46	4,033	44.8	0.04	0.04	0.09	0.04	0.00	0.00	0.25	0.00	0.04	0.04	0.09	0.04	0.09	Matches
243	Tobias Figueiredo	pt POR	DF	Hull City	28	1994	22	18	1,649	18.3	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	Matches
244	Sonny Finch	eng ENG	FW	Middlesbrough	16	2005	3	0	6	0.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
245	Lewis Fiorini	sct SCO	MF	Blackpool	20	2002	13	13	980	10.9	0.09	0.18	0.28	0.09	0.00	0.00	0.28	0.00	0.09	0.18	0.28	0.09	0.28	Matches
246	Andy Fisher	eng ENG	GK	Swansea City	24	1998	26	25	2,280	25.3	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	Matches
247	Darnell Fisher	eng ENG	DF	Middlesbrough	28	1994	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
248	John Fleck	sct SCO	MF	Sheffield United	30	1991	26	14	1,110	12.3	0.08	0.08	0.16	0.08	0.00	0.00	0.24	0.00	0.08	0.08	0.16	0.08	0.16	Matches
249	Brandon Fleming	eng ENG	DF	Hull City	22	1999	4	1	141	1.6	0.00	0.63	0.63	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.64	0.00	0.64	Matches
250	Zian Flemming	nl NED	MF,FW	Millwall	23	1998	43	40	3,595	39.9	0.38	0.08	0.45	0.35	0.03	0.03	0.05	0.00	0.38	0.08	0.45	0.35	0.43	Matches
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	Gls	Ast	G+A	G-PK	G+A-PK	Matches
251	Ashley Fletcher	eng ENG	FW	Wigan Athletic	26	1995	26	13	1,194	13.3	0.15	0.00	0.15	0.15	0.00	0.00	0.00	0.00	0.15	0.00	0.15	0.15	0.15	Matches
252	Aden Flint	eng ENG	DF	Stoke City	33	1989	9	9	810	9.0	0.00	0.22	0.22	0.00	0.00	0.00	0.11	0.00	0.00	0.22	0.22	0.00	0.22	Matches
253	Wes Foderingham	eng ENG	GK	Sheffield United	31	1991	40	40	3,512	39.0	0.00	0.03	0.03	0.00	0.00	0.00	0.05	0.05	0.00	0.03	0.03	0.00	0.03	Matches
254	Tyrese Fornah	sl SLE	MF	Reading	22	1999	35	21	1,951	21.7	0.09	0.09	0.18	0.09	0.00	0.00	0.14	0.00	0.09	0.09	0.18	0.09	0.18	Matches
255	Marcus Forss	fi FIN	MF,FW	Middlesbrough	23	1999	38	24	1,965	21.8	0.46	0.23	0.69	0.37	0.09	0.09	0.23	0.00	0.46	0.23	0.69	0.37	0.60	Matches
256	Lyle Foster	za RSA	FW	Burnley	21	2000	11	4	365	4.1	0.24	0.00	0.24	0.24	0.00	0.00	0.00	0.00	0.25	0.00	0.25	0.25	0.25	Matches
257	Tariqe Fosu	gh GHA	MF	Stoke City	26	1995	20	13	1,234	13.7	0.00	0.07	0.07	0.00	0.00	0.00	0.22	0.00	0.00	0.07	0.07	0.00	0.07	Matches
258	Tariqe Fosu	gh GHA	MF,FW	Rotherham	26	1995	19	15	1,467	16.3	0.06	0.12	0.18	0.06	0.00	0.00	0.06	0.00	0.06	0.12	0.18	0.06	0.18	Matches
259	Morgan Fox	wls WAL	DF	Stoke City	28	1993	40	35	3,272	36.4	0.00	0.08	0.08	0.00	0.00	0.00	0.05	0.00	0.00	0.08	0.08	0.00	0.08	Matches
260	Luke Freeman	eng ENG	MF,FW	Luton Town	30	1992	26	10	989	11.0	0.18	0.09	0.27	0.18	0.00	0.00	0.18	0.00	0.18	0.09	0.27	0.18	0.27	Matches
261	George Friend	eng ENG	DF	Birmingham City	34	1987	6	2	223	2.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
262	Dael Fry	eng ENG	DF	Middlesbrough	24	1997	30	26	2,288	25.4	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.04	0.00	0.00	0.00	0.00	0.00	Matches
263	Leo Fuhr Hjelde	no NOR	DF	Rotherham	18	2003	13	11	886	9.8	0.00	0.00	0.00	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0.00	0.00	0.00	Matches
264	Jay Fulton	sct SCO	MF	Swansea City	28	1994	38	32	2,731	30.3	0.10	0.03	0.13	0.10	0.00	0.00	0.36	0.00	0.10	0.03	0.13	0.10	0.13	Matches
265	Darnell Furlong	eng ENG	DF	West Brom	26	1995	40	38	3,376	37.5	0.05	0.00	0.05	0.05	0.00	0.00	0.19	0.00	0.05	0.00	0.05	0.05	0.05	Matches
266	Jordan Gabriel	eng ENG	DF,MF	Blackpool	23	1998	20	14	1,362	15.1	0.00	0.07	0.07	0.00	0.00	0.00	0.13	0.00	0.00	0.07	0.07	0.00	0.07	Matches
267	Sam Gallagher	eng ENG	FW,MF	Blackburn	26	1995	34	27	2,312	25.7	0.27	0.08	0.35	0.27	0.00	0.00	0.31	0.00	0.27	0.08	0.35	0.27	0.35	Matches
268	Luke Garbutt	eng ENG	DF,MF	Blackpool	29	1993	8	7	551	6.1	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	Matches
269	Gary Gardner	eng ENG	MF	Birmingham City	30	1992	8	3	251	2.8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
270	Taylor Gardner-Hickman	eng ENG	MF,DF	West Brom	20	2001	31	11	1,169	13.0	0.15	0.08	0.23	0.15	0.00	0.00	0.31	0.00	0.15	0.08	0.23	0.15	0.23	Matches
271	Jake Garrett	eng ENG	MF	Blackburn	19	2003	8	4	393	4.4	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.23	0.00	0.00	0.00	0.00	0.00	Matches
272	Mario Gaspar	es ESP	DF,MF	Watford	31	1990	31	18	1,776	19.7	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	Matches
