Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Pos_Primary,Is_Multi_Pos,Player_Key,Season,Table_Type,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_gk,PKA,PKsv,PKm,Save%.1,Squad_Original
60,Daniel Bentley,eng ENG,GK,Bristol City,26.0,1993.0,43,42,"3,843",42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,daniel bentley,2019-2020,standard,0.0,0.0,,0.0,0.0,,,89,92.8,90.0,0.98,0.02,63.0,0.02,1.42,1.33,1.43,-0.09,-0.09,0.21,0.0,0.0,10.0,0.0,0.0,2.0,1.0,,,0.0,43.0,42.0,"3,843",42.7,61.0,1.43,191.0,134.0,70.2,17.0,10.0,15.0,10.0,23.8,4.0,4.0,0.0,0.0,0.0,Bristol City
65,Marcus Bettinelli,eng ENG,GK,Fulham,27.0,1992.0,14,13,"1,242",13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,marcus bettinelli,2019-2020,standard,0.0,0.0,,0.0,0.0,,,89,30.0,90.0,0.94,0.07,72.0,2.25,1.43,1.45,1.09,0.36,0.36,0.02,0.0,1.0,7.0,0.0,0.0,1.0,0.0,,,0.0,14.0,13.0,"1,242",13.8,15.0,1.09,35.0,21.0,60.0,5.0,4.0,4.0,4.0,30.8,1.0,1.0,0.0,0.0,0.0,Fulham
66,Bartosz Białkowski,pl POL,GK,Millwall,32.0,1987.0,46,45,"4,098",45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,bartosz biakowski,2019-2020,standard,0.0,0.0,,0.0,0.0,,,89,99.0,90.0,0.99,0.02,48.0,0.0,1.48,1.23,1.12,0.11,0.11,-2.03,0.0,1.0,3.0,0.0,0.0,1.0,0.0,,,1.0,46.0,45.0,"4,098",45.5,51.0,1.12,190.0,141.0,74.2,16.0,17.0,12.0,16.0,35.6,3.0,2.0,1.0,0.0,33.3,Millwall
107,Jack Butland,eng ENG,GK,Stoke,26.0,1993.0,35,35,"3,150",35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jack butland,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,76.1,90.0,1.0,0.0,,0.23,1.14,1.4,1.6,-0.2,-0.2,-0.29,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,1.0,35.0,35.0,"3,150",35.0,56.0,1.6,125.0,73.0,58.4,11.0,7.0,17.0,9.0,25.7,4.0,4.0,0.0,0.0,0.0,Stoke City
112,Rafael Cabral,br BRA,GK,Reading,29.0,1990.0,44,44,"3,960",44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,rafael cabral,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,95.7,90.0,1.0,0.0,,0.0,1.27,1.3,1.2,0.09,0.09,1.59,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,44.0,44.0,"3,960",44.0,53.0,1.2,198.0,148.0,74.7,15.0,11.0,18.0,13.0,29.5,3.0,3.0,0.0,0.0,0.0,Reading
115,Lee Camp,nir NIR,GK,Birmingham,34.0,1984.0,36,36,"3,240",36.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,GK,False,lee camp,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,78.3,90.0,1.0,0.0,,0.28,1.19,1.08,1.47,-0.39,-0.39,0.31,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,0.0,36.0,36.0,"3,240",36.0,53.0,1.47,120.0,76.0,60.8,11.0,10.0,15.0,7.0,19.4,9.0,6.0,3.0,0.0,33.3,Birmingham City
126,Kiko Casilla,es ESP,GK,Leeds,32.0,1986.0,36,36,"3,240",36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,kiko casilla,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,78.3,90.0,1.0,0.0,,0.03,1.89,1.47,0.86,0.61,0.61,-1.39,0.0,0.0,5.0,0.0,0.0,2.0,0.0,,,0.0,36.0,36.0,"3,240",36.0,31.0,0.86,99.0,71.0,71.7,20.0,8.0,8.0,15.0,41.7,3.0,3.0,0.0,0.0,0.0,Leeds United
145,Joel Coleman,eng ENG,GK,Huddersfield,23.0,1995.0,3,2,188,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,joel coleman,2019-2020,standard,0.0,0.0,,0.0,0.0,,,63,4.5,90.0,0.95,0.48,8.0,13.3,1.0,1.9,3.33,-1.43,-1.44,-1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,2.0,188,2.1,7.0,3.35,13.0,6.0,46.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Huddersfield
147,Bradley Collins,eng ENG,GK,Barnsley,22.0,1997.0,19,19,"1,710",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,bradley collins,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,41.3,90.0,1.0,0.0,,1.32,0.79,0.95,1.63,-0.68,-0.68,-0.42,0.0,0.0,4.0,0.0,0.0,0.0,1.0,,,0.0,19.0,19.0,"1,710",19.0,31.0,1.63,84.0,56.0,66.7,3.0,6.0,10.0,4.0,21.1,3.0,3.0,0.0,0.0,0.0,Barnsley
171,Adam Davies,wls WAL,GK,Stoke,27.0,1992.0,4,4,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,adam davies,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,8.7,90.0,1.0,0.0,,5.5,2.5,2.0,0.5,1.5,1.5,1.79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,4.0,4.0,360,4.0,2.0,0.5,9.0,7.0,77.8,3.0,1.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,,Stoke City
178,Cameron Dawson,eng ENG,GK,Sheffield Wed,24.0,1995.0,24,23,"2,079",23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,cameron dawson,2019-2020,standard,0.0,0.0,,0.0,0.0,,,87,50.2,90.0,1.0,0.04,9.0,0.95,1.38,1.26,1.47,-0.22,-0.22,-0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,24.0,23.0,"2,079",23.1,34.0,1.47,83.0,51.0,61.4,8.0,6.0,9.0,7.0,30.4,3.0,2.0,0.0,1.0,0.0,Sheffield Weds
180,Joe Day,eng ENG,GK,Cardiff,28.0,1990.0,1,0,35,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,joe day,2019-2020,standard,0.0,0.0,,0.0,0.0,,,35,0.8,,0.0,2.5,35.0,17.5,0.0,2.5,7.5,-5.0,-5.14,-5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,35,0.4,3.0,7.71,4.0,1.0,25.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Cardiff City
218,Neil Etheridge,ph PHI,GK,Cardiff,29.0,1990.0,16,16,"1,405",15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,neil etheridge,2019-2020,standard,0.0,0.0,,0.0,0.0,,,88,33.9,88.0,0.96,0.0,,1.54,1.31,1.47,1.54,-0.06,-0.06,-0.43,0.0,1.0,3.0,0.0,0.0,0.0,1.0,,,0.0,16.0,16.0,"1,405",15.6,24.0,1.54,61.0,38.0,62.3,5.0,6.0,5.0,3.0,18.8,2.0,1.0,0.0,1.0,0.0,Cardiff City
223,Adam Federici,au AUS,GK,Stoke,34.0,1985.0,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,adam federici,2019-2020,standard,0.14,0.0,0.0,0.14,0.0,0.0,,90,15.2,90.0,1.0,0.0,,2.0,0.86,0.71,1.43,-0.71,-0.71,-0.69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,7.0,7.0,630,7.0,10.0,1.43,31.0,22.0,71.0,2.0,0.0,5.0,1.0,14.3,1.0,1.0,0.0,0.0,0.0,Stoke City
228,Frank Fielding,eng ENG,GK,Millwall,31.0,1988.0,1,1,42,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,frank fielding,2019-2020,standard,0.0,0.0,,0.0,0.0,,,42,1.0,42.0,0.0,0.0,,2.0,3.0,2.0,0.0,2.0,2.14,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,42,0.5,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Millwall
264,Kamil Grabara,pl POL,GK,Huddersfield,20.0,1999.0,28,28,"2,512",27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,kamil grabara,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,60.7,90.0,0.97,0.0,,0.0,1.11,1.15,1.61,-0.47,-0.47,-0.19,0.0,1.0,7.0,0.0,0.0,0.0,0.0,,,0.0,28.0,28.0,"2,512",27.9,45.0,1.61,104.0,61.0,58.7,8.0,7.0,13.0,5.0,17.9,2.0,2.0,0.0,0.0,0.0,Huddersfield
281,Ben Hamer,eng ENG,GK,Derby,31.0,1987.0,25,24,"2,235",24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ben hamer,2019-2020,standard,0.0,0.0,,0.0,0.0,,,89,54.0,90.0,0.97,0.04,75.0,0.77,1.56,1.57,1.37,0.2,0.2,0.53,0.0,1.0,5.0,0.0,0.0,1.0,0.0,,,0.0,25.0,24.0,"2,235",24.8,34.0,1.37,96.0,67.0,69.8,10.0,6.0,8.0,4.0,16.7,5.0,5.0,0.0,0.0,0.0,Derby County
315,Matt Ingram,eng ENG,GK,Hull,25.0,1993.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,matt ingram,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,45.0,0.0,0.0,1.0,-1.0,-1.0,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,1.0,1.0,4.0,3.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Hull City
332,Sam Johnstone,eng ENG,GK,West Brom,26.0,1993.0,46,46,"4,140",46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,sam johnstone,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,100.0,90.0,1.0,0.0,,0.0,1.8,1.67,0.98,0.7,0.7,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,2.0,46.0,46.0,"4,140",46.0,45.0,0.98,153.0,113.0,73.2,22.0,17.0,7.0,14.0,30.4,5.0,4.0,1.0,0.0,20.0,West Brom
333,Jamie Jones,eng ENG,GK,Wigan,30.0,1989.0,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jamie jones,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,15.2,90.0,1.0,0.0,,5.43,1.0,1.0,1.14,-0.14,-0.14,-0.19,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,0.0,7.0,7.0,630,7.0,8.0,1.14,23.0,15.0,65.2,1.0,4.0,2.0,1.0,14.3,0.0,0.0,0.0,0.0,,Wigan Athletic
348,Liam Kelly,sct SCO,GK,QPR,23.0,1996.0,19,19,"1,710",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,liam kelly,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,41.3,90.0,1.0,0.0,,0.95,1.16,1.26,1.53,-0.26,-0.26,-0.12,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,19.0,19.0,"1,710",19.0,29.0,1.53,72.0,48.0,65.3,6.0,4.0,9.0,3.0,15.8,5.0,4.0,1.0,0.0,20.0,QPR
385,George Long,eng ENG,GK,Hull,25.0,1993.0,45,45,"4,050",45.0,0.0,0.02,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.02,0.0,0.02,Matches,GK,False,george long,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,97.8,90.0,1.0,0.0,,0.02,1.0,1.27,1.91,-0.64,-0.64,0.36,0.0,0.0,10.0,0.0,0.0,2.0,2.0,,,0.0,45.0,45.0,"4,050",45.0,86.0,1.91,193.0,115.0,59.6,12.0,9.0,24.0,7.0,15.6,8.0,8.0,0.0,0.0,0.0,Hull City
386,Jonas Lössl,dk DEN,GK,Huddersfield,30.0,1989.0,15,15,"1,350",15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jonas lossl,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,32.6,90.0,1.0,0.0,,0.07,1.27,1.07,1.2,-0.13,-0.13,0.38,0.0,0.0,3.0,0.0,0.0,1.0,0.0,,,0.0,15.0,15.0,"1,350",15.0,18.0,1.2,56.0,38.0,67.9,5.0,4.0,6.0,6.0,40.0,0.0,0.0,0.0,0.0,,Huddersfield
391,Joe Lumley,eng ENG,GK,QPR,24.0,1995.0,27,27,"2,430",27.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,GK,False,joe lumley,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,58.7,90.0,1.0,0.0,,0.67,1.33,1.59,1.74,-0.15,-0.15,0.12,0.0,0.0,2.0,0.0,0.0,0.0,2.0,,,0.0,27.0,27.0,"2,430",27.0,47.0,1.74,111.0,68.0,62.2,10.0,6.0,11.0,3.0,11.1,5.0,5.0,0.0,0.0,0.0,QPR
397,Niki Mäenpää,fi FIN,GK,Bristol City,34.0,1985.0,4,4,297,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,niki maenpaa,2019-2020,standard,0.0,0.0,,0.0,0.0,,,74,7.2,74.0,0.91,0.0,,6.67,0.5,0.91,1.21,-0.3,-0.3,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,4.0,297,3.3,4.0,1.21,14.0,10.0,71.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Bristol City
406,David Marshall,sct SCO,GK,Wigan,34.0,1985.0,39,39,"3,510",39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,david marshall,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,84.8,90.0,1.0,0.0,,0.1,1.33,1.28,1.23,0.05,0.05,0.19,0.0,0.0,7.0,0.0,0.0,2.0,0.0,,,0.0,39.0,39.0,"3,510",39.0,48.0,1.23,133.0,86.0,64.7,14.0,10.0,15.0,15.0,38.5,1.0,1.0,0.0,0.0,0.0,Wigan Athletic
433,Illan Meslier,fr FRA,GK,Leeds,19.0,2000.0,10,10,900,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,illan meslier,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,21.7,90.0,1.0,0.0,,2.4,2.5,2.4,0.4,2.0,2.0,1.39,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,,0.0,10.0,10.0,900,10.0,4.0,0.4,25.0,21.0,84.0,8.0,1.0,1.0,7.0,70.0,0.0,0.0,0.0,0.0,,Leeds United
460,Erwin Mulder,nl NED,GK,Swansea,30.0,1989.0,4,3,271,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,erwin mulder,2019-2020,standard,0.0,0.0,,0.0,0.0,,,68,6.5,90.0,1.0,0.33,1.0,6.0,1.67,2.33,1.0,1.33,1.33,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,3.0,271,3.0,3.0,1.0,8.0,6.0,75.0,2.0,1.0,0.0,1.0,33.3,2.0,1.0,0.0,1.0,0.0,Swansea City
464,Arijanet Muric,xk KVX,GK,Nott'm Forest,20.0,1998.0,4,4,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,arijanet muric,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,8.7,90.0,1.0,0.0,,6.0,1.25,1.5,1.0,0.5,0.5,0.36,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,4.0,4.0,360,4.0,4.0,1.0,12.0,8.0,66.7,1.0,2.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,,Nottingham
511,Aynsley Pears,eng ENG,GK,Middlesbrough,21.0,1998.0,24,24,"2,160",24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,aynsley pears,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,52.2,90.0,1.0,0.0,,0.92,1.21,1.0,1.25,-0.25,-0.25,0.07,0.0,0.0,5.0,0.0,0.0,1.0,0.0,,,0.0,24.0,24.0,"2,160",24.0,30.0,1.25,93.0,64.0,68.8,7.0,8.0,9.0,7.0,29.2,1.0,1.0,0.0,0.0,0.0,Middlesbrough
522,Dillon Phillips,eng ENG,GK,Charlton Athletic,24.0,1995.0,46,46,"4,140",46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,dillon phillips,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,100.0,90.0,1.0,0.0,,0.0,1.04,1.09,1.41,-0.33,-0.33,,0.0,1.0,8.0,0.0,0.0,0.0,0.0,,,2.0,46.0,46.0,"4,140",46.0,65.0,1.41,213.0,154.0,71.4,12.0,12.0,22.0,9.0,19.6,6.0,4.0,2.0,0.0,33.3,Charlton Athletic
542,Darren Randolph,ie IRL,GK,Middlesbrough,32.0,1987.0,14,14,"1,260",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,darren randolph,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,30.4,90.0,1.0,0.0,,0.0,0.86,1.07,1.5,-0.43,-0.43,-0.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,14.0,14.0,"1,260",14.0,21.0,1.5,59.0,39.0,66.1,2.0,6.0,6.0,2.0,14.3,1.0,1.0,0.0,0.0,0.0,Middlesbrough
545,David Raya,es ESP,GK,Brentford,23.0,1995.0,46,46,"4,140",46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,david raya,2019-2020,standard,0.02,0.0,0.0,0.02,0.0,0.0,,90,100.0,90.0,1.0,0.0,,0.0,1.71,1.74,0.83,0.91,0.91,,0.0,2.0,14.0,0.0,1.0,0.0,2.0,,,1.0,46.0,46.0,"4,140",46.0,38.0,0.83,134.0,98.0,73.9,24.0,9.0,13.0,16.0,34.8,3.0,3.0,0.0,0.0,0.0,Brentford
566,Marek Rodák,sk SVK,GK,Fulham,22.0,1996.0,33,33,"2,896",32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,marek rodak,2019-2020,standard,0.0,0.0,,0.0,0.0,,,88,70.0,88.0,0.99,0.0,,0.37,1.89,1.37,1.02,0.34,0.34,-0.02,0.0,4.0,3.0,0.0,0.0,0.0,0.0,,,0.0,33.0,33.0,"2,896",32.2,33.0,1.03,129.0,98.0,76.7,18.0,8.0,7.0,14.0,42.4,4.0,3.0,0.0,1.0,0.0,Fulham
572,Kelle Roos,nl NED,GK,Derby,27.0,1992.0,22,22,"1,905",21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,kelle roos,2019-2020,standard,0.0,0.0,,0.0,0.0,,,87,46.0,87.0,0.99,0.0,,1.13,1.27,1.08,1.42,-0.33,-0.33,-0.53,0.0,0.0,3.0,0.0,0.0,0.0,1.0,,,0.0,22.0,22.0,"1,905",21.2,30.0,1.42,91.0,65.0,70.3,7.0,7.0,8.0,5.0,22.7,5.0,3.0,1.0,1.0,25.0,Derby County
577,Declan Rudd,eng ENG,GK,Preston,28.0,1991.0,46,46,"4,140",46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,declan rudd,2019-2020,standard,0.02,0.0,0.0,0.02,0.0,0.0,,90,100.0,90.0,1.0,0.0,,0.0,1.43,1.28,1.17,0.11,0.11,,0.0,2.0,10.0,0.0,0.0,0.0,1.0,,,1.0,46.0,46.0,"4,140",46.0,54.0,1.17,157.0,108.0,68.8,18.0,12.0,16.0,9.0,19.6,5.0,5.0,0.0,0.0,0.0,Preston
579,Samuel Şahin-Radlinger,at AUT,GK,Barnsley,26.0,1992.0,18,18,"1,620",18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,samuel sahin-radlinger,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,39.1,90.0,1.0,0.0,,0.17,1.06,1.33,1.72,-0.39,-0.39,0.08,0.0,0.0,7.0,0.0,0.0,1.0,2.0,,,0.0,18.0,18.0,"1,620",18.0,31.0,1.72,73.0,43.0,58.9,5.0,4.0,9.0,2.0,11.1,1.0,1.0,0.0,0.0,0.0,Barnsley
580,Brice Samba,fr FRA,GK,Nott'm Forest,25.0,1994.0,40,40,"3,600",40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,brice samba,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,87.0,90.0,1.0,0.0,,0.07,1.63,1.27,1.02,0.25,0.25,0.58,0.0,0.0,7.0,0.0,0.0,1.0,0.0,,,0.0,40.0,40.0,"3,600",40.0,41.0,1.02,147.0,109.0,74.1,17.0,14.0,9.0,13.0,32.5,4.0,3.0,1.0,0.0,25.0,Nottingham
589,Ryan Schofield,eng ENG,GK,Huddersfield,19.0,1999.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ryan schofield,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,15.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,0.0,0.0,3.0,2.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Huddersfield
599,James Shea,eng ENG,GK,Luton,28.0,1991.0,13,13,"1,170",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,james shea,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,28.3,90.0,1.0,0.0,,2.08,0.69,1.08,2.46,-1.38,-1.38,-1.08,0.0,0.0,3.0,0.0,0.0,0.0,1.0,,,0.0,13.0,13.0,"1,170",13.0,32.0,2.46,76.0,48.0,61.8,3.0,0.0,10.0,1.0,7.7,4.0,3.0,1.0,0.0,25.0,Luton Town
613,Simon Sluga,hr CRO,GK,Luton,26.0,1993.0,33,33,"2,970",33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,simon sluga,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,71.7,90.0,1.0,0.0,,0.33,1.27,1.21,1.52,-0.3,-0.3,1.08,0.0,1.0,3.0,0.0,0.0,0.0,2.0,,,0.0,33.0,33.0,"2,970",33.0,50.0,1.52,146.0,97.0,67.1,11.0,9.0,13.0,6.0,18.2,3.0,2.0,0.0,1.0,0.0,Luton Town
615,Jordan Smith,eng ENG,GK,Nott'm Forest,24.0,1994.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jordan smith,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,4.3,90.0,1.0,0.0,,8.5,0.0,0.5,2.5,-2.0,-2.0,-2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180,2.0,5.0,2.5,10.0,5.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Nottingham
622,Alex Smithies,eng ENG,GK,Cardiff,29.0,1990.0,30,30,"2,700",30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,alex smithies,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,65.2,90.0,1.0,0.0,,0.47,1.72,1.47,1.03,0.43,0.43,0.62,0.0,0.0,2.0,0.0,0.0,0.0,2.0,,,0.0,30.0,30.0,"2,700",30.0,31.0,1.03,94.0,67.0,70.2,14.0,10.0,6.0,11.0,36.7,4.0,3.0,1.0,0.0,25.0,Cardiff City
633,Dejan Stojanović,at AUT,GK,Middlesbrough,26.0,1993.0,8,8,720,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,dejan stojanovic,2019-2020,standard,0.0,0.0,,0.0,0.0,,,90,17.4,90.0,1.0,0.0,,0.25,1.5,1.13,1.25,-0.13,-0.12,0.19,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,8.0,8.0,720,8.0,10.0,1.25,32.0,23.0,71.9,4.0,0.0,4.0,3.0,37.5,1.0,1.0,0.0,0.0,0.0,Middlesbrough
