Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Pos_Primary,Is_Multi_Pos,Player_Key,Season,Table_Type,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_gk,PKA,PKsv,PKm,Save%.1,Squad_Original
65,Daniel Bentley,eng ENG,GK,Bristol City,29.0,1993.0,13,13,"1,170",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,daniel bentley,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,28.3,90.0,1.0,0.0,,1.15,1.15,1.54,1.62,-0.08,-0.08,-0.08,0.0,0.0,0.15,0.0,0.0,0.0,0.08,,,0.0,13.0,13.0,"1,170",13.0,1.62,1.62,4.31,2.69,62.5,0.31,0.23,0.46,0.31,30.8,0.08,0.08,0.0,0.0,0.0,Bristol City
70,Bartosz Białkowski,pl POL,GK,Millwall,35.0,1987.0,10,10,900,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,bartosz biakowski,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,21.7,90.0,1.0,0.0,,3.6,1.3,1.2,1.3,-0.1,-0.1,-0.32,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,0.0,10.0,10.0,900,10.0,1.3,1.3,4.5,3.2,71.1,0.4,0.1,0.5,0.3,30.0,0.1,0.0,0.1,0.0,100.0,Millwall
73,Nicholas Bilokapic,au AUS,GK,Huddersfield,19.0,2002.0,6,5,480,5.3,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,GK,False,nicholas bilokapic,2022-2023,standard,0.0,0.0,,0.0,0.0,,,80,11.6,90.0,0.94,0.19,30.0,5.85,0.67,0.57,2.45,-1.89,-1.87,-1.75,0.0,0.0,0.19,0.0,0.0,0.0,0.0,,,0.0,6.0,5.0,480,5.3,2.45,2.44,6.23,3.77,60.6,0.19,0.19,0.57,0.0,0.0,0.0,0.0,0.0,0.0,,Huddersfield
79,Jack Bonham,ie IRL,GK,Stoke,28.0,1993.0,23,22,"2,025",22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jack bonham,2022-2023,standard,0.0,0.0,,0.0,0.0,,,88,48.9,90.0,0.98,0.04,45.0,0.89,1.22,1.38,1.16,0.22,0.22,0.39,0.0,0.0,0.13,0.0,0.0,0.0,0.0,,,0.0,23.0,22.0,"2,025",22.5,1.16,1.16,3.07,1.91,62.3,0.27,0.31,0.4,0.27,27.3,0.09,0.04,0.04,0.0,50.0,Stoke City
81,Dean Bouzanis,au AUS,GK,Reading,31.0,1990.0,5,4,419,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,dean bouzanis,2022-2023,standard,0.0,0.0,,0.0,0.0,,,84,10.1,90.0,0.85,0.21,59.0,7.45,1.2,0.64,1.91,-1.28,-1.29,-0.9,0.0,0.0,0.21,0.0,0.0,0.0,0.0,,,0.0,5.0,4.0,419,4.7,1.91,1.93,4.04,2.13,52.6,0.43,0.0,0.43,0.21,25.0,0.43,0.43,0.0,0.0,0.0,Reading
83,Coniah Boyce-Clarke,jm JAM,GK,Reading,19.0,2003.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,coniah boyce-clarke,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,8.0,0.0,0.0,2.0,-2.0,-2.0,-1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,2.0,2.0,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Reading
105,Josef Bursik,eng ENG,GK,Stoke,22.0,2000.0,16,16,"1,440",16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,josef bursik,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,34.8,90.0,1.0,0.0,,0.63,1.13,1.06,1.38,-0.31,-0.31,-0.51,0.0,0.0,0.25,0.0,0.0,0.0,0.0,,,0.0,16.0,16.0,"1,440",16.0,1.38,1.37,3.69,2.31,62.7,0.31,0.19,0.5,0.31,31.3,0.0,0.0,0.0,0.0,,Stoke City
106,David Button,eng ENG,GK,West Brom,33.0,1989.0,13,13,"1,170",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,david button,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,28.3,90.0,1.0,0.0,,1.92,1.0,1.38,1.46,-0.08,-0.08,-0.29,0.0,0.08,0.08,0.0,0.0,0.0,0.0,,,0.0,13.0,13.0,"1,170",13.0,1.46,1.46,2.85,1.38,48.6,0.15,0.54,0.31,0.15,15.4,0.15,0.08,0.08,0.0,50.0,West Brom
181,Karl Darlow,wls WAL,GK,Hull,31.0,1990.0,12,12,"1,080",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,karl darlow,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,26.1,90.0,1.0,0.0,,0.42,1.25,1.08,1.17,-0.08,-0.08,0.18,0.0,0.0,0.25,0.0,0.0,0.0,0.0,,,0.0,12.0,12.0,"1,080",12.0,1.17,1.17,4.08,2.92,71.4,0.25,0.5,0.25,0.42,41.7,0.17,0.17,0.0,0.0,0.0,Hull City
183,Adam Davies,wls WAL,GK,Sheffield Utd,30.0,1992.0,7,6,612,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,adam davies,2022-2023,standard,0.0,0.0,,0.0,0.0,,,87,14.8,90.0,0.88,0.15,72.0,4.26,1.86,1.62,1.03,0.59,0.59,-0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.0,,,0.0,7.0,6.0,612,6.8,1.03,1.03,3.82,2.79,73.1,0.59,0.15,0.15,0.29,33.3,0.44,0.29,0.15,0.0,33.3,Sheffield United
199,Seny Dieng,sn SEN,GK,QPR,27.0,1994.0,46,46,"4,140",46.0,0.02,0.0,0.02,0.02,0.0,0.0,0.04,0.0,0.02,0.0,0.02,0.02,0.02,Matches,GK,False,seny dieng,2022-2023,standard,0.04,0.02,50.0,0.04,0.02,0.5,1.0,90,100.0,90.0,1.0,0.0,,0.0,1.09,0.96,1.54,-0.59,-0.59,,0.0,0.02,0.2,0.0,0.0,0.0,0.0,,,0.0,46.0,46.0,"4,140",46.0,1.54,1.54,4.13,2.59,62.6,0.28,0.24,0.48,0.2,19.6,0.13,0.09,0.04,0.0,33.3,QPR
235,Neil Etheridge,ph PHI,GK,Birmingham,32.0,1990.0,4,3,323,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,neil etheridge,2022-2023,standard,0.0,0.0,,0.0,0.0,,,81,7.8,90.0,0.83,0.28,53.0,11.7,0.75,0.28,1.39,-1.11,-1.11,-0.95,0.0,0.0,0.56,0.0,0.0,0.0,0.0,,,0.0,4.0,3.0,323,3.6,1.39,1.39,3.89,2.5,64.3,0.0,0.0,0.83,0.28,33.3,0.28,0.28,0.0,0.0,0.0,Birmingham City
246,Andy Fisher,eng ENG,GK,Swansea,24.0,1998.0,26,25,"2,280",25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,andy fisher,2022-2023,standard,0.0,0.0,,0.0,0.0,,,88,55.1,90.0,0.99,0.04,30.0,0.79,1.31,1.38,1.46,-0.08,-0.08,-0.37,0.0,0.04,0.32,0.0,0.0,0.0,0.0,,,0.0,26.0,25.0,"2,280",25.3,1.46,1.46,3.87,2.41,62.2,0.36,0.24,0.4,0.24,24.0,0.12,0.08,0.04,0.0,33.3,Swansea City
253,Wes Foderingham,eng ENG,GK,Sheffield Utd,31.0,1991.0,40,40,"3,512",39.0,0.0,0.03,0.03,0.0,0.0,0.0,0.05,0.05,0.0,0.03,0.03,0.0,0.03,Matches,GK,False,wes foderingham,2022-2023,standard,0.03,0.0,0.0,0.03,0.0,0.0,,88,84.8,88.0,0.95,0.0,,0.03,1.95,1.56,0.82,0.74,0.74,0.03,0.0,0.05,0.18,0.0,0.0,0.0,0.03,,,0.0,40.0,40.0,"3,512",39.0,0.82,0.82,2.67,1.85,69.2,0.62,0.15,0.26,0.44,42.5,0.03,0.0,0.03,0.0,100.0,Sheffield United
288,Joshua Griffiths,eng ENG,GK,West Brom,20.0,2001.0,10,10,900,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,joshua griffiths,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,21.7,90.0,1.0,0.0,,0.8,1.3,1.1,1.2,-0.1,-0.1,-0.29,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,,0.0,10.0,10.0,900,10.0,1.2,1.2,3.9,2.6,69.2,0.3,0.4,0.3,0.4,40.0,0.0,0.0,0.0,0.0,,West Brom
290,Daniel Grimshaw,eng ENG,GK,Blackpool,24.0,1998.0,18,18,"1,620",18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,daniel grimshaw,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,39.1,90.0,1.0,0.0,,1.56,1.22,1.0,1.33,-0.33,-0.33,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,18.0,18.0,"1,620",18.0,1.33,1.33,4.78,3.44,72.1,0.33,0.22,0.44,0.33,33.3,0.06,0.06,0.0,0.0,0.0,Blackpool
292,Angus Gunn,sct SCO,GK,Norwich,26.0,1996.0,30,30,"2,700",30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,angus gunn,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,65.2,90.0,1.0,0.0,,0.43,1.07,0.97,1.2,-0.23,-0.23,-0.86,0.0,0.0,0.17,0.0,0.0,0.07,0.03,,,0.0,30.0,30.0,"2,700",30.0,1.2,1.2,3.97,2.83,69.7,0.27,0.27,0.47,0.23,23.3,0.1,0.07,0.03,0.0,33.3,Norwich City
298,Ben Hamer,eng ENG,GK,Watford,34.0,1987.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ben hamer,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,25.0,1.0,2.0,2.0,0.0,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,2.0,2.0,6.0,4.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Watford
311,Robbie Hemfrey,sct SCO,GK,Rotherham,20.0,2002.0,1,0,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,robbie hemfrey,2022-2023,standard,0.0,0.0,,0.0,0.0,,,45,1.1,,0.0,2.0,45.0,22.0,1.0,2.0,2.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,45,0.5,2.0,2.0,12.0,10.0,83.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Rotherham
328,Ethan Horvath,us USA,GK,Luton,27.0,1995.0,44,44,"3,960",44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,ethan horvath,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,95.7,90.0,1.0,0.0,,0.0,1.77,1.3,0.84,0.45,0.45,1.45,0.0,0.0,0.11,0.0,0.0,0.02,0.0,,,0.02,44.0,44.0,"3,960",44.0,0.84,0.84,2.91,2.07,71.1,0.48,0.36,0.16,0.43,43.2,0.11,0.11,0.0,0.0,0.0,Luton Town
348,Matt Ingram,eng ENG,GK,Hull,28.0,1993.0,22,22,"1,980",22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,matt ingram,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,47.8,90.0,1.0,0.0,,0.86,1.36,1.09,1.18,-0.09,-0.09,0.24,0.0,0.0,0.14,0.0,0.0,0.0,0.0,,,0.0,22.0,22.0,"1,980",22.0,1.18,1.18,4.41,3.23,73.2,0.32,0.41,0.27,0.36,36.4,0.14,0.09,0.05,0.0,33.3,Hull City
350,Harvey Isted,eng ENG,GK,Luton,25.0,1997.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,harvey isted,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,17.0,0.0,0.0,2.0,-2.0,-2.0,-2.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,2.0,2.0,3.0,1.0,33.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Luton Town
361,Viktor Johansson,se SWE,GK,Rotherham,23.0,1998.0,43,43,"3,870",43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,viktor johansson,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,93.5,90.0,1.0,0.0,,0.0,1.12,1.09,1.3,-0.21,-0.21,0.46,0.0,0.0,0.35,0.0,0.02,0.07,0.0,,,0.0,43.0,43.0,"3,870",43.0,1.3,1.3,4.88,3.65,73.3,0.26,0.35,0.4,0.3,30.2,0.14,0.09,0.02,0.02,20.0,Rotherham
367,Jamie Jones,eng ENG,GK,Wigan,33.0,1989.0,17,16,"1,478",16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,jamie jones,2022-2023,standard,0.0,0.0,,0.0,0.0,,,87,35.7,90.0,0.98,0.06,38.0,1.52,1.12,1.1,1.83,-0.73,-0.73,-0.22,0.0,0.0,0.18,0.0,0.0,0.0,0.0,,,0.0,17.0,16.0,"1,478",16.4,1.83,1.83,4.09,2.26,55.2,0.3,0.18,0.49,0.12,12.5,0.12,0.12,0.0,0.0,0.0,Wigan Athletic
379,Thomas Kaminski,be BEL,GK,Blackburn,29.0,1992.0,28,28,"2,520",28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,thomas kaminski,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,60.9,90.0,1.0,0.0,,0.29,1.54,1.11,1.25,-0.14,-0.14,-0.25,0.0,0.0,0.11,0.0,0.0,0.0,0.0,,,0.0,28.0,28.0,"2,520",28.0,1.25,1.25,4.21,2.96,70.3,0.5,0.04,0.46,0.36,35.7,0.04,0.04,0.0,0.0,0.0,Blackburn
401,Tim Krul,nl NED,GK,Norwich,34.0,1988.0,16,16,"1,440",16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,tim krul,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,34.8,90.0,1.0,0.0,,1.81,1.88,1.75,1.13,0.63,0.62,0.86,0.0,0.0,0.19,0.0,0.0,0.0,0.0,,,0.0,16.0,16.0,"1,440",16.0,1.13,1.13,3.44,2.31,67.3,0.56,0.19,0.25,0.31,31.3,0.0,0.0,0.0,0.0,,Norwich City
421,George Long,eng ENG,GK,Millwall,28.0,1993.0,36,36,"3,240",36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,george long,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,78.3,90.0,1.0,0.0,,0.25,1.53,1.25,1.03,0.22,0.22,0.32,0.0,0.0,0.06,0.0,0.0,0.03,0.08,,,0.0,36.0,36.0,"3,240",36.0,1.03,1.03,3.0,2.0,65.7,0.42,0.28,0.31,0.33,33.3,0.06,0.06,0.0,0.0,0.0,Millwall
433,Joe Lumley,eng ENG,GK,Reading,27.0,1995.0,41,41,"3,631",40.3,0.0,0.02,0.02,0.0,0.0,0.0,0.15,0.0,0.0,0.02,0.02,0.0,0.02,Matches,GK,False,joe lumley,2022-2023,standard,0.02,0.0,0.0,0.02,0.0,0.0,,89,87.7,89.0,0.99,0.0,,0.02,1.07,1.07,1.41,-0.35,-0.35,1.07,0.0,0.02,0.15,0.0,0.0,0.0,0.02,,,0.0,41.0,41.0,"3,631",40.3,1.41,1.41,3.82,2.48,63.0,0.27,0.27,0.47,0.17,17.1,0.1,0.1,0.0,0.0,0.0,Reading
434,Rohan Luthra,eng ENG,GK,Cardiff,21.0,2001.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,rohan luthra,2022-2023,standard,0.0,0.0,,0.0,0.0,,,1,0.0,,0.0,1.0,1.0,7.0,0.0,0.0,1.0,-1.0,-90.0,-89.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1,0.0,1.0,90.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Cardiff City
456,Chris Maxwell,wls WAL,GK,Blackpool,32.0,1990.0,28,28,"2,520",28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,chris maxwell,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,60.9,90.0,1.0,0.0,,0.5,0.79,1.07,1.71,-0.64,-0.64,-0.31,0.0,0.07,0.21,0.0,0.0,0.0,0.0,,,0.0,28.0,28.0,"2,520",28.0,1.71,1.71,4.82,3.11,64.4,0.18,0.25,0.57,0.18,17.9,0.18,0.14,0.0,0.04,0.0,Blackpool
483,Simon Moore,eng ENG,GK,Coventry,32.0,1990.0,3,3,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,simon moore,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,6.5,90.0,1.0,0.0,,13.0,0.33,1.67,2.33,-0.67,-0.67,-0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,3.0,270,3.0,2.33,2.33,5.0,2.67,53.3,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,,Coventry City
491,Arijanet Muric,xk KVX,GK,Burnley,23.0,1998.0,41,41,"3,614",40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,arijanet muric,2022-2023,standard,0.0,0.0,,0.0,0.0,,,88,87.3,88.0,0.95,0.0,,0.07,2.2,1.92,0.77,1.14,1.15,0.12,0.0,0.02,0.2,0.0,0.0,0.0,0.02,,,0.0,41.0,41.0,"3,614",40.2,0.77,0.77,3.06,2.29,74.8,0.65,0.3,0.07,0.45,43.9,0.07,0.05,0.02,0.0,33.3,Burnley
504,Lee Nicholls,eng ENG,GK,Huddersfield,29.0,1992.0,28,28,"2,520",28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,lee nicholls,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,60.9,90.0,1.0,0.0,,0.0,1.21,1.04,1.18,-0.14,-0.14,0.47,0.0,0.0,0.18,0.0,0.0,0.0,0.04,,,0.04,28.0,28.0,"2,520",28.0,1.18,1.18,4.14,2.96,71.6,0.36,0.14,0.5,0.29,28.6,0.11,0.04,0.07,0.0,66.7,Huddersfield
515,Max O'Leary,ie IRL,GK,Bristol City,25.0,1996.0,33,33,"2,970",33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,max o'leary,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,71.7,90.0,1.0,0.0,,0.39,1.33,1.06,1.06,0.0,0.0,0.08,0.0,0.0,0.21,0.0,0.0,0.0,0.0,,,0.0,33.0,33.0,"2,970",33.0,1.06,1.06,3.36,2.3,68.5,0.33,0.33,0.33,0.24,24.2,0.09,0.06,0.03,0.0,33.3,Bristol City
534,Alex Palmer,eng ENG,GK,West Brom,25.0,1996.0,23,23,"2,070",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,alex palmer,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,50.0,90.0,1.0,0.0,,0.57,1.74,1.3,0.96,0.35,0.35,0.43,0.0,0.0,0.0,0.0,0.0,0.09,0.0,,,0.0,23.0,23.0,"2,070",23.0,0.96,0.96,3.17,2.22,69.9,0.57,0.04,0.39,0.43,43.5,0.09,0.09,0.0,0.0,0.0,West Brom
540,Anthony Patterson,eng ENG,GK,Sunderland,22.0,2000.0,46,46,"4,140",46.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,Matches,GK,False,anthony patterson,2022-2023,standard,0.02,0.0,0.0,0.02,0.0,0.0,,90,100.0,90.0,1.0,0.0,,0.0,1.5,1.48,1.2,0.28,0.28,,0.0,0.0,0.13,0.0,0.0,0.02,0.02,,,0.0,46.0,46.0,"4,140",46.0,1.2,1.2,3.59,2.39,66.7,0.39,0.33,0.28,0.3,30.4,0.13,0.07,0.04,0.02,40.0,Sunderland
541,Bailey Peacock-Farrell,nir NIR,GK,Burnley,25.0,1996.0,8,5,526,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,bailey peacock-farrell,2022-2023,standard,0.0,0.0,,0.0,0.0,,,66,12.7,90.0,0.86,0.52,25.0,6.55,2.0,1.72,0.69,1.03,1.03,-0.12,0.0,0.0,0.52,0.0,0.0,0.0,0.0,,,0.0,8.0,5.0,526,5.8,0.69,0.68,1.9,1.21,63.6,0.52,0.34,0.0,0.69,80.0,0.0,0.0,0.0,0.0,,Burnley
543,Aynsley Pears,eng ENG,GK,Blackburn,24.0,1998.0,18,18,"1,620",18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,aynsley pears,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,39.1,90.0,1.0,0.0,,1.56,1.44,1.17,1.06,0.11,0.11,0.25,0.0,0.0,0.17,0.0,0.0,0.0,0.0,,,0.0,18.0,18.0,"1,620",18.0,1.06,1.06,3.28,2.22,67.8,0.33,0.44,0.22,0.28,27.8,0.0,0.0,0.0,0.0,,Blackburn
581,Liam Roberts,eng ENG,GK,Middlesbrough,27.0,1994.0,4,4,360,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,liam roberts,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,8.7,90.0,1.0,0.0,,10.5,1.5,1.5,1.5,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,4.0,4.0,360,4.0,1.5,1.5,3.5,2.0,57.1,0.5,0.0,0.5,0.25,25.0,0.25,0.25,0.0,0.0,0.0,Middlesbrough
596,John Ruddy,eng ENG,GK,Birmingham,35.0,1986.0,43,43,"3,817",42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,john ruddy,2022-2023,standard,0.02,0.0,0.0,0.02,0.0,0.0,,89,92.2,89.0,0.99,0.0,,0.0,1.23,1.08,1.25,-0.17,-0.17,0.95,0.0,0.0,0.05,0.0,0.0,0.02,0.02,,,0.0,43.0,43.0,"3,817",42.4,1.25,1.25,3.66,2.48,65.8,0.33,0.26,0.42,0.33,32.6,0.09,0.05,0.05,0.0,50.0,Birmingham City
605,Matija Šarkić,me MNE,GK,Stoke,25.0,1997.0,8,8,675,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,matija sarkic,2022-2023,standard,0.0,0.0,,0.0,0.0,,,84,16.3,84.0,0.93,0.0,,0.0,1.25,0.93,0.8,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,,,0.0,8.0,8.0,675,7.5,0.8,0.8,3.07,2.27,73.9,0.4,0.13,0.53,0.27,25.0,0.0,0.0,0.0,0.0,,Stoke City
620,James Shea,eng ENG,GK,Luton,31.0,1991.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,james shea,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,17.0,1.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,1.0,1.0,90,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Luton Town
643,Zack Steffen,us USA,GK,Middlesbrough,27.0,1995.0,42,42,"3,780",42.0,0.0,0.02,0.02,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.02,0.0,0.02,Matches,GK,False,zack steffen,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,91.3,90.0,1.0,0.0,,0.0,1.59,1.86,1.19,0.67,0.67,0.67,0.0,0.02,0.24,0.0,0.0,0.02,0.0,,,0.0,42.0,42.0,"3,780",42.0,1.19,1.19,3.71,2.52,67.9,0.48,0.21,0.31,0.21,21.4,0.05,0.02,0.02,0.0,50.0,Middlesbrough
673,Sam Tickle,eng ENG,GK,Wigan,20.0,2002.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,GK,False,sam tickle,2022-2023,standard,0.0,0.0,,0.0,0.0,,,90,2.2,90.0,1.0,0.0,,13.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90,1.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Wigan Athletic
