Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Pos_Primary,Is_Multi_Pos,Player_Key,Season,Table_Type,Rk_shoot,Player_shoot,Nation_shoot,Pos_shoot,Age_shoot,Born_shoot,90s_shoot,Gls_shoot,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shoot,PKatt_shoot,Matches_shoot,Pos_Primary_shoot,Is_Multi_Pos_shoot,Table_Type_shoot,Rk_playtime,Player_playtime,Nation_playtime,Pos_playtime,Age_playtime,Born_playtime,MP_playtime,Min_playtime,Mn/MP,Min%,90s_playtime,Starts_playtime,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches_playtime,Pos_Primary_playtime,Is_Multi_Pos_playtime,Table_Type_playtime,Rk_misc,Player_misc,Nation_misc,Pos_misc,Age_misc,Born_misc,90s_misc,CrdY_misc,CrdR_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches_misc,Pos_Primary_misc,Is_Multi_Pos_misc,Table_Type_misc,Rk_gk,Player_gk,Nation_gk,Pos_gk,Age_gk,Born_gk,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_gk,PKA,PKsv,PKm,Save%.1,Matches_gk,Pos_Primary_gk,Is_Multi_Pos_gk,Table_Type_gk
511,Aynsley Pears,eng ENG,GK,Middlesbrough,21,1998,24,24,"2,160",24.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,aynsley pears,2019-2020,standard,511,Aynsley Pears,eng ENG,GK,21,1998,24.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,571,Aynsley Pears,eng ENG,GK,21,1998,24,"2,160",90,52.2,24.0,1.00,90,1.00,0.00,,0.92,1.21,1.00,1.25,-0.25,-0.25,+0.07,Matches,GK,False,playing_time,511,Aynsley Pears,eng ENG,GK,21,1998,24.0,0,0,0,0,5,0,0,1,0,,,0,Matches,GK,False,misc,30,Aynsley Pears,eng ENG,GK,21,1998,24,24,"2,160",24.0,30,1.25,93,64,68.8,7,8,9,7,29.2,1,1,0,0,0.0,Matches,GK,False,goalkeeping
522,Dillon Phillips,eng ENG,GK,Charlton Athletic,24,1995,46,46,"4,140",46.0,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,dillon phillips,2019-2020,standard,522,Dillon Phillips,eng ENG,GK,24,1995,46.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,583,Dillon Phillips,eng ENG,GK,24,1995,46,"4,140",90,100.0,46.0,1.00,90,1.00,0.00,,0.00,1.04,1.09,1.41,-0.33,-0.33,,Matches,GK,False,playing_time,522,Dillon Phillips,eng ENG,GK,24,1995,46.0,6,0,0,1,8,0,0,0,0,,,2,Matches,GK,False,misc,31,Dillon Phillips,eng ENG,GK,24,1995,46,46,"4,140",46.0,65,1.41,213,154,71.4,12,12,22,9,19.6,6,4,2,0,33.3,Matches,GK,False,goalkeeping
542,Darren Randolph,ie IRL,GK,Middlesbrough,32,1987,14,14,"1,260",14.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,darren randolph,2019-2020,standard,542,Darren Randolph,ie IRL,GK,32,1987,14.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,605,Darren Randolph,ie IRL,GK,32,1987,14,"1,260",90,30.4,14.0,1.00,90,1.00,0.00,,0.00,0.86,1.07,1.50,-0.43,-0.43,-0.21,Matches,GK,False,playing_time,542,Darren Randolph,ie IRL,GK,32,1987,14.0,1,0,0,0,1,0,0,0,0,,,0,Matches,GK,False,misc,32,Darren Randolph,ie IRL,GK,32,1987,14,14,"1,260",14.0,21,1.50,59,39,66.1,2,6,6,2,14.3,1,1,0,0,0.0,Matches,GK,False,goalkeeping
545,David Raya,es ESP,GK,Brentford,23,1995,46,46,"4,140",46.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,david raya,2019-2020,standard,545,David Raya,es ESP,GK,23,1995,46.0,0.00,0.02,0.00,0.0,0.02,0.00,0.00,,0.00,0.00,Matches,GK,False,shooting,609,David Raya,es ESP,GK,23,1995,46,"4,140",90,100.0,46.0,1.00,90,1.00,0.00,,0.00,1.71,1.74,0.83,0.91,+0.91,,Matches,GK,False,playing_time,545,David Raya,es ESP,GK,23,1995,46.0,0,0,0,2,14,0,1,0,2,,,1,Matches,GK,False,misc,33,David Raya,es ESP,GK,23,1995,46,46,"4,140",46.0,38,0.83,134,98,73.9,24,9,13,16,34.8,3,3,0,0,0.0,Matches,GK,False,goalkeeping
566,Marek Rodák,sk SVK,GK,Fulham,22,1996,33,33,"2,896",32.2,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,marek rodak,2019-2020,standard,566,Marek Rodák,sk SVK,GK,22,1996,32.2,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,633,Marek Rodák,sk SVK,GK,22,1996,33,"2,896",88,70.0,32.2,1.02,88,0.99,0.00,,0.37,1.89,1.37,1.02,0.34,+0.34,-0.02,Matches,GK,False,playing_time,566,Marek Rodák,sk SVK,GK,22,1996,32.2,3,1,0,4,3,0,0,0,0,,,0,Matches,GK,False,misc,34,Marek Rodák,sk SVK,GK,22,1996,33,33,"2,896",32.2,33,1.03,129,98,76.7,18,8,7,14,42.4,4,3,0,1,0.0,Matches,GK,False,goalkeeping
572,Kelle Roos,nl NED,GK,Derby County,27,1992,22,22,"1,905",21.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,kelle roos,2019-2020,standard,572,Kelle Roos,nl NED,GK,27,1992,21.2,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,639,Kelle Roos,nl NED,GK,27,1992,22,"1,905",87,46.0,21.2,1.04,87,0.99,0.00,,1.13,1.27,1.08,1.42,-0.33,-0.33,-0.53,Matches,GK,False,playing_time,572,Kelle Roos,nl NED,GK,27,1992,21.2,0,0,0,0,3,0,0,0,1,,,0,Matches,GK,False,misc,35,Kelle Roos,nl NED,GK,27,1992,22,22,"1,905",21.2,30,1.42,91,65,70.3,7,7,8,5,22.7,5,3,1,1,25.0,Matches,GK,False,goalkeeping
577,Declan Rudd,eng ENG,GK,Preston,28,1991,46,46,"4,140",46.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,declan rudd,2019-2020,standard,577,Declan Rudd,eng ENG,GK,28,1991,46.0,0.00,0.02,0.00,0.0,0.02,0.00,0.00,,0.00,0.00,Matches,GK,False,shooting,644,Declan Rudd,eng ENG,GK,28,1991,46,"4,140",90,100.0,46.0,1.00,90,1.00,0.00,,0.00,1.43,1.28,1.17,0.11,+0.11,,Matches,GK,False,playing_time,577,Declan Rudd,eng ENG,GK,28,1991,46.0,3,0,0,2,10,0,0,0,1,,,1,Matches,GK,False,misc,36,Declan Rudd,eng ENG,GK,28,1991,46,46,"4,140",46.0,54,1.17,157,108,68.8,18,12,16,9,19.6,5,5,0,0,0.0,Matches,GK,False,goalkeeping
579,Samuel Şahin-Radlinger,at AUT,GK,Barnsley,26,1992,18,18,"1,620",18.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,samuel sahin-radlinger,2019-2020,standard,579,Samuel Şahin-Radlinger,at AUT,GK,26,1992,18.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,647,Samuel Şahin-Radlinger,at AUT,GK,26,1992,18,"1,620",90,39.1,18.0,1.00,90,1.00,0.00,,0.17,1.06,1.33,1.72,-0.39,-0.39,+0.08,Matches,GK,False,playing_time,579,Samuel Şahin-Radlinger,at AUT,GK,26,1992,18.0,0,0,0,0,7,0,0,1,2,,,0,Matches,GK,False,misc,37,Samuel Şahin-Radlinger,at AUT,GK,26,1992,18,18,"1,620",18.0,31,1.72,73,43,58.9,5,4,9,2,11.1,1,1,0,0,0.0,Matches,GK,False,goalkeeping
580,Brice Samba,fr FRA,GK,Nottingham,25,1994,40,40,"3,600",40.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,brice samba,2019-2020,standard,580,Brice Samba,fr FRA,GK,25,1994,40.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,648,Brice Samba,fr FRA,GK,25,1994,40,"3,600",90,87.0,40.0,1.00,90,1.00,0.00,,0.07,1.63,1.27,1.02,0.25,+0.25,+0.58,Matches,GK,False,playing_time,580,Brice Samba,fr FRA,GK,25,1994,40.0,7,0,0,0,7,0,0,1,0,,,0,Matches,GK,False,misc,38,Brice Samba,fr FRA,GK,25,1994,40,40,"3,600",40.0,41,1.02,147,109,74.1,17,14,9,13,32.5,4,3,1,0,25.0,Matches,GK,False,goalkeeping
589,Ryan Schofield,eng ENG,GK,Huddersfield,19,1999,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,ryan schofield,2019-2020,standard,589,Ryan Schofield,eng ENG,GK,19,1999,1.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,659,Ryan Schofield,eng ENG,GK,19,1999,1,90,90,2.2,1.0,1.00,90,1.00,0.00,,15.0,1.00,0.00,0.00,0.00,0.00,+0.40,Matches,GK,False,playing_time,589,Ryan Schofield,eng ENG,GK,19,1999,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,GK,False,misc,39,Ryan Schofield,eng ENG,GK,19,1999,1,1,90,1.0,0,0.00,3,2,100.0,0,1,0,1,100.0,0,0,0,0,,Matches,GK,False,goalkeeping
599,James Shea,eng ENG,GK,Luton Town,28,1991,13,13,"1,170",13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,james shea,2019-2020,standard,599,James Shea,eng ENG,GK,28,1991,13.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,669,James Shea,eng ENG,GK,28,1991,13,"1,170",90,28.3,13.0,1.00,90,1.00,0.00,,2.08,0.69,1.08,2.46,-1.38,-1.38,-1.08,Matches,GK,False,playing_time,599,James Shea,eng ENG,GK,28,1991,13.0,0,0,0,0,3,0,0,0,1,,,0,Matches,GK,False,misc,40,James Shea,eng ENG,GK,28,1991,13,13,"1,170",13.0,32,2.46,76,48,61.8,3,0,10,1,7.7,4,3,1,0,25.0,Matches,GK,False,goalkeeping
613,Simon Sluga,hr CRO,GK,Luton Town,26,1993,33,33,"2,970",33.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,simon sluga,2019-2020,standard,613,Simon Sluga,hr CRO,GK,26,1993,33.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,684,Simon Sluga,hr CRO,GK,26,1993,33,"2,970",90,71.7,33.0,1.00,90,1.00,0.00,,0.33,1.27,1.21,1.52,-0.30,-0.30,+1.08,Matches,GK,False,playing_time,613,Simon Sluga,hr CRO,GK,26,1993,33.0,1,0,0,1,3,0,0,0,2,,,0,Matches,GK,False,misc,41,Simon Sluga,hr CRO,GK,26,1993,33,33,"2,970",33.0,50,1.52,146,97,67.1,11,9,13,6,18.2,3,2,0,1,0.0,Matches,GK,False,goalkeeping
615,Jordan Smith,eng ENG,GK,Nottingham,24,1994,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,jordan smith,2019-2020,standard,615,Jordan Smith,eng ENG,GK,24,1994,2.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,688,Jordan Smith,eng ENG,GK,24,1994,2,180,90,4.3,2.0,1.00,90,1.00,0.00,,8.50,0.00,0.50,2.50,-2.00,-2.00,-2.27,Matches,GK,False,playing_time,615,Jordan Smith,eng ENG,GK,24,1994,2.0,0,0,0,0,0,0,0,0,0,,,0,Matches,GK,False,misc,42,Jordan Smith,eng ENG,GK,24,1994,2,2,180,2.0,5,2.50,10,5,50.0,0,0,2,0,0.0,0,0,0,0,,Matches,GK,False,goalkeeping
622,Alex Smithies,eng ENG,GK,Cardiff City,29,1990,30,30,"2,700",30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,alex smithies,2019-2020,standard,622,Alex Smithies,eng ENG,GK,29,1990,30.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,695,Alex Smithies,eng ENG,GK,29,1990,30,"2,700",90,65.2,30.0,1.00,90,1.00,0.00,,0.47,1.72,1.47,1.03,0.43,+0.43,+0.62,Matches,GK,False,playing_time,622,Alex Smithies,eng ENG,GK,29,1990,30.0,1,0,0,0,2,0,0,0,2,,,0,Matches,GK,False,misc,43,Alex Smithies,eng ENG,GK,29,1990,30,30,"2,700",30.0,31,1.03,94,67,70.2,14,10,6,11,36.7,4,3,1,0,25.0,Matches,GK,False,goalkeeping
633,Dejan Stojanović,at AUT,GK,Middlesbrough,26,1993,8,8,720,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,dejan stojanovic,2019-2020,standard,633,Dejan Stojanović,at AUT,GK,26,1993,8.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,710,Dejan Stojanović,at AUT,GK,26,1993,8,720,90,17.4,8.0,1.00,90,1.00,0.00,,0.25,1.50,1.13,1.25,-0.13,-0.12,+0.19,Matches,GK,False,playing_time,633,Dejan Stojanović,at AUT,GK,26,1993,8.0,0,0,0,0,2,0,0,0,0,,,0,Matches,GK,False,misc,44,Dejan Stojanović,at AUT,GK,26,1993,8,8,720,8.0,10,1.25,32,23,71.9,4,0,4,3,37.5,1,1,0,0,0.0,Matches,GK,False,goalkeeping
656,Connal Trueman,eng ENG,GK,Birmingham City,23,1996,10,10,900,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,connal trueman,2019-2020,standard,656,Connal Trueman,eng ENG,GK,23,1996,10.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,736,Connal Trueman,eng ENG,GK,23,1996,10,900,90,21.7,10.0,1.00,90,1.00,0.00,,2.30,0.70,1.50,2.20,-0.70,-0.70,-0.31,Matches,GK,False,playing_time,656,Connal Trueman,eng ENG,GK,23,1996,10.0,0,0,0,0,1,0,0,0,0,,,0,Matches,GK,False,misc,45,Connal Trueman,eng ENG,GK,23,1996,10,10,900,10.0,22,2.20,46,25,54.3,1,4,5,0,0.0,1,1,0,0,0.0,Matches,GK,False,goalkeeping
667,João Virgínia,pt POR,GK,Reading,19,1999,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,joao virginia,2019-2020,standard,667,João Virgínia,pt POR,GK,19,1999,2.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,749,João Virgínia,pt POR,GK,19,1999,2,180,90,4.3,2.0,1.00,90,1.00,0.00,,3.00,0.00,1.00,2.50,-1.50,-1.50,-1.59,Matches,GK,False,playing_time,667,João Virgínia,pt POR,GK,19,1999,2.0,0,0,0,0,0,0,0,0,0,,,0,Matches,GK,False,misc,46,João Virgínia,pt POR,GK,19,1999,2,2,180,2.0,5,2.50,11,6,54.5,0,0,2,0,0.0,0,0,0,0,,Matches,GK,False,goalkeeping
676,Christian Walton,eng ENG,GK,Blackburn,23,1995,46,46,"4,140",46.0,0.00,0.02,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.02,0.00,0.02,Matches,GK,False,christian walton,2019-2020,standard,676,Christian Walton,eng ENG,GK,23,1995,46.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,760,Christian Walton,eng ENG,GK,23,1995,46,"4,140",90,100.0,46.0,1.00,90,1.00,0.00,,0.00,1.37,1.43,1.37,0.07,+0.07,,Matches,GK,False,playing_time,676,Christian Walton,eng ENG,GK,23,1995,46.0,1,0,0,2,8,0,0,0,0,,,0,Matches,GK,False,misc,47,Christian Walton,eng ENG,GK,23,1995,46,46,"4,140",46.0,63,1.37,175,121,69.1,17,12,17,12,26.1,10,9,1,0,10.0,Matches,GK,False,goalkeeping
677,Jack Walton,eng ENG,GK,Barnsley,21,1998,9,9,810,9.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,jack walton,2019-2020,standard,677,Jack Walton,eng ENG,GK,21,1998,9.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,761,Jack Walton,eng ENG,GK,21,1998,9,810,90,19.6,9.0,1.00,90,1.00,0.00,,2.00,1.67,0.78,0.78,0.00,0.00,+0.54,Matches,GK,False,playing_time,677,Jack Walton,eng ENG,GK,21,1998,9.0,0,0,0,0,0,0,0,0,0,,,0,Matches,GK,False,misc,48,Jack Walton,eng ENG,GK,21,1998,9,9,810,9.0,7,0.78,27,20,74.1,4,3,2,5,55.6,0,0,0,0,,Matches,GK,False,goalkeeping
686,Keiren Westwood,ie IRL,GK,Sheffield Weds,34,1984,14,14,"1,249",13.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,keiren westwood,2019-2020,standard,686,Keiren Westwood,ie IRL,GK,34,1984,13.9,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,770,Keiren Westwood,ie IRL,GK,34,1984,14,"1,249",89,30.2,13.9,1.01,89,0.94,0.00,,0.14,1.29,1.22,1.08,0.14,+0.14,+0.46,Matches,GK,False,playing_time,686,Keiren Westwood,ie IRL,GK,34,1984,13.9,0,1,0,2,2,0,0,0,0,,,0,Matches,GK,False,misc,49,Keiren Westwood,ie IRL,GK,34,1984,14,14,"1,249",13.9,15,1.08,43,31,72.1,5,3,6,4,28.6,3,3,0,0,0.0,Matches,GK,False,goalkeeping
692,Joe Wildsmith,eng ENG,GK,Sheffield Weds,23,1995,9,9,810,9.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,joe wildsmith,2019-2020,standard,692,Joe Wildsmith,eng ENG,GK,23,1995,9.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,776,Joe Wildsmith,eng ENG,GK,23,1995,9,810,90,19.6,9.0,1.00,90,1.00,0.00,,1.56,0.89,1.33,1.89,-0.56,-0.56,-0.47,Matches,GK,False,playing_time,692,Joe Wildsmith,eng ENG,GK,23,1995,9.0,0,0,0,0,1,0,0,0,0,,,0,Matches,GK,False,misc,50,Joe Wildsmith,eng ENG,GK,23,1995,9,9,810,9.0,17,1.89,30,16,53.3,2,2,5,2,22.2,3,3,0,0,0.0,Matches,GK,False,goalkeeping
711,Freddie Woodman,eng ENG,GK,Swansea City,22,1997,43,43,"3,869",43.0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,freddie woodman,2019-2020,standard,711,Freddie Woodman,eng ENG,GK,22,1997,43.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,796,Freddie Woodman,eng ENG,GK,22,1997,43,"3,869",90,93.5,43.0,1.00,90,0.98,0.00,,0.00,1.47,1.28,1.16,0.12,+0.12,-1.21,Matches,GK,False,playing_time,711,Freddie Woodman,eng ENG,GK,22,1997,43.0,1,0,0,0,5,0,0,0,0,,,0,Matches,GK,False,misc,51,Freddie Woodman,eng ENG,GK,22,1997,43,43,"3,869",43.0,50,1.16,152,107,68.4,16,15,12,12,27.9,5,2,3,0,60.0,Matches,GK,False,goalkeeping
13,Ryan Allsop,eng ENG,GK,Wycombe,28,1992,29,29,"2,610",29.0,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,ryan allsop,2020-2021,standard,13,Ryan Allsop,eng ENG,GK,28,1992,29.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,16,Ryan Allsop,eng ENG,GK,28,1992,29,"2,610",90,63.0,29.0,1.00,90,1.00,0.00,,0.45,0.66,0.76,1.76,-1.00,-1.00,-0.94,Matches,GK,False,playing_time,13,Ryan Allsop,eng ENG,GK,28,1992,29.0,0.14,0.00,0.00,0.00,0.10,0.00,0.00,0.14,0.00,,,0.00,Matches,GK,False,misc,1,Ryan Allsop,eng ENG,GK,28,1992,29,29,"2,610",29.0,1.76,1.76,4.86,3.28,67.4,0.14,0.24,0.62,0.14,13.8,0.17,0.17,0.00,0.00,0.0,Matches,GK,False,goalkeeping
20,Jordan Archer,sct SCO,GK,Middlesbrough,27,1993,5,5,450,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,jordan archer,2020-2021,standard,20,Jordan Archer,sct SCO,GK,27,1993,5.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,24,Jordan Archer,sct SCO,GK,27,1993,5,450,90,10.9,5.0,1.00,90,1.00,0.00,,3.80,1.40,1.40,1.60,-0.20,-0.20,-0.27,Matches,GK,False,playing_time,20,Jordan Archer,sct SCO,GK,27,1993,5.0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,2,Jordan Archer,sct SCO,GK,27,1993,5,5,450,5.0,1.60,1.60,2.80,1.60,50.0,0.40,0.20,0.40,0.00,0.0,0.40,0.20,0.20,0.00,50.0,Matches,GK,False,goalkeeping
30,Daniel Bachmann,at AUT,GK,Watford,26,1994,23,23,"2,070",23.0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,daniel bachmann,2020-2021,standard,30,Daniel Bachmann,at AUT,GK,26,1994,23.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,35,Daniel Bachmann,at AUT,GK,26,1994,23,"2,070",90,50.0,23.0,1.00,90,1.00,0.00,,1.00,2.22,1.57,0.57,1.00,+1.00,+0.57,Matches,GK,False,playing_time,30,Daniel Bachmann,at AUT,GK,26,1994,23.0,0.09,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,3,Daniel Bachmann,at AUT,GK,26,1994,23,23,"2,070",23.0,0.57,0.57,2.00,1.52,76.1,0.70,0.13,0.17,0.57,56.5,0.13,0.09,0.04,0.00,33.3,Matches,GK,False,goalkeeping
45,Daniel Barden,wls WAL,GK,Norwich City,19,2001,2,1,135,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,daniel barden,2020-2021,standard,45,Daniel Barden,wls WAL,GK,19,2001,1.5,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,51,Daniel Barden,wls WAL,GK,19,2001,2,135,68,3.3,1.5,0.67,90,0.67,0.67,45,14.7,2.00,2.00,1.33,0.67,+0.67,-0.19,Matches,GK,False,playing_time,45,Daniel Barden,wls WAL,GK,19,2001,1.5,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,4,Daniel Barden,wls WAL,GK,19,2001,2,1,135,1.5,1.33,1.33,4.00,3.33,83.3,0.67,0.00,0.00,0.00,0.0,0.67,0.67,0.00,0.00,0.0,Matches,GK,False,goalkeeping
52,Asmir Begović,ba BIH,GK,Bournemouth,33,1987,45,45,"4,050",45.0,0.00,0.02,0.02,0.00,0.00,0.00,0.04,0.00,0.00,0.02,0.02,0.00,0.02,Matches,GK,False,asmir begovic,2020-2021,standard,52,Asmir Begović,ba BIH,GK,33,1987,45.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,62,Asmir Begović,ba BIH,GK,33,1987,45,"4,050",90,97.8,45.0,1.00,90,1.00,0.00,,0.00,1.64,1.56,0.98,0.58,+0.58,-0.42,Matches,GK,False,playing_time,52,Asmir Begović,ba BIH,GK,33,1987,45.0,0.04,0.00,0.00,0.02,0.13,0.00,0.00,0.02,0.02,,,0.00,Matches,GK,False,misc,5,Asmir Begović,ba BIH,GK,33,1987,45,45,"4,050",45.0,0.98,0.98,3.49,2.62,74.5,0.47,0.24,0.29,0.33,33.3,0.11,0.09,0.02,0.00,20.0,Matches,GK,False,goalkeeping
56,Steven Benda,de GER,GK,Swansea City,21,1998,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,steven benda,2020-2021,standard,56,Steven Benda,de GER,GK,21,1998,1.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,66,Steven Benda,de GER,GK,21,1998,1,90,90,2.2,1.0,1.00,90,1.00,0.00,,22.0,3.00,2.00,1.00,1.00,+1.00,+0.64,Matches,GK,False,playing_time,56,Steven Benda,de GER,GK,21,1998,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,6,Steven Benda,de GER,GK,21,1998,1,1,90,1.0,1.00,1.00,5.00,4.00,80.0,1.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
63,Daniel Bentley,eng ENG,GK,Bristol City,27,1993,43,43,"3,870",43.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,daniel bentley,2020-2021,standard,63,Daniel Bentley,eng ENG,GK,27,1993,43.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,73,Daniel Bentley,eng ENG,GK,27,1993,43,"3,870",90,93.5,43.0,1.00,90,1.00,0.00,,0.02,1.14,1.00,1.44,-0.44,-0.44,+0.56,Matches,GK,False,playing_time,63,Daniel Bentley,eng ENG,GK,27,1993,43.0,0.00,0.00,0.00,0.02,0.30,0.00,0.00,0.00,0.00,,,0.02,Matches,GK,False,misc,7,Daniel Bentley,eng ENG,GK,27,1993,43,43,"3,870",43.0,1.44,1.44,4.05,2.72,66.7,0.35,0.09,0.56,0.21,20.9,0.12,0.09,0.02,0.00,20.0,Matches,GK,False,goalkeeping
