Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Pos_Primary,Is_Multi_Pos,Player_Key,Season,Table_Type,Rk_shoot,Player_shoot,Nation_shoot,Pos_shoot,Age_shoot,Born_shoot,90s_shoot,Gls_shoot,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shoot,PKatt_shoot,Matches_shoot,Pos_Primary_shoot,Is_Multi_Pos_shoot,Table_Type_shoot,Rk_playtime,Player_playtime,Nation_playtime,Pos_playtime,Age_playtime,Born_playtime,MP_playtime,Min_playtime,Mn/MP,Min%,90s_playtime,Starts_playtime,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches_playtime,Pos_Primary_playtime,Is_Multi_Pos_playtime,Table_Type_playtime,Rk_misc,Player_misc,Nation_misc,Pos_misc,Age_misc,Born_misc,90s_misc,CrdY_misc,CrdR_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches_misc,Pos_Primary_misc,Is_Multi_Pos_misc,Table_Type_misc,Rk_gk,Player_gk,Nation_gk,Pos_gk,Age_gk,Born_gk,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_gk,PKA,PKsv,PKm,Save%.1,Matches_gk,Pos_Primary_gk,Is_Multi_Pos_gk,Table_Type_gk
57,Steven Benda,de GER,GK,Swansea City,22,1998,5,5,450,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,steven benda,2021-2022,standard,57,Steven Benda,de GER,GK,22,1998,5.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,70,Steven Benda,de GER,GK,22,1998,5,450,90,10.9,5.0,1.00,90,1.00,0.00,,3.40,0.80,0.80,1.60,-0.80,-0.80,-0.65,Matches,GK,False,playing_time,57,Steven Benda,de GER,GK,22,1998,5.0,0.20,0.00,0.00,0.40,0.20,0.00,0.00,0.00,0.20,,,0.00,Matches,GK,False,misc,4,Steven Benda,de GER,GK,22,1998,5,5,450,5.0,1.60,1.60,5.40,4.00,74.1,0.20,0.20,0.60,0.40,40.0,0.20,0.20,0.00,0.00,0.0,Matches,GK,False,goalkeeping
61,Daniel Bentley,eng ENG,GK,Bristol City,28,1993,38,37,"3,358",37.3,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,daniel bentley,2021-2022,standard,61,Daniel Bentley,eng ENG,GK,28,1993,37.3,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,74,Daniel Bentley,eng ENG,GK,28,1993,38,"3,358",88,81.1,37.3,0.99,90,0.99,0.03,28,0.19,1.18,1.23,1.50,-0.27,-0.27,+0.31,Matches,GK,False,playing_time,61,Daniel Bentley,eng ENG,GK,28,1993,37.3,0.08,0.00,0.00,0.03,0.13,0.00,0.00,0.00,0.00,,,0.03,Matches,GK,False,misc,5,Daniel Bentley,eng ENG,GK,28,1993,38,37,"3,358",37.3,1.50,1.50,4.69,3.35,70.3,0.32,0.24,0.43,0.16,16.2,0.16,0.11,0.05,0.00,33.3,Matches,GK,False,goalkeeping
65,Bartosz Białkowski,pl POL,GK,Millwall,34,1987,46,46,"4,140",46.0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,bartosz biakowski,2021-2022,standard,65,Bartosz Białkowski,pl POL,GK,34,1987,46.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,79,Bartosz Białkowski,pl POL,GK,34,1987,46,"4,140",90,100.0,46.0,1.00,90,1.00,0.00,,0.00,1.50,1.15,0.98,0.17,+0.17,,Matches,GK,False,playing_time,65,Bartosz Białkowski,pl POL,GK,34,1987,46.0,0.02,0.00,0.00,0.00,0.22,0.00,0.00,0.02,0.02,,,0.00,Matches,GK,False,misc,6,Bartosz Białkowski,pl POL,GK,34,1987,46,46,"4,140",46.0,0.98,0.98,3.59,2.67,73.9,0.39,0.33,0.28,0.30,30.4,0.09,0.04,0.02,0.02,33.3,Matches,GK,False,goalkeeping
71,Jamal Blackman,eng ENG,GK,Huddersfield,27,1993,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,jamal blackman,2021-2022,standard,71,Jamal Blackman,eng ENG,GK,27,1993,1.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,86,Jamal Blackman,eng ENG,GK,27,1993,1,90,90,2.2,1.0,1.00,90,1.00,0.00,,15.0,3.00,2.00,0.00,2.00,+2.00,+1.67,Matches,GK,False,playing_time,71,Jamal Blackman,eng ENG,GK,27,1993,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,7,Jamal Blackman,eng ENG,GK,27,1993,1,1,90,1.0,0.00,0.00,3.00,3.00,100.0,1.00,0.00,0.00,1.00,100.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
75,Jack Bonham,ie IRL,GK,Stoke City,27,1993,15,15,"1,350",15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,jack bonham,2021-2022,standard,75,Jack Bonham,ie IRL,GK,27,1993,15.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,93,Jack Bonham,ie IRL,GK,27,1993,15,"1,350",90,32.6,15.0,1.00,90,1.00,0.00,,0.93,1.20,1.20,1.13,0.07,+0.07,-0.06,Matches,GK,False,playing_time,75,Jack Bonham,ie IRL,GK,27,1993,15.0,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,8,Jack Bonham,ie IRL,GK,27,1993,15,15,"1,350",15.0,1.13,1.13,3.33,2.33,68.0,0.33,0.20,0.47,0.27,26.7,0.13,0.07,0.07,0.00,50.0,Matches,GK,False,goalkeeping
104,Josef Bursik,eng ENG,GK,Stoke City,21,2000,19,19,"1,710",19.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,josef bursik,2021-2022,standard,104,Josef Bursik,eng ENG,GK,21,2000,19.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,126,Josef Bursik,eng ENG,GK,21,2000,19,"1,710",90,41.3,19.0,1.00,90,1.00,0.00,,0.84,1.58,1.47,1.32,0.16,+0.16,+0.08,Matches,GK,False,playing_time,104,Josef Bursik,eng ENG,GK,21,2000,19.0,0.05,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.05,,,0.00,Matches,GK,False,misc,9,Josef Bursik,eng ENG,GK,21,2000,19,19,"1,710",19.0,1.32,1.32,3.16,1.89,58.3,0.42,0.32,0.26,0.32,31.6,0.05,0.00,0.05,0.00,100.0,Matches,GK,False,goalkeeping
107,David Button,eng ENG,GK,West Brom,32,1989,10,10,900,10.0,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches,GK,False,david button,2021-2022,standard,107,David Button,eng ENG,GK,32,1989,10.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,129,David Button,eng ENG,GK,32,1989,10,900,90,21.7,10.0,1.00,90,1.00,0.00,,3.40,1.40,1.20,1.20,0.00,0.00,-0.19,Matches,GK,False,playing_time,107,David Button,eng ENG,GK,32,1989,10.0,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,10,David Button,eng ENG,GK,32,1989,10,10,900,10.0,1.20,1.20,2.80,1.70,60.7,0.40,0.20,0.40,0.40,40.0,0.10,0.10,0.00,0.00,0.0,Matches,GK,False,goalkeeping
110,Rafael Cabral,br BRA,GK,Reading,31,1990,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,rafael cabral,2021-2022,standard,110,Rafael Cabral,br BRA,GK,31,1990,6.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,132,Rafael Cabral,br BRA,GK,31,1990,6,540,90,13.0,6.0,1.00,90,1.00,0.00,,2.67,0.67,1.67,2.67,-1.00,-1.00,-0.32,Matches,GK,False,playing_time,110,Rafael Cabral,br BRA,GK,31,1990,6.0,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,11,Rafael Cabral,br BRA,GK,31,1990,6,6,540,6.0,2.67,2.67,6.00,3.50,58.3,0.17,0.17,0.67,0.00,0.0,0.17,0.17,0.00,0.00,0.0,Matches,GK,False,goalkeeping
125,Harvey Cartwright,eng ENG,GK,Hull City,19,2002,2,1,114,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,harvey cartwright,2021-2022,standard,125,Harvey Cartwright,eng ENG,GK,19,2002,1.3,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,149,Harvey Cartwright,eng ENG,GK,19,2002,2,114,57,2.8,1.3,0.77,90,0.77,0.77,24,9.23,0.50,0.00,2.31,-2.31,-2.37,-2.14,Matches,GK,False,playing_time,125,Harvey Cartwright,eng ENG,GK,19,2002,1.3,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,12,Harvey Cartwright,eng ENG,GK,19,2002,2,1,114,1.3,2.31,2.37,5.38,3.08,57.1,0.00,0.00,0.77,0.00,0.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
151,Bradley Collins,eng ENG,GK,Barnsley,24,1997,40,40,"3,533",39.3,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,bradley collins,2021-2022,standard,151,Bradley Collins,eng ENG,GK,24,1997,39.3,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,179,Bradley Collins,eng ENG,GK,24,1997,40,"3,533",88,85.3,39.3,1.02,88,0.99,0.00,,0.00,0.73,0.74,1.40,-0.66,-0.66,+1.41,Matches,GK,False,playing_time,151,Bradley Collins,eng ENG,GK,24,1997,39.3,0.10,0.00,0.00,0.05,0.18,0.00,0.00,0.03,0.03,,,0.00,Matches,GK,False,misc,13,Bradley Collins,eng ENG,GK,24,1997,40,40,"3,533",39.3,1.40,1.40,4.45,3.16,69.7,0.15,0.28,0.59,0.18,17.5,0.10,0.05,0.05,0.00,50.0,Matches,GK,False,goalkeeping
164,Murphy Cooper,eng ENG,GK,QPR,19,2001,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,murphy cooper,2021-2022,standard,164,Murphy Cooper,eng ENG,GK,19,2001,2.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,193,Murphy Cooper,eng ENG,GK,19,2001,2,180,90,4.3,2.0,1.00,90,1.00,0.00,,5.50,0.00,1.00,2.50,-1.50,-1.50,-1.59,Matches,GK,False,playing_time,164,Murphy Cooper,eng ENG,GK,19,2001,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,14,Murphy Cooper,eng ENG,GK,19,2001,2,2,180,2.0,2.50,2.50,7.50,5.00,66.7,0.00,0.00,1.00,0.00,0.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
166,David Cornell,wls WAL,GK,Peterborough,30,1991,30,30,"2,700",30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,david cornell,2021-2022,standard,166,David Cornell,wls WAL,GK,30,1991,30.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,196,David Cornell,wls WAL,GK,30,1991,30,"2,700",90,65.2,30.0,1.00,90,1.00,0.00,,0.43,1.03,1.10,1.73,-0.63,-0.63,+0.93,Matches,GK,False,playing_time,166,David Cornell,wls WAL,GK,30,1991,30.0,0.07,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.03,,,0.00,Matches,GK,False,misc,15,David Cornell,wls WAL,GK,30,1991,30,30,"2,700",30.0,1.73,1.73,4.47,2.80,62.7,0.27,0.23,0.50,0.17,16.7,0.10,0.07,0.00,0.03,0.0,Matches,GK,False,goalkeeping
181,Luke Daniels,eng ENG,GK,Middlesbrough,33,1988,12,12,"1,080",12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,luke daniels,2021-2022,standard,181,Luke Daniels,eng ENG,GK,33,1988,12.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,212,Luke Daniels,eng ENG,GK,33,1988,12,"1,080",90,26.1,12.0,1.00,90,1.00,0.00,,2.75,1.33,1.17,1.33,-0.17,-0.17,-0.49,Matches,GK,False,playing_time,181,Luke Daniels,eng ENG,GK,33,1988,12.0,0.08,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.00,,,0.08,Matches,GK,False,misc,16,Luke Daniels,eng ENG,GK,33,1988,12,12,"1,080",12.0,1.33,1.33,3.83,2.58,67.4,0.33,0.33,0.33,0.25,25.0,0.08,0.08,0.00,0.00,0.0,Matches,GK,False,goalkeeping
185,Adam Davies,wls WAL,GK,Stoke City,29,1992,12,12,"1,080",12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,adam davies,2021-2022,standard,185,Adam Davies,wls WAL,GK,29,1992,12.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,216,Adam Davies,wls WAL,GK,29,1992,12,"1,080",90,26.1,12.0,1.00,90,1.00,0.00,,1.08,1.17,0.92,0.83,0.08,+0.08,-0.03,Matches,GK,False,playing_time,185,Adam Davies,wls WAL,GK,29,1992,12.0,0.25,0.00,0.00,0.08,0.17,0.00,0.00,0.00,0.08,,,0.00,Matches,GK,False,misc,17,Adam Davies,wls WAL,GK,29,1992,12,12,"1,080",12.0,0.83,0.83,3.00,2.25,72.2,0.33,0.17,0.50,0.42,41.7,0.08,0.00,0.08,0.00,100.0,Matches,GK,False,goalkeeping
203,Seny Dieng,sn SEN,GK,QPR,26,1994,28,28,"2,475",27.5,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,seny dieng,2021-2022,standard,203,Seny Dieng,sn SEN,GK,26,1994,27.5,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,237,Seny Dieng,sn SEN,GK,26,1994,28,"2,475",88,59.8,27.5,1.02,88,0.98,0.00,,0.07,1.71,1.49,1.16,0.33,+0.33,+0.76,Matches,GK,False,playing_time,203,Seny Dieng,sn SEN,GK,26,1994,27.5,0.07,0.00,0.00,0.04,0.11,0.00,0.00,0.00,0.04,,,0.00,Matches,GK,False,misc,18,Seny Dieng,sn SEN,GK,26,1994,28,28,"2,475",27.5,1.16,1.16,3.56,2.47,69.4,0.51,0.22,0.29,0.29,28.6,0.07,0.07,0.00,0.00,0.0,Matches,GK,False,goalkeeping
232,Neil Etheridge,ph PHI,GK,Birmingham City,31,1990,21,21,"1,869",20.8,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,neil etheridge,2021-2022,standard,232,Neil Etheridge,ph PHI,GK,31,1990,20.8,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,272,Neil Etheridge,ph PHI,GK,31,1990,21,"1,869",89,45.1,20.8,1.01,89,0.96,0.00,,0.48,0.95,1.20,1.68,-0.48,-0.48,+0.11,Matches,GK,False,playing_time,232,Neil Etheridge,ph PHI,GK,31,1990,20.8,0.10,0.00,0.00,0.10,0.14,0.00,0.00,0.05,0.05,,,0.00,Matches,GK,False,misc,19,Neil Etheridge,ph PHI,GK,31,1990,21,21,"1,869",20.8,1.68,1.69,4.62,3.17,67.7,0.19,0.38,0.43,0.19,19.0,0.24,0.19,0.05,0.00,20.0,Matches,GK,False,goalkeeping
240,Andy Fisher,eng ENG,GK,Swansea City,23,1998,20,20,"1,800",20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,andy fisher,2021-2022,standard,240,Andy Fisher,eng ENG,GK,23,1998,20.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,283,Andy Fisher,eng ENG,GK,23,1998,20,"1,800",90,43.5,20.0,1.00,90,1.00,0.00,,0.20,1.45,1.50,1.70,-0.20,-0.20,+0.03,Matches,GK,False,playing_time,240,Andy Fisher,eng ENG,GK,23,1998,20.0,0.05,0.00,0.00,0.05,0.25,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,20,Andy Fisher,eng ENG,GK,23,1998,20,20,"1,800",20.0,1.70,1.70,4.55,3.05,67.0,0.40,0.25,0.35,0.25,25.0,0.20,0.20,0.00,0.00,0.0,Matches,GK,False,goalkeeping
245,Wes Foderingham,eng ENG,GK,Sheffield United,30,1991,32,32,"2,880",32.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,wes foderingham,2021-2022,standard,245,Wes Foderingham,eng ENG,GK,30,1991,32.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,289,Wes Foderingham,eng ENG,GK,30,1991,32,"2,880",90,69.6,32.0,1.00,90,1.00,0.00,,0.38,1.85,1.50,0.72,0.78,+0.78,+1.28,Matches,GK,False,playing_time,245,Wes Foderingham,eng ENG,GK,30,1991,32.0,0.03,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,21,Wes Foderingham,eng ENG,GK,30,1991,32,32,"2,880",32.0,0.72,0.72,2.88,2.25,76.1,0.53,0.28,0.19,0.56,56.3,0.09,0.03,0.06,0.00,66.7,Matches,GK,False,goalkeeping
267,Paulo Gazzaniga,ar ARG,GK,Fulham,29,1992,13,13,"1,170",13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,paulo gazzaniga,2021-2022,standard,267,Paulo Gazzaniga,ar ARG,GK,29,1992,13.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,313,Paulo Gazzaniga,ar ARG,GK,29,1992,13,"1,170",90,28.3,13.0,1.00,90,1.00,0.00,,2.54,1.62,1.77,1.31,0.46,+0.46,-1.27,Matches,GK,False,playing_time,267,Paulo Gazzaniga,ar ARG,GK,29,1992,13.0,0.08,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,22,Paulo Gazzaniga,ar ARG,GK,29,1992,13,13,"1,170",13.0,1.31,1.31,3.00,1.85,61.5,0.46,0.23,0.31,0.23,23.1,0.15,0.15,0.00,0.00,0.0,Matches,GK,False,goalkeeping
283,Daniel Grimshaw,eng ENG,GK,Blackpool,23,1998,26,26,"2,269",25.2,0.00,0.04,0.04,0.00,0.00,0.00,0.08,0.00,0.00,0.04,0.04,0.00,0.04,Matches,GK,False,daniel grimshaw,2021-2022,standard,283,Daniel Grimshaw,eng ENG,GK,23,1998,25.2,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,332,Daniel Grimshaw,eng ENG,GK,23,1998,26,"2,269",87,54.8,25.2,1.03,87,0.99,0.00,,0.48,1.42,1.27,1.07,0.20,+0.20,+0.63,Matches,GK,False,playing_time,283,Daniel Grimshaw,eng ENG,GK,23,1998,25.2,0.08,0.00,0.00,0.00,0.12,0.00,0.00,0.04,0.00,,,0.00,Matches,GK,False,misc,23,Daniel Grimshaw,eng ENG,GK,23,1998,26,26,"2,269",25.2,1.07,1.07,3.49,2.46,69.3,0.40,0.28,0.36,0.32,30.8,0.04,0.00,0.04,0.00,100.0,Matches,GK,False,goalkeeping
290,Ben Hamer,eng ENG,GK,Swansea City,33,1987,21,21,"1,890",21.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,ben hamer,2021-2022,standard,290,Ben Hamer,eng ENG,GK,33,1987,21.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,340,Ben Hamer,eng ENG,GK,33,1987,21,"1,890",90,45.7,21.0,1.00,90,1.00,0.00,,1.05,1.33,1.14,1.24,-0.10,-0.10,+0.22,Matches,GK,False,playing_time,290,Ben Hamer,eng ENG,GK,33,1987,21.0,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,24,Ben Hamer,eng ENG,GK,33,1987,21,21,"1,890",21.0,1.24,1.24,3.67,2.48,67.5,0.33,0.33,0.33,0.43,42.9,0.05,0.05,0.00,0.00,0.0,Matches,GK,False,goalkeeping
314,Ethan Horvath,us USA,GK,Nottingham,26,1995,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,ethan horvath,2021-2022,standard,314,Ethan Horvath,us USA,GK,26,1995,6.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,371,Ethan Horvath,us USA,GK,26,1995,6,540,90,13.0,6.0,1.00,90,1.00,0.00,,6.67,2.00,1.67,0.67,1.00,+1.00,+0.32,Matches,GK,False,playing_time,314,Ethan Horvath,us USA,GK,26,1995,6.0,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,25,Ethan Horvath,us USA,GK,26,1995,6,6,540,6.0,0.67,0.67,3.33,2.67,80.0,0.50,0.33,0.17,0.50,50.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
334,Matt Ingram,eng ENG,GK,Luton Town,27,1993,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,matt ingram,2021-2022,standard,334,Matt Ingram,eng ENG,GK,27,1993,2.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,393,Matt Ingram,eng ENG,GK,27,1993,2,180,90,4.3,2.0,1.00,90,1.00,0.00,,0.00,1.00,0.50,3.50,-3.00,-3.00,-3.32,Matches,GK,False,playing_time,334,Matt Ingram,eng ENG,GK,27,1993,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,26,Matt Ingram,eng ENG,GK,27,1993,2,2,180,2.0,3.50,3.50,6.50,3.00,46.2,0.50,0.00,0.50,0.50,50.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
335,Matt Ingram,eng ENG,GK,Hull City,27,1993,29,29,"2,586",28.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,matt ingram,2021-2022,standard,335,Matt Ingram,eng ENG,GK,27,1993,28.7,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,394,Matt Ingram,eng ENG,GK,27,1993,29,"2,586",89,62.5,28.7,1.01,89,0.98,0.00,,0.49,0.83,0.70,1.18,-0.49,-0.49,-0.55,Matches,GK,False,playing_time,335,Matt Ingram,eng ENG,GK,27,1993,28.7,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.10,0.00,,,0.00,Matches,GK,False,misc,27,Matt Ingram,eng ENG,GK,27,1993,29,29,"2,586",28.7,1.18,1.18,4.32,3.21,73.4,0.21,0.21,0.59,0.28,27.6,0.07,0.03,0.03,0.00,50.0,Matches,GK,False,goalkeeping
336,Harvey Isted,eng ENG,GK,Luton Town,24,1997,2,1,136,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,harvey isted,2021-2022,standard,336,Harvey Isted,eng ENG,GK,24,1997,1.5,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,395,Harvey Isted,eng ENG,GK,24,1997,2,136,68,3.3,1.5,0.67,90,0.67,0.67,46,10.7,2.00,1.33,0.67,0.67,+0.66,+0.50,Matches,GK,False,playing_time,336,Harvey Isted,eng ENG,GK,24,1997,1.5,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,28,Harvey Isted,eng ENG,GK,24,1997,2,1,136,1.5,0.67,0.66,2.00,2.00,100.0,0.00,0.67,0.00,0.67,100.0,0.67,0.67,0.00,0.00,0.0,Matches,GK,False,goalkeeping
337,Daniel Iversen,dk DEN,GK,Preston,24,1997,46,45,"4,128",45.9,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,daniel iversen,2021-2022,standard,337,Daniel Iversen,dk DEN,GK,24,1997,45.9,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,396,Daniel Iversen,dk DEN,GK,24,1997,46,"4,128",90,99.7,45.9,0.98,90,0.98,0.02,78,0.00,1.39,1.11,1.22,-0.11,-0.11,-7.61,Matches,GK,False,playing_time,337,Daniel Iversen,dk DEN,GK,24,1997,45.9,0.02,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,29,Daniel Iversen,dk DEN,GK,24,1997,46,45,"4,128",45.9,1.22,1.22,3.92,2.75,70.6,0.35,0.35,0.28,0.28,28.9,0.07,0.07,0.00,0.00,0.0,Matches,GK,False,goalkeeping
340,Karl Jakob Hein,ee EST,GK,Reading,19,2002,5,5,450,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,GK,False,karl jakob hein,2021-2022,standard,340,Karl Jakob Hein,ee EST,GK,19,2002,5.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,Matches,GK,False,shooting,400,Karl Jakob Hein,ee EST,GK,19,2002,5,450,90,10.9,5.0,1.00,90,1.00,0.00,,0.20,1.40,1.60,1.60,0.00,0.00,+0.80,Matches,GK,False,playing_time,340,Karl Jakob Hein,ee EST,GK,19,2002,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,Matches,GK,False,misc,30,Karl Jakob Hein,ee EST,GK,19,2002,5,5,450,5.0,1.60,1.60,5.40,3.80,70.4,0.40,0.20,0.40,0.20,20.0,0.00,0.00,0.00,0.00,,Matches,GK,False,goalkeeping
